frame,nis_pre,n,over,tour_nis_pre,tour_se,tour_n,tour_over_frac,tour_nis_acc,sigma_det,sigma_pred,sigma_model,resid_mean,resid_max,ori_mean,ori_min,line_sigma_phi_deg,line_sigma_d_m,npts,resid_sig_m,lever_m,corner_angle_deg,corners_in_fov,accepted,rej_dist
18318,3.96294,15,8,1.89231,0.00212934,220551,0.201096,0.763463,0.183168,0.0389114,0.04,0.0389905,0.0709388,0.773035,1.60558e-09,6.05372,0.221138,201.023,0.0438146,2.65533,116.001,17,7,10
18319,4.03435,15,8,1.89246,0.00212927,220566,0.201119,0.763447,0.183168,0.0389096,0.04,0.0374456,0.0720453,0.773035,1.60558e-09,6.05343,0.221129,201.021,0.0438146,2.65534,116.001,17,7,10
18320,3.81551,16,8,1.8926,0.00212919,220582,0.201141,0.76343,0.183172,0.0389077,0.04,0.0486971,0.112049,0.773034,1.60558e-09,6.05314,0.221119,201.018,0.0438146,2.65534,116.001,17,8,9
18321,3.73193,16,8,1.89273,0.00212912,220598,0.201162,0.763412,0.183176,0.0389058,0.04,0.0572533,0.19182,0.773032,1.60558e-09,6.05285,0.22111,201.016,0.0438146,2.65534,116.002,17,8,9
18322,4.10315,15,8,1.89288,0.00212904,220613,0.201185,0.7634,0.183176,0.038904,0.04,0.0397284,0.0664385,0.773032,1.60558e-09,6.05255,0.2211,201.013,0.0438146,2.65535,116.002,17,7,10
18323,3.87355,16,8,1.89302,0.00212897,220629,0.201207,0.763382,0.18318,0.0389021,0.04,0.0411899,0.0690963,0.773031,1.60558e-09,6.05224,0.22109,201.011,0.0438146,2.65536,116.002,17,8,9
18324,3.79873,14,7,1.89315,0.0021289,220643,0.201226,0.763369,0.183176,0.0389004,0.04,0.0388175,0.0693585,0.773032,1.60558e-09,6.05195,0.22108,201.009,0.0438146,2.65536,116.002,17,7,10
18325,4.09226,15,8,1.8933,0.00212883,220658,0.201248,0.763353,0.183176,0.0388986,0.04,0.0354552,0.0721634,0.773032,1.60558e-09,6.05165,0.22107,201.006,0.0438146,2.65536,116.002,17,7,10
18326,3.76115,16,8,1.89343,0.00212875,220674,0.20127,0.763337,0.18318,0.0388967,0.04,0.0469225,0.0911236,0.773031,1.60558e-09,6.05136,0.221061,201.004,0.0438146,2.65537,116.002,17,8,8
18327,4.01322,15,8,1.89357,0.00212868,220689,0.201292,0.76332,0.183179,0.0388949,0.04,0.0350916,0.0628719,0.773031,1.60558e-09,6.05108,0.221052,201.001,0.0438146,2.65537,116.002,17,7,10
18328,3.7222,16,8,1.89371,0.0021286,220705,0.201314,0.763302,0.183183,0.038893,0.04,0.0421335,0.0703789,0.77303,1.60558e-09,6.05077,0.221042,200.999,0.0438147,2.65538,116.003,17,8,9
18329,3.49278,15,7,1.89382,0.00212853,220720,0.201332,0.763282,0.183183,0.0388912,0.04,0.0656015,0.287929,0.77303,1.60558e-09,6.05047,0.221032,200.997,0.0438148,2.65538,116.003,17,8,9
18330,3.82698,15,8,1.89395,0.00212845,220735,0.201355,0.763266,0.183183,0.0388894,0.04,0.0375316,0.064025,0.77303,1.60558e-09,6.05017,0.221022,200.994,0.0438148,2.65538,116.003,17,7,10
18331,3.74565,16,8,1.89408,0.00212838,220751,0.201376,0.763251,0.183187,0.0388875,0.04,0.0446072,0.0742553,0.773029,1.60558e-09,6.04986,0.221011,200.992,0.0438148,2.65539,116.003,17,8,9
18332,3.92523,15,8,1.89422,0.00212831,220766,0.201399,0.763236,0.183187,0.0388857,0.04,0.0387007,0.0675993,0.77303,1.60558e-09,6.04955,0.221001,200.989,0.0438148,2.65539,116.003,17,7,9
18333,3.67224,14,7,1.89433,0.00212824,220780,0.201418,0.763219,0.183183,0.0388841,0.04,0.0345627,0.0658603,0.773031,1.60558e-09,6.04926,0.220992,200.987,0.0438148,2.65539,116.003,17,7,10
18334,3.88362,15,8,1.89447,0.00212817,220795,0.20144,0.763205,0.183183,0.0388823,0.04,0.0381233,0.0682774,0.773031,1.60558e-09,6.04896,0.220982,200.984,0.0438148,2.65539,116.003,17,7,10
18335,3.69002,16,8,1.8946,0.00212809,220811,0.201462,0.763184,0.183186,0.0388804,0.04,0.0540663,0.18615,0.77303,1.60558e-09,6.04867,0.220972,200.982,0.0438148,2.6554,116.003,17,8,9
18336,3.94464,15,7,1.89474,0.00212802,220826,0.20148,0.763182,0.183186,0.0388786,0.04,0.0479505,0.123062,0.773031,1.60558e-09,6.04836,0.220962,200.979,0.0438148,2.6554,116.003,17,8,9
18337,3.93367,15,7,1.89488,0.00212794,220841,0.201498,0.763179,0.183186,0.0388768,0.04,0.0484495,0.120438,0.773032,1.60558e-09,6.04805,0.220951,200.976,0.0438148,2.65541,116.003,17,8,9
18338,3.58962,15,6,1.89499,0.00212787,220856,0.201511,0.763176,0.183186,0.038875,0.04,0.0468487,0.117407,0.773032,1.60558e-09,6.04774,0.220941,200.974,0.0438148,2.6554,116.004,17,8,8
18339,3.79144,15,7,1.89512,0.0021278,220871,0.201529,0.763169,0.183186,0.0388733,0.04,0.0445402,0.115562,0.773032,1.60558e-09,6.04743,0.22093,200.971,0.0438146,2.65541,116.004,17,8,9
18340,3.75086,14,6,1.89524,0.00212773,220885,0.201544,0.763164,0.183182,0.0388716,0.04,0.0471305,0.110144,0.773035,1.60558e-09,6.04713,0.22092,200.969,0.0438146,2.65541,116.003,17,8,9
18341,3.61894,14,6,1.89535,0.00212766,220899,0.201558,0.763159,0.183178,0.0388699,0.04,0.044885,0.11244,0.773037,1.60558e-09,6.04683,0.22091,200.967,0.0438146,2.65541,116.003,17,8,9
18342,3.41759,14,6,1.89544,0.0021276,220913,0.201573,0.763152,0.183173,0.0388683,0.04,0.0446846,0.114652,0.773039,1.60558e-09,6.04654,0.2209,200.964,0.0438147,2.65541,116.003,17,8,8
18343,3.9121,15,7,1.89558,0.00212752,220928,0.201591,0.763146,0.183173,0.0388665,0.04,0.0449599,0.11285,0.77304,1.60558e-09,6.04623,0.22089,200.962,0.0438146,2.65541,116.003,17,8,9
18344,3.57893,14,6,1.89569,0.00212746,220942,0.201605,0.763136,0.183169,0.0388648,0.04,0.0433238,0.103477,0.773042,1.60558e-09,6.04593,0.22088,200.959,0.0438145,2.65541,116.003,17,8,8
18345,3.60541,14,6,1.89579,0.00212739,220956,0.201619,0.763127,0.183165,0.0388632,0.04,0.0435,0.104593,0.773045,1.60558e-09,6.04564,0.22087,200.957,0.0438145,2.65541,116.003,17,8,9
18346,3.59373,14,6,1.8959,0.00212732,220970,0.201634,0.763119,0.183161,0.0388615,0.04,0.0439622,0.107327,0.773047,1.60558e-09,6.04534,0.22086,200.955,0.0438145,2.65541,116.002,17,8,9
18347,3.85247,15,7,1.89603,0.00212725,220985,0.201652,0.763112,0.183161,0.0388597,0.04,0.0444393,0.112422,0.773047,1.60558e-09,6.04503,0.220849,200.952,0.0438145,2.65541,116.003,17,8,9
18348,3.69338,14,6,1.89615,0.00212718,220999,0.201666,0.763102,0.183157,0.038858,0.04,0.0432524,0.100304,0.773049,1.60558e-09,6.04474,0.220839,200.95,0.0438144,2.65541,116.002,17,8,9
18349,3.78638,15,7,1.89628,0.00212711,221014,0.201684,0.763091,0.183156,0.0388563,0.04,0.0413873,0.0964852,0.77305,1.60558e-09,6.04443,0.220829,200.947,0.0438143,2.65541,116.002,17,8,9
18350,3.62942,14,6,1.89639,0.00212704,221028,0.201698,0.76308,0.183152,0.0388546,0.04,0.0415008,0.102486,0.773052,1.60558e-09,6.04413,0.220819,200.945,0.0438143,2.65541,116.002,17,8,9
18351,3.67641,15,7,1.89651,0.00212697,221043,0.201716,0.763069,0.183152,0.0388528,0.04,0.0426686,0.102775,0.773053,1.60558e-09,6.04383,0.220809,200.942,0.0438142,2.65541,116.002,17,8,9
18352,3.81939,15,7,1.89664,0.0021269,221058,0.201734,0.763062,0.183152,0.0388511,0.04,0.0467628,0.103008,0.773054,1.60558e-09,6.04353,0.220798,200.939,0.0438142,2.65541,116.002,17,8,9
18353,3.81245,15,7,1.89677,0.00212683,221073,0.201752,0.763057,0.183152,0.0388493,0.04,0.0456772,0.11558,0.773055,1.60558e-09,6.04322,0.220788,200.937,0.0438141,2.65542,116.002,17,8,9
18354,3.73432,15,7,1.89689,0.00212675,221088,0.20177,0.76305,0.183152,0.0388475,0.04,0.0435123,0.112176,0.773055,1.60558e-09,6.04291,0.220778,200.934,0.043814,2.65542,116.002,17,8,8
18355,3.96102,15,7,1.89703,0.00212668,221103,0.201788,0.763045,0.183152,0.0388457,0.04,0.0446855,0.118038,0.773056,1.60558e-09,6.0426,0.220767,200.932,0.0438139,2.65542,116.002,17,8,8
18356,3.85604,15,7,1.89717,0.00212661,221118,0.201806,0.763041,0.183152,0.0388439,0.04,0.0466851,0.116429,0.773057,1.60558e-09,6.04229,0.220757,200.929,0.0438138,2.65542,116.002,17,8,9
18357,3.9652,15,8,1.89731,0.00212654,221133,0.201829,0.763025,0.183151,0.0388421,0.04,0.0378796,0.0631838,0.773058,1.60558e-09,6.04198,0.220746,200.926,0.0438138,2.65543,116.002,17,7,10
18358,3.93611,15,7,1.89744,0.00212647,221148,0.201847,0.763023,0.183151,0.0388404,0.04,0.0481153,0.116509,0.773058,1.60558e-09,6.04167,0.220736,200.924,0.0438137,2.65543,116.002,17,8,9
18359,3.49268,15,6,1.89755,0.00212639,221163,0.20186,0.763016,0.183151,0.0388386,0.04,0.043806,0.113191,0.773059,1.60558e-09,6.04137,0.220725,200.921,0.0438137,2.65543,116.003,17,8,8
18360,3.66552,14,6,1.89766,0.00212633,221177,0.201875,0.763009,0.183147,0.0388369,0.04,0.0459003,0.108627,0.773061,1.60558e-09,6.04107,0.220715,200.919,0.0438137,2.65543,116.002,17,8,9
18361,3.90755,15,7,1.8978,0.00212625,221192,0.201892,0.763001,0.183147,0.0388351,0.04,0.042936,0.105349,0.773062,1.60558e-09,6.04076,0.220705,200.916,0.0438137,2.65543,116.002,17,8,9
18362,3.77921,16,7,1.89794,0.00212618,221208,0.20191,0.762993,0.183151,0.0388333,0.04,0.0430184,0.106184,0.77306,1.60558e-09,6.04044,0.220694,200.913,0.0438135,2.65543,116.003,17,8,8
18363,3.93319,15,7,1.89807,0.00212611,221223,0.201927,0.76299,0.183151,0.0388315,0.04,0.0487403,0.116359,0.773061,1.60558e-09,6.04014,0.220684,200.911,0.0438135,2.65544,116.003,17,8,8
18364,3.83434,15,7,1.89821,0.00212603,221238,0.201945,0.762985,0.18315,0.0388297,0.04,0.0457055,0.107974,0.773062,1.60558e-09,6.03983,0.220673,200.908,0.0438133,2.65544,116.003,17,8,8
18365,3.60914,14,6,1.89831,0.00212597,221252,0.20196,0.762978,0.183146,0.038828,0.04,0.0437144,0.113908,0.773064,1.60558e-09,6.03953,0.220663,200.906,0.0438133,2.65544,116.003,17,8,9
18366,3.56543,14,6,1.89842,0.0021259,221266,0.201974,0.762969,0.183142,0.0388264,0.04,0.0429298,0.111098,0.773066,1.60558e-09,6.03924,0.220653,200.903,0.0438133,2.65544,116.002,17,8,8
18367,3.63977,15,7,1.89854,0.00212583,221281,0.201992,0.762965,0.183142,0.0388246,0.04,0.0485263,0.109033,0.773067,1.60558e-09,6.03893,0.220643,200.901,0.0438132,2.65544,116.002,17,8,9
18368,3.81821,15,7,1.89867,0.00212576,221296,0.20201,0.762961,0.183142,0.0388228,0.04,0.0460995,0.119268,0.773068,1.60558e-09,6.03862,0.220633,200.898,0.0438132,2.65544,116.002,17,8,9
18369,3.84912,15,8,1.8988,0.00212568,221311,0.202032,0.762945,0.183142,0.038821,0.04,0.0366971,0.0668477,0.773069,1.60558e-09,6.03831,0.220622,200.896,0.043813,2.65545,116.002,17,7,9
18370,3.82004,15,8,1.89893,0.00212561,221326,0.202055,0.762927,0.183142,0.0388193,0.04,0.0353565,0.0610036,0.77307,1.60558e-09,6.038,0.220612,200.893,0.0438129,2.65545,116.002,17,7,10
18371,3.88065,15,7,1.89906,0.00212554,221341,0.202073,0.762922,0.183141,0.0388175,0.04,0.0451216,0.114291,0.77307,1.60558e-09,6.03769,0.220601,200.89,0.0438128,2.65545,116.003,17,8,8
18372,3.81123,15,7,1.89919,0.00212547,221356,0.202091,0.762919,0.183141,0.0388157,0.04,0.0476047,0.122991,0.773071,1.60558e-09,6.03739,0.220591,200.888,0.0438128,2.65545,116.003,17,8,9
18373,3.95419,15,7,1.89933,0.00212539,221371,0.202109,0.762915,0.183141,0.0388139,0.04,0.0463141,0.123754,0.773072,1.60558e-09,6.03708,0.22058,200.885,0.0438126,2.65546,116.003,17,8,9
18374,3.93869,15,7,1.89947,0.00212532,221386,0.202127,0.762911,0.183141,0.0388122,0.04,0.046095,0.125066,0.773073,1.60558e-09,6.03677,0.22057,200.883,0.0438126,2.65546,116.003,17,8,9
18375,3.85454,15,7,1.8996,0.00212525,221401,0.202145,0.76291,0.183141,0.0388104,0.04,0.0490451,0.122054,0.773074,1.60558e-09,6.03646,0.22056,200.88,0.0438125,2.65546,116.003,17,8,9
18376,3.82412,15,7,1.89973,0.00212518,221416,0.202162,0.762905,0.183141,0.0388086,0.04,0.0458462,0.120213,0.773074,1.60558e-09,6.03615,0.220549,200.877,0.0438124,2.65547,116.003,17,8,9
18377,3.9349,15,7,1.89987,0.00212511,221431,0.20218,0.7629,0.183141,0.0388068,0.04,0.046088,0.112586,0.773075,1.60558e-09,6.03584,0.220539,200.875,0.0438123,2.65547,116.003,17,8,9
18378,3.95943,15,7,1.90001,0.00212503,221446,0.202198,0.762895,0.18314,0.0388051,0.04,0.0445695,0.114671,0.773076,1.60558e-09,6.03553,0.220528,200.872,0.0438123,2.65547,116.003,17,8,9
18379,3.57315,14,6,1.90012,0.00212497,221460,0.202213,0.762889,0.183136,0.0388034,0.04,0.0452794,0.113101,0.773078,1.60558e-09,6.03523,0.220518,200.87,0.0438123,2.65547,116.003,17,8,9
18380,3.93057,15,7,1.90026,0.0021249,221475,0.20223,0.762883,0.183136,0.0388016,0.04,0.0442951,0.114223,0.773079,1.60558e-09,6.03492,0.220508,200.867,0.0438122,2.65547,116.003,17,8,9
18381,3.737,15,7,1.90038,0.00212482,221490,0.202248,0.762872,0.183136,0.0387999,0.04,0.0427072,0.104842,0.77308,1.60558e-09,6.03461,0.220497,200.865,0.0438121,2.65548,116.003,17,8,8
18382,3.82725,15,7,1.90051,0.00212475,221505,0.202266,0.76287,0.183136,0.0387981,0.04,0.0480072,0.116928,0.77308,1.60558e-09,6.03431,0.220487,200.862,0.0438121,2.65548,116.003,17,8,9
18383,3.6985,14,6,1.90062,0.00212468,221519,0.202281,0.762865,0.183132,0.0387964,0.04,0.0466817,0.115847,0.773082,1.60558e-09,6.03401,0.220477,200.86,0.043812,2.65548,116.003,17,8,9
18384,3.65543,14,6,1.90073,0.00212462,221533,0.202295,0.762861,0.183128,0.0387948,0.04,0.0458005,0.120552,0.773084,1.60558e-09,6.03371,0.220467,200.857,0.043812,2.65548,116.002,17,8,9
18385,3.93407,15,7,1.90087,0.00212455,221548,0.202313,0.762856,0.183127,0.038793,0.04,0.0464268,0.117464,0.773085,1.60558e-09,6.0334,0.220456,200.855,0.0438119,2.65548,116.002,17,8,9
18386,3.69384,14,6,1.90099,0.00212448,221562,0.202327,0.762851,0.183123,0.0387913,0.04,0.0471262,0.115028,0.773087,1.60558e-09,6.03311,0.220446,200.852,0.0438118,2.65548,116.002,17,8,9
18387,3.78008,15,7,1.90111,0.00212441,221577,0.202345,0.762843,0.183123,0.0387896,0.04,0.0427295,0.109729,0.773088,1.60558e-09,6.0328,0.220436,200.85,0.0438117,2.65548,116.002,17,8,9
18388,3.86644,15,7,1.90125,0.00212433,221592,0.202363,0.762836,0.183123,0.0387878,0.04,0.044365,0.111557,0.773089,1.60558e-09,6.03249,0.220426,200.847,0.0438117,2.65548,116.002,17,8,9
18389,3.55402,14,6,1.90135,0.00212427,221606,0.202377,0.762828,0.183119,0.0387861,0.04,0.0439781,0.110743,0.773091,1.60558e-09,6.03219,0.220416,200.845,0.0438116,2.65548,116.002,17,8,8
18390,3.93165,15,7,1.90149,0.0021242,221621,0.202395,0.762821,0.183119,0.0387844,0.04,0.0445894,0.108717,0.773092,1.60558e-09,6.03188,0.220405,200.842,0.0438115,2.65548,116.002,17,8,9
18391,3.94996,15,7,1.90163,0.00212412,221636,0.202413,0.762815,0.183119,0.0387826,0.04,0.0441874,0.11403,0.773092,1.60558e-09,6.03157,0.220394,200.84,0.0438114,2.65549,116.002,17,8,9
18392,3.88006,15,6,1.90176,0.00212405,221651,0.202426,0.762821,0.183118,0.0387808,0.04,0.0511508,0.110398,0.773093,1.60558e-09,6.03127,0.220384,200.837,0.0438114,2.65549,116.002,17,9,8
18393,3.58427,14,6,1.90187,0.00212398,221665,0.202441,0.762814,0.183114,0.0387792,0.04,0.0444441,0.107417,0.773095,1.60558e-09,6.03097,0.220374,200.835,0.0438113,2.65549,116.002,17,8,9
18394,3.85332,15,7,1.902,0.00212391,221680,0.202459,0.762808,0.183114,0.0387774,0.04,0.0455271,0.112434,0.773096,1.60558e-09,6.03067,0.220364,200.832,0.0438112,2.65549,116.002,17,8,9
18395,3.66826,14,6,1.90211,0.00212385,221694,0.202473,0.762801,0.18311,0.0387757,0.04,0.0459805,0.107503,0.773098,1.60558e-09,6.03037,0.220354,200.83,0.0438112,2.65549,116.002,17,8,9
18396,3.83182,15,7,1.90224,0.00212377,221709,0.202491,0.762794,0.18311,0.038774,0.04,0.0450087,0.111337,0.773099,1.60558e-09,6.03007,0.220344,200.827,0.0438112,2.65549,116.002,17,8,9
18397,3.81585,15,7,1.90237,0.0021237,221724,0.202509,0.762788,0.18311,0.0387722,0.04,0.0451261,0.113718,0.7731,1.60558e-09,6.02976,0.220333,200.825,0.0438111,2.6555,116.002,17,8,9
18398,3.87923,15,7,1.9025,0.00212363,221739,0.202526,0.762781,0.18311,0.0387704,0.04,0.0448532,0.107782,0.773101,1.60558e-09,6.02945,0.220323,200.822,0.0438109,2.6555,116.002,17,8,8
18399,3.84791,15,7,1.90264,0.00212356,221754,0.202544,0.762777,0.183109,0.0387686,0.04,0.0468966,0.114484,0.773102,1.60558e-09,6.02914,0.220312,200.819,0.0438109,2.6555,116.002,17,8,9
18400,3.86985,15,7,1.90277,0.00212349,221769,0.202562,0.762771,0.183109,0.0387669,0.04,0.0458829,0.114134,0.773102,1.60558e-09,6.02883,0.220302,200.817,0.0438108,2.6555,116.002,17,8,8
18401,3.7551,15,7,1.90289,0.00212342,221784,0.20258,0.762764,0.183109,0.0387651,0.04,0.043736,0.106804,0.773103,1.60558e-09,6.02853,0.220292,200.814,0.0438107,2.65551,116.002,17,8,9
18402,3.56833,15,7,1.90301,0.00212334,221799,0.202598,0.762753,0.183109,0.0387633,0.04,0.0421509,0.0976452,0.773104,1.60558e-09,6.02823,0.220281,200.812,0.0438107,2.65551,116.002,17,8,9
18403,3.31804,14,6,1.9031,0.00212328,221813,0.202612,0.762741,0.183105,0.0387617,0.04,0.0408897,0.0940962,0.773106,1.60558e-09,6.02794,0.220272,200.809,0.0438107,2.65551,116.002,17,8,9
18404,3.72297,14,6,1.90321,0.00212321,221827,0.202626,0.762726,0.183101,0.03876,0.04,0.0401196,0.090804,0.773108,1.60558e-09,6.02766,0.220262,200.807,0.0438107,2.65551,116.002,17,8,9
18405,3.55072,14,6,1.90331,0.00212314,221841,0.202641,0.762714,0.183097,0.0387584,0.04,0.0413432,0.092058,0.77311,1.60558e-09,6.02737,0.220253,200.805,0.0438107,2.6555,116.002,17,8,8
18406,3.53302,15,7,1.90342,0.00212307,221856,0.202658,0.7627,0.183097,0.0387566,0.04,0.0398389,0.0926454,0.77311,1.60558e-09,6.02708,0.220243,200.802,0.0438106,2.65551,116.002,17,8,9
18407,3.86622,15,7,1.90356,0.002123,221871,0.202676,0.76269,0.183097,0.0387549,0.04,0.0419124,0.10353,0.773111,1.60558e-09,6.02677,0.220232,200.799,0.0438105,2.65551,116.002,17,8,9
18408,3.65038,14,6,1.90367,0.00212293,221885,0.202691,0.76268,0.183092,0.0387532,0.04,0.043994,0.0962746,0.773113,1.60558e-09,6.02649,0.220223,200.797,0.0438106,2.65551,116.001,17,8,9
18409,3.59902,14,6,1.90377,0.00212286,221899,0.202705,0.762668,0.183088,0.0387516,0.04,0.0397018,0.102063,0.773115,1.60558e-09,6.0262,0.220213,200.795,0.0438106,2.6555,116.001,17,8,9
18410,3.95949,15,7,1.90391,0.00212279,221914,0.202723,0.762656,0.183088,0.0387498,0.04,0.0408367,0.102976,0.773116,1.60558e-09,6.02589,0.220202,200.792,0.0438105,2.65551,116.001,17,8,8
18411,3.44481,15,6,1.90402,0.00212272,221929,0.202736,0.762643,0.183088,0.038748,0.04,0.0401681,0.0954848,0.773116,1.60558e-09,6.0256,0.220192,200.79,0.0438105,2.6555,116.001,17,8,8
18412,3.65517,14,6,1.90413,0.00212265,221943,0.20275,0.76263,0.183084,0.0387464,0.04,0.039732,0.0910893,0.773118,1.60558e-09,6.02531,0.220182,200.787,0.0438105,2.6555,116.001,17,8,8
18413,3.35011,15,6,1.90423,0.00212258,221958,0.202764,0.762618,0.183084,0.0387446,0.04,0.0407744,0.0962853,0.773118,1.60558e-09,6.02501,0.220172,200.785,0.0438105,2.65549,116.001,17,8,8
18414,3.4603,14,5,1.90432,0.00212252,221972,0.202773,0.762619,0.18308,0.038743,0.04,0.0473842,0.105986,0.77312,1.60558e-09,6.02472,0.220163,200.783,0.0438105,2.65549,116.001,17,9,8
18415,3.53304,14,6,1.90443,0.00212245,221986,0.202788,0.762606,0.183076,0.0387413,0.04,0.041126,0.0957169,0.773122,1.60558e-09,6.02443,0.220153,200.78,0.0438104,2.65549,116.001,17,8,9
18416,3.38037,14,6,1.90452,0.00212238,222000,0.202802,0.762595,0.183072,0.0387397,0.04,0.0420522,0.0956239,0.773125,1.60558e-09,6.02415,0.220143,200.778,0.0438104,2.65549,116.001,17,8,8
18417,3.39956,15,6,1.90462,0.00212231,222015,0.202815,0.762581,0.183072,0.0387379,0.04,0.0392256,0.0914994,0.773124,1.60558e-09,6.02385,0.220133,200.775,0.0438104,2.65548,116.001,17,8,8
18418,3.37486,15,6,1.90472,0.00212224,222030,0.202828,0.76257,0.183071,0.0387362,0.04,0.0424802,0.0994377,0.773124,1.60558e-09,6.02355,0.220123,200.773,0.0438104,2.65547,116.001,17,8,8
18419,3.76926,14,6,1.90484,0.00212217,222044,0.202843,0.76256,0.183067,0.0387345,0.04,0.0422221,0.101557,0.773126,1.60558e-09,6.02326,0.220113,200.77,0.0438104,2.65547,116.001,17,8,8
18420,3.67719,14,6,1.90495,0.0021221,222058,0.202857,0.76255,0.183063,0.0387329,0.04,0.0429181,0.101108,0.773128,1.60558e-09,6.02297,0.220103,200.768,0.0438104,2.65547,116.001,17,8,9
18421,3.7114,14,6,1.90506,0.00212204,222072,0.202871,0.762539,0.183059,0.0387312,0.04,0.0416563,0.101119,0.77313,1.60558e-09,6.02268,0.220094,200.766,0.0438104,2.65547,116,17,8,9
18422,3.47987,14,6,1.90516,0.00212197,222086,0.202885,0.762529,0.183055,0.0387296,0.04,0.0436061,0.0970393,0.773132,1.60558e-09,6.0224,0.220084,200.764,0.0438104,2.65547,116,17,8,9
18423,3.49631,14,5,1.90526,0.0021219,222100,0.202895,0.762527,0.183051,0.0387279,0.04,0.0463246,0.105955,0.773134,1.60558e-09,6.02211,0.220074,200.761,0.0438104,2.65546,116,17,9,7
18424,3.61146,14,6,1.90537,0.00212184,222114,0.202909,0.762518,0.183047,0.0387263,0.04,0.0423681,0.107572,0.773136,1.60558e-09,6.02183,0.220065,200.759,0.0438104,2.65546,116,17,8,9
18425,3.59901,14,6,1.90548,0.00212177,222128,0.202924,0.76251,0.183043,0.0387247,0.04,0.0437606,0.107084,0.773138,1.60558e-09,6.02153,0.220055,200.757,0.0438104,2.65546,116,17,8,9
18426,3.68601,14,6,1.90559,0.0021217,222142,0.202938,0.762497,0.183039,0.038723,0.04,0.0403116,0.0945868,0.77314,1.60558e-09,6.02124,0.220045,200.754,0.0438104,2.65546,116,17,8,9
18427,3.5055,15,6,1.9057,0.00212163,222157,0.202951,0.762494,0.183039,0.0387212,0.04,0.315842,2.50212,0.773141,1.60558e-09,6.02094,0.220035,200.752,0.0438104,2.65545,116,17,9,7
18428,3.56762,14,6,1.9058,0.00212156,222171,0.202965,0.762485,0.183034,0.0387196,0.04,0.0441277,0.100117,0.773143,1.60558e-09,6.02065,0.220025,200.75,0.0438104,2.65545,115.999,17,8,9
18429,3.99069,15,7,1.90594,0.00212149,222186,0.202983,0.762477,0.183034,0.0387178,0.04,0.044379,0.105303,0.773144,1.60558e-09,6.02034,0.220014,200.747,0.0438103,2.65546,115.999,17,8,8
18430,3.82981,15,7,1.90607,0.00212142,222201,0.203001,0.762469,0.183034,0.0387161,0.04,0.0454223,0.103733,0.773145,1.60558e-09,6.02004,0.220004,200.745,0.0438103,2.65546,115.999,17,8,9
18431,3.78991,15,6,1.9062,0.00212135,222216,0.203014,0.762473,0.183034,0.0387143,0.04,0.0489982,0.105096,0.773145,1.60558e-09,6.01973,0.219994,200.742,0.0438102,2.65546,116,17,9,7
18432,3.8167,15,7,1.90633,0.00212128,222231,0.203032,0.762464,0.183034,0.0387126,0.04,0.0439071,0.102498,0.773146,1.60558e-09,6.01943,0.219984,200.74,0.0438101,2.65546,116,17,8,9
18433,3.56152,14,6,1.90643,0.00212121,222245,0.203046,0.762459,0.18303,0.0387109,0.04,0.0455859,0.113828,0.773148,1.60558e-09,6.01913,0.219974,200.737,0.0438101,2.65546,115.999,17,8,9
18434,3.85849,15,7,1.90656,0.00212114,222260,0.203064,0.762452,0.18303,0.0387092,0.04,0.0446136,0.111909,0.773149,1.60558e-09,6.01883,0.219963,200.735,0.04381,2.65546,115.999,17,8,9
18435,3.84713,15,7,1.9067,0.00212107,222275,0.203082,0.762442,0.18303,0.0387074,0.04,0.0421907,0.101314,0.77315,1.60558e-09,6.01852,0.219953,200.732,0.0438099,2.65547,115.999,17,8,9
18436,3.58886,14,6,1.9068,0.002121,222289,0.203096,0.762432,0.183025,0.0387057,0.04,0.0417095,0.102474,0.773152,1.60558e-09,6.01823,0.219943,200.73,0.0438099,2.65547,115.999,17,8,9
18437,3.63961,14,6,1.90691,0.00212093,222303,0.20311,0.76242,0.183021,0.0387041,0.04,0.0414792,0.0968056,0.773154,1.60558e-09,6.01794,0.219933,200.728,0.0438099,2.65546,115.999,17,8,8
18438,3.76405,15,7,1.90704,0.00212086,222318,0.203128,0.762407,0.183021,0.0387023,0.04,0.0397258,0.0956993,0.773154,1.60558e-09,6.01764,0.219923,200.725,0.0438098,2.65547,115.999,17,8,8
18439,3.68403,14,6,1.90715,0.0021208,222332,0.203142,0.762395,0.183017,0.0387007,0.04,0.0420671,0.0950139,0.773156,1.60558e-09,6.01735,0.219913,200.723,0.0438098,2.65546,115.999,17,8,9
18440,3.68045,14,6,1.90726,0.00212073,222346,0.203156,0.76238,0.183013,0.0386991,0.04,0.038493,0.0927798,0.773158,1.60558e-09,6.01707,0.219904,200.72,0.0438098,2.65546,115.999,17,8,9
18441,3.47716,14,5,1.90736,0.00212066,222360,0.203166,0.762379,0.183009,0.0386974,0.04,0.0469888,0.103054,0.77316,1.60558e-09,6.01678,0.219894,200.718,0.0438098,2.65546,115.999,17,9,8
18442,2.7406,15,5,1.90741,0.00212059,222375,0.203175,0.762364,0.183009,0.0386957,0.04,0.0389972,0.0895659,0.773161,1.60558e-09,6.0165,0.219885,200.716,0.0438098,2.65545,115.999,17,8,7
18443,2.79917,14,6,1.90747,0.00212052,222389,0.203189,0.762348,0.183005,0.038694,0.04,0.0382872,0.086441,0.773163,1.60558e-09,6.01622,0.219875,200.714,0.0438098,2.65545,115.999,17,8,8
