wall_ms,type,valid_ts_ms,x,y,theta,innov_norm
1789391561469,0,1789391561458,-1.6859,-0.522195,-1.45482,0
1789391561529,0,1789391561517,-1.66385,-0.518917,-1.43086,0
1789391561600,0,1789391561586,-1.63823,-0.514339,-1.40242,0
1789391561653,0,1789391561641,-1.61699,-0.510002,-1.37924,0
1789391561712,0,1789391561690,-1.59664,-0.505617,-1.35923,0
1789391561760,0,1789391561748,-1.57296,-0.499922,-1.33542,0
1789391561821,0,1789391561811,-1.5472,-0.493364,-1.31202,0
1789391561894,0,1789391561882,-1.51775,-0.485331,-1.28172,0
1789391561966,0,1789391561945,-1.49117,-0.477429,-1.25978,0
1789391562028,0,1789391562016,-1.46218,-0.468213,-1.23397,0
1789391562097,0,1789391562081,-1.4351,-0.458669,-1.20963,0
1789391562149,0,1789391562139,-1.41142,-0.449054,-1.18814,0
1789391562219,0,1789391562198,-1.38932,-0.439472,-1.16494,0
1789391562254,0,1789391562246,-1.37104,-0.431056,-1.14656,0
1789391562304,0,1789391562295,-1.35287,-0.422247,-1.12697,0
1789391562362,0,1789391562352,-1.33318,-0.412157,-1.10471,0
1789391562418,0,1789391562402,-1.31626,-0.403035,-1.08509,0
1789391562460,0,1789391562449,-1.30085,-0.394453,-1.06632,0
1789391562515,0,1789391562497,-1.28518,-0.385325,-1.04718,0
1789391562569,0,1789391562555,-1.26685,-0.374297,-1.02461,0
1789391562640,0,1789391562626,-1.24438,-0.360164,-0.993737,0
1789391562698,0,1789391562685,-1.226,-0.347929,-0.970809,0
1789391562763,0,1789391562751,-1.20535,-0.333474,-0.945032,0
1789391562824,0,1789391562808,-1.188,-0.320612,-0.922495,0
1789391562930,0,1789391562865,-1.17944,-0.333868,-0.924866,0.0286901
1789391562982,0,1789391562963,-1.14949,-0.310111,-0.887297,0
1789391563020,0,1789391563009,-1.13547,-0.298501,-0.869568,0
1789391563092,0,1789391563079,-1.11446,-0.280837,-0.839686,0
1789391563157,0,1789391563138,-1.09702,-0.265071,-0.814581,0
1789391563209,0,1789391563198,-1.08028,-0.248987,-0.789585,0
1789391563266,0,1789391563252,-1.06586,-0.234332,-0.767042,0
1789391563324,0,1789391563311,-1.05026,-0.217298,-0.742048,0
1789391563381,0,1789391563367,-1.03621,-0.200797,-0.718404,0
1789391563434,0,1789391563415,-1.02379,-0.186043,-0.698239,0
1789391563483,0,1789391563473,-1.0087,-0.167469,-0.674669,0
1789391563546,0,1789391563536,-0.993242,-0.147459,-0.648165,0
1789391563621,0,1789391563610,-0.974893,-0.121842,-0.617632,0
1789391563699,0,1789391563675,-0.959401,-0.0989011,-0.591152,0
1789391563747,0,1789391563734,-0.946151,-0.077827,-0.565608,0
1789391563807,0,1789391563798,-0.933001,-0.0551618,-0.539795,0
1789391563879,0,1789391563867,-0.918803,-0.0291999,-0.510663,0
1789391564055,0,1789391563935,-0.872476,-0.00278978,-0.473941,0.0327744
1789391564111,0,1789391564084,-0.904413,0.015322,-0.46256,0.0690939
1789391564152,0,1789391564140,-0.894512,0.0362367,-0.438868,0
1789391564214,0,1789391564200,-0.884422,0.0587106,-0.412647,0
1789391564277,0,1789391564265,-0.874194,0.0833668,-0.386802,0
1789391564342,0,1789391564324,-0.865099,0.106215,-0.366085,0
1789391564406,0,1789391564389,-0.855066,0.1328,-0.342681,0
1789391564476,0,1789391564461,-0.844919,0.161672,-0.317318,0
1789391564618,0,1789391564543,-0.836926,0.144969,-0.306349,0.0510138
1789391564696,0,1789391564676,-0.819873,0.202523,-0.26033,0
1789391564750,0,1789391564736,-0.81311,0.229611,-0.238368,0
1789391564812,0,1789391564801,-0.806364,0.258965,-0.213426,0
1789391564873,0,1789391564860,-0.800709,0.286761,-0.190568,0
1789391564949,0,1789391564925,-0.795249,0.318265,-0.165147,0
1789391564984,0,1789391564974,-0.791655,0.343111,-0.14589,0
1789391565040,0,1789391565022,-0.788505,0.367834,-0.12726,0
1789391565081,0,1789391565069,-0.785826,0.392795,-0.109411,0
1789391565174,0,1789391565152,-0.781885,0.436805,-0.078065,0
1789391565222,0,1789391565210,-0.779583,0.469196,-0.0575103,0
1789391565294,0,1789391565275,-0.777952,0.504856,-0.0342128,0
1789391565353,0,1789391565334,-0.778027,0.538982,-0.0126402,0
1789391565511,0,1789391565400,-0.775572,0.536522,-0.0240167,0.0404125
1789391565550,0,1789391565541,-0.776281,0.61329,0.0265504,0
1789391565621,0,1789391565603,-0.777393,0.646426,0.0494272,0
1789391565679,0,1789391565667,-0.779275,0.680414,0.0730471,0
1789391565841,0,1789391565736,-0.792837,0.680621,0.0763441,0.0376228
1789391565907,0,1789391565881,-0.800826,0.759195,0.125096,0
1789391565949,0,1789391565936,-0.804704,0.79,0.144217,0
1789391566025,0,1789391566010,-0.811072,0.831423,0.170967,0
1789391566101,0,1789391566087,-0.819103,0.874533,0.191278,0
1789391566158,0,1789391566145,-0.825948,0.907672,0.200397,0
1789391566201,0,1789391566192,-0.831641,0.93455,0.205768,0
1789391566253,0,1789391566242,-0.837804,0.964341,0.209788,0
1789391566323,0,1789391566309,-0.8464,1.00345,0.212329,0
1789391566387,0,1789391566376,-0.854887,1.04325,0.213721,0
1789391566438,0,1789391566425,-0.861227,1.07315,0.214815,0
1789391566496,0,1789391566475,-0.867332,1.10356,0.215994,0
1789391566532,0,1789391566521,-0.872921,1.13146,0.217732,0
1789391566591,0,1789391566579,-0.879986,1.16629,0.217839,0
1789391566662,0,1789391566643,-0.887867,1.20427,0.218457,0
1789391566710,0,1789391566693,-0.894306,1.234,0.218253,0
1789391566761,0,1789391566748,-0.901998,1.26739,0.217084,0
1789391566828,0,1789391566809,-0.910434,1.30356,0.214751,0
1789391566879,0,1789391566866,-0.918721,1.33697,0.209264,0
1789391566930,0,1789391566915,-0.925645,1.36555,0.204632,0
1789391566974,0,1789391566962,-0.931017,1.39369,0.198206,0
1789391567047,0,1789391567021,-0.937484,1.42858,0.192774,0
1789391567094,0,1789391567083,-0.944246,1.4655,0.182298,0
1789391567165,0,1789391567144,-0.950629,1.50219,0.171835,0
1789391567238,0,1789391567218,-0.957723,1.54562,0.158885,0
1789391567308,0,1789391567287,-0.963775,1.58616,0.147043,0
1789391567361,0,1789391567348,-0.969138,1.62176,0.136061,0
1789391567440,0,1789391567419,-0.975314,1.66318,0.120726,0
1789391567503,0,1789391567489,-0.980708,1.70447,0.103052,0
1789391567571,0,1789391567557,-0.984833,1.74507,0.0851825,0
1789391567639,0,1789391567618,-0.987936,1.78123,0.0687189,0
1789391567705,0,1789391567686,-0.990336,1.82165,0.0493997,0
1789391567782,0,1789391567767,-0.992202,1.86942,0.0282444,0
1789391567859,0,1789391567834,-0.992774,1.90772,0.0114926,0
1789391567925,0,1789391567912,-0.992479,1.95338,-0.00693333,0
1789391568004,0,1789391567985,-0.99198,1.99603,-0.0244584,0
1789391568064,0,1789391568046,-0.99107,2.03217,-0.0375986,0
1789391568127,0,1789391568113,-0.989778,2.07183,-0.050932,0
1789391568187,0,1789391568173,-0.98816,2.10742,-0.0620571,0
1789391568249,0,1789391568229,-0.986044,2.14082,-0.0694843,0
1789391568290,0,1789391568276,-0.983828,2.16909,-0.0732161,0
1789391568337,0,1789391568325,-0.981571,2.1988,-0.0778802,0
1789391568393,0,1789391568382,-0.979112,2.23415,-0.0805823,0
1789391568468,0,1789391568449,-0.976056,2.27469,-0.0825072,0
1789391568536,0,1789391568523,-0.971809,2.31912,-0.0849878,0
1789391568598,0,1789391568586,-0.967892,2.35785,-0.0858634,0
1789391568676,0,1789391568657,-0.964311,2.39969,-0.0864169,0
1789391568780,0,1789391568724,-0.977675,2.37512,-0.0866352,0.0816987
1789391568815,0,1789391568802,-0.978043,2.4061,-0.0872488,0
1789391568865,0,1789391568852,-0.975991,2.43541,-0.0872296,0
1789391568913,0,1789391568897,-0.973126,2.46205,-0.0879121,0
1789391568963,0,1789391568951,-0.969463,2.49437,-0.0891425,0
1789391569032,0,1789391569009,-0.966112,2.52884,-0.089166,0
1789391569067,0,1789391569058,-0.963725,2.55883,-0.0890488,0
1789391569140,0,1789391569128,-0.960387,2.60061,-0.0876201,0
1789391569212,0,1789391569188,-0.957361,2.63688,-0.0842682,0
1789391569254,0,1789391569243,-0.954784,2.67003,-0.0802393,0
1789391569303,0,1789391569292,-0.952021,2.69972,-0.0753694,0
1789391569349,0,1789391569339,-0.94953,2.728,-0.0706673,0
1789391569432,0,1789391569402,-0.947021,2.76625,-0.0635688,0
1789391569464,0,1789391569452,-0.945047,2.80078,-0.0556062,0
1789391569524,0,1789391569511,-0.943363,2.84093,-0.0471663,0
1789391569674,0,1789391569579,-0.956238,2.82031,-0.0270543,0.0810475
1789391569714,0,1789391569698,-0.958282,2.88727,-0.00795814,0
1789391569762,0,1789391569747,-0.958242,2.92011,-0.000971138,0
1789391569808,0,1789391569794,-0.958261,2.95198,0.00196827,0
1789391569878,0,1789391569856,-0.958306,2.99355,0.00355432,0
1789391569936,0,1789391569926,-0.958333,3.03361,0.00539624,0
1789391570002,0,1789391569985,-0.95851,3.06703,0.00700617,0
1789391570048,0,1789391570031,-0.959061,3.09402,0.00902553,0
1789391570091,0,1789391570080,-0.959741,3.12319,0.012077,0
1789391570150,0,1789391570138,-0.960076,3.15813,0.0155638,0
1789391570198,0,1789391570189,-0.960427,3.18818,0.018529,0
1789391570259,0,1789391570243,-0.960858,3.22035,0.020614,0
1789391570309,0,1789391570292,-0.961324,3.24994,0.022736,0
1789391570361,0,1789391570350,-0.962574,3.28508,0.0253862,0
1789391570441,0,1789391570420,-0.964541,3.32573,0.0266649,0
1789391570505,0,1789391570491,-0.966351,3.36566,0.0246902,0
1789391570568,0,1789391570556,-0.96755,3.40154,0.0176534,0
1789391570632,0,1789391570616,-0.968098,3.43187,0.00750066,0
1789391570694,0,1789391570683,-0.967722,3.46204,-0.00499975,0
1789391570767,0,1789391570752,-0.967086,3.49389,-0.0182965,0
1789391570828,0,1789391570819,-0.96681,3.52281,-0.0348818,0
1789391570914,0,1789391570896,-0.965909,3.5524,-0.0584479,0
1789391571046,0,1789391570954,-0.981987,3.51625,-0.0559286,0.112318
1789391571069,0,1789391571060,-0.995851,3.49685,-0.0858809,0
1789391571128,0,1789391571114,-0.994364,3.51109,-0.0981364,0
1789391571178,0,1789391571164,-0.993184,3.52346,-0.105939,0
1789391571227,0,1789391571211,-0.992169,3.53456,-0.109899,0
1789391571276,0,1789391571262,-0.99095,3.5463,-0.112339,0
1789391571344,0,1789391571332,-0.989216,3.56152,-0.114719,0
1789391571395,0,1789391571382,-0.987975,3.5722,-0.115787,0
1789391571458,0,1789391571447,-0.986342,3.58601,-0.117729,0
1789391571513,0,1789391571498,-0.985043,3.59679,-0.122263,0
1789391571550,0,1789391571543,-0.983903,3.60597,-0.128198,0
1789391571605,0,1789391571593,-0.982747,3.61487,-0.133416,0
1789391571661,0,1789391571649,-0.9815,3.62451,-0.137777,0
1789391571733,0,1789391571723,-0.979729,3.63758,-0.147373,0
1789391571800,0,1789391571786,-0.978319,3.64693,-0.152866,0
1789391571853,0,1789391571835,-0.977194,3.65399,-0.158472,0
1789391571895,0,1789391571882,-0.976189,3.66036,-0.163343,0
1789391571944,0,1789391571931,-0.97517,3.66668,-0.167348,0
1789391571988,0,1789391571978,-0.974251,3.67206,-0.17026,0
1789391572053,0,1789391572035,-0.97307,3.67856,-0.175478,0
1789391572104,0,1789391572093,-0.971855,3.68526,-0.181136,0
1789391572172,0,1789391572159,-0.970797,3.6913,-0.187002,0
1789391572232,0,1789391572217,-0.969776,3.69698,-0.19252,0
1789391572280,0,1789391572272,-0.968775,3.7023,-0.199122,0
1789391572333,0,1789391572321,-0.967861,3.70703,-0.20392,0
1789391572381,0,1789391572369,-0.96692,3.71146,-0.208492,0
1789391572429,0,1789391572416,-0.965991,3.71575,-0.212433,0
1789391572476,0,1789391572466,-0.965039,3.72042,-0.218655,0
1789391572525,0,1789391572515,-0.964112,3.72493,-0.224572,0
1789391572588,0,1789391572578,-0.962959,3.7305,-0.232708,0
1789391572645,0,1789391572632,-0.96189,3.73539,-0.239104,0
1789391572705,0,1789391572694,-0.960574,3.74079,-0.245559,0
1789391572761,0,1789391572750,-0.959231,3.74578,-0.250132,0
1789391572820,0,1789391572808,-0.957856,3.75097,-0.258554,0
1789391572877,0,1789391572864,-0.956577,3.75604,-0.266089,0
1789391572922,0,1789391572913,-0.955482,3.76029,-0.271323,0
1789391572972,0,1789391572960,-0.954239,3.76457,-0.27622,0
1789391573022,0,1789391573008,-0.952942,3.76896,-0.281875,0
1789391573065,0,1789391573056,-0.951662,3.77326,-0.288534,0
1789391573151,0,1789391573139,-0.949366,3.78067,-0.30034,0
1789391573199,0,1789391573187,-0.94804,3.78483,-0.307191,0
1789391573249,0,1789391573236,-0.946664,3.78904,-0.313155,0
1789391573308,0,1789391573296,-0.945028,3.79398,-0.322629,0
1789391573356,0,1789391573344,-0.943679,3.79796,-0.330431,0
1789391573402,0,1789391573392,-0.942374,3.80175,-0.337437,0
1789391573453,0,1789391573440,-0.940989,3.80565,-0.343796,0
1789391573501,0,1789391573488,-0.939646,3.80951,-0.349763,0
1789391573549,0,1789391573540,-0.938734,3.81229,-0.357309,0
1789391573607,0,1789391573598,-0.937827,3.815,-0.366329,0
1789391573675,0,1789391573662,-0.93693,3.81727,-0.380715,0
1789391573728,0,1789391573716,-0.936199,3.81904,-0.396123,0
1789391573775,0,1789391573764,-0.935816,3.81989,-0.41241,0
1789391573839,0,1789391573821,-0.935373,3.82082,-0.433388,0
1789391573895,0,1789391573886,-0.934882,3.82174,-0.459806,0
1789391573969,0,1789391573959,-0.934497,3.82237,-0.490838,0
1789391574022,0,1789391574010,-0.934386,3.82256,-0.513364,0
1789391574064,0,1789391574055,-0.934371,3.82259,-0.533726,0
1789391574113,0,1789391574103,-0.934416,3.82265,-0.554302,0
1789391574165,0,1789391574156,-0.934488,3.8227,-0.577562,0
1789391574227,0,1789391574214,-0.934537,3.82274,-0.603226,0
1789391574277,0,1789391574269,-0.934494,3.82273,-0.627745,0
1789391574339,0,1789391574326,-0.934461,3.82273,-0.652928,0
1789391574385,0,1789391574374,-0.934477,3.82277,-0.673383,0
1789391574433,0,1789391574422,-0.934491,3.8228,-0.693664,0
1789391574480,0,1789391574469,-0.934495,3.82281,-0.713275,0
1789391574538,0,1789391574526,-0.934499,3.82283,-0.736346,0
1789391574603,0,1789391574586,-0.934469,3.82282,-0.761379,0
1789391574664,0,1789391574651,-0.934434,3.8228,-0.788465,0
1789391574705,0,1789391574695,-0.934447,3.82283,-0.807193,0
1789391574764,0,1789391574752,-0.934469,3.82286,-0.830569,0
1789391574811,0,1789391574799,-0.934491,3.82283,-0.849637,0
1789391574867,0,1789391574857,-0.934511,3.82275,-0.873351,0
1789391574913,0,1789391574905,-0.934516,3.82269,-0.893108,0
1789391574978,0,1789391574957,-0.934491,3.82266,-0.914221,0
1789391575011,0,1789391575001,-0.934477,3.82265,-0.932402,0
1789391575061,0,1789391575051,-0.93448,3.82268,-0.95315,0
1789391575108,0,1789391575097,-0.934481,3.82271,-0.971616,0
1789391575168,0,1789391575160,-0.934416,3.82273,-0.997179,0
1789391575236,0,1789391575226,-0.934331,3.82275,-1.02368,0
1789391575297,0,1789391575290,-0.934348,3.82271,-1.048,0
1789391575363,0,1789391575346,-0.93439,3.82267,-1.06992,0
1789391575409,0,1789391575394,-0.934368,3.82257,-1.08837,0
1789391575450,0,1789391575442,-0.934339,3.82248,-1.10752,0
1789391575511,0,1789391575500,-0.934335,3.82241,-1.1296,0
1789391575568,0,1789391575557,-0.934371,3.82243,-1.15057,0
1789391575641,0,1789391575630,-0.934377,3.82248,-1.1776,0
1789391575699,0,1789391575688,-0.934301,3.82254,-1.19879,0
1789391575755,0,1789391575744,-0.93423,3.82261,-1.21947,0
1789391575810,0,1789391575792,-0.934204,3.82263,-1.23679,0
1789391575878,0,1789391575864,-0.934169,3.82267,-1.26493,0
1789391575951,0,1789391575941,-0.934145,3.82274,-1.29339,0
1789391576021,0,1789391576010,-0.93413,3.82281,-1.31819,0
1789391576085,0,1789391576072,-0.934078,3.82286,-1.34023,0
1789391576153,0,1789391576143,-0.934003,3.82291,-1.36386,0
1789391576214,0,1789391576205,-0.933896,3.82288,-1.38446,0
1789391576269,0,1789391576254,-0.933801,3.82281,-1.39927,0
1789391576312,0,1789391576301,-0.933762,3.82277,-1.41375,0
1789391576358,0,1789391576350,-0.933771,3.82277,-1.42818,0
1789391576407,0,1789391576397,-0.933798,3.82278,-1.4413,0
1789391576466,0,1789391576455,-0.933851,3.8228,-1.45773,0
1789391576538,0,1789391576529,-0.933917,3.82284,-1.47763,0
1789391576592,0,1789391576580,-0.933896,3.82286,-1.49117,0
1789391576635,0,1789391576625,-0.933878,3.82287,-1.50313,0
1789391576686,0,1789391576674,-0.933887,3.82291,-1.51528,0
1789391576732,0,1789391576721,-0.933896,3.82294,-1.52693,0
1789391576780,0,1789391576771,-0.93393,3.82298,-1.53853,0
1789391576842,0,1789391576825,-0.933965,3.82302,-1.55105,0
1789391576903,0,1789391576892,-0.933959,3.8231,-1.56594,0
1789391576957,0,1789391576949,-0.933922,3.82317,-1.57878,0
1789391577026,0,1789391577015,-0.933924,3.82317,-1.59191,0
1789391577068,0,1789391577060,-0.933957,3.82313,-1.60141,0
1789391577117,0,1789391577108,-0.933976,3.82306,-1.60995,0
1789391577167,0,1789391577156,-0.933964,3.82297,-1.6194,0
1789391577217,0,1789391577207,-0.933956,3.82288,-1.62889,0
1789391577285,0,1789391577277,-0.933973,3.82282,-1.64124,0
1789391577336,0,1789391577326,-0.933986,3.82279,-1.64929,0
1789391577380,0,1789391577373,-0.933962,3.82276,-1.65689,0
1789391577433,0,1789391577422,-0.933937,3.82274,-1.66494,0
1789391577478,0,1789391577469,-0.933908,3.82274,-1.67254,0
1789391577551,0,1789391577540,-0.933866,3.82276,-1.68318,0
1789391577598,0,1789391577589,-0.933783,3.82278,-1.69,0
1789391577649,0,1789391577640,-0.933665,3.82282,-1.69824,0
1789391577695,0,1789391577685,-0.93368,3.82282,-1.70824,0
1789391577748,0,1789391577737,-0.933778,3.8228,-1.72281,0
1789391577803,0,1789391577793,-0.933869,3.8228,-1.742,0
1789391577868,0,1789391577858,-0.933922,3.82284,-1.76834,0
1789391577913,0,1789391577902,-0.93396,3.82286,-1.78792,0
1789391577960,0,1789391577951,-0.934026,3.82285,-1.80966,0
1789391578006,0,1789391577998,-0.934088,3.82285,-1.83139,0
1789391578058,0,1789391578049,-0.934038,3.82286,-1.85386,0
1789391578112,0,1789391578096,-0.933992,3.82286,-1.87537,0
1789391578158,0,1789391578146,-0.933953,3.82283,-1.89723,0
1789391578218,0,1789391578209,-0.933909,3.82279,-1.92578,0
1789391578281,0,1789391578269,-0.933784,3.82285,-1.95234,0
1789391578323,0,1789391578313,-0.93368,3.82291,-1.97158,0
1789391578382,0,1789391578373,-0.933581,3.82301,-1.99877,0
1789391578441,0,1789391578431,-0.933566,3.82307,-2.02413,0
1789391578498,0,1789391578481,-0.933518,3.82311,-2.04637,0
1789391578536,0,1789391578527,-0.933445,3.82313,-2.06736,0
1789391578588,0,1789391578575,-0.933382,3.82315,-2.08748,0
1789391578644,0,1789391578634,-0.933377,3.82322,-2.11312,0
1789391578693,0,1789391578682,-0.933373,3.82326,-2.13425,0
1789391578748,0,1789391578740,-0.93337,3.8233,-2.15987,0
1789391578798,0,1789391578788,-0.933368,3.82334,-2.18082,0
1789391578847,0,1789391578836,-0.933417,3.82335,-2.20163,0
1789391578893,0,1789391578884,-0.933478,3.82335,-2.22203,0
1789391578948,0,1789391578940,-0.933461,3.82332,-2.24557,0
1789391579001,0,1789391578991,-0.933415,3.82327,-2.26697,0
1789391579054,0,1789391579047,-0.933389,3.82328,-2.28991,0
1789391579106,0,1789391579095,-0.933398,3.82332,-2.31064,0
1789391579151,0,1789391579143,-0.933411,3.82334,-2.33098,0
1789391579203,0,1789391579193,-0.933423,3.82331,-2.35156,0
1789391579249,0,1789391579239,-0.933429,3.8233,-2.37092,0
1789391579300,0,1789391579290,-0.933403,3.82333,-2.39266,0
1789391579345,0,1789391579339,-0.933379,3.82336,-2.41328,0
1789391579415,0,1789391579405,-0.933313,3.82344,-2.44132,0
1789391579473,0,1789391579466,-0.933253,3.82351,-2.46588,0
1789391579538,0,1789391579530,-0.933226,3.82356,-2.49199,0
1789391579582,0,1789391579574,-0.933221,3.82358,-2.50975,0
1789391579636,0,1789391579622,-0.93321,3.82352,-2.52861,0
1789391579676,0,1789391579670,-0.933201,3.82344,-2.54788,0
1789391579745,0,1789391579736,-0.933187,3.82343,-2.57421,0
1789391579792,0,1789391579785,-0.933179,3.82351,-2.59336,0
1789391579840,0,1789391579834,-0.933161,3.82354,-2.61278,0
1789391579889,0,1789391579881,-0.933138,3.82345,-2.63113,0
1789391579940,0,1789391579933,-0.933127,3.82337,-2.65112,0
1789391579985,0,1789391579977,-0.933166,3.82339,-2.66872,0
1789391580044,0,1789391580028,-0.933209,3.82342,-2.68831,0
1789391580091,0,1789391580082,-0.933254,3.82336,-2.70868,0
1789391580145,0,1789391580135,-0.933294,3.82332,-2.72848,0
1789391580196,0,1789391580187,-0.933269,3.82333,-2.7474,0
1789391580263,0,1789391580252,-0.933232,3.82336,-2.77181,0
1789391580306,0,1789391580298,-0.933232,3.82337,-2.78925,0
1789391580359,0,1789391580350,-0.933241,3.82338,-2.80813,0
1789391580401,0,1789391580394,-0.933246,3.82337,-2.82473,0
1789391580457,0,1789391580445,-0.933249,3.82336,-2.84385,0
1789391580509,0,1789391580500,-0.933279,3.82337,-2.86355,0
1789391580558,0,1789391580550,-0.933333,3.82342,-2.88118,0
1789391580605,0,1789391580596,-0.933376,3.82348,-2.89673,0
1789391580656,0,1789391580648,-0.933348,3.82353,-2.91379,0
1789391580699,0,1789391580692,-0.933322,3.82357,-2.92733,0
1789391580755,0,1789391580747,-0.933392,3.82347,-2.94354,0
1789391580805,0,1789391580796,-0.933451,3.82338,-2.95844,0
1789391580855,0,1789391580846,-0.933456,3.82337,-2.97309,0
1789391580900,0,1789391580893,-0.93346,3.82337,-2.98637,0
1789391580956,0,1789391580945,-0.933469,3.8234,-3.0009,0
1789391581008,0,1789391581000,-0.933478,3.82344,-3.01582,0
1789391581071,0,1789391581062,-0.933506,3.82348,-3.03228,0
1789391581111,0,1789391581105,-0.933538,3.82348,-3.04238,0
1789391581167,0,1789391581158,-0.933582,3.82347,-3.05531,0
1789391581209,0,1789391581201,-0.933613,3.82343,-3.06583,0
1789391581261,0,1789391581253,-0.933643,3.8234,-3.0782,0
1789391581316,0,1789391581308,-0.933618,3.82346,-3.09107,0
1789391581378,0,1789391581370,-0.933588,3.82354,-3.10446,0
1789391581421,0,1789391581414,-0.933609,3.82352,-3.11374,0
1789391581483,0,1789391581475,-0.933639,3.82351,-3.1266,0
1789391581536,0,1789391581529,-0.933652,3.82356,-3.13746,0
1789391581584,0,1789391581577,-0.933658,3.82361,3.13583,0
1789391581635,0,1789391581624,-0.933703,3.82361,3.12652,0
1789391581682,0,1789391581673,-0.93376,3.82359,3.11704,0
1789391581729,0,1789391581721,-0.933788,3.82358,3.1083,0
1789391581780,0,1789391581771,-0.933792,3.82358,3.09935,0
1789391581827,0,1789391581819,-0.933776,3.82357,3.09152,0
1789391581881,0,1789391581871,-0.933731,3.82355,3.08253,0
1789391581930,0,1789391581921,-0.933687,3.82352,3.07418,0
1789391581994,0,1789391581984,-0.933647,3.82346,3.06432,0
1789391582035,0,1789391582027,-0.93366,3.82287,3.05798,0
1789391582087,0,1789391582079,-0.933749,3.8213,3.05262,0
1789391582132,0,1789391582124,-0.933777,3.82053,3.0496,0
1789391582182,0,1789391582174,-0.93396,3.81838,3.0488,0
1789391582234,0,1789391582228,-0.934171,3.8159,3.05001,0
1789391582287,0,1789391582279,-0.934407,3.81294,3.05337,0
1789391582344,0,1789391582336,-0.9347,3.80906,3.05878,0
1789391582391,0,1789391582385,-0.934981,3.80562,3.06368,0
1789391582440,0,1789391582431,-0.935284,3.80194,3.06881,0
1789391582492,0,1789391582483,-0.93565,3.79784,3.07431,0
1789391582537,0,1789391582529,-0.93601,3.79406,3.07937,0
1789391582602,0,1789391582591,-0.936462,3.78903,3.0863,0
1789391582667,0,1789391582656,-0.936781,3.7837,3.09207,0
1789391582716,0,1789391582706,-0.937017,3.77956,3.09427,0
1789391582759,0,1789391582752,-0.937166,3.77573,3.09596,0
1789391582813,0,1789391582804,-0.937326,3.77137,3.09848,0
1789391582855,0,1789391582848,-0.937566,3.76777,3.101,0
1789391582913,0,1789391582903,-0.937851,3.76324,3.10423,0
1789391582960,0,1789391582952,-0.938086,3.75932,3.1063,0
1789391583013,0,1789391583002,-0.938291,3.75533,3.10853,0
1789391583058,0,1789391583048,-0.938387,3.75163,3.11051,0
1789391583118,0,1789391583108,-0.938434,3.74669,3.11297,0
1789391583161,0,1789391583153,-0.938503,3.74308,3.11511,0
1789391583216,0,1789391583206,-0.93867,3.73886,3.1173,0
1789391583281,0,1789391583273,-0.938839,3.73345,3.12036,0
1789391583330,0,1789391583324,-0.938824,3.72925,3.12268,0
1789391583383,0,1789391583376,-0.938797,3.72496,3.12514,0
1789391583437,0,1789391583427,-0.938867,3.72069,3.12618,0
1789391583481,0,1789391583473,-0.938925,3.71681,3.12878,0
1789391583539,0,1789391583532,-0.93896,3.71209,3.13094,0
1789391583586,0,1789391583577,-0.938988,3.70859,3.12741,0
1789391583640,0,1789391583630,-0.939108,3.70413,3.11856,0
1789391583688,0,1789391583681,-0.939325,3.69871,3.1094,0
1789391583740,0,1789391583732,-0.939607,3.69393,3.10055,0
1789391583789,0,1789391583778,-0.940008,3.688,3.09241,0
1789391583838,0,1789391583829,-0.940473,3.68155,3.08294,0
1789391583891,0,1789391583882,-0.941211,3.67116,3.07356,0
1789391583943,0,1789391583934,-0.941939,3.6618,3.0652,0
1789391583985,0,1789391583978,-0.942745,3.65121,3.05781,0
1789391584040,0,1789391584031,-0.94385,3.63823,3.04824,0
1789391584080,0,1789391584074,-0.945066,3.62544,3.04112,0
1789391584145,0,1789391584133,-0.946884,3.60808,3.03039,0
1789391584187,0,1789391584179,-0.94885,3.59273,3.02239,0
1789391584237,0,1789391584228,-0.95112,3.57612,3.0145,0
1789391584281,0,1789391584275,-0.953387,3.55974,3.00654,0
1789391584342,0,1789391584333,-0.956584,3.53787,2.9974,0
1789391584391,0,1789391584381,-0.959286,3.51959,2.98959,0
1789391584450,0,1789391584435,-0.962694,3.49723,2.98228,0
1789391584486,0,1789391584478,-0.965644,3.4796,2.97772,0
1789391584540,0,1789391584531,-0.969734,3.45737,2.97424,0
1789391584591,0,1789391584583,-0.973567,3.43623,2.97523,0
1789391584649,0,1789391584640,-0.977284,3.41172,2.98331,0
1789391584705,0,1789391584692,-0.980483,3.38863,2.99511,0
1789391584760,0,1789391584750,-0.983893,3.36343,3.00965,0
1789391584803,0,1789391584795,-0.986289,3.34387,3.02201,0
1789391584854,0,1789391584848,-0.98857,3.3204,3.03853,0
1789391584908,0,1789391584899,-0.99036,3.29727,3.05629,0
1789391584961,0,1789391584948,-0.991734,3.27457,3.07559,0
1789391585005,0,1789391584995,-0.992624,3.25247,3.09463,0
1789391585056,0,1789391585046,-0.993257,3.2282,3.11551,0
1789391585102,0,1789391585093,-0.99346,3.2054,3.1333,0
1789391585160,0,1789391585151,-0.993018,3.17719,-3.12791,0
1789391585210,0,1789391585198,-0.992004,3.15384,-3.1098,0
1789391585257,0,1789391585249,-0.990453,3.12808,-3.09104,0
1789391585304,0,1789391585296,-0.988855,3.10435,-3.07483,0
1789391585364,0,1789391585356,-0.98615,3.07402,-3.0523,0
1789391585413,0,1789391585402,-0.983277,3.05,-3.03627,0
