cycle,node,npts,gated,energy,fe_baseline,fe_surprise,R,motion_var,depth_var,trunc_frac,range,clutter_frac,s,w,h,cx,cy,yaw,std_s,std_w,std_h,phi
735,door_3,3567,0,1.20228,0.955075,0.258919,0.0111414,5.45098e-16,0,0,5.05998,0.183265,0.784131,0.891055,2.13119,-0.387978,4.60965,-0.014924,0.0245004,0.00529605,0.00472657,0
736,door_3,3567,0,1.20228,0.956311,0.257624,0.0111414,0,0,0,5.05998,0.183265,0.784226,0.890961,2.13128,-0.387931,4.60965,-0.014924,0.0244965,0.00529477,0.00472735,0
737,door_3,3567,0,1.20228,0.957541,0.256336,0.0111414,6.55669e-15,0,0,5.05998,0.183266,0.784318,0.890868,2.13137,-0.387884,4.60965,-0.014924,0.0245007,0.00529351,0.00472817,0
738,door_3,3567,0,1.20228,0.958765,0.255053,0.0111414,3.89737e-17,0,0,5.05998,0.183265,0.784404,0.890782,2.13145,-0.387842,4.60965,-0.014924,0.0244969,0.00529224,0.00472902,0
741,door_3,3567,0,1.20228,0.959983,0.253778,0.0111414,0,0,0,5.05998,0.183266,0.784483,0.890703,2.13154,-0.387802,4.60965,-0.014924,0.0244942,0.00529095,0.00472991,0
742,door_3,3567,0,1.20228,0.961194,0.252509,0.0111414,1.36375e-14,0,0,5.05998,0.183266,0.784074,0.891112,2.13162,-0.388006,4.60965,-0.014924,0.0245014,0.00528984,0.00473082,0
743,door_3,3567,0,1.20228,0.962399,0.251246,0.0111414,0,0,0,5.05998,0.183266,0.784173,0.891013,2.1317,-0.387957,4.60965,-0.014924,0.0244989,0.00528869,0.00473177,0
744,door_3,3567,0,1.20228,0.963599,0.24999,0.0111414,6.83535e-17,0,0,5.05998,0.183266,0.783782,0.891404,2.13178,-0.388152,4.60965,-0.014924,0.0245032,0.0052877,0.00473275,0
745,door_3,3567,0,1.20228,0.964792,0.248739,0.0111414,2.01142e-14,0,0,5.05998,0.183266,0.783901,0.891285,2.13185,-0.388093,4.60965,-0.014924,0.0245066,0.00528669,0.00473375,0
746,door_3,3567,0,1.20228,0.96598,0.247496,0.0111414,0,0,0,5.05998,0.183267,0.784038,0.891148,2.13193,-0.388024,4.60965,-0.014924,0.0245019,0.00528565,0.00473478,0
747,door_3,3567,0,1.20228,0.967161,0.246258,0.0111414,0,0,0,5.05998,0.183266,0.783653,0.891534,2.132,-0.388217,4.60965,-0.014924,0.0245057,0.00528475,0.00473583,0
748,door_3,3567,0,1.20228,0.968337,0.245026,0.0111414,0,0,0,5.05998,0.183267,0.783294,0.891893,2.13207,-0.388397,4.60966,-0.014924,0.0245093,0.005284,0.0047369,0
749,door_3,3567,0,1.20228,0.969506,0.243801,0.0111414,0,0,0,5.05998,0.183266,0.783441,0.891745,2.13214,-0.388323,4.60965,-0.014924,0.0245123,0.00528322,0.004738,0
750,door_3,3567,0,1.20228,0.97067,0.242581,0.0111414,0,0,0,5.05998,0.183267,0.783591,0.891595,2.13221,-0.388248,4.60965,-0.014924,0.02451,0.00528239,0.00473911,0
751,door_3,3567,0,1.20228,0.971828,0.241369,0.0111414,2.26299e-16,0,0,5.05998,0.183267,0.783236,0.891951,2.13228,-0.388426,4.60966,-0.014924,0.0245132,0.0052817,0.00474024,0
752,door_3,3567,0,1.20228,0.972981,0.240162,0.0111414,2.90504e-15,0,0,5.05998,0.183267,0.783412,0.891775,2.13235,-0.388338,4.60965,-0.014924,0.0245083,0.00528095,0.00474139,0
753,door_3,3567,0,1.20228,0.974127,0.23896,0.0111414,5.84849e-17,0,0,5.05998,0.183267,0.783079,0.892107,2.13241,-0.388504,4.60966,-0.014924,0.0245156,0.00528032,0.00474256,0
754,door_3,3567,0,1.20227,0.975268,0.237765,0.0111414,0,0,0,5.05998,0.183266,0.782997,0.892189,2.13248,-0.388545,4.60966,-0.014924,0.0245103,0.00527975,0.00474374,0
755,door_3,3567,0,1.20228,0.976403,0.236576,0.0111414,0,0,0,5.05998,0.183267,0.78316,0.892026,2.13254,-0.388463,4.60966,-0.014924,0.0245054,0.00527913,0.00474494,0
756,door_3,3567,0,1.20227,0.977532,0.235392,0.0111414,4.80727e-15,0,0,5.05998,0.183266,0.783315,0.891871,2.1326,-0.388386,4.60965,-0.014924,0.0245092,0.00527848,0.00474615,0
757,door_3,3567,0,1.20228,0.978656,0.234215,0.0111414,0,0,0,5.05998,0.183266,0.783459,0.891727,2.13266,-0.388314,4.60965,-0.014924,0.0245069,0.00527778,0.00474737,0
758,door_3,3567,0,1.20228,0.979774,0.233044,0.0111414,2.1219e-16,0,0,5.05998,0.183267,0.78311,0.892076,2.13272,-0.388489,4.60966,-0.014924,0.0245048,0.00527721,0.0047486,0
759,door_3,3567,0,1.20228,0.980887,0.231878,0.0111414,0,0,0,5.05998,0.183267,0.783268,0.891918,2.13277,-0.38841,4.60966,-0.014924,0.0245005,0.00527659,0.00474984,0
760,door_3,3567,0,1.20228,0.981994,0.230719,0.0111414,0,0,0,5.05998,0.183267,0.783416,0.89177,2.13283,-0.388336,4.60965,-0.014924,0.0245062,0.00527595,0.00475109,0
761,door_3,3567,0,1.20228,0.983095,0.229566,0.0111414,3.99742e-14,0,0,5.05998,0.183268,0.783555,0.891631,2.13288,-0.388266,4.60965,-0.014924,0.0245015,0.00527528,0.00475235,0
762,door_3,3567,0,1.20228,0.984191,0.228418,0.0111414,1.4898e-15,0,0,5.05998,0.183268,0.783688,0.891498,2.13294,-0.388199,4.60965,-0.014924,0.024508,0.00527458,0.00475362,0
763,door_3,3567,0,1.20228,0.985281,0.227277,0.0111414,1.41615e-14,0,0,5.05998,0.183268,0.783812,0.891374,2.13299,-0.388138,4.60965,-0.014924,0.0245031,0.00527385,0.00475489,0
764,door_3,3567,0,1.20229,0.986366,0.226141,0.0111414,6.32184e-16,0,0,5.05998,0.183268,0.783927,0.891259,2.13304,-0.38808,4.60965,-0.014924,0.0245027,0.0052731,0.00475617,0
765,door_3,3567,0,1.20229,0.987446,0.225011,0.0111414,1.11327e-15,0,0,5.05998,0.183268,0.784034,0.891152,2.13309,-0.388026,4.60965,-0.014924,0.0245062,0.00527231,0.00475745,0
766,door_3,3567,0,1.20228,0.98852,0.223886,0.0111414,3.14536e-16,0,0,5.05998,0.183268,0.783652,0.891534,2.13314,-0.388217,4.60965,-0.014924,0.0245012,0.00527165,0.00475874,0
767,door_3,3567,0,1.20229,0.989589,0.222767,0.0111414,0,0,0,5.05998,0.183269,0.78354,0.891647,2.13319,-0.388274,4.60965,-0.014924,0.0244969,0.00527105,0.00476004,0
768,door_3,3567,0,1.20229,0.990653,0.221654,0.0111414,4.18594e-15,0,0,5.05998,0.183269,0.783671,0.891515,2.13324,-0.388208,4.60965,-0.014924,0.0245032,0.00527043,0.00476133,0
769,door_3,3567,0,1.20229,0.991711,0.220547,0.0111414,3.43713e-16,0,0,5.05998,0.183269,0.783808,0.891378,2.13328,-0.388139,4.60965,-0.014924,0.0244989,0.00526978,0.00476263,0
770,door_3,3567,0,1.20229,0.992764,0.219445,0.0111414,7.0239e-17,0,0,5.05998,0.183269,0.783937,0.891249,2.13333,-0.388075,4.60965,-0.014924,0.0244955,0.00526909,0.00476394,0
771,door_3,3567,0,1.20229,0.993811,0.218348,0.0111414,1.86682e-15,0,0,5.05998,0.183269,0.784046,0.89114,2.13337,-0.388021,4.60965,-0.014924,0.0245004,0.00526837,0.00476524,0
773,door_3,3567,0,1.20229,0.994854,0.217257,0.0111414,1.13785e-14,0,0,5.05998,0.183269,0.783907,0.891279,2.13342,-0.38809,4.60965,-0.014924,0.0244963,0.0052677,0.00476654,0
774,door_3,3567,0,1.20229,0.995891,0.216171,0.0111414,0,0,0,5.05998,0.183268,0.784016,0.89117,2.13346,-0.388036,4.60965,-0.014924,0.0244914,0.00526703,0.00476785,0
775,door_3,3567,0,1.20229,0.996923,0.21509,0.0111414,1.19861e-14,0,0,5.05998,0.183269,0.784118,0.891069,2.1335,-0.387985,4.60965,-0.014924,0.0244877,0.00526633,0.00476915,0
776,door_3,3567,0,1.20228,0.99795,0.214015,0.0111414,6.83535e-17,0,0,5.05998,0.183268,0.78373,0.891456,2.13354,-0.388178,4.60965,-0.014924,0.024495,0.00526576,0.00477046,0
777,door_3,3567,0,1.20228,0.998971,0.212944,0.0111414,0,0,0,5.05998,0.183268,0.783369,0.891817,2.13358,-0.388359,4.60965,-0.014924,0.0244916,0.00526533,0.00477176,0
778,door_3,3567,0,1.20228,0.999988,0.211879,0.0111414,6.46616e-15,0,0,5.05998,0.183268,0.783539,0.891647,2.13362,-0.388274,4.60965,-0.014924,0.0244981,0.00526484,0.00477306,0
779,door_3,3567,0,1.20228,1.001,0.210819,0.0111414,3.07811e-14,0,0,5.05998,0.183268,0.783431,0.891756,2.13366,-0.388328,4.60965,-0.014924,0.0244942,0.00526441,0.00477436,0
780,door_3,3567,0,1.20227,1.00201,0.209763,0.0111414,0,0,0,5.05998,0.183266,0.78357,0.891617,2.1337,-0.388259,4.60965,-0.014924,0.0244927,0.00526394,0.00477566,0
781,door_3,3567,0,1.20227,1.00301,0.208714,0.0111414,0,0,0,5.05998,0.183267,0.783699,0.891487,2.13374,-0.388194,4.60965,-0.014924,0.0244993,0.00526344,0.00477696,0
782,door_3,3567,0,1.20228,1.004,0.20767,0.0111414,9.13827e-17,0,0,5.05998,0.183267,0.783822,0.891364,2.13377,-0.388133,4.60965,-0.014924,0.0245031,0.00526291,0.00477825,0
783,door_3,3567,0,1.20228,1.00499,0.206631,0.0111414,0,0,0,5.05998,0.183268,0.783937,0.891249,2.13381,-0.388075,4.60965,-0.014924,0.0245005,0.00526235,0.00477954,0
784,door_3,3567,0,1.20228,1.00598,0.205598,0.0111414,2.18006e-15,0,0,5.05998,0.183267,0.784042,0.891144,2.13385,-0.388023,4.60965,-0.014924,0.024496,0.00526175,0.00478082,0
785,door_3,3567,0,1.20227,1.00696,0.204569,0.0111414,1.55336e-14,0,0,5.05998,0.183267,0.783905,0.891281,2.13388,-0.388091,4.60965,-0.014924,0.0245025,0.00526121,0.0047821,0
786,door_3,3567,0,1.20227,1.00794,0.203546,0.0111414,2.80956e-16,0,0,5.05998,0.183267,0.784014,0.891173,2.13391,-0.388037,4.60965,-0.014924,0.0245063,0.00526065,0.00478338,0
787,door_3,3567,0,1.20228,1.00891,0.202528,0.0111414,0,0,0,5.05998,0.183268,0.78413,0.891056,2.13395,-0.387979,4.60965,-0.014924,0.0245097,0.00526008,0.00478465,0
788,door_3,3567,0,1.20228,1.00988,0.201515,0.0111414,1.12707e-14,0,0,5.05998,0.183267,0.784224,0.890962,2.13398,-0.387932,4.60965,-0.014924,0.0245046,0.00525946,0.00478592,0
789,door_3,3567,0,1.20228,1.01084,0.200508,0.0111414,0,0,0,5.05998,0.183268,0.783859,0.891327,2.13401,-0.388114,4.60965,-0.014924,0.0245077,0.00525898,0.00478718,0
790,door_3,3567,0,1.20228,1.0118,0.199505,0.0111414,0,0,0,5.05998,0.183267,0.783998,0.891188,2.13404,-0.388045,4.60965,-0.014924,0.024506,0.00525847,0.00478844,0
791,door_3,3567,0,1.20227,1.01275,0.198507,0.0111414,6.49833e-16,0,0,5.05998,0.183266,0.7841,0.891086,2.13407,-0.387994,4.60965,-0.014924,0.0245089,0.00525792,0.00478968,0
792,door_3,3567,0,1.20227,1.0137,0.197513,0.0111414,1.27719e-14,0,0,5.05998,0.183266,0.783958,0.891228,2.1341,-0.388065,4.60965,-0.014924,0.024504,0.00525744,0.00479093,0
793,door_3,3567,0,1.20228,1.01464,0.196525,0.0111414,0,0,0,5.05998,0.183267,0.784064,0.891122,2.13413,-0.388011,4.60965,-0.014924,0.024507,0.00525694,0.00479217,0
796,door_3,3567,0,1.20227,1.01558,0.195542,0.0111414,8.59283e-17,0,0,5.05998,0.183266,0.784161,0.891025,2.13416,-0.387963,4.60965,-0.014924,0.02451,0.0052564,0.0047934,0
797,door_3,3567,0,1.20227,1.01651,0.194564,0.0111414,0,0,0,5.05998,0.183267,0.784252,0.890934,2.13419,-0.387917,4.60965,-0.014924,0.0245052,0.00525586,0.00479462,0
798,door_3,3567,0,1.20227,1.01744,0.193591,0.0111414,2.27219e-15,0,0,5.05998,0.183267,0.784342,0.890844,2.13422,-0.387873,4.60965,-0.014924,0.0245121,0.0052553,0.00479584,0
799,door_3,3567,0,1.20228,1.01836,0.192623,0.0111414,0,0,0,5.05998,0.183267,0.784423,0.890763,2.13424,-0.387832,4.60965,-0.014924,0.0245065,0.0052547,0.00479705,0
800,door_3,3567,0,1.20228,1.01928,0.191661,0.0111414,0,0,0,5.05998,0.183268,0.784264,0.890922,2.13427,-0.387911,4.60965,-0.014924,0.0245035,0.00525418,0.00479825,0
801,door_3,3567,0,1.20228,1.0202,0.190703,0.0111414,8.33824e-17,0,0,5.05998,0.183267,0.784352,0.890835,2.13429,-0.387868,4.60965,-0.014924,0.0245075,0.00525363,0.00479945,0
802,door_3,3567,0,1.20227,1.02111,0.189749,0.0111414,5.22322e-15,0,0,5.05998,0.183267,0.783955,0.891231,2.13432,-0.388066,4.60965,-0.014924,0.0245024,0.00525323,0.00480064,0
804,door_3,3567,0,1.20228,1.02202,0.1888,0.0111414,2.79461e-14,0,0,5.05998,0.183268,0.784061,0.891126,2.13435,-0.388013,4.60965,-0.014924,0.0245055,0.00525281,0.00480182,0
805,door_3,3567,0,1.20227,1.02292,0.187856,0.0111414,0,0,0,5.05998,0.183267,0.784157,0.891029,2.13437,-0.387965,4.60965,-0.014924,0.0245131,0.00525235,0.00480299,0
806,door_3,3567,0,1.20228,1.02381,0.186917,0.0111414,4.91463e-16,0,0,5.05998,0.183267,0.784249,0.890937,2.13439,-0.387919,4.60965,-0.014924,0.0245105,0.00525188,0.00480416,0
807,door_3,3567,0,1.20228,1.02471,0.185982,0.0111414,3.39505e-17,0,0,5.05998,0.183267,0.784339,0.890848,2.13442,-0.387874,4.60965,-0.014924,0.0245048,0.00525139,0.00480531,0
808,door_3,3567,0,1.20228,1.02559,0.185053,0.0111414,3.89494e-16,0,0,5.05998,0.183268,0.784421,0.890765,2.13444,-0.387833,4.60965,-0.014924,0.0244995,0.00525087,0.00480646,0
809,door_3,3567,0,1.20228,1.02648,0.184128,0.0111414,0,0,0,5.05998,0.183268,0.784263,0.890924,2.13446,-0.387912,4.60965,-0.014924,0.0245033,0.00525042,0.0048076,0
810,door_3,3567,0,1.20228,1.02736,0.183207,0.0111414,0,0,0,5.05998,0.183267,0.784348,0.890838,2.13448,-0.38787,4.60965,-0.014924,0.0244984,0.00524994,0.00480873,0
811,door_3,3567,0,1.20227,1.02823,0.18229,0.0111414,1.99409e-14,0,0,5.05998,0.183266,0.783953,0.891233,2.13451,-0.388067,4.60965,-0.014924,0.0244963,0.00524961,0.00480986,0
812,door_3,3567,0,1.20227,1.0291,0.181378,0.0111414,5.8168e-15,0,0,5.05998,0.183267,0.784058,0.891129,2.13453,-0.388015,4.60965,-0.014924,0.0244915,0.00524925,0.00481097,0
813,door_3,3567,0,1.20227,1.02997,0.180471,0.0111414,1.12707e-14,0,0,5.05998,0.183267,0.783917,0.891269,2.13455,-0.388085,4.60965,-0.014924,0.0244889,0.00524892,0.00481207,0
814,door_3,3567,0,1.20227,1.03083,0.179568,0.0111414,0,0,0,5.05998,0.183267,0.783559,0.891627,2.13457,-0.388264,4.60965,-0.014924,0.0244949,0.00524874,0.00481317,0
815,door_3,3567,0,1.20227,1.03169,0.17867,0.0111414,7.63885e-17,0,0,5.05998,0.183267,0.783688,0.891499,2.13459,-0.3882,4.60965,-0.014924,0.0244916,0.00524851,0.00481426,0
816,door_3,3567,0,1.20227,1.03254,0.177776,0.0111414,1.93339e-16,0,0,5.05998,0.183266,0.783809,0.891378,2.13461,-0.388139,4.60965,-0.014924,0.0244908,0.00524826,0.00481534,0
817,door_3,3567,0,1.20227,1.03339,0.176886,0.0111414,1.03851e-15,0,0,5.05998,0.183266,0.783937,0.891249,2.13463,-0.388075,4.60965,-0.014924,0.0244968,0.00524796,0.00481641,0
818,door_3,3567,0,1.20227,1.03423,0.176001,0.0111414,8.18374e-15,0,0,5.05998,0.183267,0.784042,0.891144,2.13465,-0.388023,4.60965,-0.014924,0.0245008,0.00524762,0.00481747,0
819,door_3,3567,0,1.20227,1.03507,0.175121,0.0111414,0,0,0,5.05998,0.183266,0.784142,0.891045,2.13467,-0.387973,4.60965,-0.014924,0.0245062,0.00524727,0.00481852,0
820,door_3,3567,0,1.20227,1.03591,0.174245,0.0111414,3.29852e-15,0,0,5.05998,0.183266,0.784234,0.890952,2.13468,-0.387927,4.60965,-0.014924,0.0245011,0.00524688,0.00481956,0
821,door_3,3567,0,1.20227,1.03674,0.173374,0.0111414,7.24926e-15,0,0,5.05998,0.183267,0.784322,0.890865,2.1347,-0.387883,4.60965,-0.014924,0.0244969,0.00524649,0.00482059,0
822,door_3,3567,0,1.20227,1.03757,0.172507,0.0111414,1.96381e-14,0,0,5.05998,0.183266,0.784406,0.89078,2.13472,-0.38784,4.60965,-0.014924,0.0244993,0.00524607,0.00482162,0
823,door_3,3567,0,1.20227,1.03839,0.171644,0.0111414,2.30321e-15,0,0,5.05998,0.183266,0.784483,0.890703,2.13473,-0.387802,4.60965,-0.014924,0.024496,0.00524562,0.00482263,0
824,door_3,3567,0,1.20226,1.03921,0.170785,0.0111414,3.33129e-17,0,0,5.05998,0.183265,0.784079,0.891108,2.13475,-0.388004,4.60965,-0.014924,0.0244922,0.00524533,0.00482363,0
825,door_3,3567,0,1.20227,1.04003,0.169931,0.0111414,2.1114e-15,0,0,5.05998,0.183266,0.784176,0.891011,2.13477,-0.387956,4.60965,-0.014924,0.024496,0.00524499,0.00482463,0
826,door_3,3567,0,1.20227,1.04084,0.169081,0.0111414,2.93412e-16,0,0,5.05998,0.183266,0.783788,0.891398,2.13478,-0.38815,4.60965,-0.014924,0.0244915,0.00524478,0.00482562,0
828,door_3,3567,0,1.20227,1.04164,0.168235,0.0111414,0,0,0,5.05998,0.183267,0.783668,0.891519,2.1348,-0.38821,4.60965,-0.014924,0.0244957,0.00524463,0.00482659,0
829,door_3,3567,0,1.20226,1.04245,0.167393,0.0111414,4.26204e-15,0,0,5.05998,0.183266,0.783313,0.891873,2.13482,-0.388387,4.60965,-0.014924,0.0244916,0.00524459,0.00482756,0
830,door_3,3567,0,1.20227,1.04325,0.166556,0.0111414,1.04268e-16,0,0,5.05998,0.183267,0.783456,0.89173,2.13483,-0.388315,4.60965,-0.014924,0.0244993,0.00524451,0.00482852,0
831,door_3,3567,0,1.20227,1.04404,0.165724,0.0111414,5.27974e-15,0,0,5.05998,0.183268,0.783604,0.891582,2.13485,-0.388242,4.60965,-0.014924,0.0244948,0.00524438,0.00482947,0
832,door_3,3567,0,1.20227,1.04483,0.164895,0.0111414,8.73762e-15,0,0,5.05998,0.183267,0.783252,0.891934,2.13486,-0.388418,4.60966,-0.014924,0.0244939,0.00524437,0.00483041,0
833,door_3,3567,0,1.20227,1.04562,0.16407,0.0111414,0,0,0,5.05998,0.183267,0.783398,0.891789,2.13487,-0.388345,4.60965,-0.014924,0.0244896,0.0052443,0.00483134,0
834,door_3,3567,0,1.20227,1.0464,0.16325,0.0111414,2.01739e-15,0,0,5.05998,0.183267,0.783056,0.89213,2.13489,-0.388516,4.60966,-0.014924,0.024486,0.00524435,0.00483226,0
835,door_3,3567,0,1.20227,1.04718,0.162434,0.0111414,0,0,0,5.05998,0.183268,0.783242,0.891945,2.1349,-0.388423,4.60966,-0.014924,0.024493,0.00524435,0.00483317,0
836,door_3,3567,0,1.20227,1.04796,0.161622,0.0111414,0,0,0,5.05998,0.183267,0.783151,0.892035,2.13492,-0.388468,4.60966,-0.014924,0.0244891,0.00524435,0.00483407,0
837,door_3,3567,0,1.20227,1.04873,0.160813,0.0111414,1.93729e-17,0,0,5.05998,0.183267,0.782825,0.892361,2.13493,-0.388631,4.60966,-0.014924,0.0244937,0.00524446,0.00483496,0
838,door_3,3567,0,1.20227,1.0495,0.16001,0.0111414,8.18374e-15,0,0,5.05998,0.183268,0.782786,0.8924,2.13494,-0.38865,4.60966,-0.014924,0.0244979,0.0052446,0.00483585,0
839,door_3,3567,0,1.20227,1.05026,0.159209,0.0111414,6.48033e-17,0,0,5.05998,0.183267,0.782989,0.892197,2.13495,-0.388549,4.60966,-0.014924,0.0245048,0.00524467,0.00483672,0
840,door_3,3567,0,1.20227,1.05102,0.158414,0.0111414,1.55336e-14,0,0,5.05998,0.183268,0.783177,0.89201,2.13497,-0.388455,4.60966,-0.014924,0.0245002,0.00524468,0.00483759,0
841,door_3,3567,0,1.20227,1.05178,0.157622,0.0111414,0,0,0,5.05998,0.183268,0.783325,0.891861,2.13498,-0.388381,4.60965,-0.014924,0.0244957,0.00524464,0.00483844,0
842,door_3,3567,0,1.20228,1.05253,0.156834,0.0111414,0,0,0,5.05998,0.183268,0.783467,0.891719,2.13499,-0.38831,4.60965,-0.014924,0.0244944,0.00524454,0.00483929,0
843,door_3,3567,0,1.20227,1.05328,0.15605,0.0111414,3.65531e-16,0,0,5.05998,0.183268,0.783122,0.892064,2.135,-0.388483,4.60966,-0.014924,0.0244904,0.00524457,0.00484013,0
845,door_3,3567,0,1.20228,1.05402,0.155271,0.0111414,1.8129e-16,0,0,5.05998,0.183269,0.783305,0.891882,2.13501,-0.388391,4.60966,-0.014924,0.0244978,0.00524455,0.00484096,0
846,door_3,3567,0,1.20227,1.05476,0.154495,0.0111414,0,0,0,5.05998,0.183268,0.783472,0.891714,2.13502,-0.388307,4.60965,-0.014924,0.0244958,0.00524445,0.00484177,0
847,door_3,3567,0,1.20227,1.0555,0.153722,0.0111414,9.65499e-16,0,0,5.05998,0.183268,0.783154,0.892032,2.13504,-0.388466,4.60966,-0.014924,0.0245023,0.00524445,0.00484258,0
848,door_3,3567,0,1.20227,1.05624,0.152954,0.0111414,2.67574e-16,0,0,5.05998,0.183268,0.783307,0.891879,2.13505,-0.38839,4.60965,-0.014924,0.0245055,0.00524443,0.00484338,0
849,door_3,3567,0,1.20227,1.05697,0.152189,0.0111414,2.1219e-16,0,0,5.05998,0.183268,0.783214,0.891972,2.13506,-0.388436,4.60966,-0.014924,0.0245112,0.00524441,0.00484418,0
850,door_3,3567,0,1.20227,1.05769,0.151428,0.0111414,6.06113e-15,0,0,5.05998,0.183268,0.783127,0.89206,2.13507,-0.38848,4.60966,-0.014924,0.0245092,0.00524445,0.00484496,0
851,door_3,3567,0,1.20227,1.05842,0.150671,0.0111414,3.83584e-14,0,0,5.05998,0.183267,0.783309,0.891877,2.13508,-0.388389,4.60965,-0.014924,0.0245146,0.00524442,0.00484573,0
852,door_3,3567,0,1.20227,1.05913,0.149918,0.0111414,6.65429e-17,0,0,5.05998,0.183268,0.783451,0.891736,2.13509,-0.388318,4.60965,-0.014924,0.0245173,0.00524435,0.0048465,0
853,door_3,3567,0,1.20228,1.05985,0.149169,0.0111414,1.49357e-14,0,0,5.05998,0.183269,0.783586,0.8916,2.1351,-0.388251,4.60965,-0.014924,0.024525,0.00524422,0.00484725,0
854,door_3,3567,0,1.20228,1.06056,0.148424,0.0111414,8.4456e-15,0,0,5.05998,0.183269,0.783237,0.891949,2.13511,-0.388425,4.60966,-0.014924,0.0245264,0.00524422,0.004848,0
855,door_3,3567,0,1.20228,1.06127,0.147682,0.0111414,0,0,0,5.05998,0.183269,0.783147,0.892039,2.13511,-0.38847,4.60966,-0.014924,0.0245198,0.00524423,0.00484874,0
856,door_3,3567,0,1.20227,1.06198,0.146943,0.0111414,5.80343e-15,0,0,5.05998,0.183268,0.783064,0.892122,2.13512,-0.388512,4.60966,-0.014924,0.0245237,0.00524429,0.00484947,0
857,door_3,3567,0,1.20228,1.06268,0.146209,0.0111414,3.65531e-16,0,0,5.05998,0.183269,0.783235,0.891951,2.13513,-0.388426,4.60966,-0.014924,0.0245186,0.00524429,0.00485019,0
858,door_3,3567,0,1.20228,1.06338,0.145478,0.0111414,2.0237e-17,0,0,5.05998,0.183269,0.783409,0.891777,2.13514,-0.388339,4.60965,-0.014924,0.024521,0.00524421,0.0048509,0
859,door_3,3567,0,1.20228,1.06407,0.144752,0.0111414,1.14954e-14,0,0,5.05998,0.183269,0.783546,0.891641,2.13515,-0.388271,4.60965,-0.014924,0.0245232,0.00524411,0.0048516,0
860,door_3,3567,0,1.20228,1.06476,0.144029,0.0111414,9.09305e-16,0,0,5.05998,0.18327,0.783678,0.891509,2.13516,-0.388205,4.60965,-0.014924,0.0245239,0.00524398,0.0048523,0
861,door_3,3567,0,1.20228,1.06545,0.14331,0.0111414,2.3394e-16,0,0,5.05998,0.183269,0.7838,0.891386,2.13517,-0.388144,4.60965,-0.014924,0.0245195,0.0052438,0.00485298,0
862,door_3,3567,0,1.20228,1.06613,0.142593,0.0111414,0,0,0,5.05998,0.183269,0.783914,0.891273,2.13517,-0.388087,4.60965,-0.014924,0.0245125,0.00524358,0.00485366,0
863,door_3,3567,0,1.20228,1.06681,0.141881,0.0111414,8.33824e-17,0,0,5.05998,0.183269,0.783811,0.891375,2.13518,-0.388138,4.60965,-0.014924,0.0245077,0.00524341,0.00485433,0
864,door_3,3567,0,1.20228,1.06749,0.141171,0.0111414,1.15644e-15,0,0,5.05998,0.183268,0.78394,0.891247,2.13519,-0.388074,4.60965,-0.014924,0.0245114,0.0052432,0.00485499,0
865,door_3,3567,0,1.20228,1.06816,0.140465,0.0111414,2.04838e-14,0,0,5.05998,0.183268,0.784046,0.891141,2.1352,-0.388021,4.60965,-0.014924,0.0245061,0.00524294,0.00485565,0
866,door_3,3567,0,1.20227,1.06884,0.139763,0.0111414,2.49113e-15,0,0,5.05998,0.183268,0.783693,0.891493,2.1352,-0.388197,4.60965,-0.014924,0.0245013,0.00524282,0.00485629,0
867,door_3,3567,0,1.20228,1.0695,0.139064,0.0111414,0,0,0,5.05998,0.183269,0.783815,0.891371,2.13521,-0.388136,4.60965,-0.014924,0.0244969,0.00524267,0.00485693,0
868,door_3,3567,0,1.20228,1.07017,0.138369,0.0111414,0,0,0,5.05998,0.183269,0.783929,0.891257,2.13522,-0.388079,4.60965,-0.014924,0.0245007,0.00524248,0.00485756,0
869,door_3,3567,0,1.20228,1.07083,0.137677,0.0111414,5.27974e-15,0,0,5.05998,0.183268,0.784035,0.891151,2.13523,-0.388026,4.60965,-0.014924,0.0245041,0.00524224,0.00485818,0
870,door_3,3567,0,1.20227,1.07148,0.136989,0.0111414,0,0,0,5.05998,0.183268,0.783655,0.891532,2.13523,-0.388216,4.60965,-0.014924,0.0244992,0.00524212,0.00485879,0
871,door_3,3567,0,1.20228,1.07214,0.136304,0.0111414,5.95922e-15,0,0,5.05998,0.183269,0.783542,0.891644,2.13524,-0.388273,4.60965,-0.014924,0.0244976,0.00524205,0.0048594,0
872,door_3,3567,0,1.20228,1.07279,0.135622,0.0111414,0,0,0,5.05998,0.183269,0.783436,0.89175,2.13525,-0.388326,4.60965,-0.014924,0.0245014,0.00524203,0.00486,0
873,door_3,3567,0,1.20228,1.07344,0.134944,0.0111414,0,0,0,5.05998,0.183269,0.783572,0.891614,2.13525,-0.388257,4.60965,-0.014924,0.0245051,0.00524197,0.00486059,0
874,door_3,3567,0,1.20228,1.07408,0.13427,0.0111414,4.12989e-15,0,0,5.05998,0.183269,0.783701,0.891485,2.13526,-0.388193,4.60965,-0.014924,0.0245001,0.00524186,0.00486117,0
875,door_3,3567,0,1.20228,1.07472,0.133598,0.0111414,1.13307e-15,0,0,5.05998,0.183269,0.783822,0.891364,2.13526,-0.388133,4.60965,-0.014924,0.0244986,0.00524172,0.00486174,0
876,door_3,3567,0,1.20228,1.07536,0.132931,0.0111414,0,0,0,5.05998,0.183269,0.783936,0.89125,2.13527,-0.388075,4.60965,-0.014924,0.0244966,0.00524154,0.00486231,0
