cycle,node,npts,gated,energy,fe_baseline,fe_surprise,R,motion_var,depth_var,trunc_frac,range,clutter_frac,s,w,h,cx,cy,yaw,std_s,std_w,std_h,phi
1077,door_3,2151,0,1.06183,0.655306,0.106123,0.0154785,0.00188838,0,0,5.63251,0.232331,0.574274,0.833195,2.11273,-0.626738,4.61321,-0.014924,0.0277653,0.0054427,0.00541905,0
1078,door_3,1953,0,0.921762,0.656638,0.122023,0.0166565,0.00235087,0,0,5.78914,0.197461,0.575778,0.832188,2.11224,-0.625738,4.6132,-0.014924,0.0281665,0.00544515,0.00543025,0
1079,door_3,1885,0,0.797025,0.65734,0.123789,0.0162006,0.00165259,0,0,5.84123,0.171558,0.583428,0.831346,2.11176,-0.61851,4.61309,-0.014924,0.028352,0.00544681,0.00544134,0
1080,door_3,1847,0,0.709487,0.657601,0.116599,0.0172963,0.00226046,0,0,5.94471,0.148842,0.591177,0.830664,2.11127,-0.611103,4.61298,-0.014924,0.0285169,0.00544842,0.00545231,0
1081,door_3,1992,0,0.638852,0.656663,0.104939,0.0168912,0.0025332,0,0,5.80044,0.143399,0.593133,0.829682,2.11078,-0.609638,4.61296,-0.014924,0.0288822,0.00545073,0.00546315,0
1083,door_3,2217,0,0.715466,0.656957,0.100296,0.0149817,0.00190981,0,0,5.51631,0.156771,0.593923,0.828666,2.11029,-0.609356,4.61295,-0.014924,0.0292864,0.00545315,0.00547389,0
1084,door_3,2561,0,0.878785,0.658066,0.112338,0.0138408,0.00193101,0,0,5.24638,0.176873,0.594445,0.827878,2.1098,-0.609228,4.61295,-0.014924,0.0296959,0.00545557,0.00548451,0
1085,door_3,2773,0,0.74846,0.658518,0.110099,0.0143812,0.00274293,0,0,5.18129,0.14973,0.594804,0.827101,2.10932,-0.609258,4.61295,-0.014924,0.0301057,0.00545797,0.00549501,0
1086,door_3,3469,0,0.90303,0.659741,0.123418,0.0151239,0.00434762,0,0,4.96897,0.167246,0.595105,0.826202,2.10883,-0.609406,4.61295,-0.014924,0.0305131,0.00546035,0.0055054,0
1087,door_3,4502,0,0.934098,0.661113,0.138375,0.0141632,0.00459884,0,0,4.65413,0.171456,0.59545,0.825109,2.10834,-0.609607,4.61296,-0.014924,0.0309147,0.00546269,0.00551568,0
1088,door_3,5224,0,0.61263,0.658689,0.124537,0.0144351,0.00565059,0,0,4.43973,0.124955,0.59308,0.837206,2.10785,-0.605929,4.6129,-0.014924,0.0313111,0.00541745,0.00552585,0
1089,door_3,6070,0,0.818462,0.659487,0.127981,0.016138,0.00793216,0,0,4.27369,0.162507,0.593302,0.836539,2.10737,-0.606041,4.6129,-0.014924,0.0317038,0.00542044,0.0055359,0
1090,door_3,6689,0,1.27884,0.662584,0.176808,0.0112523,0.00336218,0,0,4.18036,0.216446,0.593805,0.835249,2.10688,-0.606183,4.61291,-0.014924,0.0320859,0.00542338,0.00554585,0
1091,door_3,7258,0,1.31157,0.665829,0.223701,0.0101306,0.00248789,0,0,4.1057,0.200835,0.594423,0.833898,2.1064,-0.60624,4.61291,-0.014924,0.0324589,0.00542627,0.0055557,0
1093,door_3,9025,0,2.33112,0.674156,0.367027,0.00710289,0.000223036,0,0,3.86648,0.430367,0.599477,0.832473,2.10591,-0.6019,4.61284,-0.014924,0.0327003,0.00542881,0.00556543,0
1094,door_3,9681,0,2.62511,0.68391,0.524444,0.00742922,0.000756563,0,0,3.7989,0.580469,0.602002,0.831095,2.10543,-0.600063,4.61281,-0.014924,0.0330253,0.00543153,0.00557506,0
1095,door_3,10073,0,2.04423,0.690712,0.607351,0.00705071,0.00050623,0,0,3.75649,0.322816,0.604482,0.830445,2.10495,-0.597909,4.61278,-0.014924,0.0333173,0.00543414,0.00558459,0
1096,door_3,865,0,2.19061,0.698211,0.695855,0.00642146,0.00122812,0,0,3.27618,0.295684,0.601986,0.82957,2.10446,-0.600842,4.61283,-0.014924,0.0336903,0.00543689,0.00559401,0
1110,door_3,9590,0,0.724049,0.698341,0.628841,0.0128353,0.00673915,0,0,3.60423,0.12787,0.602366,0.828272,2.10398,-0.601111,4.61283,-0.014924,0.0340522,0.00543962,0.00560333,0
1111,door_3,9595,0,0.602929,0.69357,0.565957,0.0126556,0.0061057,0,0,3.75828,0.109674,0.602648,0.827411,2.1035,-0.601259,4.61283,-0.014924,0.0344101,0.00544227,0.00561255,0
1112,door_3,7466,0,0.599579,0.68887,0.509361,0.010645,0.00324178,0,0,4.03212,0.0986374,0.603052,0.826211,2.10302,-0.601455,4.61284,-0.014924,0.0347593,0.00544487,0.00562167,0
1113,door_3,6659,0,0.532544,0.681054,0.458425,0.0102018,0.0022034,0,0,4.2126,0.0841951,0.600444,0.839591,2.10254,-0.597373,4.61277,-0.014924,0.0350999,0.00539141,0.00563068,0
1115,door_3,5058,0,0.40576,0.667289,0.412582,0.0122402,0.00288024,0,0,4.5989,0.0833706,0.599699,0.843851,2.10206,-0.595989,4.61275,-0.014924,0.0354431,0.00538136,0.00563961,0
1116,door_3,4645,0,0.911932,0.668513,0.395666,0.0104452,0.000346499,0,0,4.79549,0.129192,0.602123,0.842643,2.10158,-0.594169,4.61273,-0.014924,0.0356783,0.00538471,0.00564843,0
1117,door_3,4274,0,0.84101,0.669375,0.373263,0.01266,0.00217393,0,0,4.89543,0.136962,0.602864,0.841461,2.1011,-0.59402,4.61272,-0.014924,0.0360003,0.00538817,0.00565716,0
1118,door_3,4018,0,0.66075,0.668944,0.335937,0.0135955,0.00268679,0,0,5.00217,0.114425,0.602699,0.844902,2.10081,-0.592464,4.6127,-0.014924,0.0363113,0.00536874,0.00565529,0
1119,door_3,3766,0,0.723491,0.669217,0.30777,0.0119209,0.000807104,0,0,5.05316,0.113706,0.599909,0.84401,2.10034,-0.595699,4.61275,-0.014924,0.0365087,0.00537246,0.00566394,0
1120,door_3,3566,0,0.69365,0.669339,0.279425,0.0116462,0.000359559,0,0,5.09575,0.108474,0.592096,0.842943,2.09986,-0.604045,4.61287,-0.014924,0.03646,0.00537611,0.0056725,0
1121,door_3,3420,0,0.665004,0.669122,0.251482,0.0128814,0.00132942,0,0,5.16042,0.111301,0.588288,0.84434,2.09939,-0.607154,4.61292,-0.014924,0.0365214,0.00537885,0.00568096,0
1123,door_3,3247,0,0.95676,0.67056,0.254954,0.0117292,4.66688e-05,0,0,5.19195,0.141255,0.553965,0.843366,2.09892,-0.641961,4.61344,-0.014924,0.0357169,0.00538233,0.00568934,0
1124,door_3,3288,0,1.07482,0.672582,0.269682,0.0119003,0.000188891,0,0,5.1989,0.160702,0.589205,0.842754,2.09844,-0.60703,4.61292,-0.014924,0.0347418,0.00538352,0.00569762,0
1126,door_3,3456,0,0.561908,0.667048,0.242714,0.0146622,0.00317184,0,0,5.14546,0.110773,0.587929,0.841688,2.09797,-0.608839,4.61295,-0.014924,0.0350126,0.00538703,0.0057058,0
1127,door_3,3091,0,1.13803,0.669403,0.265306,0.0114344,0.000253627,0,0,5.06971,0.166917,0.595205,0.840627,2.0975,-0.602094,4.61284,-0.014924,0.0351026,0.00539006,0.0057139,0
1129,door_3,1927,0,0.831632,0.670214,0.254917,0.0130841,0.00274907,0,0,4.85671,0.134044,0.595017,0.839684,2.09703,-0.602754,4.61285,-0.014924,0.0354397,0.00539347,0.00572191,0
1130,door_3,4814,0,0.924373,0.671485,0.254714,0.0101375,0.000136074,0,0,4.77007,0.124474,0.595907,0.841046,2.09906,-0.601183,4.61283,-0.014924,0.0357052,0.0053948,0.00558796,0
1131,door_3,4901,0,1.30796,0.674667,0.292572,0.00958767,4.33738e-05,0,0,4.64874,0.17482,0.598536,0.840576,2.0986,-0.598789,4.6128,-0.014924,0.0359291,0.00539796,0.00559734,0
1132,door_3,5338,0,1.08877,0.676738,0.304518,0.0111482,0.00183308,0,0,4.58669,0.156215,0.596828,0.84864,2.09815,-0.596466,4.61276,-0.014924,0.0362565,0.00538472,0.00560662,0
1133,door_3,5285,0,0.72816,0.676995,0.279182,0.0102465,0.001749,0,0,4.35817,0.112764,0.596729,0.847484,2.09769,-0.597142,4.61277,-0.014924,0.0365771,0.00538821,0.00561581,0
1134,door_3,6479,0,0.841548,0.677817,0.267637,0.01003,0.00180276,0,0,4.27998,0.113557,0.593982,0.858333,2.09749,-0.594465,4.61273,-0.014924,0.0368939,0.00536656,0.00561109,0
1135,door_3,7139,0,1.47044,0.681781,0.319739,0.00773326,0.000181673,0,0,4.07786,0.188001,0.588977,0.857645,2.09704,-0.599814,4.61281,-0.014924,0.0369946,0.0053703,0.00562023,0
1137,door_3,7862,0,1.59777,0.686361,0.378906,0.0082222,0.000869097,0,0,4.01656,0.208025,0.590301,0.856747,2.09495,-0.598938,4.6128,-0.014924,0.0372758,0.00537393,0.00559076,0
1140,door_3,8314,0,1.40012,0.689929,0.412035,0.0070422,0.000247185,0,0,3.83895,0.146642,0.595171,0.855115,2.09451,-0.594885,4.61274,-0.014924,0.0374053,0.00537731,0.00560012,0
1141,door_3,8203,0,1.33173,0.693138,0.43469,0.0068201,2.31497e-05,0,0,3.83958,0.132173,0.623583,0.860987,2.09407,-0.56354,4.61227,-0.014924,0.0365155,0.00537,0.00560937,0
1142,door_3,8427,0,1.14554,0.6954,0.436235,0.00685653,6.94922e-07,0,0,3.8587,0.110733,0.656008,0.868061,2.09363,-0.527583,4.61173,-0.014924,0.0346349,0.00537329,0.00561853,0
1143,door_3,8829,0,1.06414,0.697244,0.429301,0.00694023,8.68553e-06,0,0,3.88315,0.103156,0.635323,0.86996,2.09337,-0.547316,4.61203,-0.014924,0.0336233,0.00537397,0.00561725,0
1144,door_3,8512,0,0.891467,0.698215,0.405696,0.00706331,2.65406e-06,0,0,3.92449,0.0883696,0.61214,0.885144,2.09294,-0.562906,4.61226,-0.014924,0.0327345,0.00530303,0.00562632,0
1150,door_3,7380,0,1.02461,0.699847,0.397603,0.00772834,5.54367e-06,0,0,4.13001,0.110019,0.606524,0.892239,2.09251,-0.564974,4.61229,-0.014924,0.0326914,0.00529519,0.00563529,0
1151,door_3,7403,0,1.46263,0.703661,0.43374,0.0078831,3.25347e-05,0,0,4.1685,0.175222,0.607982,0.895566,2.09208,-0.561853,4.61224,-0.014924,0.032431,0.00529347,0.00564416,0
1153,door_3,7241,0,1.55935,0.70794,0.475507,0.00804375,5.53081e-05,0,0,4.20964,0.195759,0.611357,0.896222,2.09191,-0.55815,4.61219,-0.014924,0.0323777,0.00529409,0.00564422,0
1154,door_3,7266,0,1.13099,0.710055,0.47005,0.00865952,0.000653084,0,0,4.21499,0.135328,0.612318,0.89559,2.09175,-0.557504,4.61218,-0.014924,0.0327119,0.00529886,0.0056447,0
1155,door_3,7259,0,1.24531,0.712731,0.476303,0.00800525,2.87852e-07,0,0,4.21455,0.141713,0.638556,0.894203,2.09158,-0.531963,4.6118,-0.014924,0.0315657,0.00530102,0.00565323,0
1156,door_3,7263,0,1.23502,0.715343,0.480641,0.00800464,3.9075e-15,0,0,4.21445,0.140466,0.660253,0.892736,2.09143,-0.511002,4.61149,-0.014924,0.0305642,0.00530353,0.00566166,0
1157,door_3,7257,0,1.23054,0.717919,0.483839,0.00800492,9.98103e-18,0,0,4.21453,0.140023,0.672771,0.894163,2.09126,-0.497772,4.61129,-0.014924,0.0296924,0.00530469,0.00567,0
1158,door_3,7258,0,1.22828,0.72047,0.486236,0.00800492,1.26328e-14,0,0,4.21453,0.139825,0.677492,0.898273,2.09112,-0.490997,4.61119,-0.014924,0.0289377,0.00530343,0.00567822,0
1159,door_3,7255,0,1.22709,0.723004,0.488021,0.00800514,4.72749e-17,0,0,4.2146,0.139731,0.678025,0.903688,2.09097,-0.487757,4.61114,-0.014924,0.0282545,0.00530204,0.00568636,0
1186,door_3,7414,0,1.33506,0.726064,0.500119,0.0079607,2.64519e-06,0,0,4.20061,0.155562,0.678352,0.908013,2.0912,-0.485267,4.6111,-0.014924,0.0277594,0.00529417,0.00566182,0
1187,door_3,7730,0,1.47483,0.729808,0.52461,0.00789857,6.50463e-05,0,0,4.16339,0.178162,0.678087,0.911375,2.09111,-0.483852,4.61108,-0.014924,0.02796,0.00528684,0.00566141,0
1188,door_3,7325,0,1.76654,0.734991,0.575303,0.00770924,1.35681e-07,0,0,4.12586,0.230632,0.647865,0.911877,2.09068,-0.513819,4.61153,-0.014924,0.0279483,0.00529128,0.00567,0
1189,door_3,7950,0,1.32258,0.737929,0.576238,0.00758843,2.03722e-05,0,0,4.08291,0.146425,0.651132,0.915053,2.09038,-0.508965,4.61145,-0.014924,0.0282205,0.00529034,0.00566876,0
1193,door_3,8119,0,0.854353,0.738511,0.530198,0.00730276,0.000113534,0,0,3.96523,0.0878071,0.643277,0.913605,2.08995,-0.517543,4.61158,-0.014924,0.0284928,0.00529507,0.00567726,0
1194,door_3,8385,0,0.492965,0.726234,0.477178,0.0070995,1.30419e-05,0,0,3.9327,0.059485,0.638836,0.918809,2.08953,-0.519382,4.61161,-0.014924,0.0281926,0.00523686,0.00568567,0
1195,door_3,8408,0,0.425357,0.71119,0.42946,0.00710812,2.06073e-05,0,0,3.93304,0.0556522,0.634758,0.923959,2.08911,-0.520884,4.61163,-0.014924,0.0280467,0.00516646,0.00569399,0
1196,door_3,8412,0,0.391184,0.69519,0.386514,0.00708696,4.3867e-07,0,0,3.93272,0.0536204,0.630063,0.928661,2.08869,-0.523228,4.61167,-0.014924,0.027337,0.00510099,0.00570221,0
1197,door_3,8425,0,0.390711,0.679966,0.347863,0.00708749,6.153e-16,0,0,3.93303,0.0536009,0.626221,0.932968,2.08829,-0.524917,4.61169,-0.014924,0.0267007,0.00503633,0.00571029,0
1198,door_3,8427,0,0.390475,0.665491,0.313077,0.00708774,1.85095e-15,0,0,3.93311,0.0535912,0.62378,0.93647,2.0879,-0.525606,4.6117,-0.014924,0.0261659,0.00497588,0.00571827,0
1199,door_3,8427,0,0.390329,0.651733,0.281769,0.00708774,0,0,0,3.93311,0.0535842,0.621403,0.93994,2.08752,-0.526248,4.61171,-0.014924,0.0256696,0.00492065,0.00572615,0
1200,door_3,8427,0,0.390189,0.638656,0.253592,0.00708774,0,0,0,3.93311,0.0535776,0.619629,0.943037,2.08714,-0.526474,4.61172,-0.014924,0.025233,0.00486984,0.00573393,0
1201,door_3,8427,0,0.390056,0.626226,0.228233,0.00708774,0,0,0,3.93311,0.0535713,0.619026,0.945376,2.08676,-0.525907,4.61171,-0.014924,0.0248742,0.00482224,0.0057416,0
1202,door_3,8427,0,0.389932,0.614411,0.20541,0.00708774,2.09896e-15,0,0,3.93311,0.0535653,0.618416,0.947644,2.08639,-0.525384,4.6117,-0.014924,0.0245373,0.00477764,0.00574917,0
1203,door_3,8427,0,0.389824,0.603182,0.184869,0.00708774,0,0,0,3.93311,0.0535604,0.617704,0.949888,2.08603,-0.524973,4.61169,-0.014924,0.0242328,0.00473592,0.00575663,0
1204,door_3,8427,0,0.389714,0.592509,0.166382,0.00708774,3.18854e-15,0,0,3.93311,0.0535552,0.617555,0.951769,2.08568,-0.524182,4.61168,-0.014924,0.0239616,0.00469649,0.00576399,0
1205,door_3,8427,0,0.389616,0.582364,0.149744,0.00708774,3.79001e-15,0,0,3.93311,0.0535507,0.617428,0.953559,2.08533,-0.523414,4.61167,-0.014924,0.0237374,0.00465919,0.00577124,0
1206,door_3,8427,0,0.389525,0.572722,0.134769,0.00708774,1.11952e-16,0,0,3.93311,0.0535466,0.617086,0.955402,2.08499,-0.522835,4.61166,-0.014924,0.0235227,0.00462407,0.00577838,0
1207,door_3,8427,0,0.38944,0.563558,0.121292,0.00708774,2.48945e-14,0,0,3.93311,0.0535428,0.616954,0.957076,2.08466,-0.52213,4.61165,-0.014924,0.0233312,0.00459085,0.00578541,0
1208,door_3,8427,0,0.38936,0.554848,0.109163,0.00708774,0,0,0,3.93311,0.0535392,0.61637,0.959004,2.08433,-0.52175,4.61165,-0.014924,0.0231813,0.00455974,0.00579233,0
1210,door_3,8427,0,0.389281,0.54657,0.0982468,0.00708774,0,0,0,3.93311,0.0535356,0.616406,0.960478,2.08401,-0.520976,4.61163,-0.014924,0.0230383,0.00453023,0.00579914,0
1211,door_3,8427,0,0.389213,0.538702,0.0884221,0.00708774,0,0,0,3.93311,0.0535326,0.616435,0.961908,2.0837,-0.520233,4.61162,-0.014924,0.0228995,0.00450227,0.00580584,0
1213,door_3,8427,0,0.389152,0.531224,0.0795799,0.00708774,0,0,0,3.93311,0.0535299,0.616423,0.96331,2.08339,-0.519544,4.61161,-0.014924,0.0227757,0.00447581,0.00581243,0
1214,door_3,8427,0,0.38909,0.524118,0.0716219,0.00708774,4.12724e-16,0,0,3.93311,0.0535272,0.616429,0.96465,2.0831,-0.518868,4.6116,-0.014924,0.0226762,0.00445079,0.00581892,0
1215,door_3,8427,0,0.389041,0.517364,0.0644597,0.00708774,2.2001e-15,0,0,3.93311,0.0535251,0.616412,0.965963,2.08281,-0.518229,4.61159,-0.014924,0.0225763,0.00442718,0.00582529,0
1216,door_3,8427,0,0.388988,0.510945,0.0580137,0.00708774,0,0,0,3.93311,0.0535228,0.616493,0.967179,2.08253,-0.51754,4.61158,-0.014924,0.022496,0.00440489,0.00583154,0
1217,door_3,8654,0,0.387321,0.504764,0.0522124,0.0070576,9.28315e-15,0,0,3.92352,0.0532631,0.615706,0.966641,2.08215,-0.518595,4.6116,-0.014924,0.0226551,0.00441531,0.0058381,0
1220,door_3,9971,0,0.337085,0.49638,0.0469911,0.00758543,0.00120825,0,0,3.7004,0.0543064,0.615949,0.965235,2.08176,-0.519056,4.61161,-0.014924,0.0231884,0.0044326,0.00584467,0
1221,door_3,11360,0,0.950129,0.498649,0.0874401,0.00733918,0.00128616,0,0,3.58923,0.0978151,0.616216,0.963721,2.08146,-0.519546,4.61161,-0.014924,0.0237087,0.00444965,0.00585107,0
1222,door_3,12044,0,1.01361,0.501223,0.129934,0.00605173,0.000305337,0,0,3.4808,0.0849047,0.615343,0.962187,2.08126,-0.521185,4.61164,-0.014924,0.0241737,0.00446643,0.00585715,0
1223,door_3,12408,0,0.811758,0.502776,0.147839,0.00705794,0.00143608,0,0,3.43579,0.0870006,0.615536,0.960693,2.08094,-0.521739,4.61165,-0.014924,0.0246714,0.00448302,0.00586344,0
1224,door_3,13930,0,0.738973,0.503957,0.156557,0.00762402,0.00221148,0,0,3.35877,0.085372,0.615811,0.959186,2.08111,-0.522218,4.61165,-0.014924,0.0251629,0.00449938,0.00586139,0
1354,door_3,1132,0,2.01579,0.511516,0.291328,0.00516542,1.43044e-06,0,0,3.26496,0.186433,0.617924,0.957815,2.0807,-0.52079,4.61163,-0.014924,0.0256546,0.00451552,0.00586777,0
1388,door_3,1575,0,1.52414,0.516579,0.362952,0.00494121,0,0,0,3.17853,0.106966,0.620654,0.956424,2.08029,-0.518756,4.6116,-0.014924,0.0261371,0.00453145,0.00587407,0
1392,door_3,1665,0,1.524,0.521617,0.426895,0.00494139,6.38224e-13,0,0,3.1786,0.106956,0.617309,0.955247,2.07988,-0.522689,4.61166,-0.014924,0.0266108,0.00454715,0.0058803,0
1397,door_3,1290,0,1.51432,0.52658,0.482979,0.00496192,5.83272e-14,0,0,3.18666,0.106568,0.614716,0.954032,2.07948,-0.525889,4.61171,-0.014924,0.0270763,0.00456264,0.00588647,0
1403,door_3,1546,0,1.5205,0.53155,0.533576,0.00494869,3.28213e-15,0,0,3.18147,0.106813,0.617657,0.952636,2.07907,-0.523647,4.61167,-0.014924,0.0275338,0.00457791,0.00589256,0
1404,door_3,1547,0,1.52045,0.536494,0.578615,0.00495096,1.67428e-13,0,0,3.18236,0.106859,0.620656,0.951237,2.07866,-0.521348,4.61164,-0.014924,0.0279839,0.00459298,0.00589859,0
1411,door_3,1271,0,1.51265,0.541375,0.617881,0.00496488,4.80339e-14,0,0,3.18782,0.106482,0.623245,0.949849,2.07826,-0.519453,4.61161,-0.014924,0.0284269,0.00460783,0.00590455,0
1412,door_3,1258,0,1.5127,0.546232,0.65274,0.00496712,3.21757e-17,0,0,3.1887,0.106533,0.625876,0.948461,2.07786,-0.517516,4.61158,-0.014924,0.0288631,0.00462248,0.00591044,0
1418,door_3,1354,0,1.51631,0.551082,0.683988,0.00495867,1.96968e-14,0,0,3.18538,0.106656,0.622558,0.947247,2.07746,-0.521441,4.61164,-0.014924,0.0292927,0.00463693,0.00591626,0
1419,door_3,1356,0,1.51536,0.555903,0.711535,0.00495932,1.72156e-14,0,0,3.18564,0.106597,0.625505,0.945852,2.07706,-0.519191,4.61161,-0.014924,0.0297162,0.00465118,0.00592202,0
1425,door_3,2547,0,1.51554,0.560701,0.735866,0.00497142,1.5549e-13,0,0,3.19038,0.107002,0.630851,0.944405,2.07666,-0.514569,4.61154,-0.014924,0.0301337,0.00466524,0.00592772,0
1842,door_2,560,0,0.474697,0.626357,0.0502182,0.0160496,0.000760489,0,0,5.99772,0.102645,0.675999,0.7,2.05594,1.1075,2.538,0,0.110484,0.00915594,0.00412112,0
1844,door_2,727,0,0.197231,0.604901,0.0451964,0.0158313,0.00071962,0,0,5.96065,0.0772933,0.675999,0.7,2.0558,1.1075,2.538,0,0.110597,0.00907471,0.00414609,0
1845,door_2,609,0,0.283134,0.588813,0.0406767,0.0157155,0.000526036,0,0,5.97693,0.0839448,0.675999,0.7,2.05565,1.1075,2.538,0,0.11071,0.00899606,0.00417078,0
1847,door_2,726,0,0.220655,0.570405,0.036609,0.0153108,0.000428193,0,0,5.91241,0.0779112,0.675999,0.7,2.05554,1.1075,2.538,0,0.110823,0.00891989,0.004195,0
1848,door_2,505,0,0.241507,0.55396,0.0329481,0.015327,0.00047959,0,0,5.90497,0.0795925,0.675999,0.7,2.05539,1.1075,2.538,0,0.110936,0.00884607,0.00421916,0
1849,door_2,770,0,0.549323,0.553728,0.0296533,0.0148446,0.000343015,0,0,5.83129,0.106674,0.675999,0.7,2.05524,1.1075,2.538,0,0.0986632,0.0087745,0.00424305,0
1850,door_2,825,0,0.613202,0.554026,0.0326056,0.014613,0.000296607,0,0,5.79145,0.112919,0.675999,0.7,2.05516,1.1075,2.538,0,0.0874241,0.00870509,0.00426372,0
1851,door_2,1059,0,0.391759,0.545912,0.0293451,0.0135436,2.04762e-05,0,0,5.61763,0.118561,0.675999,0.7,2.05501,1.1075,2.538,0,0.0795435,0.00863773,0.00428713,0
1852,door_2,704,0,0.333044,0.535269,0.0264106,0.013975,0.000121677,0,0,5.69063,0.0833473,0.675999,0.7,2.05486,1.1075,2.538,0,0.0797005,0.00857235,0.00431029,0
1854,door_2,683,0,0.418829,0.529447,0.0237695,0.0135191,0.000129225,0,0,5.58792,0.0892496,0.675999,0.7,2.05471,1.1075,2.538,0,0.0798572,0.00850885,0.0043332,0
1855,door_2,711,0,0.522496,0.529099,0.0213926,0.0129823,2.72974e-05,0,0,5.48976,0.0968438,0.673647,0.7,2.05455,1.10515,2.538,0,0.0799708,0.00844716,0.00435586,0
1856,door_2,767,0,0.367135,0.521001,0.0192533,0.0128882,3.25558e-05,0,0,5.46709,0.0825728,0.673647,0.7,2.0544,1.10515,2.538,0,0.0790824,0.00838721,0.00437828,0
1858,door_2,1278,0,0.438699,0.516886,0.017328,0.0121509,0.000185481,0,0,5.25962,0.085744,0.673647,0.7,2.05424,1.10515,2.538,0,0.0737932,0.00832893,0.00440046,0
1859,door_2,1492,0,0.414848,0.511784,0.0155952,0.0116483,0.000121755,0,0,5.15426,0.0965576,0.627873,0.7,2.05409,1.05937,2.538,0,0.0675739,0.00827224,0.0044224,0
1862,door_2,1242,0,0.607147,0.512261,0.0235242,0.0112713,0.00045832,0,0,4.9782,0.0969857,0.606062,0.7,2.05395,1.03756,2.538,0,0.0655015,0.0082171,0.00444401,0
1863,door_2,513,0,0.763737,0.513518,0.0461936,0.0110496,0.000461825,0,0,4.92133,0.111872,0.606062,0.7,2.05379,1.03756,2.538,0,0.065692,0.00816343,0.00446549,0
1864,door_2,1072,0,0.540988,0.513656,0.0443075,0.0103207,0.000244469,0,0,4.78964,0.0855159,0.606062,0.7,2.05364,1.03756,2.538,0,0.0658821,0.00811119,0.00448673,0
1865,door_2,1468,0,0.486072,0.512276,0.0398768,0.0103132,0.000756628,0,0,4.65202,0.0808961,0.606062,0.7,2.05352,1.03756,2.538,0,0.0660715,0.00806032,0.00450772,0
1866,door_2,2491,0,0.400193,0.506672,0.0358891,0.00976185,0.000593855,0,0,4.54643,0.0713781,0.606062,0.7,2.05341,1.03756,2.538,0,0.0660623,0.00801077,0.00452846,0
1867,door_2,1484,0,0.457934,0.504235,0.0323002,0.00895287,7.24479e-05,0,0,4.46666,0.0707325,0.606062,0.7,2.0533,1.03756,2.538,0,0.0662512,0.00796249,0.00454898,0
1868,door_2,2783,0,0.423397,0.500193,0.0290702,0.00890478,0.00036562,0,0,4.37011,0.0680373,0.606062,0.7,2.05321,1.03756,2.538,0,0.0662109,0.00791544,0.00456923,0
1869,door_2,3476,0,0.280803,0.489224,0.0261631,0.00861965,0.000630382,0,0,4.20989,0.0574775,0.60454,0.7,2.05358,1.03604,2.538,0,0.0660661,0.00786958,0.00458684,0
1870,door_2,3863,0,0.261618,0.477844,0.0235468,0.00825632,0.00052262,0,0,4.13331,0.0543351,0.602723,0.7,2.05351,1.03422,2.538,0,0.0658705,0.00782487,0.00460654,0
1871,door_2,3901,0,0.254334,0.466668,0.0211921,0.00805857,0.000703792,0,0,4.01708,0.0527899,0.601191,0.7,2.05346,1.03269,2.538,0,0.0657638,0.00778126,0.00462586,0
1872,door_2,4860,0,0.32072,0.459371,0.0190729,0.00728003,0.000223496,0,0,3.92318,0.0512967,0.593568,0.7,2.05343,1.02507,2.538,0,0.0650536,0.00773871,0.00464506,0
1874,door_2,5277,0,0.556987,0.459859,0.0268785,0.00702135,0.000300185,0,0,3.81483,0.0665552,0.589983,0.7,2.05365,1.02148,2.538,0,0.0645513,0.0076972,0.00466244,0
1,door_3,7994,0,0.805906,0.805906,0,0.00747427,1.73058e-06,0,0,4.05356,0.0857506,0.651471,0.943994,2.07626,-0.494157,4.61123,-0.014924,0.0297305,0.00467791,0.00593335,0
1875,door_2,5200,0,0.478169,0.45995,0.0260125,0.0067086,3.13007e-07,0,0,3.81061,0.0551798,0.508988,0.7,2.05406,0.940488,2.538,0,0.0585324,0.00765669,0.00467942,0
3,door_3,8070,0,0.775009,0.804361,0,0.007469,3.07036e-14,0,0,4.05247,0.0830246,0.695419,0.942949,2.07587,-0.450737,4.61059,-0.014924,0.029208,0.0046903,0.00593892,0
1877,door_2,5201,0,0.500983,0.460155,0.027494,0.00670816,4.82496e-15,0,0,3.81056,0.0564593,0.532554,0.700357,2.05442,0.964232,2.538,0,0.0508317,0.00761715,0.00469629,0
4,door_3,8012,0,0.775553,0.802921,0,0.00747203,5.09521e-15,0,0,4.0534,0.0831091,0.682738,0.94206,2.07547,-0.463861,4.61078,-0.014924,0.0286095,0.00470248,0.00594442,0
1878,door_2,5201,0,0.500991,0.46036,0.0288077,0.00670816,3.36399e-15,0,0,3.81056,0.0564597,0.532554,0.700352,2.05476,0.96423,2.538,0,0.0455622,0.00757854,0.00471312,0
5,door_3,8012,0,0.77466,0.801508,0,0.00747203,4.19434e-15,0,0,4.0534,0.0830267,0.713195,0.940789,2.07508,-0.434042,4.61034,-0.014924,0.0286216,0.00471531,0.00594987,0
1879,door_2,5201,0,0.500993,0.460563,0.0299699,0.00670816,7.8428e-16,0,0,3.81056,0.0564599,0.532554,0.700347,2.05506,0.964227,2.538,0,0.0416287,0.00754084,0.00472988,0
6,door_3,8012,0,0.774861,0.800176,0,0.00747203,7.39394e-14,0,0,4.0534,0.0830448,0.701165,0.939918,2.07469,-0.446507,4.61052,-0.014924,0.0282337,0.0047275,0.00595525,0
