cycle,node,L,p_exists,cx,cy,inroom,roomprior_loaded,won,since_det,sil_occ,sil_free,sil_free_eff,n_detectable,n_total,n_occluded,resolvability,central_frac,p_detect,oblq,remove_streak,obs_top_z,obs_top_conf,trunc,gated,gate_fresh
39240,door_2,4,0.982014,0.777063,2.538,1,1,0,41205,0,0,0,0,420,420,0,0,0,0.734212,0,2.05811,0.999681,0,0,0
39300,door_3,4,0.982014,-0.369405,4.60937,1,1,1,0,266,98,0,364,420,56,0.604396,1,0.52381,0.936773,0,2.04177,0.999999,0,0,1
39300,door_2,4,0.982014,0.777063,2.538,1,1,0,41269,0,0,0,0,420,420,0,0,0,0.734212,0,2.05811,0.999681,0,0,0
39360,door_3,4,0.982014,-0.371432,4.6094,1,1,1,0,266,98,0,364,420,56,0.604396,1,0.52381,0.936881,0,2.04177,0.999999,0,0,1
39360,door_2,4,0.982014,0.777063,2.538,1,1,0,41340,0,0,0,0,420,420,0,0,0,0.734212,0,2.05811,0.999681,0,0,0
39420,door_3,4,0.982014,-0.369388,4.60937,1,1,1,0,266,98,0,364,420,56,0.604396,1,0.52381,0.936772,0,2.04177,0.999999,0,0,1
39420,door_2,4,0.982014,0.777063,2.538,1,1,0,41406,0,0,0,0,420,420,0,0,0,0.734212,0,2.05811,0.999681,0,0,0
39480,door_3,4,0.982014,-0.371351,4.6094,1,1,1,0,266,98,0,364,420,56,0.604396,1,0.52381,0.936877,0,2.04177,0.999999,0,0,1
39480,door_2,4,0.982014,0.777063,2.538,1,1,0,41473,0,0,0,0,420,420,0,0,0,0.734212,0,2.05811,0.999681,0,0,0
39540,door_3,4,0.982014,-0.371932,4.60941,1,1,1,0,266,98,0,364,420,56,0.604396,1,0.52381,0.936908,0,2.04177,0.999999,0,0,1
39540,door_2,4,0.982014,0.777063,2.538,1,1,0,41538,0,0,0,0,420,420,0,0,0,0.734212,0,2.05811,0.999681,0,0,0
39600,door_3,4,0.982014,-0.369887,4.60938,1,1,1,0,266,98,0,364,420,56,0.604396,1,0.52381,0.936799,0,2.04177,0.999999,0,0,1
39600,door_2,4,0.982014,0.777063,2.538,1,1,0,41604,0,0,0,0,420,420,0,0,0,0.734212,0,2.05811,0.999681,0,0,0
39660,door_3,4,0.982014,-0.368604,4.60936,1,1,1,0,266,98,0,364,420,56,0.604396,1,0.52381,0.936731,0,2.04177,0.999999,0,0,1
39660,door_2,4,0.982014,0.777063,2.538,1,1,0,41670,0,0,0,0,420,420,0,0,0,0.734213,0,2.05811,0.999681,0,0,0
39720,door_3,4,0.982014,-0.368721,4.60936,1,1,1,0,266,98,0,364,420,56,0.604396,1,0.52381,0.936737,0,2.04177,0.999999,0,0,1
39720,door_2,4,0.982014,0.777063,2.538,1,1,0,41734,0,0,0,0,420,420,0,0,0,0.734213,0,2.05811,0.999681,0,0,0
39780,door_3,4,0.982014,-0.369793,4.60938,1,1,1,0,266,98,0,364,420,56,0.604396,1,0.52381,0.936794,0,2.04177,0.999999,0,0,1
39780,door_2,4,0.982014,0.777063,2.538,1,1,0,41803,0,0,0,0,420,420,0,0,0,0.734213,0,2.05811,0.999681,0,0,0
39840,door_3,4,0.982014,-0.368567,4.60936,1,1,1,0,266,98,0,364,420,56,0.604396,1,0.52381,0.936729,0,2.04177,0.999999,0,0,1
39840,door_2,4,0.982014,0.777063,2.538,1,1,0,41871,0,0,0,0,420,420,0,0,0,0.734213,0,2.05811,0.999681,0,0,0
39900,door_3,4,0.982014,-0.366415,4.60933,1,1,1,0,266,98,0,364,420,56,0.604396,1,0.52381,0.936614,0,2.04177,0.999999,0,0,1
39900,door_2,4,0.982014,0.777063,2.538,1,1,0,41941,0,0,0,0,420,420,0,0,0,0.734213,0,2.05811,0.999681,0,0,0
39960,door_3,4,0.982014,-0.366215,4.60932,1,1,1,0,266,98,0,364,420,56,0.604396,1,0.52381,0.936604,0,2.04177,0.999999,0,0,1
39960,door_2,4,0.982014,0.777063,2.538,1,1,0,42009,0,0,0,0,420,420,0,0,0,0.734213,0,2.05811,0.999681,0,0,0
40020,door_3,4,0.982014,-0.371403,4.6094,1,1,1,0,266,98,0,364,420,56,0.604396,1,0.52381,0.93688,0,2.04177,0.999999,0,0,1
40020,door_2,4,0.982014,0.777063,2.538,1,1,0,42076,0,0,0,0,420,420,0,0,0,0.734214,0,2.05811,0.999681,0,0,0
40080,door_3,4,0.982014,-0.369162,4.60937,1,1,1,0,266,98,0,364,420,56,0.604396,1,0.52381,0.936761,0,2.04177,0.999999,0,0,1
40080,door_2,4,0.982014,0.777063,2.538,1,1,0,42144,0,0,0,0,420,420,0,0,0,0.734214,0,2.05811,0.999681,0,0,0
40140,door_3,4,0.982014,-0.371667,4.60941,1,1,1,0,266,98,0,364,420,56,0.604396,1,0.52381,0.936894,0,2.04177,0.999999,0,0,1
40140,door_2,4,0.982014,0.777063,2.538,1,1,0,42212,0,0,0,0,420,420,0,0,0,0.734214,0,2.05811,0.999681,0,0,0
40200,door_3,4,0.982014,-0.368172,4.60935,1,1,1,0,266,98,0,364,420,56,0.604396,1,0.52381,0.936708,0,2.04177,0.999999,0,0,1
40200,door_2,4,0.982014,0.777063,2.538,1,1,0,42278,0,0,0,0,420,420,0,0,0,0.734214,0,2.05811,0.999681,0,0,0
40260,door_3,4,0.982014,-0.369869,4.60938,1,1,1,0,266,98,0,364,420,56,0.604396,1,0.52381,0.936799,0,2.04177,0.999999,0,0,1
40260,door_2,4,0.982014,0.777063,2.538,1,1,0,42346,0,0,0,0,420,420,0,0,0,0.734214,0,2.05811,0.999681,0,0,0
40320,door_3,4,0.982014,-0.367722,4.60935,1,1,1,0,266,98,0,364,420,56,0.604396,1,0.52381,0.936684,0,2.04177,0.999999,0,0,1
40320,door_2,4,0.982014,0.777063,2.538,1,1,0,42410,0,0,0,0,420,420,0,0,0,0.734214,0,2.05811,0.999681,0,0,0
40380,door_3,4,0.982014,-0.367347,4.60934,1,1,1,0,266,98,0,364,420,56,0.604396,1,0.52381,0.936665,0,2.04177,0.999999,0,0,1
40380,door_2,4,0.982014,0.777063,2.538,1,1,0,42476,0,0,0,0,420,420,0,0,0,0.734214,0,2.05811,0.999681,0,0,0
40440,door_3,4,0.982014,-0.36763,4.60935,1,1,1,0,266,98,0,364,420,56,0.604396,1,0.52381,0.93668,0,2.04177,0.999999,0,0,1
40440,door_2,4,0.982014,0.777063,2.538,1,1,0,42542,0,0,0,0,420,420,0,0,0,0.734214,0,2.05811,0.999681,0,0,0
40500,door_3,4,0.982014,-0.371927,4.60941,1,1,1,1,266,98,51.3333,364,420,56,0.604396,1,0.52381,0.936909,0,2.04177,0.999999,0,0,0
40500,door_2,4,0.982014,0.777063,2.538,1,1,0,42610,0,0,0,0,420,420,0,0,0,0.734215,0,2.05811,0.999681,0,0,0
40560,door_3,4,0.982014,-0.368258,4.60935,1,1,1,0,266,98,0,364,420,56,0.604396,1,0.52381,0.936714,0,2.04177,0.999999,0,0,1
40560,door_2,4,0.982014,0.777063,2.538,1,1,0,42677,0,0,0,0,420,420,0,0,0,0.734215,0,2.05811,0.999681,0,0,0
40620,door_3,4,0.982014,-0.369768,4.60938,1,1,1,0,266,98,0,364,420,56,0.604396,1,0.52381,0.936795,0,2.04177,0.999999,0,0,1
40620,door_2,4,0.982014,0.777063,2.538,1,1,0,42743,0,0,0,0,420,420,0,0,0,0.734216,0,2.05811,0.999681,0,0,0
40680,door_3,4,0.982014,-0.3666,4.60933,1,1,1,0,266,98,0,364,420,56,0.604396,1,0.52381,0.936625,0,2.04177,0.999999,0,0,1
40680,door_2,4,0.982014,0.777063,2.538,1,1,0,42809,0,0,0,0,420,420,0,0,0,0.734215,0,2.05811,0.999681,0,0,0
40740,door_3,4,0.982014,-0.367887,4.60935,1,1,1,0,266,98,0,364,420,56,0.604396,1,0.52381,0.936694,0,2.04177,0.999999,0,0,1
40740,door_2,4,0.982014,0.777063,2.538,1,1,0,42880,0,0,0,0,420,420,0,0,0,0.734216,0,2.05811,0.999681,0,0,0
40800,door_3,4,0.982014,-0.367907,4.60935,1,1,1,0,266,98,0,364,420,56,0.604396,1,0.52381,0.936695,0,2.04177,0.999999,0,0,1
40800,door_2,4,0.982014,0.777063,2.538,1,1,0,42946,0,0,0,0,420,420,0,0,0,0.734216,0,2.05811,0.999681,0,0,0
40860,door_3,4,0.982014,-0.365825,4.60932,1,1,1,0,266,98,0,364,420,56,0.604396,1,0.52381,0.936584,0,2.04177,0.999999,0,0,1
40860,door_2,4,0.982014,0.777063,2.538,1,1,0,43010,0,0,0,0,420,420,0,0,0,0.734216,0,2.05811,0.999681,0,0,0
40920,door_3,4,0.982014,-0.371553,4.6094,1,1,1,0,266,98,0,364,420,56,0.604396,1,0.52381,0.93689,0,2.04177,0.999999,0,0,1
40920,door_2,4,0.982014,0.777063,2.538,1,1,0,43079,0,0,0,0,420,420,0,0,0,0.734216,0,2.05811,0.999681,0,0,0
40980,door_3,4,0.982014,-0.369385,4.60937,1,1,1,0,266,98,0,364,420,56,0.604396,1,0.52381,0.936774,0,2.04177,0.999999,0,0,1
40980,door_2,4,0.982014,0.777063,2.538,1,1,0,43142,0,0,0,0,420,420,0,0,0,0.734216,0,2.05811,0.999681,0,0,0
41040,door_3,4,0.982014,-0.370284,4.60939,1,1,1,0,266,98,0,364,420,56,0.604396,1,0.52381,0.936822,0,2.04177,0.999999,0,0,1
41040,door_2,4,0.982014,0.777063,2.538,1,1,0,43209,0,0,0,0,420,420,0,0,0,0.734216,0,2.05811,0.999681,0,0,0
41100,door_3,4,0.982014,-0.369327,4.60937,1,1,1,0,266,98,0,364,420,56,0.604396,1,0.52381,0.936771,0,2.04177,0.999999,0,0,1
41100,door_2,4,0.982014,0.777063,2.538,1,1,0,43279,0,0,0,0,420,420,0,0,0,0.734216,0,2.05811,0.999681,0,0,0
41160,door_3,4,0.982014,-0.366647,4.60933,1,1,1,1,266,98,51.3333,364,420,56,0.604396,1,0.52381,0.936629,0,2.04177,0.999999,0,0,0
41160,door_2,4,0.982014,0.777063,2.538,1,1,0,43351,0,0,0,0,420,420,0,0,0,0.734216,0,2.05811,0.999681,0,0,0
41220,door_3,4,0.982014,-0.371092,4.6094,1,1,1,1,266,98,51.3333,364,420,56,0.604396,1,0.52381,0.936865,0,2.04177,0.999999,0,0,0
41220,door_2,4,0.982014,0.777063,2.538,1,1,0,43418,0,0,0,0,420,420,0,0,0,0.734216,0,2.05811,0.999681,0,0,0
41280,door_3,4,0.982014,-0.367744,4.60935,1,1,1,0,266,98,0,364,420,56,0.604396,1,0.52381,0.936687,0,2.04177,0.999999,0,0,1
41280,door_2,4,0.982014,0.777063,2.538,1,1,0,43487,0,0,0,0,420,420,0,0,0,0.734216,0,2.05811,0.999681,0,0,0
41340,door_3,4,0.982014,-0.36755,4.60934,1,1,1,0,266,98,0,364,420,56,0.604396,1,0.52381,0.936677,0,2.04177,0.999999,0,0,1
41340,door_2,4,0.982014,0.777063,2.538,1,1,0,43558,0,0,0,0,420,420,0,0,0,0.734217,0,2.05811,0.999681,0,0,0
41400,door_3,4,0.982014,-0.371552,4.6094,1,1,1,0,266,98,0,364,420,56,0.604396,1,0.52381,0.93689,0,2.04177,0.999999,0,0,1
41400,door_2,4,0.982014,0.777063,2.538,1,1,0,43624,0,0,0,0,420,420,0,0,0,0.734217,0,2.05811,0.999681,0,0,0
41460,door_3,4,0.982014,-0.36804,4.60935,1,1,1,0,266,98,0,364,420,56,0.604396,1,0.52381,0.936703,0,2.04177,0.999999,0,0,1
41460,door_2,4,0.982014,0.777063,2.538,1,1,0,43693,0,0,0,0,420,420,0,0,0,0.734217,0,2.05811,0.999681,0,0,0
41520,door_3,4,0.982014,-0.366418,4.60933,1,1,1,0,266,98,0,364,420,56,0.604396,1,0.52381,0.936617,0,2.04177,0.999999,0,0,1
41520,door_2,4,0.982014,0.777063,2.538,1,1,0,43757,0,0,0,0,420,420,0,0,0,0.734217,0,2.05811,0.999681,0,0,0
41580,door_3,4,0.982014,-0.370023,4.60938,1,1,1,0,266,98,0,364,420,56,0.604396,1,0.52381,0.936809,0,2.04177,0.999999,0,0,1
41580,door_2,4,0.982014,0.777063,2.538,1,1,0,43825,0,0,0,0,420,420,0,0,0,0.734217,0,2.05811,0.999681,0,0,0
41640,door_3,4,0.982014,-0.371488,4.6094,1,1,1,0,266,98,0,364,420,56,0.604396,1,0.52381,0.936888,0,2.04177,0.999999,0,0,1
41640,door_2,4,0.982014,0.777063,2.538,1,1,0,43891,0,0,0,0,420,420,0,0,0,0.734217,0,2.05811,0.999681,0,0,0
41700,door_3,4,0.982014,-0.369219,4.60937,1,1,1,0,266,98,0,364,420,56,0.604396,1,0.52381,0.936767,0,2.04177,0.999999,0,0,1
41700,door_2,4,0.982014,0.777063,2.538,1,1,0,43958,0,0,0,0,420,420,0,0,0,0.734217,0,2.05811,0.999681,0,0,0
41760,door_3,4,0.982014,-0.366392,4.60933,1,1,1,0,266,98,0,364,420,56,0.604396,1,0.52381,0.936616,0,2.04177,0.999999,0,0,1
41760,door_2,4,0.982014,0.777063,2.538,1,1,0,44026,0,0,0,0,420,420,0,0,0,0.734217,0,2.05811,0.999681,0,0,0
41820,door_3,4,0.982014,-0.367448,4.60934,1,1,1,0,266,98,0,364,420,56,0.604396,1,0.52381,0.936672,0,2.04177,0.999999,0,0,1
41820,door_2,4,0.982014,0.777063,2.538,1,1,0,44093,0,0,0,0,420,420,0,0,0,0.734216,0,2.05811,0.999681,0,0,0
41880,door_3,4,0.982014,-0.369707,4.60938,1,1,1,0,266,98,0,364,420,56,0.604396,1,0.52381,0.936793,0,2.04177,0.999999,0,0,1
41880,door_2,4,0.982014,0.777063,2.538,1,1,0,44154,0,0,0,0,420,420,0,0,0,0.734216,0,2.05811,0.999681,0,0,0
41940,door_3,4,0.982014,-0.366266,4.60932,1,1,1,0,266,98,0,364,420,56,0.604396,1,0.52381,0.936609,0,2.04177,0.999999,0,0,1
41940,door_2,4,0.982014,0.777063,2.538,1,1,0,44217,0,0,0,0,420,420,0,0,0,0.734216,0,2.05811,0.999681,0,0,0
42000,door_3,4,0.982014,-0.365988,4.60932,1,1,1,0,266,98,0,364,420,56,0.604396,1,0.52381,0.936594,0,2.04177,0.999999,0,0,1
42000,door_2,4,0.982014,0.777063,2.538,1,1,0,44285,0,0,0,0,420,420,0,0,0,0.734216,0,2.05811,0.999681,0,0,0
42060,door_3,4,0.982014,-0.371041,4.6094,1,1,1,0,266,98,0,364,420,56,0.604396,1,0.52381,0.936864,0,2.04177,0.999999,0,0,1
42060,door_2,4,0.982014,0.777063,2.538,1,1,0,44354,0,0,0,0,420,420,0,0,0,0.734216,0,2.05811,0.999681,0,0,0
42120,door_3,4,0.982014,-0.366715,4.60933,1,1,1,1,266,98,51.3333,364,420,56,0.604396,1,0.52381,0.936633,0,2.04177,0.999999,0,0,0
42120,door_2,4,0.982014,0.777063,2.538,1,1,0,44421,0,0,0,0,420,420,0,0,0,0.734216,0,2.05811,0.999681,0,0,0
42180,door_3,4,0.982014,-0.370129,4.60938,1,1,1,1,266,98,51.3333,364,420,56,0.604396,1,0.52381,0.936815,0,2.04177,0.999999,0,0,0
42180,door_2,4,0.982014,0.777063,2.538,1,1,0,44494,0,0,0,0,420,420,0,0,0,0.734216,0,2.05811,0.999681,0,0,0
42240,door_3,4,0.982014,-0.36824,4.60935,1,1,1,1,266,98,51.3333,364,420,56,0.604396,1,0.52381,0.936715,0,2.04177,0.999999,0,0,0
42240,door_2,4,0.982014,0.777063,2.538,1,1,0,44561,0,0,0,0,420,420,0,0,0,0.734216,0,2.05811,0.999681,0,0,0
42300,door_3,4,0.982014,-0.366385,4.60933,1,1,1,1,266,98,51.3333,364,420,56,0.604396,1,0.52381,0.936616,0,2.04177,0.999999,0,0,0
42300,door_2,4,0.982014,0.777063,2.538,1,1,0,44631,0,0,0,0,420,420,0,0,0,0.734216,0,2.05811,0.999681,0,0,0
42360,door_3,4,0.982014,-0.368445,4.60936,1,1,1,0,266,98,0,364,420,56,0.604396,1,0.52381,0.936725,0,2.04177,0.999999,0,0,1
42360,door_2,4,0.982014,0.777063,2.538,1,1,0,44695,0,0,0,0,420,420,0,0,0,0.734216,0,2.05811,0.999681,0,0,0
42420,door_3,4,0.982014,-0.3664,4.60933,1,1,1,1,266,98,51.3333,364,420,56,0.604396,1,0.52381,0.936616,0,2.04177,0.999999,0,0,0
42420,door_2,4,0.982014,0.777063,2.538,1,1,0,44765,0,0,0,0,420,420,0,0,0,0.734216,0,2.05811,0.999681,0,0,0
42480,door_3,4,0.982014,-0.369219,4.60937,1,1,1,1,266,98,51.3333,364,420,56,0.604396,1,0.52381,0.936767,0,2.04177,0.999999,0,0,0
42480,door_2,4,0.982014,0.777063,2.538,1,1,0,44836,0,0,0,0,420,420,0,0,0,0.734215,0,2.05811,0.999681,0,0,0
42540,door_3,4,0.982014,-0.367742,4.60935,1,1,1,0,266,98,0,364,420,56,0.604396,1,0.52381,0.936688,0,2.04177,0.999999,0,0,1
42540,door_2,4,0.982014,0.777063,2.538,1,1,0,44902,0,0,0,0,420,420,0,0,0,0.734215,0,2.05811,0.999681,0,0,0
42600,door_3,4,0.982014,-0.370469,4.60939,1,1,1,0,266,98,0,364,420,56,0.604396,1,0.52381,0.936833,0,2.04177,0.999999,0,0,1
42600,door_2,4,0.982014,0.777063,2.538,1,1,0,44972,0,0,0,0,420,420,0,0,0,0.734215,0,2.05811,0.999681,0,0,0
42660,door_3,4,0.982014,-0.37022,4.60938,1,1,1,0,266,98,0,364,420,56,0.604396,1,0.52381,0.93682,0,2.04177,0.999999,0,0,1
42660,door_2,4,0.982014,0.777063,2.538,1,1,0,45038,0,0,0,0,420,420,0,0,0,0.734215,0,2.05811,0.999681,0,0,0
42720,door_3,4,0.982014,-0.369415,4.60937,1,1,1,0,266,98,0,364,420,56,0.604396,1,0.52381,0.936777,0,2.04177,0.999999,0,0,1
42720,door_2,4,0.982014,0.777063,2.538,1,1,0,45105,0,0,0,0,420,420,0,0,0,0.734215,0,2.05811,0.999681,0,0,0
42780,door_3,4,0.982014,-0.370033,4.60938,1,1,1,0,266,98,0,364,420,56,0.604396,1,0.52381,0.93681,0,2.04177,0.999999,0,0,1
42780,door_2,4,0.982014,0.777063,2.538,1,1,0,45174,0,0,0,0,420,420,0,0,0,0.734215,0,2.05811,0.999681,0,0,0
42840,door_3,4,0.982014,-0.369752,4.60938,1,1,1,0,266,98,0,364,420,56,0.604396,1,0.52381,0.936795,0,2.04177,0.999999,0,0,1
42840,door_2,4,0.982014,0.777063,2.538,1,1,0,45241,0,0,0,0,420,420,0,0,0,0.734215,0,2.05811,0.999681,0,0,0
42900,door_3,4,0.982014,-0.369767,4.60938,1,1,1,0,266,98,0,364,420,56,0.604396,1,0.52381,0.936796,0,2.04177,0.999999,0,0,1
42900,door_2,4,0.982014,0.777063,2.538,1,1,0,45307,0,0,0,0,420,420,0,0,0,0.734215,0,2.05811,0.999681,0,0,0
42960,door_3,4,0.982014,-0.369638,4.60938,1,1,1,0,266,98,0,364,420,56,0.604396,1,0.52381,0.936789,0,2.04177,0.999999,0,0,1
42960,door_2,4,0.982014,0.777063,2.538,1,1,0,45374,0,0,0,0,420,420,0,0,0,0.734215,0,2.05811,0.999681,0,0,0
43020,door_3,4,0.982014,-0.370018,4.60938,1,1,1,0,266,98,0,364,420,56,0.604396,1,0.52381,0.93681,0,2.04177,0.999999,0,0,1
43020,door_2,4,0.982014,0.777063,2.538,1,1,0,45438,0,0,0,0,420,420,0,0,0,0.734215,0,2.05811,0.999681,0,0,0
43080,door_3,4,0.982014,-0.373717,4.60944,1,1,1,0,266,98,0,364,420,56,0.604396,1,0.52381,0.937007,0,2.04177,0.999999,0,0,1
43080,door_2,4,0.982014,0.777063,2.538,1,1,0,45505,0,0,0,0,420,420,0,0,0,0.734215,0,2.05811,0.999681,0,0,0
43140,door_3,4,0.982014,-0.369829,4.60938,1,1,1,0,266,98,0,364,420,56,0.604396,1,0.52381,0.9368,0,2.04177,0.999999,0,0,1
43140,door_2,4,0.982014,0.777063,2.538,1,1,0,45572,0,0,0,0,420,420,0,0,0,0.734215,0,2.05811,0.999681,0,0,0
43200,door_3,4,0.982014,-0.36787,4.60935,1,1,1,0,266,98,0,364,420,56,0.604396,1,0.52381,0.936696,0,2.04177,0.999999,0,0,1
43200,door_2,4,0.982014,0.777063,2.538,1,1,0,45642,0,0,0,0,420,420,0,0,0,0.734215,0,2.05811,0.999681,0,0,0
43260,door_3,4,0.982014,-0.369068,4.60937,1,1,1,0,266,98,0,364,420,56,0.604396,1,0.52381,0.936759,0,2.04177,0.999999,0,0,1
43260,door_2,4,0.982014,0.777063,2.538,1,1,0,45706,0,0,0,0,420,420,0,0,0,0.734215,0,2.05811,0.999681,0,0,0
43320,door_3,4,0.982014,-0.371347,4.6094,1,1,1,0,266,98,0,364,420,56,0.604396,1,0.52381,0.936881,0,2.04177,0.999999,0,0,1
43320,door_2,4,0.982014,0.777063,2.538,1,1,0,45777,0,0,0,0,420,420,0,0,0,0.734215,0,2.05811,0.999681,0,0,0
43380,door_3,4,0.982014,-0.368271,4.60935,1,1,1,0,266,98,0,364,420,56,0.604396,1,0.52381,0.936717,0,2.04177,0.999999,0,0,1
43380,door_2,4,0.982014,0.777063,2.538,1,1,0,45838,0,0,0,0,420,420,0,0,0,0.734215,0,2.05811,0.999681,0,0,0
43440,door_3,4,0.982014,-0.366009,4.60932,1,1,1,0,266,98,0,364,420,56,0.604396,1,0.52381,0.936596,0,2.04177,0.999999,0,0,1
43440,door_2,4,0.982014,0.777063,2.538,1,1,0,45904,0,0,0,0,420,420,0,0,0,0.734215,0,2.05811,0.999681,0,0,0
43500,door_3,4,0.982014,-0.368284,4.60935,1,1,1,0,266,98,0,364,420,56,0.604396,1,0.52381,0.936717,0,2.04177,0.999999,0,0,1
43500,door_2,4,0.982014,0.777063,2.538,1,1,0,45970,0,0,0,0,420,420,0,0,0,0.734214,0,2.05811,0.999681,0,0,0
43560,door_3,4,0.982014,-0.365072,4.60931,1,1,1,0,266,98,0,364,420,56,0.604396,1,0.52381,0.936546,0,2.04177,0.999999,0,0,1
43560,door_2,4,0.982014,0.777063,2.538,1,1,0,46034,0,0,0,0,420,420,0,0,0,0.734214,0,2.05811,0.999681,0,0,0
43620,door_3,4,0.982014,-0.369748,4.60938,1,1,1,0,266,98,0,364,420,56,0.604396,1,0.52381,0.936796,0,2.04177,0.999999,0,0,1
43620,door_2,4,0.982014,0.777063,2.538,1,1,0,46100,0,0,0,0,420,420,0,0,0,0.734214,0,2.05811,0.999681,0,0,0
43680,door_3,4,0.982014,-0.366354,4.60933,1,1,1,1,266,98,51.3333,364,420,56,0.604396,1,0.52381,0.936615,0,2.04177,0.999999,0,0,0
43680,door_2,4,0.982014,0.777063,2.538,1,1,0,46167,0,0,0,0,420,420,0,0,0,0.734214,0,2.05811,0.999681,0,0,0
43740,door_3,4,0.982014,-0.366383,4.60933,1,1,1,0,266,98,0,364,420,56,0.604396,1,0.52381,0.936616,0,2.04177,0.999999,0,0,1
43740,door_2,4,0.982014,0.777063,2.538,1,1,0,46233,0,0,0,0,420,420,0,0,0,0.734214,0,2.05811,0.999681,0,0,0
43800,door_3,4,0.982014,-0.368094,4.60935,1,1,1,0,266,98,0,364,420,56,0.604396,1,0.52381,0.936708,0,2.04177,0.999999,0,0,1
43800,door_2,4,0.982014,0.777063,2.538,1,1,0,46300,0,0,0,0,420,420,0,0,0,0.734214,0,2.05811,0.999681,0,0,0
43860,door_3,4,0.982014,-0.368482,4.60936,1,1,1,0,266,98,0,364,420,56,0.604396,1,0.52381,0.936728,0,2.04177,0.999999,0,0,1
43860,door_2,4,0.982014,0.777063,2.538,1,1,0,46366,0,0,0,0,420,420,0,0,0,0.734214,0,2.05811,0.999681,0,0,0
43920,door_3,4,0.982014,-0.371103,4.6094,1,1,1,1,266,98,51.3333,364,420,56,0.604396,1,0.52381,0.936868,0,2.04177,0.999999,0,0,0
43920,door_2,4,0.982014,0.777063,2.538,1,1,0,46433,0,0,0,0,420,420,0,0,0,0.734214,0,2.05811,0.999681,0,0,0
43980,door_3,4,0.982014,-0.370026,4.60938,1,1,1,0,266,98,0,364,420,56,0.604396,1,0.52381,0.936811,0,2.04177,0.999999,0,0,1
43980,door_2,4,0.982014,0.777063,2.538,1,1,0,46497,0,0,0,0,420,420,0,0,0,0.734214,0,2.05811,0.999681,0,0,0
44040,door_3,4,0.982014,-0.370222,4.60938,1,1,1,1,266,98,51.3333,364,420,56,0.604396,1,0.52381,0.936821,0,2.04177,0.999999,0,0,0
44040,door_2,4,0.982014,0.777063,2.538,1,1,0,46563,0,0,0,0,420,420,0,0,0,0.734214,0,2.05811,0.999681,0,0,0
44100,door_3,4,0.982014,-0.371305,4.6094,1,1,1,0,266,98,0,364,420,56,0.604396,1,0.52381,0.936879,0,2.04177,0.999999,0,0,1
44100,door_2,4,0.982014,0.777063,2.538,1,1,0,46629,0,0,0,0,420,420,0,0,0,0.734214,0,2.05811,0.999681,0,0,0
44160,door_3,4,0.982014,-0.36998,4.60938,1,1,1,0,266,98,0,364,420,56,0.604396,1,0.52381,0.936809,0,2.04177,0.999999,0,0,1
44160,door_2,4,0.982014,0.777063,2.538,1,1,0,46694,0,0,0,0,420,420,0,0,0,0.734215,0,2.05811,0.999681,0,0,0
44220,door_3,4,0.982014,-0.369263,4.60937,1,1,1,0,266,98,0,364,420,56,0.604396,1,0.52381,0.93677,0,2.04177,0.999999,0,0,1
44220,door_2,4,0.982014,0.777063,2.538,1,1,0,46761,0,0,0,0,420,420,0,0,0,0.734215,0,2.05811,0.999681,0,0,0
44280,door_3,4,0.982014,-0.369837,4.60938,1,1,1,0,266,98,0,364,420,56,0.604396,1,0.52381,0.936801,0,2.04177,0.999999,0,0,1
44280,door_2,4,0.982014,0.777063,2.538,1,1,0,46827,0,0,0,0,420,420,0,0,0,0.734215,0,2.05811,0.999681,0,0,0
44340,door_3,4,0.982014,-0.366895,4.60933,1,1,1,1,266,98,51.3333,364,420,56,0.604396,1,0.52381,0.936644,0,2.04177,0.999999,0,0,0
44340,door_2,4,0.982014,0.777063,2.538,1,1,0,46892,0,0,0,0,420,420,0,0,0,0.734215,0,2.05811,0.999681,0,0,0
44400,door_3,4,0.982014,-0.367672,4.60935,1,1,1,0,266,98,0,364,420,56,0.604396,1,0.52381,0.936686,0,2.04177,0.999999,0,0,1
44400,door_2,4,0.982014,0.777063,2.538,1,1,0,46959,0,0,0,0,420,420,0,0,0,0.734215,0,2.05811,0.999681,0,0,0
44460,door_3,4,0.982014,-0.368525,4.60936,1,1,1,0,266,98,0,364,420,56,0.604396,1,0.52381,0.936732,0,2.04177,0.999999,0,0,1
44460,door_2,4,0.982014,0.777063,2.538,1,1,0,47026,0,0,0,0,420,420,0,0,0,0.734216,0,2.05811,0.999681,0,0,0
44520,door_3,4,0.982014,-0.369322,4.60937,1,1,1,1,266,98,51.3333,364,420,56,0.604396,1,0.52381,0.936774,0,2.04177,0.999999,0,0,0
44520,door_2,4,0.982014,0.777063,2.538,1,1,0,47092,0,0,0,0,420,420,0,0,0,0.734217,0,2.05811,0.999681,0,0,0
44580,door_3,4,0.982014,-0.367132,4.60934,1,1,1,0,266,98,0,364,420,56,0.604396,1,0.52381,0.936658,0,2.04177,0.999999,0,0,1
44580,door_2,4,0.982014,0.777063,2.538,1,1,0,47157,0,0,0,0,420,420,0,0,0,0.734217,0,2.05811,0.999681,0,0,0
44640,door_3,4,0.982014,-0.365266,4.60931,1,1,1,0,266,98,0,364,420,56,0.604396,1,0.52381,0.936559,0,2.04177,0.999999,0,0,1
