cycle,node,L,p_exists,cx,cy,inroom,roomprior_loaded,won,since_det,sil_occ,sil_free,sil_free_eff,n_detectable,n_total,n_occluded,resolvability,central_frac,p_detect,oblq,remove_streak,obs_top_z,obs_top_conf,trunc,gated,gate_fresh
23580,door_2,4,0.982014,0.777063,2.538,1,1,0,22237,0,0,0,0,420,420,0,0,0,0.734163,0,2.05811,0.999681,0,0,0
23640,door_3,4,0.982014,-0.369746,4.60938,1,1,1,0,266,98,0,364,420,56,0.604396,1,0.52381,0.936755,0,2.04177,0.999999,0,0,1
23640,door_2,4,0.982014,0.777063,2.538,1,1,0,22303,0,0,0,0,420,420,0,0,0,0.734163,0,2.05811,0.999681,0,0,0
23700,door_3,4,0.982014,-0.370422,4.60939,1,1,1,1,266,98,51.3333,364,420,56,0.604396,1,0.52381,0.936791,0,2.04177,0.999999,0,0,0
23700,door_2,4,0.982014,0.777063,2.538,1,1,0,22372,0,0,0,0,420,420,0,0,0,0.734163,0,2.05811,0.999681,0,0,0
23760,door_3,4,0.982014,-0.368531,4.60936,1,1,1,0,266,98,0,364,420,56,0.604396,1,0.52381,0.93669,0,2.04177,0.999999,0,0,1
23760,door_2,4,0.982014,0.777063,2.538,1,1,0,22441,0,0,0,0,420,420,0,0,0,0.734163,0,2.05811,0.999681,0,0,0
23820,door_3,4,0.982014,-0.367113,4.60934,1,1,1,0,266,98,0,364,420,56,0.604396,1,0.52381,0.936614,0,2.04177,0.999999,0,0,1
23820,door_2,4,0.982014,0.777063,2.538,1,1,0,22511,0,0,0,0,420,420,0,0,0,0.734164,0,2.05811,0.999681,0,0,0
23880,door_3,4,0.982014,-0.367157,4.60934,1,1,1,1,266,98,51.3333,364,420,56,0.604396,1,0.52381,0.936617,0,2.04177,0.999999,0,0,0
23880,door_2,4,0.982014,0.777063,2.538,1,1,0,22581,0,0,0,0,420,420,0,0,0,0.734164,0,2.05811,0.999681,0,0,0
23940,door_3,4,0.982014,-0.371758,4.60941,1,1,1,0,266,98,0,364,420,56,0.604396,1,0.52381,0.936862,0,2.04177,0.999999,0,0,1
23940,door_2,4,0.982014,0.777063,2.538,1,1,0,22647,0,0,0,0,420,420,0,0,0,0.734164,0,2.05811,0.999681,0,0,0
24000,door_3,4,0.982014,-0.37208,4.60941,1,1,1,0,266,98,0,364,420,56,0.604396,1,0.52381,0.936879,0,2.04177,0.999999,0,0,1
24000,door_2,4,0.982014,0.777063,2.538,1,1,0,22713,0,0,0,0,420,420,0,0,0,0.734164,0,2.05811,0.999681,0,0,0
24060,door_3,4,0.982014,-0.367016,4.60934,1,1,1,0,266,98,0,364,420,56,0.604396,1,0.52381,0.936609,0,2.04177,0.999999,0,0,1
24060,door_2,4,0.982014,0.777063,2.538,1,1,0,22781,0,0,0,0,420,420,0,0,0,0.734164,0,2.05811,0.999681,0,0,0
24120,door_3,4,0.982014,-0.369604,4.60937,1,1,1,0,266,98,0,364,420,56,0.604396,1,0.52381,0.936748,0,2.04177,0.999999,0,0,1
24120,door_2,4,0.982014,0.777063,2.538,1,1,0,22849,0,0,0,0,420,420,0,0,0,0.734164,0,2.05811,0.999681,0,0,0
24180,door_3,4,0.982014,-0.372431,4.60942,1,1,1,0,266,98,0,364,420,56,0.604396,1,0.52381,0.936899,0,2.04177,0.999999,0,0,1
24180,door_2,4,0.982014,0.777063,2.538,1,1,0,22915,0,0,0,0,420,420,0,0,0,0.734165,0,2.05811,0.999681,0,0,0
24240,door_3,4,0.982014,-0.36992,4.60938,1,1,1,1,266,98,51.3333,364,420,56,0.604396,1,0.52381,0.936765,0,2.04177,0.999999,0,0,0
24240,door_2,4,0.982014,0.777063,2.538,1,1,0,22983,0,0,0,0,420,420,0,0,0,0.734165,0,2.05811,0.999681,0,0,0
24300,door_3,4,0.982014,-0.368565,4.60936,1,1,1,0,266,98,0,364,420,56,0.604396,1,0.52381,0.936693,0,2.04177,0.999999,0,0,1
24300,door_2,4,0.982014,0.777063,2.538,1,1,0,23051,0,0,0,0,420,420,0,0,0,0.734165,0,2.05811,0.999681,0,0,0
24360,door_3,4,0.982014,-0.373727,4.60944,1,1,1,0,266,98,0,364,420,56,0.604396,1,0.52381,0.936968,0,2.04177,0.999999,0,0,1
24360,door_2,4,0.982014,0.777063,2.538,1,1,0,23120,0,0,0,0,420,420,0,0,0,0.734165,0,2.05811,0.999681,0,0,0
24420,door_3,4,0.982014,-0.367577,4.60934,1,1,1,1,266,98,51.3333,364,420,56,0.604396,1,0.52381,0.936641,0,2.04177,0.999999,0,0,0
24420,door_2,4,0.982014,0.777063,2.538,1,1,0,23191,0,0,0,0,420,420,0,0,0,0.734166,0,2.05811,0.999681,0,0,0
24480,door_3,4,0.982014,-0.366738,4.60933,1,1,1,0,266,98,0,364,420,56,0.604396,1,0.52381,0.936596,0,2.04177,0.999999,0,0,1
24480,door_2,4,0.982014,0.777063,2.538,1,1,0,23270,0,0,0,0,420,420,0,0,0,0.734166,0,2.05811,0.999681,0,0,0
24540,door_3,4,0.982014,-0.370374,4.60939,1,1,1,0,266,98,0,364,420,56,0.604396,1,0.52381,0.93679,0,2.04177,0.999999,0,0,1
24540,door_2,4,0.982014,0.777063,2.538,1,1,0,23364,0,0,0,0,420,420,0,0,0,0.734166,0,2.05811,0.999681,0,0,0
24600,door_3,4,0.982014,-0.372074,4.60941,1,1,1,0,266,98,0,364,420,56,0.604396,1,0.52381,0.936881,0,2.04177,0.999999,0,0,1
24600,door_2,4,0.982014,0.777063,2.538,1,1,0,23453,0,0,0,0,420,420,0,0,0,0.734167,0,2.05811,0.999681,0,0,0
24660,door_3,4,0.982014,-0.36724,4.60934,1,1,1,0,266,98,0,364,420,56,0.604396,1,0.52381,0.936623,0,2.04177,0.999999,0,0,1
24660,door_2,4,0.982014,0.777063,2.538,1,1,0,23538,0,0,0,0,420,420,0,0,0,0.734167,0,2.05811,0.999681,0,0,0
24720,door_3,4,0.982014,-0.370548,4.60939,1,1,1,0,266,98,0,364,420,56,0.604396,1,0.52381,0.9368,0,2.04177,0.999999,0,0,1
24720,door_2,4,0.982014,0.777063,2.538,1,1,0,23619,0,0,0,0,420,420,0,0,0,0.734167,0,2.05811,0.999681,0,0,0
24780,door_3,4,0.982014,-0.371718,4.60941,1,1,1,0,266,98,0,364,420,56,0.604396,1,0.52381,0.936862,0,2.04177,0.999999,0,0,1
24780,door_2,4,0.982014,0.777063,2.538,1,1,0,23686,0,0,0,0,420,420,0,0,0,0.734167,0,2.05811,0.999681,0,0,0
24840,door_3,4,0.982014,-0.370406,4.60939,1,1,1,1,266,98,51.3333,364,420,56,0.604396,1,0.52381,0.936792,0,2.04177,0.999999,0,0,0
24840,door_2,4,0.982014,0.777063,2.538,1,1,0,23760,0,0,0,0,420,420,0,0,0,0.734167,0,2.05811,0.999681,0,0,0
24900,door_3,4,0.982014,-0.372923,4.60942,1,1,1,0,266,98,0,364,420,56,0.604396,1,0.52381,0.936927,0,2.04177,0.999999,0,0,1
24900,door_2,4,0.982014,0.777063,2.538,1,1,0,23855,0,0,0,0,420,420,0,0,0,0.734168,0,2.05811,0.999681,0,0,0
24960,door_3,4,0.982014,-0.370359,4.60939,1,1,1,1,266,98,51.3333,364,420,56,0.604396,1,0.52381,0.93679,0,2.04177,0.999999,0,0,0
24960,door_2,4,0.982014,0.777063,2.538,1,1,0,23974,0,0,0,0,420,420,0,0,0,0.734168,0,2.05811,0.999681,0,0,0
25020,door_3,4,0.982014,-0.366866,4.60933,1,1,1,0,266,98,0,364,420,56,0.604396,1,0.52381,0.936604,0,2.04177,0.999999,0,0,1
25020,door_2,4,0.982014,0.777063,2.538,1,1,0,24079,0,0,0,0,420,420,0,0,0,0.734168,0,2.05811,0.999681,0,0,0
25080,door_3,4,0.982014,-0.370357,4.60939,1,1,1,0,266,98,0,364,420,56,0.604396,1,0.52381,0.93679,0,2.04177,0.999999,0,0,1
25080,door_2,4,0.982014,0.777063,2.538,1,1,0,24169,0,0,0,0,420,420,0,0,0,0.734168,0,2.05811,0.999681,0,0,0
25140,door_3,4,0.982014,-0.371034,4.6094,1,1,1,1,266,98,51.3333,364,420,56,0.604396,1,0.52381,0.936827,0,2.04177,0.999999,0,0,0
25140,door_2,4,0.982014,0.777063,2.538,1,1,0,24260,0,0,0,0,420,420,0,0,0,0.734168,0,2.05811,0.999681,0,0,0
25200,door_3,4,0.982014,-0.367296,4.60934,1,1,1,1,266,98,51.3333,364,420,56,0.604396,1,0.52381,0.936628,0,2.04177,0.999999,0,0,0
25200,door_2,4,0.982014,0.777063,2.538,1,1,0,24349,0,0,0,0,420,420,0,0,0,0.734169,0,2.05811,0.999681,0,0,0
25260,door_3,4,0.982014,-0.371523,4.6094,1,1,1,0,266,98,0,364,420,56,0.604396,1,0.52381,0.936853,0,2.04177,0.999999,0,0,1
25260,door_2,4,0.982014,0.777063,2.538,1,1,0,24423,0,0,0,0,420,420,0,0,0,0.734169,0,2.05811,0.999681,0,0,0
25320,door_3,4,0.982014,-0.368522,4.60936,1,1,1,0,266,98,0,364,420,56,0.604396,1,0.52381,0.936694,0,2.04177,0.999999,0,0,1
25320,door_2,4,0.982014,0.777063,2.538,1,1,0,24491,0,0,0,0,420,420,0,0,0,0.73417,0,2.05811,0.999681,0,0,0
25380,door_3,4,0.982014,-0.366966,4.60934,1,1,1,0,266,98,0,364,420,56,0.604396,1,0.52381,0.936611,0,2.04177,0.999999,0,0,1
25380,door_2,4,0.982014,0.777063,2.538,1,1,0,24564,0,0,0,0,420,420,0,0,0,0.73417,0,2.05811,0.999681,0,0,0
25440,door_3,4,0.982014,-0.366523,4.60933,1,1,1,0,266,98,0,364,420,56,0.604396,1,0.52381,0.936587,0,2.04177,0.999999,0,0,1
25440,door_2,4,0.982014,0.777063,2.538,1,1,0,24644,0,0,0,0,420,420,0,0,0,0.73417,0,2.05811,0.999681,0,0,0
25500,door_3,4,0.982014,-0.367119,4.60934,1,1,1,1,266,98,51.3333,364,420,56,0.604396,1,0.52381,0.936619,0,2.04177,0.999999,0,0,0
25500,door_2,4,0.982014,0.777063,2.538,1,1,0,24731,0,0,0,0,420,420,0,0,0,0.73417,0,2.05811,0.999681,0,0,0
25560,door_3,4,0.982014,-0.368728,4.60936,1,1,1,1,266,98,51.3333,364,420,56,0.604396,1,0.52381,0.936705,0,2.04177,0.999999,0,0,0
25560,door_2,4,0.982014,0.777063,2.538,1,1,0,24830,0,0,0,0,420,420,0,0,0,0.73417,0,2.05811,0.999681,0,0,0
25620,door_3,4,0.982014,-0.369007,4.60937,1,1,1,0,266,98,0,364,420,56,0.604396,1,0.52381,0.93672,0,2.04177,0.999999,0,0,1
25620,door_2,4,0.982014,0.777063,2.538,1,1,0,24905,0,0,0,0,420,420,0,0,0,0.734171,0,2.05811,0.999681,0,0,0
25680,door_3,4,0.982014,-0.371861,4.60941,1,1,1,0,266,98,0,364,420,56,0.604396,1,0.52381,0.936872,0,2.04177,0.999999,0,0,1
25680,door_2,4,0.982014,0.777063,2.538,1,1,0,24983,0,0,0,0,420,420,0,0,0,0.734171,0,2.05811,0.999681,0,0,0
25740,door_3,4,0.982014,-0.369014,4.60937,1,1,1,1,266,98,51.3333,364,420,56,0.604396,1,0.52381,0.936721,0,2.04177,0.999999,0,0,0
25740,door_2,4,0.982014,0.777063,2.538,1,1,0,25069,0,0,0,0,420,420,0,0,0,0.734171,0,2.05811,0.999681,0,0,0
25800,door_3,4,0.982014,-0.370502,4.60939,1,1,1,0,266,98,0,364,420,56,0.604396,1,0.52381,0.9368,0,2.04177,0.999999,0,0,1
25800,door_2,4,0.982014,0.777063,2.538,1,1,0,25161,0,0,0,0,420,420,0,0,0,0.734171,0,2.05811,0.999681,0,0,0
25860,door_3,4,0.982014,-0.369867,4.60938,1,1,1,0,266,98,0,364,420,56,0.604396,1,0.52381,0.936766,0,2.04177,0.999999,0,0,1
25860,door_2,4,0.982014,0.777063,2.538,1,1,0,25239,0,0,0,0,420,420,0,0,0,0.734171,0,2.05811,0.999681,0,0,0
25920,door_3,4,0.982014,-0.367126,4.60934,1,1,1,0,266,98,0,364,420,56,0.604396,1,0.52381,0.936621,0,2.04177,0.999999,0,0,1
25920,door_2,4,0.982014,0.777063,2.538,1,1,0,25307,0,0,0,0,420,420,0,0,0,0.734171,0,2.05811,0.999681,0,0,0
25980,door_3,4,0.982014,-0.368461,4.60936,1,1,1,0,266,98,0,364,420,56,0.604396,1,0.52381,0.936692,0,2.04177,0.999999,0,0,1
25980,door_2,4,0.982014,0.777063,2.538,1,1,0,25376,0,0,0,0,420,420,0,0,0,0.734171,0,2.05811,0.999681,0,0,0
26040,door_3,4,0.982014,-0.371921,4.60941,1,1,1,0,266,98,0,364,420,56,0.604396,1,0.52381,0.936876,0,2.04177,0.999999,0,0,1
26040,door_2,4,0.982014,0.777063,2.538,1,1,0,25451,0,0,0,0,420,420,0,0,0,0.734171,0,2.05811,0.999681,0,0,0
26100,door_3,4,0.982014,-0.367681,4.60935,1,1,1,0,266,98,0,364,420,56,0.604396,1,0.52381,0.936651,0,2.04177,0.999999,0,0,1
26100,door_2,4,0.982014,0.777063,2.538,1,1,0,25531,0,0,0,0,420,420,0,0,0,0.734172,0,2.05811,0.999681,0,0,0
26160,door_3,4,0.982014,-0.368937,4.60936,1,1,1,0,266,98,0,364,420,56,0.604396,1,0.52381,0.936718,0,2.04177,0.999999,0,0,1
26160,door_2,4,0.982014,0.777063,2.538,1,1,0,25601,0,0,0,0,420,420,0,0,0,0.734172,0,2.05811,0.999681,0,0,0
26220,door_3,4,0.982014,-0.371706,4.60941,1,1,1,0,266,98,0,364,420,56,0.604396,1,0.52381,0.936865,0,2.04177,0.999999,0,0,1
26220,door_2,4,0.982014,0.777063,2.538,1,1,0,25669,0,0,0,0,420,420,0,0,0,0.734172,0,2.05811,0.999681,0,0,0
26280,door_3,4,0.982014,-0.371877,4.60941,1,1,1,0,266,98,0,364,420,56,0.604396,1,0.52381,0.936875,0,2.04177,0.999999,0,0,1
26280,door_2,4,0.982014,0.777063,2.538,1,1,0,25734,0,0,0,0,420,420,0,0,0,0.734173,0,2.05811,0.999681,0,0,0
26340,door_3,4,0.982014,-0.369511,4.60937,1,1,1,2,266,98,51.3333,364,420,56,0.604396,1,0.52381,0.936749,0,2.04177,0.999999,0,0,0
26340,door_2,4,0.982014,0.777063,2.538,1,1,0,25827,0,0,0,0,420,420,0,0,0,0.734174,0,2.05811,0.999681,0,0,0
26400,door_3,4,0.982014,-0.372428,4.60942,1,1,1,1,266,98,51.3333,364,420,56,0.604396,1,0.52381,0.936905,0,2.04177,0.999999,0,0,0
26400,door_2,4,0.982014,0.777063,2.538,1,1,0,25927,0,0,0,0,420,420,0,0,0,0.734174,0,2.05811,0.999681,0,0,0
26460,door_3,4,0.982014,-0.367339,4.60934,1,1,1,1,266,98,51.3333,364,420,56,0.604396,1,0.52381,0.936634,0,2.04177,0.999999,0,0,0
26460,door_2,4,0.982014,0.777063,2.538,1,1,0,26016,0,0,0,0,420,420,0,0,0,0.734174,0,2.05811,0.999681,0,0,0
26520,door_3,4,0.982014,-0.369682,4.60938,1,1,1,0,266,98,0,364,420,56,0.604396,1,0.52381,0.936759,0,2.04177,0.999999,0,0,1
26520,door_2,4,0.982014,0.777063,2.538,1,1,0,26110,0,0,0,0,420,420,0,0,0,0.734174,0,2.05811,0.999681,0,0,0
26580,door_3,4,0.982014,-0.368426,4.60936,1,1,1,1,266,98,51.3333,364,420,56,0.604396,1,0.52381,0.936692,0,2.04177,0.999999,0,0,0
26580,door_2,4,0.982014,0.777063,2.538,1,1,0,26218,0,0,0,0,420,420,0,0,0,0.734175,0,2.05811,0.999681,0,0,0
26640,door_3,4,0.982014,-0.366937,4.60933,1,1,1,1,266,98,51.3333,364,420,56,0.604396,1,0.52381,0.936613,0,2.04177,0.999999,0,0,0
26640,door_2,4,0.982014,0.777063,2.538,1,1,0,26342,0,0,0,0,420,420,0,0,0,0.734175,0,2.05811,0.999681,0,0,0
26700,door_3,4,0.982014,-0.370513,4.60939,1,1,1,1,266,98,51.3333,364,420,56,0.604396,1,0.52381,0.936804,0,2.04177,0.999999,0,0,0
26700,door_2,4,0.982014,0.777063,2.538,1,1,0,26440,0,0,0,0,420,420,0,0,0,0.734175,0,2.05811,0.999681,0,0,0
26760,door_3,4,0.982014,-0.370988,4.6094,1,1,1,1,266,98,51.3333,364,420,56,0.604396,1,0.52381,0.936829,0,2.04177,0.999999,0,0,0
26760,door_2,4,0.982014,0.777063,2.538,1,1,0,26538,0,0,0,0,420,420,0,0,0,0.734175,0,2.05811,0.999681,0,0,0
26820,door_3,4,0.982014,-0.365659,4.60932,1,1,1,1,266,98,51.3333,364,420,56,0.604396,1,0.52381,0.936545,0,2.04177,0.999999,0,0,0
26820,door_2,4,0.982014,0.777063,2.538,1,1,0,26640,0,0,0,0,420,420,0,0,0,0.734175,0,2.05811,0.999681,0,0,0
26880,door_3,4,0.982014,-0.370382,4.60939,1,1,1,1,266,98,51.3333,364,420,56,0.604396,1,0.52381,0.936797,0,2.04177,0.999999,0,0,0
26880,door_2,4,0.982014,0.777063,2.538,1,1,0,26739,0,0,0,0,420,420,0,0,0,0.734175,0,2.05811,0.999681,0,0,0
26940,door_3,4,0.982014,-0.368711,4.60936,1,1,1,2,266,98,51.3333,364,420,56,0.604396,1,0.52381,0.936708,0,2.04177,0.999999,0,0,0
26940,door_2,4,0.982014,0.777063,2.538,1,1,0,26849,0,0,0,0,420,420,0,0,0,0.734175,0,2.05811,0.999681,0,0,0
27000,door_3,4,0.982014,-0.365441,4.60931,1,1,1,1,266,98,51.3333,364,420,56,0.604396,1,0.52381,0.936534,0,2.04177,0.999999,0,0,0
27000,door_2,4,0.982014,0.777063,2.538,1,1,0,26978,0,0,0,0,420,420,0,0,0,0.734175,0,2.05811,0.999681,0,0,0
27060,door_3,4,0.982014,-0.369919,4.60938,1,1,1,1,266,98,51.3333,364,420,56,0.604396,1,0.52381,0.936773,0,2.04177,0.999999,0,0,0
27060,door_2,4,0.982014,0.777063,2.538,1,1,0,27081,0,0,0,0,420,420,0,0,0,0.734176,0,2.05811,0.999681,0,0,0
27120,door_3,4,0.982014,-0.36897,4.60937,1,1,1,1,266,98,51.3333,364,420,56,0.604396,1,0.52381,0.936722,0,2.04177,0.999999,0,0,0
27120,door_2,4,0.982014,0.777063,2.538,1,1,0,27179,0,0,0,0,420,420,0,0,0,0.734176,0,2.05811,0.999681,0,0,0
27180,door_3,4,0.982014,-0.370606,4.60939,1,1,1,0,266,98,0,364,420,56,0.604396,1,0.52381,0.936809,0,2.04177,0.999999,0,0,1
27180,door_2,4,0.982014,0.777063,2.538,1,1,0,27262,0,0,0,0,420,420,0,0,0,0.734176,0,2.05811,0.999681,0,0,0
27240,door_3,4,0.982014,-0.36537,4.60931,1,1,1,1,266,98,51.3333,364,420,56,0.604396,1,0.52381,0.93653,0,2.04177,0.999999,0,0,0
27240,door_2,4,0.982014,0.777063,2.538,1,1,0,27338,0,0,0,0,420,420,0,0,0,0.734176,0,2.05811,0.999681,0,0,0
27300,door_3,4,0.982014,-0.369604,4.60937,1,1,1,0,266,98,0,364,420,56,0.604396,1,0.52381,0.936756,0,2.04177,0.999999,0,0,1
27300,door_2,4,0.982014,0.777063,2.538,1,1,0,27414,0,0,0,0,420,420,0,0,0,0.734176,0,2.05811,0.999681,0,0,0
27360,door_3,4,0.982014,-0.370374,4.60939,1,1,1,2,266,98,51.3333,364,420,56,0.604396,1,0.52381,0.936797,0,2.04177,0.999999,0,0,0
27360,door_2,4,0.982014,0.777063,2.538,1,1,0,27531,0,0,0,0,420,420,0,0,0,0.734176,0,2.05811,0.999681,0,0,0
27420,door_3,4,0.982014,-0.370638,4.60939,1,1,1,1,266,98,51.3333,364,420,56,0.604396,1,0.52381,0.936811,0,2.04177,0.999999,0,0,0
27420,door_2,4,0.982014,0.777063,2.538,1,1,0,27671,0,0,0,0,420,420,0,0,0,0.734176,0,2.05811,0.999681,0,0,0
27480,door_3,4,0.982014,-0.368629,4.60936,1,1,1,1,266,98,51.3333,364,420,56,0.604396,1,0.52381,0.936705,0,2.04177,0.999999,0,0,0
27480,door_2,4,0.982014,0.777063,2.538,1,1,0,27784,0,0,0,0,420,420,0,0,0,0.734176,0,2.05811,0.999681,0,0,0
27540,door_3,4,0.982014,-0.367279,4.60934,1,1,1,0,266,98,0,364,420,56,0.604396,1,0.52381,0.936633,0,2.04177,0.999999,0,0,1
27540,door_2,4,0.982014,0.777063,2.538,1,1,0,27867,0,0,0,0,420,420,0,0,0,0.734176,0,2.05811,0.999681,0,0,0
27600,door_3,4,0.982014,-0.369017,4.60937,1,1,1,0,266,98,0,364,420,56,0.604396,1,0.52381,0.936725,0,2.04177,0.999999,0,0,1
27600,door_2,4,0.982014,0.777063,2.538,1,1,0,27945,0,0,0,0,420,420,0,0,0,0.734177,0,2.05811,0.999681,0,0,0
27660,door_3,4,0.982014,-0.371619,4.60941,1,1,1,0,266,98,0,364,420,56,0.604396,1,0.52381,0.936864,0,2.04177,0.999999,0,0,1
27660,door_2,4,0.982014,0.777063,2.538,1,1,0,28036,0,0,0,0,420,420,0,0,0,0.734177,0,2.05811,0.999681,0,0,0
27720,door_3,4,0.982014,-0.370252,4.60938,1,1,1,0,266,98,0,364,420,56,0.604396,1,0.52381,0.936792,0,2.04177,0.999999,0,0,1
27720,door_2,4,0.982014,0.777063,2.538,1,1,0,28120,0,0,0,0,420,420,0,0,0,0.734178,0,2.05811,0.999681,0,0,0
27780,door_3,4,0.982014,-0.370687,4.60939,1,1,1,1,266,98,51.3333,364,420,56,0.604396,1,0.52381,0.936815,0,2.04177,0.999999,0,0,0
27780,door_2,4,0.982014,0.777063,2.538,1,1,0,28222,0,0,0,0,420,420,0,0,0,0.734178,0,2.05811,0.999681,0,0,0
27840,door_3,4,0.982014,-0.370304,4.60939,1,1,1,1,266,98,51.3333,364,420,56,0.604396,1,0.52381,0.936795,0,2.04177,0.999999,0,0,0
27840,door_2,4,0.982014,0.777063,2.538,1,1,0,28315,0,0,0,0,420,420,0,0,0,0.734178,0,2.05811,0.999681,0,0,0
27900,door_3,4,0.982014,-0.366891,4.60933,1,1,1,1,266,98,51.3333,364,420,56,0.604396,1,0.52381,0.936613,0,2.04177,0.999999,0,0,0
27900,door_2,4,0.982014,0.777063,2.538,1,1,0,28402,0,0,0,0,420,420,0,0,0,0.734178,0,2.05811,0.999681,0,0,0
27960,door_3,4,0.982014,-0.368693,4.60936,1,1,1,1,266,98,51.3333,364,420,56,0.604396,1,0.52381,0.936709,0,2.04177,0.999999,0,0,0
27960,door_2,4,0.982014,0.777063,2.538,1,1,0,28490,0,0,0,0,420,420,0,0,0,0.734178,0,2.05811,0.999681,0,0,0
28020,door_3,4,0.982014,-0.367843,4.60935,1,1,1,1,266,98,51.3333,364,420,56,0.604396,1,0.52381,0.936664,0,2.04177,0.999999,0,0,0
28020,door_2,4,0.982014,0.777063,2.538,1,1,0,28577,0,0,0,0,420,420,0,0,0,0.734179,0,2.05811,0.999681,0,0,0
28080,door_3,4,0.982014,-0.368989,4.60937,1,1,1,1,266,98,51.3333,364,420,56,0.604396,1,0.52381,0.936726,0,2.04177,0.999999,0,0,0
28080,door_2,4,0.982014,0.777063,2.538,1,1,0,28677,0,0,0,0,420,420,0,0,0,0.734179,0,2.05811,0.999681,0,0,0
28140,door_3,4,0.982014,-0.370502,4.60939,1,1,1,1,266,98,51.3333,364,420,56,0.604396,1,0.52381,0.936806,0,2.04177,0.999999,0,0,0
28140,door_2,4,0.982014,0.777063,2.538,1,1,0,28768,0,0,0,0,420,420,0,0,0,0.734179,0,2.05811,0.999681,0,0,0
28200,door_3,4,0.982014,-0.369006,4.60937,1,1,1,1,266,98,51.3333,364,420,56,0.604396,1,0.52381,0.936727,0,2.04177,0.999999,0,0,0
28200,door_2,4,0.982014,0.777063,2.538,1,1,0,28857,0,0,0,0,420,420,0,0,0,0.734179,0,2.05811,0.999681,0,0,0
28260,door_3,4,0.982014,-0.368426,4.60936,1,1,1,1,266,98,51.3333,364,420,56,0.604396,1,0.52381,0.936696,0,2.04177,0.999999,0,0,0
28260,door_2,4,0.982014,0.777063,2.538,1,1,0,28950,0,0,0,0,420,420,0,0,0,0.734179,0,2.05811,0.999681,0,0,0
28320,door_3,4,0.982014,-0.366818,4.60933,1,1,1,0,266,98,0,364,420,56,0.604396,1,0.52381,0.93661,0,2.04177,0.999999,0,0,1
28320,door_2,4,0.982014,0.777063,2.538,1,1,0,29053,0,0,0,0,420,420,0,0,0,0.734179,0,2.05811,0.999681,0,0,0
28380,door_3,4,0.982014,-0.369701,4.60938,1,1,1,0,266,98,0,364,420,56,0.604396,1,0.52381,0.936764,0,2.04177,0.999999,0,0,1
28380,door_2,4,0.982014,0.777063,2.538,1,1,0,29145,0,0,0,0,420,420,0,0,0,0.73418,0,2.05811,0.999681,0,0,0
28440,door_3,4,0.982014,-0.368337,4.60936,1,1,1,0,266,98,0,364,420,56,0.604396,1,0.52381,0.936692,0,2.04177,0.999999,0,0,1
28440,door_2,4,0.982014,0.777063,2.538,1,1,0,29213,0,0,0,0,420,420,0,0,0,0.73418,0,2.05811,0.999681,0,0,0
28500,door_3,4,0.982014,-0.365076,4.60931,1,1,1,0,266,98,0,364,420,56,0.604396,1,0.52381,0.936518,0,2.04177,0.999999,0,0,1
28500,door_2,4,0.982014,0.777063,2.538,1,1,0,29281,0,0,0,0,420,420,0,0,0,0.734179,0,2.05811,0.999681,0,0,0
28560,door_3,4,0.982014,-0.370108,4.60938,1,1,1,0,266,98,0,364,420,56,0.604396,1,0.52381,0.936786,0,2.04177,0.999999,0,0,1
28560,door_2,4,0.982014,0.777063,2.538,1,1,0,29349,0,0,0,0,420,420,0,0,0,0.73418,0,2.05811,0.999681,0,0,0
28620,door_3,4,0.982014,-0.371887,4.60941,1,1,1,0,266,98,0,364,420,56,0.604396,1,0.52381,0.936881,0,2.04177,0.999999,0,0,1
28620,door_2,4,0.982014,0.777063,2.538,1,1,0,29415,0,0,0,0,420,420,0,0,0,0.73418,0,2.05811,0.999681,0,0,0
28680,door_3,4,0.982014,-0.367718,4.60935,1,1,1,0,266,98,0,364,420,56,0.604396,1,0.52381,0.936659,0,2.04177,0.999999,0,0,1
28680,door_2,4,0.982014,0.777063,2.538,1,1,0,29481,0,0,0,0,420,420,0,0,0,0.73418,0,2.05811,0.999681,0,0,0
28740,door_3,4,0.982014,-0.371594,4.6094,1,1,1,1,266,98,51.3333,364,420,56,0.604396,1,0.52381,0.936865,0,2.04177,0.999999,0,0,0
28740,door_2,4,0.982014,0.777063,2.538,1,1,0,29546,0,0,0,0,420,420,0,0,0,0.73418,0,2.05811,0.999681,0,0,0
28800,door_3,4,0.982014,-0.369513,4.60937,1,1,1,0,266,98,0,364,420,56,0.604396,1,0.52381,0.936755,0,2.04177,0.999999,0,0,1
28800,door_2,4,0.982014,0.777063,2.538,1,1,0,29612,0,0,0,0,420,420,0,0,0,0.73418,0,2.05811,0.999681,0,0,0
28860,door_3,4,0.982014,-0.367717,4.60935,1,1,1,1,266,98,51.3333,364,420,56,0.604396,1,0.52381,0.936659,0,2.04177,0.999999,0,0,0
28860,door_2,4,0.982014,0.777063,2.538,1,1,0,29679,0,0,0,0,420,420,0,0,0,0.73418,0,2.05811,0.999681,0,0,0
28920,door_3,4,0.982014,-0.36991,4.60938,1,1,1,0,266,98,0,364,420,56,0.604396,1,0.52381,0.936776,0,2.04177,0.999999,0,0,1
28920,door_2,4,0.982014,0.777063,2.538,1,1,0,29746,0,0,0,0,420,420,0,0,0,0.73418,0,2.05811,0.999681,0,0,0
