cycle,n_door_slices,slice_idx,npts,conf,cx,cy,range,trunc_frac,motion_var
1709,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
1709,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
1710,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
1710,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
1711,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
1711,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
1712,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
1712,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
1713,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
1713,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
1714,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
1714,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
1715,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
1715,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
1716,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
1716,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
1717,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
1717,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
1718,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
1718,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
1719,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
1719,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
1720,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
1720,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
1721,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
1721,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
1722,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
1722,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
1723,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
1723,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
1724,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
1724,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
1725,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
1725,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
1726,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
1726,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
1727,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
1727,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
1728,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
1728,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
1729,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
1729,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
1730,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
1730,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
1731,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
1731,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
1732,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
1732,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
1733,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
1733,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
1734,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
1734,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
1735,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
1735,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
1736,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
1736,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
1737,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
1737,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
1738,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
1738,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
1739,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
1739,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
1740,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
1740,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
1741,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
1741,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
1742,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
1742,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
1743,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
1743,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
1744,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
1744,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
1745,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
1745,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
1746,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
1746,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
1747,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
1747,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
1748,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
1748,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
1749,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
1749,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
1750,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
1750,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
1751,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
1751,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
1752,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
1752,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
1753,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
1753,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
1754,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
1754,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
1755,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
1755,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
1756,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
1756,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
1757,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
1757,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
1758,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
1758,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
1759,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
1759,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
1760,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
1760,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
1761,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
1761,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
1762,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
1762,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
1763,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
1763,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
1764,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
1764,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
1765,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
1765,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
1766,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
1766,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
1767,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
1767,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
1768,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
1768,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
1769,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
1769,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
1770,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
1770,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
1771,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
1771,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
1772,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
1772,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
1773,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
1773,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
1774,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
1774,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
1775,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
1775,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
1776,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
1776,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
1777,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
1777,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
1778,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
1778,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
1779,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
1779,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
1780,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
1780,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
1781,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
1781,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
1782,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
1782,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
1783,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
1783,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
1784,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
1784,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
1785,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
1785,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
1786,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
1786,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
1787,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
1787,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
1788,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
1788,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
1789,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
1789,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
1790,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
1790,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
1791,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
1791,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
1792,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
1792,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
1793,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
1793,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
1794,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
1794,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
1795,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
1795,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
1796,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
1796,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
1797,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
1797,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
1798,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
1798,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
1799,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
1799,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
1800,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
1800,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
1801,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
1801,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
1802,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
1802,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
1803,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
1803,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
1804,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
1804,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
1805,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
1805,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
1806,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
1806,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
1807,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
1807,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
1808,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
1808,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
1809,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
1809,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
1810,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
1810,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
1811,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
1811,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
1812,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
1812,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
1813,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
1813,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
1814,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
1814,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
1815,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
1815,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
1816,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
1816,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
1817,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
1817,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
1818,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
1818,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
1819,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
1819,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
1820,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
1820,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
1821,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
1821,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
1822,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
1822,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
1823,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
1823,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
1824,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
1824,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
1825,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
1825,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
1826,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
1826,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
1827,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
1827,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
1828,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
1828,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
1829,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
1829,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
1830,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
1830,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
1831,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
1831,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
1832,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
1832,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
1833,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
1833,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
1834,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
1834,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
1835,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
1835,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
1836,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
1836,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
1837,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
1837,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
1838,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
1838,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
1839,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
1839,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
1840,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
1840,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
1841,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
1841,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
1842,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
1842,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
1843,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
1843,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
1844,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
1844,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
1845,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
1845,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
1846,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
1846,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
1847,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
1847,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
1848,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
1848,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
1849,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
1849,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
1850,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
1850,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
1851,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
1851,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
1852,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
1852,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
1853,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
1853,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
1854,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
1854,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
1855,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
1855,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
1856,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
1856,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
1857,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
1857,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
1858,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
1858,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
1859,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
1859,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
1860,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
1860,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
1861,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
1861,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
1862,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
1862,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
1863,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
1863,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
1864,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
1864,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
1865,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
1865,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
1866,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
1866,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
1867,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
1867,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
1868,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
1868,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
1869,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
1869,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
1870,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
1870,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
1871,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
1871,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
1872,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
1872,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
1873,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
1873,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
1874,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
1874,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
1875,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
1875,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
1876,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
1876,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
1877,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
1877,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
1878,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
1878,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
1879,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
1879,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
1880,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
1880,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
1881,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
1881,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
1882,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
1882,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
1883,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
1883,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
1884,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
1884,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
1885,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
1885,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
1886,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
1886,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
1887,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
1887,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
1888,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
1888,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
1889,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
1889,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
1890,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
1890,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
1891,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
1891,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
1892,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
1892,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
1893,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
1893,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
1894,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
1894,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
1895,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
1895,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
1896,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
1896,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
1897,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
1897,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
1898,2,4,1817,1,-3.25138,7.12022,4.10191,0,0
1898,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
1899,2,4,1817,1,-3.25138,7.12022,4.10191,0,0
1899,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
1900,2,4,1817,1,-3.25138,7.12022,4.10191,0,0
1900,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
1901,2,4,1817,1,-3.25138,7.12022,4.10191,0,0
1901,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
1902,2,4,1817,1,-3.25138,7.12022,4.10191,0,0
1902,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
1903,2,4,1817,1,-3.25138,7.12022,4.10191,0,0
1903,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
1904,2,4,1817,1,-3.25138,7.12022,4.10191,0,0
1904,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
1905,2,4,1817,1,-3.25138,7.12022,4.10191,0,0
1905,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
1906,2,4,1817,1,-3.25138,7.12022,4.10191,0,0
1906,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
1907,2,4,1817,1,-3.25138,7.12022,4.10191,0,0
1907,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
1908,2,4,1817,1,-3.25138,7.12022,4.10191,0,0
1908,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
1909,2,4,1817,1,-3.25138,7.12022,4.10191,0,0
1909,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
1910,2,4,1817,1,-3.25138,7.12022,4.10191,0,0
1910,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
1911,2,4,1817,1,-3.25138,7.12022,4.10191,0,0
1911,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
1912,2,4,1817,1,-3.25138,7.12022,4.10191,0,0
1912,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
1913,2,4,1817,1,-3.25138,7.12022,4.10191,0,0
1913,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
1914,2,4,1817,1,-3.25138,7.12022,4.10191,0,0
1914,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
1915,2,4,1817,1,-3.25138,7.12022,4.10191,0,0
1915,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
1916,2,4,1817,1,-3.25138,7.12022,4.10191,0,0
1916,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
1917,2,4,1817,1,-3.25138,7.12022,4.10191,0,0
1917,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
1918,2,4,1817,1,-3.25138,7.12022,4.10191,0,0
1918,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
1919,2,4,1817,1,-3.25138,7.12022,4.10191,0,0
1919,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
1920,2,4,1817,1,-3.25138,7.12022,4.10191,0,0
1920,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
1921,2,4,1817,1,-3.25138,7.12022,4.10191,0,0
1921,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
1922,2,4,1817,1,-3.25138,7.12022,4.10191,0,0
1922,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
1923,2,4,1817,1,-3.25138,7.12022,4.10191,0,0
1923,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
1924,2,4,1817,1,-3.25138,7.12022,4.10191,0,0
1924,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
1925,2,4,1817,1,-3.25138,7.12022,4.10191,0,0
1925,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
1926,2,4,1817,1,-3.25138,7.12022,4.10191,0,0
1926,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
