cycle,n_door_slices,slice_idx,npts,conf,cx,cy,range,trunc_frac,motion_var
596,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
596,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
597,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
597,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
598,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
598,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
599,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
599,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
600,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
600,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
601,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
601,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
602,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
602,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
603,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
603,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
604,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
604,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
605,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
605,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
606,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
606,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
607,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
607,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
608,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
608,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
609,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
609,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
610,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
610,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
611,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
611,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
612,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
612,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
613,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
613,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
614,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
614,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
615,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
615,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
616,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
616,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
617,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
617,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
618,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
618,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
619,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
619,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
620,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
620,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
621,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
621,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
622,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
622,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
623,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
623,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
624,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
624,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
625,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
625,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
626,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
626,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
627,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
627,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
628,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
628,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
629,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
629,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
630,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
630,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
631,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
631,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
632,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
632,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
633,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
633,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
634,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
634,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
635,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
635,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
636,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
636,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
637,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
637,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
638,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
638,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
639,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
639,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
640,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
640,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
641,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
641,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
642,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
642,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
643,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
643,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
644,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
644,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
645,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
645,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
646,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
646,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
647,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
647,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
648,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
648,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
649,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
649,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
650,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
650,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
651,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
651,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
652,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
652,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
653,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
653,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
654,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
654,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
655,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
655,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
656,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
656,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
657,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
657,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
658,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
658,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
659,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
659,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
660,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
660,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
661,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
661,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
662,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
662,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
663,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
663,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
664,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
664,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
665,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
665,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
666,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
666,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
667,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
667,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
668,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
668,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
669,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
669,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
670,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
670,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
671,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
671,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
672,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
672,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
673,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
673,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
674,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
674,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
675,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
675,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
676,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
676,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
677,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
677,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
678,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
678,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
679,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
679,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
680,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
680,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
681,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
681,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
682,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
682,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
683,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
683,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
684,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
684,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
685,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
685,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
686,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
686,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
687,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
687,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
688,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
688,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
689,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
689,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
690,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
690,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
691,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
691,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
692,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
692,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
693,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
693,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
694,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
694,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
695,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
695,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
696,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
696,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
697,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
697,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
698,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
698,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
699,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
699,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
700,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
700,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
701,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
701,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
702,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
702,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
703,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
703,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
704,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
704,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
705,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
705,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
706,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
706,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
707,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
707,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
708,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
708,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
709,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
709,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
710,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
710,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
711,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
711,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
712,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
712,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
713,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
713,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
714,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
714,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
715,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
715,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
716,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
716,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
717,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
717,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
718,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
718,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
719,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
719,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
720,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
720,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
721,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
721,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
722,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
722,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
723,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
723,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
724,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
724,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
725,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
725,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
726,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
726,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
727,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
727,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
728,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
728,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
729,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
729,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
730,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
730,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
731,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
731,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
732,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
732,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
733,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
733,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
734,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
734,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
735,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
735,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
736,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
736,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
737,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
737,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
738,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
738,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
739,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
739,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
740,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
740,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
741,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
741,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
742,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
742,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
743,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
743,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
744,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
744,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
745,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
745,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
746,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
746,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
747,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
747,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
748,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
748,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
749,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
749,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
750,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
750,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
751,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
751,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
752,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
752,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
753,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
753,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
754,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
754,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
755,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
755,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
756,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
756,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
757,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
757,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
758,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
758,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
759,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
759,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
760,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
760,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
761,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
761,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
762,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
762,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
763,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
763,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
764,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
764,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
765,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
765,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
766,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
766,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
767,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
767,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
768,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
768,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
769,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
769,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
770,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
770,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
771,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
771,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
772,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
772,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
773,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
773,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
774,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
774,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
775,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
775,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
776,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
776,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
777,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
777,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
778,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
778,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
779,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
779,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
780,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
780,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
781,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
781,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
782,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
782,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
783,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
783,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
784,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
784,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
785,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
785,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
786,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
786,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
787,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
787,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
788,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
788,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
789,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
789,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
790,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
790,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
791,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
791,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
792,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
792,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
793,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
793,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
794,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
794,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
795,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
795,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
796,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
796,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
797,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
797,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
798,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
798,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
799,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
799,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
800,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
800,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
801,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
801,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
802,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
802,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
803,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
803,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
804,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
804,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
805,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
805,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
806,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
806,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
807,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
807,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
808,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
808,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
809,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
809,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
810,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
810,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
811,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
811,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
812,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
812,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
813,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
813,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
814,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
814,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
815,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
815,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
816,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
816,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
817,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
817,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
818,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
818,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
819,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
819,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
820,2,4,1816,1,-3.2513,7.12022,4.10191,0,0
820,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
