room,sigma,error
117,0.0230641,0.011949560661380166
117,0.0226204,0.018208066893549875
117,0.0227532,0.022084175329860227
118,0.0229296,0.013485762863108434
118,0.0247524,0.01598211500396621
118,0.0237583,0.01950233319374892
118,0.0214465,0.012398713642955179
118,0.0229509,0.004152709958569319
118,0.0245849,0.013846566361376648
119,0.0219079,0.03012623109517676
119,0.0235764,0.03493092755710915
119,0.0239554,0.034030600935040727
119,0.0242629,0.02124419970250704
119,0.028571,0.035961676601626864
119,0.0257782,0.041648506575866516
120,0.0361969,0.014936800192812481
120,0.0232515,0.004830703882458617
120,0.0236937,0.01369113947047503
120,0.0212514,0.012098450313986705
120,0.0365535,0.007263236193323221
120,0.0520153,0.014892984925796498
121,0.0242128,0.005136925150321544
121,0.026665,0.014247543647941714
121,0.0265832,0.014697044770973496
121,0.0265832,0.15266169984642514
121,0.0237709,0.017315879994964232
121,0.0233458,0.003095948965987649
122,0.0240793,0.008595533723975708
122,0.0243131,0.00850905987756532
122,0.025024,0.07121306972740311
122,0.0272154,0.014217967505941431
122,0.0250789,0.009072915738614707
122,0.0271697,0.007539130188556105
123,0.0226985,0.0023138712150852
123,0.023582,0.0015147607071745127
123,0.0241894,0.003457195395114374
123,0.0281449,0.003967291267351201
123,0.0240853,0.003550281678965465
123,0.0234527,0.0035898746496220435
124,0.0273684,0.363490195191012
124,0.0476292,0.03136904365772122
124,0.0288789,0.011903074770831164
124,0.0226681,0.024143599752315087
124,0.0227352,0.025774159540128516
124,0.0236091,0.02869406384602918
125,0.0243476,0.014459892807348359
125,0.0373322,0.006895360759234953
125,0.0406541,0.009472412575474065
125,0.0406541,0.1797470325207074
125,0.0218798,0.007389269246685072
125,0.0239141,0.017184961448895385
126,0.0299669,0.01680220223661159
126,0.022833,0.0329841173900411
126,0.0241144,0.038841094217336704
126,0.0233863,0.020474633085845555
126,0.0527089,0.0069354717799153245
126,0.0656047,0.013407719543606159
127,0.0228721,0.013013781156912204
127,0.0236579,0.004702871463265935
127,0.0221682,0.012543659753038876
127,0.03077,0.019932328012552788
127,0.034377,0.024998211936056707
127,0.0311307,0.02206131909020857
128,0.0251339,0.004275160815688412
128,0.0253211,0.0024328584011405687
128,0.0403003,0.004391924407363936
128,0.0612934,0.004682702211330298
128,0.051346,0.005032385120397547
128,0.0215854,0.00638468480036385
129,0.0250751,0.011532861743730671
129,0.0362433,0.009414164859402378
129,0.0311146,0.009864654074016117
129,0.0311146,0.07734614276096767
129,0.0252742,0.010618309658320772
129,0.0215956,0.014247469950836363
130,0.0247726,0.027265289288764115
130,0.0247726,0.04980086043433354
130,0.0255796,0.050251556194808554
130,0.0285968,0.022210225122677233
130,0.023672,0.02478957918158357
130,0.0246978,0.03904872501119592
131,0.0230997,0.0035596769516343797
131,0.0236316,0.007222001107726211
131,0.0236316,0.1648370386169322
131,0.0256365,0.026523894887440475
131,0.0221424,0.021282333048798674
131,0.0265085,0.011378831222932876
131,0.0308475,0.011937859942217119
131,0.0279812,0.004817385182855777
132,0.0236087,0.015371379248460269
132,0.02148,0.008868849981818425
132,0.0247172,0.021055246377090466
132,0.0278727,0.013091247304974452
132,0.0326112,0.01752920651370184
132,0.0254895,0.02749534687906293
133,0.0226992,0.012612109260547854
133,0.0271821,0.014644726013142017
133,0.0380358,0.01653561308207234
133,0.025744,0.013342253033127511
133,0.0220104,0.020955041422054062
133,0.0225177,0.023304439491221355
134,0.0219308,0.03171276872176235
134,0.0402916,0.01291817421310001
134,0.0606306,0.027404755353770408
134,0.0395125,0.031620855459648746
134,0.0216923,0.0769302346285257
134,0.0247146,0.029061357504425258
135,0.0263685,0.032703726087404614
135,0.0263685,0.12035298168304738
135,0.0241043,0.04521571518841668
135,0.025196,0.015612139507447408
135,0.0334091,0.032539354501280406
135,0.0412234,0.04493080172097975
136,0.0256197,0.011612342571591525
136,0.0282877,0.0026761539567074443
136,0.0290133,0.013502296101034143
136,0.0377799,0.012077657057559057
136,0.0266484,0.014972765275659642
136,0.0227786,0.020536767028916655
137,0.0227696,0.015231526515750639
137,0.0425275,0.01461819414291664
137,0.0569704,0.019768904876092695
137,0.0293615,0.02569497421676052
137,0.0224409,0.014988238722411758
137,0.0224093,0.005158643232479039
138,0.0240632,0.00987223378977598
138,0.0244408,0.0070131947071214226
138,0.0229005,0.007110161742183075
138,0.0227881,0.007096266624078303
138,0.0237414,0.008118928500732267
138,0.0246102,0.010578137832340991
139,0.0221825,0.016144054633208033
139,0.0309941,0.0037829221509303765
139,0.0393666,0.007125980634270409
139,0.025129,0.011004367314843397
139,0.0222425,0.020054974445259405
139,0.0232033,0.024104978738841463
140,0.0643425,0.022040519503859258
140,0.063556,0.021786377877013
140,0.0258178,0.011290039858211282
140,0.0227426,0.021326345209623135
140,0.022899,0.018486887244747566
140,0.0238253,0.007266498469001385
141,0.0250752,0.008592397802709505
141,0.0220893,0.00885756738613983
141,0.0243015,0.003527676289003782
141,0.0251069,0.0022128940327094423
141,0.0397154,0.006364542403032767
141,0.0481813,0.006272798418569011
142,0.0235364,0.010030079760400651
142,0.0220499,0.011820465303870422
142,0.0223947,0.01119751758203591
142,0.0478655,0.008703332695008517
142,0.877626,0.03882136653957461
142,0.781559,0.03873390891712314
143,0.024308,0.003692424677633714
143,0.0386747,0.02786755281685132
143,0.0286698,0.028461650075144937
143,0.030244,0.02829641397774635
143,0.0881967,0.025380677079227015
143,0.0699908,0.030918707929019185
143,0.0285355,0.033970141300854184
143,0.0237,0.012103474707702991
144,0.0253285,0.0055290397005267194
144,0.0542111,0.01596065111485123
144,0.0669492,0.015519185127125882
144,0.026002,0.02287585535034698
144,0.0229677,0.026106329232774225
144,0.0227794,0.013871384502276483
145,0.0226393,0.014240014044937025
145,0.0776493,0.02818539203204404
145,0.0945423,0.03124867740705227
145,0.0278336,0.046425619005027834
145,0.0234414,0.04567927538829847
145,0.0219419,0.020607382172415784
147,0.0231121,0.03903716818623002
147,0.0635426,0.026583642508128644
147,0.0528895,0.024915468608878423
147,0.0236059,0.019240961514436133
147,0.0212988,0.015524667468258122
147,0.0238888,0.03562899100451776
148,0.0248469,0.026971520164796182
148,0.0220634,0.01860144080441163
148,0.0229924,0.007099302782668056
148,0.0248788,0.016894312652486632
148,0.0257472,0.027200148896651285
148,0.0295802,0.03049320252121802
149,0.0415689,0.058334716935972426
149,0.0380015,0.06842129095537429
149,0.0257461,0.0858645032886116
149,0.0294782,0.052406584509963994
149,0.634906,0.10267368163263657
149,0.25072,0.08270285308863276
149,0.25072,0.06115208193512283
149,0.0224596,0.056853166138747
149,0.0229529,0.035644589827910925
149,0.0368988,0.020665203144416357
149,0.0284377,0.027977785830905252
149,0.0266502,0.018519894708123895
150,0.0382793,0.04001351021842464
150,0.0382793,0.03743636333833708
150,0.103155,0.007977769111725517
150,0.67214,0.10766336888654371
150,0.879125,0.10607835830177602
150,0.879125,0.12196019842555245
150,0.0229444,0.014821595730554716
150,0.0229444,0.12677051116091587
151,0.0222308,0.012068550369037695
151,0.023661,0.01766658506927716
151,0.0271733,0.010396389854656332
151,0.0302688,0.00578129570338702
151,0.0340252,0.011041408062833536
151,0.0230922,0.007851529405791001
152,0.068291,0.019654070825149233
152,0.0225587,0.009285224822264472
152,0.0232176,0.00996939817641984
152,0.0232176,0.09017823074334509
152,0.0337563,0.02515330992135986
152,0.0559106,0.018295053976416554
153,0.0239197,0.04435559153026807
153,0.0281628,0.026084534210907433
153,0.0305845,0.03231983485415756
153,0.0246051,0.017639356564228912
153,0.0218074,0.014690384610349565
153,0.0235674,0.04636793935468759
154,0.297949,0.08318858214923491
154,0.511181,0.41799430618131667
154,0.02197,0.35541454739501055
154,0.073472,0.266618972505709
154,0.073472,0.2607137489661793
154,0.297949,0.13559738788044556
155,0.0229577,0.011984811220875073
155,0.0261404,0.03928063263237987
155,0.0399532,0.036237357795512425
155,0.0332754,0.012965469524857219
155,0.024703,0.018393895726571758
155,0.0283208,0.03893440766211832
155,0.0314764,0.03781306652468164
155,0.0314764,0.09233021282332204
156,0.021527,0.028227754072897616
156,0.0228594,0.025194316819472845
156,0.0251438,0.06703538916124818
156,0.762245,0.08089659387143575
156,0.64869,0.03400908408058062
156,0.64869,0.012833206925784237
156,0.64869,0.0082264269278952
156,0.64869,0.04077474340814453
157,0.853359,0.09325638476801494
157,0.681064,0.07821722380652482
157,0.0231245,0.0049769066698101775
157,0.0246378,0.04904277520695529
157,0.0223174,0.05022824404655207
157,0.0221145,0.01017747512893058
157,0.0244052,0.012666191219147095
157,0.0299018,0.0550027499312536
158,0.0235614,0.04289994554786735
158,0.0265462,0.041892473548478595
158,0.0433623,0.023201402113018674
158,0.0460858,0.030605738710411664
158,0.0232207,0.022343606334027242
158,0.0222466,0.013859233456797269
159,0.0220376,0.016813054451823576
159,0.0220376,0.17356083083461005
159,0.0226826,0.014727396239661801
159,0.0247331,0.021160061436583708
159,0.0439047,0.014310048078186163
159,0.0383143,0.012496049015588847
160,1.12396,0.15298145802678176
160,0.0358762,0.03743676535172341
160,0.0224263,0.03364213132368391
160,0.0229914,0.02211093846945408
160,0.0425216,0.02413304788044892
160,0.0436048,0.030296120213651072
160,0.0342423,0.02051158209402678
160,0.657388,0.1401097355646638
161,0.0236248,0.3307160488999588
161,0.0235386,0.09532897408448276
161,0.029583,0.032437934582830036
161,0.0252849,0.014940127174826567
161,0.0234235,0.015173809673249852
161,0.690616,0.020083338865836273
161,1.03863,0.028479938553304242
161,0.0275111,0.026862944738058777
162,0.0230435,0.04663063370789627
162,0.0230435,0.0790622224896315
162,0.0230435,0.07814704091646714
162,0.0230633,0.004587853528612266
162,0.0243764,0.00371052556924259
162,0.029408,0.008398733475947308
162,0.136562,0.008226354964380744
162,0.13498,0.011493389404348794
163,0.0243681,0.006046503121639724
163,0.0264104,0.01009380503080973
163,0.0326889,0.012970404773946795
163,0.0242834,0.011876282920173656
163,0.0253497,0.01990301939405185
163,0.0249271,0.018056846347023394
164,0.0268408,0.004027157806692083
164,0.0576791,0.004169148594137649
164,0.0427433,0.007512556156196142
164,0.022461,0.010879232509694975
164,0.0262794,0.009360341874098984
164,0.0298588,0.009639237521713223
164,0.0430401,0.011791916722908285
164,0.0430401,0.08000518233214632
165,0.0250484,0.0353776907103899
165,0.0250484,0.06430237087386478
165,0.0423582,0.034709307109189194
165,0.0386971,0.01980029292712648
165,0.0245816,0.031442789316471265
165,0.0210263,0.03231641688058886
166,0.0240022,0.10569932639331295
166,0.0226196,0.04856055703963894
166,0.0424094,0.05053018503825234
166,0.124331,0.03471050561429518
166,0.108146,0.032386481747791275
166,0.108146,0.13453762299074576
167,0.0239253,0.03440086772161382
167,0.0227387,0.06120720382438669
167,0.0232072,0.06653479841406298
167,0.0495485,0.04463763994657423
167,0.0441281,0.04072318749803373
167,0.0228443,0.03817579599694073
168,0.0249153,0.04579837224181667
168,0.0251101,0.03310938309603539
168,0.027006,0.031470028026679565
168,0.0361276,0.02049601180717822
168,0.0260966,0.02024200829957397
168,0.0797359,0.015822126911386222
168,0.0525278,0.009259168429183975
168,0.0237519,0.039769306003499726
169,0.0237775,0.10508932438644748
169,0.0217882,0.038350867004541635
169,0.0217882,0.1155174965102692
169,0.0487949,0.13584008576263518
169,0.0381844,0.026469129188546978
169,0.0244772,0.1612212656568604
170,0.0221058,0.02447906043948569
170,0.0248104,0.024862473730503796
170,0.0316986,0.021010483192920745
170,0.0372821,0.02728688551300776
170,0.0254278,0.02467321016811522
170,0.0226728,0.01751395158152481
171,0.0252454,0.02605203720268339
171,0.0253444,0.2310021405182427
171,0.0242705,0.23335874692843628
171,0.0237591,0.018516144199319396
171,0.0235118,0.017755765880693403
171,0.0250576,0.017037344805162655
171,0.046716,0.01161703659329693
171,0.0716053,0.12872504417559943
171,0.0716053,0.0171983361988891
171,0.0362697,0.0020960157466012566
171,0.0302422,0.022771500346046705
171,0.0248968,0.014202720317249071
172,0.0320584,0.06156557642059391
172,0.0319977,0.06110533907933077
172,0.0238051,0.003520466446367728
172,0.0278145,0.022578248382015893
172,0.0327943,0.028494899613790644
172,0.0515127,0.02492669324238588
172,0.0372275,0.6313431539186912
172,0.0372275,0.63925242119213
172,0.0372275,0.1218372206019162
172,0.0281556,0.032158339213958165
172,0.0308064,0.031064186775127393
172,0.0271173,0.0203464493216875
173,0.0237429,0.05730349553037742
173,0.0226149,0.06436932499257708
173,0.02339,0.0470602366016152
173,0.0345413,0.11226269371434126
173,0.0326751,0.0927490155257725
173,0.0235275,0.06606897623696008
173,0.0240785,0.08535972645223266
173,0.0232722,0.033994182458179256
173,0.0268156,0.0540762674747434
173,0.026883,0.046106295665559606
174,0.0215326,0.008114197434127092
174,0.0263281,0.009863635232509313
174,0.035979,0.01351896815589131
174,0.513104,0.046382547967958584
174,0.510005,0.04466318689927976
174,0.0685521,0.009540399624753684
174,0.0260296,0.015055337923806162
174,0.0236924,0.016456527580263988
175,0.0254438,0.039148384385565616
175,0.0256485,0.02509996215136565
175,0.0268976,0.11649615143857654
175,0.0268976,0.02409601834328687
175,0.0219104,0.007900515742658988
175,0.0235029,0.021062230271269945
175,0.0263783,0.21812590905254722
175,0.0275652,0.20122137311925908
176,0.0226124,0.013126348915063965
176,0.0230735,0.010043151895694673
176,0.0235709,0.008244422356963531
176,0.0252849,0.011240111209414242
176,0.0289537,0.01088698764580932
176,0.0234037,0.01075010429763366
177,0.0264947,0.02895036441912263
177,0.0271412,0.0454637987854071
177,0.0282108,0.044970751605904656
177,0.024231,0.027959086179630156
177,0.0224099,0.03503822484087877
177,0.0268618,0.03438706943023766
177,0.0280469,0.047073920125691365
177,0.0215366,0.04505701388241345
177,0.0215366,0.024900162650070824
177,0.0259732,0.054114377017572685
177,0.0237628,0.03898000513083578
177,0.0282487,0.033198224350106484
177,0.023807,0.03492962209930165
177,0.0237557,0.018446856100701896
178,0.0245233,0.0024025195108481334
178,0.0241551,0.0044359666364833595
178,0.0252334,0.024644839216355227
178,0.0330922,0.022626767334287853
178,0.0352681,0.014572528950048272
178,0.975138,0.059351445643724465
178,1.20632,0.06255046682479651
178,0.0417368,0.02038444496202918
178,0.0238132,0.008822133171178057
178,0.0261007,0.009143921478228173
180,0.0249569,0.005860034129593591
180,0.0277968,0.003190611226709161
180,0.0276445,0.0023938462774373316
180,0.0273803,0.004471453454974266
180,0.0330762,0.0028900692033236143
180,0.0316514,0.004371464285568292
181,0.0389966,0.02692418097175843
181,0.0391803,0.02241283607667724
181,0.025511,0.009209027364494192
181,0.022973,0.014944040986292813
181,0.0325469,0.015708099821429497
181,0.0386983,0.008981280532307175
181,0.0301937,0.0034848385902362063
181,0.0235943,0.01686064352271292
182,0.0236349,0.02968878744576812
182,0.0362082,0.010184835982970077
182,0.0434874,0.015487602170768604
182,0.0293702,0.014565757790104722
182,0.0226167,0.014304796398411302
182,0.0223995,0.032369275555687374
183,0.0242732,0.012504035348638582
183,0.0227048,0.002260353954583063
183,0.0239262,0.011362592133840157
183,0.0239262,0.22479917793444001
183,0.0301404,0.021429951563174336
183,0.0252763,0.012986335472333837
184,0.0513455,0.004186669320593586
184,0.0502494,0.007024115317960125
184,0.0265442,0.006381661539129116
184,0.0240719,0.012549725734054887
184,0.0247205,0.012902282743763
184,0.0234426,0.005091428188632489
185,0.0243515,0.014971416098685547
185,0.0251511,0.0342688853043105
185,0.0251511,0.01124496776340434
185,0.0251511,0.01151314031878389
185,0.0247643,0.0056300799283851444
185,0.0284417,0.0093611965047212
185,0.0272271,0.013736935611699842
185,0.0237211,0.013482581355215744
186,0.0347367,0.01930273143884046
186,0.0439917,0.01423112785410922
186,0.040055,0.008632039156537758
186,0.023839,0.01624087743935052
186,0.0228184,0.019263034548066313
186,0.0216507,0.02398508911803322
186,0.0236074,0.020585055258609056
186,0.0292862,0.013313739369538391
187,0.0236233,0.02597339022923298
187,0.02329,0.009898065467554765
187,0.0669755,0.025243095706351137
187,0.0834882,0.0237862790372935
187,0.0229898,0.0400840741442282
187,0.0230136,0.20669084643495958
188,0.0506338,0.027589130105894977
188,0.0727269,0.023052739294929837
188,0.0465715,0.012129775925383064
188,0.0222764,0.022372360179471147
188,0.0235484,0.018719081174032082
188,0.0227732,0.01375162899441387
189,0.0232845,0.03635773645319541
189,0.0245247,0.02326778244698003
189,0.0231443,0.0074743962966917375
189,0.0289437,0.018101425468730527
189,0.0364747,0.017234173870540007
189,0.0250118,0.02818589718281136
190,0.0252132,0.006872452255199803
190,0.0225888,0.007134143256201456
190,0.0266087,0.013805071531868478
190,0.0709631,0.009259125228659513
190,0.0452096,0.006618043517536086
190,0.0290954,0.011520633663128195
191,0.0267352,0.021998529496309226
191,0.148201,0.016981176519899836
191,0.123464,0.018515437369935307
191,0.0279299,0.010850792597778155
191,0.0233437,0.028633637561441768
191,0.023061,0.03406141805621147
192,0.0222947,0.020982480787552295
192,0.0325561,0.010859410849581077
192,0.0394773,0.014167353351985094
192,0.0278853,0.025040513173655125
192,0.0229509,0.033242233679462475
192,0.0234207,0.033025088947647094
193,0.0225981,0.006706131522718383
193,0.0291032,0.005642010368654049
193,0.0246882,0.004892443561248129
193,0.0251012,0.005304224731287318
193,0.0240001,0.0056491061239809385
193,0.0219047,0.006472843270155708
194,0.0233286,0.01159631838127957
194,0.0253433,0.009735856408143893
194,0.0264627,0.009841920544283778
194,0.0257206,0.011087775081142321
194,0.0280479,0.008039963836361614
194,0.0222344,0.008927093591981381
195,0.022428,0.015188038056312076
195,0.0258306,0.0399702739545279
195,0.0274531,0.04960085587971254
195,0.0252024,0.034109641804041274
195,0.0313181,0.05000429681537376
195,0.0389253,0.05034293694253476
195,0.0316197,0.031999315617681705
195,0.0234126,0.02882363266488191
196,0.0245537,0.033839739951719294
196,0.0257836,0.028410253430759865
196,0.0231304,0.026599550748085857
196,0.0241601,0.032229483396420094
196,0.0234748,0.028419058745850143
196,0.0246743,0.02816363790421941
197,0.0246863,0.02645904382248145
197,0.0227245,0.0158262124338068
197,0.0238288,0.03335312279232646
197,0.0238288,0.10822667416122476
197,0.0365223,0.03106636233935329
197,0.0365223,0.16649625203289112
198,0.0218783,0.015748412618419815
198,0.0259101,0.013864057847542337
198,0.0434588,0.020298758681259237
198,0.0711854,0.026787646406506136
198,0.0366079,0.01663971153596119
198,0.0224715,0.012679763404732888
199,0.0237133,0.00921725013222491
199,0.0219282,0.014643035887410652
199,0.0233162,0.02502456792833735
199,0.0262362,0.02360623010986709
199,0.0865635,0.015905282801635588
199,0.0714836,0.013798802158158546
200,0.0248305,0.017542693635812453
200,0.0230381,0.010453879662593943
200,0.0240473,0.020711006735549785
200,0.0240473,0.23061374308570598
200,0.0627202,0.021312378468860995
200,0.0563102,0.019441901167323784
201,0.0238172,0.017493204394849696
201,0.0241558,0.05637180589621026
201,1.21109,0.030337059003799346
201,1.05014,0.03577685067190789
201,0.0280844,0.056161425373649466
201,0.0280844,0.11414824790595768
202,0.0223884,0.04912202968119305
202,0.0258349,0.04501422552927012
202,0.566685,0.046483929706942775
202,0.682445,0.051605325897624774
202,0.0269993,0.02796440773554849
202,0.0230007,0.029331334780401775
203,0.0242247,0.02224979999910139
203,0.0231504,0.02112123102472958
203,0.0328942,0.03172949953907239
203,0.0295205,0.027981398392503878
203,0.0254626,0.03412872836775562
203,0.0244303,0.037620772187715965
204,0.0224567,0.039330325449962705
204,0.0255215,0.03345615937312585
204,0.0409172,0.022010236345845854
204,0.0485562,0.026622633021547534
204,0.0485562,0.11872315359692913
204,0.0236815,0.026418190702620532
205,0.0392076,0.031198334891464747
205,0.0252083,0.028409056654524204
205,0.024911,0.011117985429023855
205,0.0220887,0.025571832159624438
205,0.0233924,0.03526024402921817
205,0.0291537,0.029826491982799377
206,0.0236697,0.015938459775022167
206,0.0229466,0.014895076367713013
206,0.0240065,0.017239121207300725
206,0.0364935,0.017269435109464843
206,0.033569,0.01240267265552068
206,0.0262316,0.01345958766084619
207,0.0214402,0.010473857932968055
207,0.024595,0.003975172952212173
207,0.024595,0.09872950572144089
207,1.14528,0.07199288618328889
207,0.984718,0.07340767273248762
207,0.0255192,0.012861640641846807
208,0.0353664,0.03301660121832697
208,0.0237521,0.04036506551474936
208,0.0242393,0.05215742612524133
208,0.0239127,0.020690188834566095
208,0.0410932,0.0063033944038110535
208,0.0550954,0.013987430000182703
209,0.0239356,0.027082987279840556
209,0.026271,0.055566941610997705
209,0.0543639,0.052505147366710414
209,0.0438086,0.042933391433708494
209,0.0240748,0.04620045995442086
209,0.0240748,0.1496532792824803
210,0.0255496,0.008461501048868857
210,0.240262,0.017707908543924067
210,0.184732,0.015373785773192502
210,0.0274039,0.019422793310953177
210,0.0237911,0.028543889013236637
210,0.0222509,0.02090746517395159
211,0.0222047,0.016260691867199133
211,0.0222047,0.1401102494466413
211,0.338673,0.013778084046775309
211,0.274367,0.00868691544795977
211,0.0267071,0.02347354681338126
211,0.024255,0.008080099009294376
212,0.0368763,0.02783250797179463
212,0.0247094,0.03263711077898828
212,0.0227245,0.025878562556679776
212,0.0257784,0.011586768315626364
212,0.278581,0.016924892909557794
212,0.465834,0.02186014638560338
213,0.0239386,0.015507191879899294
213,0.0228346,0.018985057281978322
213,0.117505,0.025896459005045603
213,0.10243,0.017156657133602527
213,0.0289843,0.022590697200396824
213,0.0247013,0.04933074700427697
214,0.0235854,0.008966749689825936
214,0.0277724,0.01737492733797751
214,0.053059,0.017349931440786844
214,0.0615515,0.023591990695996524
214,0.0257885,0.03192758368558455
214,0.0217591,0.023898822146707792
215,0.025264,0.019679212382612887
215,0.0216246,0.018087235830828198
215,0.0231565,0.00763442859682332
215,0.0253861,0.13074983326949183
215,0.048658,0.01750758509903571
215,0.0405842,0.013534132997720553
216,0.0222643,0.019569826263919635
216,0.0236103,0.03450527061189356
216,0.191342,0.12354969243183102
216,0.162694,0.03552095985471091
216,0.0282452,0.03595728716129689
216,0.0242154,0.029244023321014046
217,0.0255425,0.19161292675599992
217,0.0399524,0.04779838177177127
217,0.0787903,0.037034945335453075
217,0.0940917,0.04466538924043971
217,0.0217407,0.03520968758736697
217,0.0267933,0.029992207321236208
218,0.0237791,0.08652679642746496
218,0.0277735,0.06073241309218688
218,0.0271946,0.04719248774964095
218,0.030742,0.0593653269931196
218,0.0239838,0.0415070801189388
218,0.0227102,0.0655262771718339
219,0.0225948,0.023537232207717508
219,0.0247441,0.03170480247533421
219,0.097072,0.03319146871848206
219,0.0817914,0.02667031246179925
219,0.0242831,0.0487952098058815
219,0.0237854,0.04979332585799044
220,0.0214043,0.040921028823821176
220,0.0232198,0.07775169773066082
220,0.0253506,0.06939884509125493
220,0.0726546,0.042377032883391064
220,0.0818032,0.054061188704004774
220,0.0258025,0.03509959686378172
221,0.0224359,0.01990081405370156
221,0.0229676,0.014995122540346406
221,0.0225838,0.02119261192019513
221,0.0226288,0.02366501637438701
221,0.0434367,0.014109299805447457
221,0.0507901,0.017433286559051204
222,0.0316498,0.19058892858715606
222,0.0236613,0.0975253526012596
222,0.0241207,0.11414747390985071
222,0.0220695,0.06835282583770828
222,0.022793,0.04887406776604524
222,0.0231379,0.06059313905055591
222,0.025379,0.06375375145824765
222,0.0317004,0.08754287692896583
223,0.0305863,0.010091823422949668
223,0.0218894,0.009034207214803053
223,0.0232434,0.013414995341035442
223,0.0230467,0.030531264303988323
223,0.023503,0.030857461010264847
223,0.0219031,0.016757651983496998
223,0.0218966,0.02860872316269987
223,0.0298723,0.037898822950060085
224,0.0273287,0.015340224900567585
224,0.0229074,0.06775577687548133
224,0.0249008,0.065248651327058
224,0.0249008,0.076664983532249
224,0.0238415,0.0049943668267355724
224,0.0225636,0.02434396229047373
224,0.0219549,0.03275243752761017
224,0.0272774,0.020914251026512908
225,0.0243095,0.1633246072274782
225,0.0248446,0.018580481048939335
225,0.0216628,0.037797481080224814
225,0.0251991,0.02782626759035439
225,0.0416483,0.018150874116967395
225,0.042356,0.03085602654280025
225,0.0235552,0.16694236636040055
225,0.0260778,0.16937581266523868
226,0.0255096,0.015990237646764372
226,0.0225911,0.00574334397367946
226,0.0222407,0.004345135210784965
226,0.023969,0.005150970782289661
226,0.0213668,0.020630752676526292
226,0.0282538,0.02016034129175397
226,0.0274952,0.01216597303958868
226,0.0235094,0.019172555906816425
227,0.0243565,0.0009257429448829552
227,0.0252226,0.004670042826356267
227,0.0236625,0.01983989879006434
227,0.0391375,0.015578752710021411
227,0.0379964,0.00831683232967941
227,0.0274216,0.0034502753513304305
227,0.0272137,0.026719257025598613
227,0.0225675,0.02955679395672004
228,0.0258913,0.02419323252482019
228,0.0240166,0.04453657485707695
228,0.0242467,0.0445255207718002
228,0.0351999,0.06752365067145046
228,0.0365357,0.061367696272123434
228,0.0248523,0.01319002848215271
229,0.0266094,0.015896578248164043
229,0.0253944,0.02376263453407475
229,0.0240395,0.0126525412214307
229,0.0343293,0.03074212332354436
229,0.034674,0.0385505603072121
229,0.0276184,0.01421988044956778
229,0.0280395,0.009782025847077803
229,0.0240957,0.011901198585525007
230,0.0250367,0.005343079636314406
230,0.0235666,0.006455238183056699
230,0.023524,0.0169100118273169
230,0.0937936,0.01891014287464813
230,0.0774511,0.016653784921680733
230,0.0239693,0.014567542689142888
231,0.0383693,0.03464077718657589
231,0.0354141,0.1290332922156139
231,0.0701775,0.01921316735991255
231,0.0504898,0.015826815851585668
231,0.0551375,0.027563385133179887
231,0.0636006,0.03359907703200351
231,0.0335462,0.01633130855779782
231,0.0240394,0.016736322774133963
231,0.0230635,0.017218307117716467
231,0.0233148,0.011967461301796684
232,0.027225,0.027968097897425923
232,0.0459934,0.02215159813647765
232,0.0386461,0.015795417056855464
232,0.0315852,0.010373278170375819
232,0.0302212,0.06490562283808682
232,0.0236083,0.06102227659633805
232,0.025473,0.01966365683183046
232,0.0264149,0.02016845556803988
232,0.0234507,0.043777475498251305
232,0.0255826,0.051395687844409635
233,0.0216589,0.25199008066985473
233,0.0281266,0.009376934467084586
233,0.0247869,0.05524864251726015
233,0.0287471,0.06354922349053538
233,0.0228843,0.04457467611279299
233,0.0216589,0.03911924973718169
234,0.0265933,0.2090480949446799
234,0.0570571,0.1902756214022174
234,0.0448354,0.17766883604053924
234,0.0210701,0.17662334641830307
234,0.0210701,0.17568296829516525
234,0.0208289,0.1557252205809968
234,0.0208289,0.04579915283059254
234,0.0217361,0.08368297616600422
234,0.0204618,0.15239059158622642
234,0.0216887,0.17808192496713418
235,0.0259462,0.05210974883842372
235,0.0899429,0.049071192765650265
235,0.07756,0.03365010069529655
235,0.0226546,0.021667648797310486
235,0.0222961,0.030225156747378457
235,0.0226759,0.05010302815203498
235,0.0241396,0.0695603380814354
235,0.021847,0.06527517992501888
236,0.0258867,0.011972870500009666
236,0.0258867,0.12413940860182149
236,0.0290162,0.04225944983089584
236,0.0237666,0.04623049550253603
236,0.0265594,0.009196811861183065
236,0.511387,0.10793923690674302
236,0.340803,0.11206832518606676
236,0.0306385,0.030326818395769735
236,0.0314539,0.004812007897957473
236,0.0237805,0.010349398388795302
237,0.0243099,0.01562753019514017
237,0.0250744,0.017556839123259005
237,0.0240629,0.013201155252476893
237,0.0245438,0.016104275829728842
237,0.024913,0.018564368262884996
237,0.0230244,0.013553390018737484
238,0.0267616,0.09743612523084036
238,0.024423,0.0248044276087962
238,0.0230844,0.012677659987552914
238,0.0252595,0.020900777497499884
238,0.0249141,0.014029588162166434
238,0.0557946,0.013513713627274954
238,0.0574412,0.012009986011648535
238,0.025342,0.09134332212044848
238,0.0272064,0.10073676042041468
238,0.0267616,0.016413701593485597
239,0.044931,0.012397810290531056
239,0.0545477,0.00506008893202488
239,0.058455,0.042799494999941276
239,0.0245911,0.04505611946461875
239,0.022865,0.007086106123958322
239,0.0238203,0.009657090659199537
239,0.0262425,0.029577674055949726
239,0.0524415,0.027328911471919303
