frame,nis_pre,n,over,tour_nis_pre,tour_se,tour_n,tour_over_frac,tour_nis_acc,sigma_det,sigma_pred,sigma_model,resid_mean,resid_max,ori_mean,ori_min,line_sigma_phi_deg,line_sigma_d_m,npts,resid_sig_m,lever_m,corner_angle_deg,corners_in_fov,accepted,rej_dist
7330,1.25154,12,2,1.6715,0.00359612,77327,0.171544,0.714489,0.161523,0.0390046,0.04,0.0742688,0.192422,0.785837,1.60558e-09,6.10995,0.32346,220.621,0.0431037,2.67709,114.675,17,10,4
7331,1.4051,12,2,1.67146,0.00359584,77339,0.171543,0.71453,0.161506,0.0390043,0.04,0.0770245,0.179452,0.785843,1.60558e-09,6.10934,0.323418,220.614,0.0431043,2.67707,114.674,17,10,4
7332,1.30956,12,2,1.6714,0.00359556,77351,0.171543,0.71456,0.1615,0.0390039,0.04,0.0776197,0.202655,0.785851,1.60558e-09,6.10999,0.323378,220.608,0.0431052,2.67705,114.674,17,10,4
7333,1.49263,13,2,1.67137,0.00359526,77364,0.17154,0.714623,0.161508,0.0390035,0.04,0.188609,1.16301,0.78585,1.60558e-09,6.10924,0.323336,220.604,0.0431065,2.67704,114.674,17,11,3
7334,1.5898,13,3,1.67136,0.00359496,77377,0.17155,0.714669,0.161514,0.0390032,0.04,0.197444,1.20141,0.785849,1.60558e-09,6.10849,0.323293,220.599,0.0431077,2.67703,114.675,17,10,4
7335,1.54879,14,3,1.67134,0.00359463,77391,0.171557,0.714715,0.161539,0.0390028,0.04,0.19968,1.14828,0.785837,1.60558e-09,6.10775,0.323251,220.594,0.0431089,2.67701,114.675,17,10,4
7336,1.91611,14,3,1.67138,0.00359431,77405,0.171565,0.714793,0.161563,0.0390024,0.04,0.166393,0.771185,0.785822,1.60558e-09,6.10701,0.323209,220.589,0.04311,2.67699,114.675,17,10,4
7337,2.08603,14,4,1.67146,0.00359398,77419,0.171586,0.714858,0.161581,0.039002,0.04,0.17699,1.01718,0.785813,1.60558e-09,6.10842,0.323338,220.583,0.0431112,2.67698,114.676,17,10,4
7338,1.64871,15,4,1.67145,0.00359364,77434,0.171604,0.714894,0.161614,0.0390015,0.04,0.162854,0.958213,0.785798,1.60558e-09,6.10885,0.323393,220.576,0.0431125,2.67698,114.677,17,10,4
7339,1.75201,14,3,1.67147,0.00359331,77448,0.171612,0.714931,0.161631,0.0390011,0.04,0.149627,0.855408,0.785791,1.60558e-09,6.10971,0.323483,220.57,0.0431137,2.67697,114.677,17,10,3
7340,1.54504,15,3,1.67144,0.00359296,77463,0.171617,0.714956,0.161666,0.0390007,0.04,0.162209,1.00385,0.785773,1.60558e-09,6.10891,0.323436,220.564,0.0431152,2.67694,114.678,17,10,3
7341,1.63858,14,4,1.67144,0.00359264,77477,0.171638,0.714975,0.161679,0.0390003,0.04,0.156727,0.966334,0.785768,1.60558e-09,6.10874,0.323444,220.558,0.0431163,2.67694,114.679,17,10,4
7342,1.40339,14,2,1.67139,0.00359231,77491,0.171633,0.715011,0.161694,0.0389998,0.04,0.15126,0.992923,0.785765,1.60558e-09,6.10898,0.323486,220.551,0.0431173,2.67694,114.679,17,11,2
7343,1.20333,15,2,1.6713,0.00359197,77506,0.171625,0.715032,0.161728,0.0389994,0.04,0.191802,1.46993,0.785754,1.60558e-09,6.11018,0.323602,220.544,0.0431183,2.67694,114.68,17,11,2
7344,1.60632,15,3,1.67128,0.00359162,77521,0.171631,0.71507,0.161764,0.038999,0.04,0.137692,0.721834,0.785736,1.60558e-09,6.10939,0.323555,220.539,0.0431197,2.67691,114.681,17,10,3
7345,1.68485,15,4,1.67129,0.00359127,77536,0.171649,0.715104,0.161797,0.0389986,0.04,0.156866,0.911946,0.785721,1.60558e-09,6.10994,0.32362,220.532,0.043121,2.67689,114.681,17,10,4
7346,1.6476,14,4,1.67128,0.00359095,77550,0.17167,0.715133,0.161814,0.0389981,0.04,0.157769,0.929703,0.785718,1.60558e-09,6.11095,0.323721,220.526,0.0431224,2.67688,114.682,17,10,4
7347,1.456,13,3,1.67125,0.00359065,77563,0.17168,0.71515,0.16182,0.0389978,0.04,0.165762,1.06197,0.78572,1.60558e-09,6.11017,0.323676,220.522,0.0431236,2.67687,114.682,17,10,4
7348,1.65879,14,4,1.67124,0.00359032,77577,0.1717,0.715178,0.161837,0.0389974,0.04,0.148329,0.851097,0.785714,1.60558e-09,6.11086,0.323752,220.515,0.0431248,2.67686,114.683,17,10,4
7349,1.7353,15,4,1.67126,0.00358998,77592,0.171719,0.715214,0.161863,0.0389969,0.04,0.158097,0.906509,0.785694,1.60558e-09,6.11041,0.323734,220.509,0.0431263,2.67685,114.684,17,10,4
7350,1.89452,13,3,1.67129,0.00358968,77605,0.171729,0.715292,0.161869,0.0389966,0.04,0.179466,1.01923,0.785692,1.60558e-09,6.10965,0.32369,220.504,0.0431278,2.67683,114.684,17,10,4
7351,1.64877,15,3,1.67129,0.00358933,77620,0.171734,0.715332,0.161894,0.0389961,0.04,0.161785,0.939234,0.785678,1.60558e-09,6.10909,0.323666,220.498,0.0431294,2.67683,114.684,17,10,3
7352,1.56394,13,3,1.67127,0.00358903,77633,0.171744,0.715364,0.1619,0.0389957,0.04,0.186598,1.22598,0.785681,1.60558e-09,6.10831,0.323622,220.493,0.0431308,2.67682,114.685,17,10,4
7353,1.32939,14,2,1.67121,0.0035887,77647,0.171739,0.715406,0.161918,0.0389953,0.04,0.18025,1.27957,0.785678,1.60558e-09,6.1075,0.323575,220.488,0.0431322,2.67681,114.686,17,11,2
7354,1.26566,13,2,1.67114,0.0035884,77660,0.171736,0.715418,0.161923,0.0389949,0.04,0.0619735,0.10373,0.785685,1.60558e-09,6.1103,0.323664,220.48,0.0431334,2.6768,114.685,17,10,3
7355,1.12193,12,2,1.67106,0.00358813,77672,0.171735,0.715417,0.161917,0.0389945,0.04,0.0604898,0.0885456,0.785693,1.60558e-09,6.10953,0.323621,220.475,0.0431343,2.67678,114.685,17,10,4
7356,1.57022,13,3,1.67104,0.00358783,77685,0.171745,0.715418,0.161913,0.038994,0.04,0.0626529,0.092494,0.785703,1.60558e-09,6.10892,0.323576,220.467,0.0431344,2.67676,114.685,17,10,5
7357,1.17698,12,1,1.67096,0.00358755,77697,0.171731,0.71546,0.161899,0.0389937,0.04,0.0716325,0.150017,0.785714,1.60558e-09,6.10851,0.323534,220.461,0.0431352,2.67675,114.684,17,11,3
7358,1.18562,13,1,1.67088,0.00358725,77710,0.171715,0.715499,0.161901,0.0389932,0.04,0.0687719,0.14803,0.785722,1.60558e-09,6.11125,0.323578,220.453,0.0431359,2.67673,114.683,17,11,3
7359,1.1091,13,2,1.67079,0.00358695,77723,0.171712,0.71553,0.161913,0.0389927,0.04,0.342926,3.16282,0.785725,1.60558e-09,6.11288,0.323547,220.447,0.0431368,2.67671,114.682,17,11,4
7360,1.20155,12,2,1.67072,0.00358667,77735,0.171712,0.715536,0.161906,0.0389923,0.04,0.0607145,0.0959949,0.785736,1.60558e-09,6.11336,0.323503,220.44,0.0431377,2.67669,114.681,17,10,4
7361,1.34965,13,1,1.67066,0.00358637,77748,0.171696,0.715623,0.16191,0.0389918,0.04,0.0906565,0.275407,0.785742,1.60558e-09,6.11368,0.323458,220.433,0.0431382,2.67666,114.681,17,12,3
7362,1.2212,13,2,1.67059,0.00358607,77761,0.171693,0.715633,0.161913,0.0389913,0.04,0.0620624,0.115425,0.785749,1.60558e-09,6.11587,0.32356,220.425,0.0431389,2.67665,114.681,17,10,4
7363,1.15154,14,2,1.67049,0.00358575,77775,0.171688,0.715664,0.161933,0.0389908,0.04,0.343828,3.16293,0.785747,1.60558e-09,6.11759,0.323614,220.417,0.0431395,2.67664,114.68,17,11,3
7364,1.22535,13,1,1.67042,0.00358545,77788,0.171672,0.715702,0.161933,0.0389903,0.04,0.0685956,0.149737,0.785754,1.60558e-09,6.11917,0.323713,220.409,0.04314,2.67662,114.679,17,11,2
7365,1.24111,14,2,1.67034,0.00358513,77802,0.171667,0.715723,0.161943,0.0389898,0.04,0.083681,0.263147,0.785753,1.60558e-09,6.11996,0.323734,220.399,0.0431404,2.6766,114.679,17,11,3
7366,1.18578,12,1,1.67027,0.00358485,77814,0.171653,0.715766,0.161937,0.0389894,0.04,0.0700141,0.148743,0.785765,1.60558e-09,6.12126,0.3237,220.393,0.0431413,2.67658,114.678,17,11,3
7367,1.16465,13,1,1.67018,0.00358455,77827,0.171637,0.715803,0.161934,0.0389889,0.04,0.0689802,0.149106,0.785772,1.60558e-09,6.12082,0.323656,220.386,0.0431418,2.67656,114.678,17,11,2
7368,1.20005,13,1,1.67011,0.00358425,77840,0.171621,0.715842,0.161933,0.0389884,0.04,0.0691317,0.147774,0.78578,1.60558e-09,6.12327,0.323835,220.378,0.0431424,2.67655,114.677,17,11,2
7369,1.14233,12,1,1.67002,0.00358398,77852,0.171608,0.715876,0.161918,0.038988,0.04,0.0682785,0.145645,0.785792,1.60558e-09,6.12278,0.323793,220.372,0.043143,2.67654,114.676,17,11,3
7370,1.20621,13,1,1.66995,0.00358368,77865,0.171592,0.715928,0.161923,0.0389875,0.04,0.0859689,0.263556,0.785797,1.60558e-09,6.12325,0.323748,220.364,0.0431436,2.67651,114.676,17,12,3
7371,1.19661,12,1,1.66987,0.0035834,77877,0.171578,0.715974,0.161915,0.0389871,0.04,0.0728839,0.146637,0.785809,1.60558e-09,6.12352,0.323705,220.358,0.0431444,2.67649,114.675,17,11,4
7372,1.19372,13,1,1.66979,0.0035831,77890,0.171562,0.716014,0.161914,0.0389866,0.04,0.0690201,0.150227,0.785816,1.60558e-09,6.1253,0.323827,220.35,0.0431449,2.67648,114.674,17,11,2
7373,1.1943,13,1,1.66971,0.0035828,77903,0.171547,0.716049,0.161915,0.0389861,0.04,0.0669654,0.149647,0.785824,1.60558e-09,6.12762,0.323985,220.342,0.0431455,2.67647,114.674,17,11,3
7374,1.15046,12,1,1.66963,0.00358253,77915,0.171533,0.71609,0.161904,0.0389857,0.04,0.0703548,0.148589,0.785836,1.60558e-09,6.12743,0.323943,220.336,0.0431462,2.67645,114.673,17,11,3
7375,1.1555,13,1,1.66955,0.00358223,77928,0.171517,0.71613,0.161906,0.0389852,0.04,0.0696785,0.150257,0.785843,1.60558e-09,6.1274,0.323898,220.329,0.0431468,2.67643,114.672,17,11,3
7376,1.18986,12,1,1.66947,0.00358195,77940,0.171504,0.716177,0.161898,0.0389847,0.04,0.0726685,0.148223,0.785854,1.60558e-09,6.12764,0.323855,220.323,0.0431475,2.67642,114.671,17,11,4
7377,1.22511,12,1,1.66941,0.00358168,77952,0.17149,0.716225,0.161889,0.0389843,0.04,0.0714443,0.150926,0.785867,1.60558e-09,6.12776,0.323812,220.317,0.0431484,2.6764,114.671,17,11,3
7378,1.23847,13,2,1.66933,0.00358138,77965,0.171487,0.71623,0.161883,0.0389838,0.04,0.0610355,0.106229,0.785873,1.60558e-09,6.12814,0.32384,220.309,0.0431491,2.67639,114.67,17,10,4
7379,1.26974,14,2,1.66926,0.00358106,77979,0.171482,0.716255,0.161894,0.0389833,0.04,0.080702,0.26331,0.785873,1.60558e-09,6.12936,0.323904,220.299,0.0431495,2.67637,114.67,17,11,3
7380,1.19339,12,2,1.66919,0.00358078,77991,0.171481,0.716264,0.161889,0.0389829,0.04,0.0608272,0.0998256,0.785883,1.60558e-09,6.1286,0.323861,220.294,0.0431504,2.67635,114.669,17,10,4
7381,1.28937,13,2,1.66913,0.00358048,78004,0.171478,0.716284,0.161891,0.0389824,0.04,0.0636069,0.101759,0.785888,1.60558e-09,6.13074,0.323896,220.287,0.0431514,2.67634,114.669,17,10,3
7382,1.3101,13,2,1.66907,0.00358018,78017,0.171475,0.716307,0.161894,0.038982,0.04,0.0649488,0.103674,0.785893,1.60558e-09,6.13333,0.32395,220.279,0.0431526,2.67631,114.669,17,10,3
7383,1.23037,14,2,1.66899,0.00357986,78031,0.17147,0.716362,0.161914,0.0389815,0.04,0.346642,3.15947,0.785887,1.60558e-09,6.13345,0.323982,220.272,0.0431533,2.67632,114.669,17,11,3
7384,1.2294,14,2,1.66891,0.00357954,78045,0.171465,0.716415,0.161932,0.038981,0.04,0.347054,3.17458,0.78588,1.60558e-09,6.13453,0.324008,220.264,0.0431543,2.6763,114.668,17,11,3
7385,1.22613,14,2,1.66883,0.00357922,78059,0.17146,0.716467,0.161951,0.0389804,0.04,0.34865,3.17221,0.785876,1.60558e-09,6.13697,0.324044,220.256,0.0431554,2.67629,114.667,17,11,3
7386,1.19629,12,1,1.66876,0.00357895,78071,0.171447,0.716505,0.161937,0.03898,0.04,0.0678357,0.150354,0.785888,1.60558e-09,6.13653,0.324002,220.25,0.0431559,2.67627,114.666,17,11,3
7387,1.04011,12,1,1.66866,0.00357867,78083,0.171433,0.716521,0.161922,0.0389797,0.04,0.0669166,0.136063,0.7859,1.60558e-09,6.13607,0.32396,220.244,0.0431564,2.67626,114.665,17,11,4
7388,1.09799,12,2,1.66857,0.0035784,78095,0.171432,0.716507,0.161908,0.0389793,0.04,0.0563025,0.0900428,0.785913,1.60558e-09,6.13557,0.323917,220.238,0.0431568,2.67624,114.664,17,10,5
7389,1.57414,14,2,1.66856,0.00357807,78109,0.171427,0.716533,0.161913,0.0389788,0.04,0.0669428,0.147545,0.78592,1.60558e-09,6.13485,0.323871,220.229,0.0431571,2.67622,114.664,17,11,3
7390,1.30159,13,2,1.66849,0.00357778,78122,0.171424,0.716534,0.161907,0.0389784,0.04,0.0617096,0.084391,0.785925,1.60558e-09,6.13644,0.324008,220.221,0.0431578,2.67621,114.664,17,10,4
7391,1.0372,13,1,1.66839,0.00357748,78135,0.171408,0.716555,0.161903,0.038978,0.04,0.0647771,0.14616,0.785932,1.60558e-09,6.13584,0.323963,220.215,0.0431585,2.6762,114.663,17,11,2
7392,1.36866,13,2,1.66834,0.00357718,78148,0.171406,0.716556,0.161899,0.0389776,0.04,0.0608158,0.144786,0.785942,1.60558e-09,6.13527,0.323919,220.207,0.0431588,2.67618,114.663,17,11,5
7393,1.08202,13,1,1.66824,0.00357688,78161,0.17139,0.716577,0.161896,0.0389772,0.04,0.0647585,0.143484,0.785947,1.60558e-09,6.13476,0.323875,220.2,0.0431595,2.67616,114.662,17,11,2
7394,1.11973,13,1,1.66815,0.00357659,78174,0.171374,0.716615,0.161897,0.0389767,0.04,0.0683419,0.149323,0.785955,1.60558e-09,6.13462,0.323887,220.193,0.04316,2.67617,114.662,17,11,2
7395,1.13655,14,2,1.66806,0.00357627,78188,0.171369,0.716607,0.161903,0.0389763,0.04,0.189332,1.4948,0.785959,1.60558e-09,6.13387,0.323841,220.187,0.0431609,2.67616,114.662,17,11,3
7396,1.15228,14,2,1.66796,0.00357595,78202,0.171364,0.716622,0.161922,0.0389759,0.04,0.194362,1.4841,0.785953,1.60558e-09,6.13389,0.323798,220.181,0.0431621,2.67614,114.662,17,11,3
7397,1.33633,13,2,1.66791,0.00357565,78215,0.171361,0.716648,0.161917,0.0389754,0.04,0.0677454,0.102292,0.785956,1.60558e-09,6.13326,0.323754,220.175,0.043163,2.67611,114.662,17,10,3
7398,1.29581,13,2,1.66785,0.00357535,78228,0.171358,0.716658,0.16191,0.038975,0.04,0.0628355,0.105155,0.785959,1.60558e-09,6.13364,0.323789,220.167,0.0431638,2.67609,114.661,17,10,3
7399,1.21298,13,2,1.66777,0.00357506,78241,0.171355,0.716648,0.161904,0.0389746,0.04,0.0565771,0.0901717,0.785965,1.60558e-09,6.13458,0.323875,220.159,0.0431645,2.67609,114.661,17,10,3
7400,1.28645,13,2,1.66771,0.00357476,78254,0.171352,0.716673,0.161908,0.0389742,0.04,0.190163,1.42348,0.785967,1.60558e-09,6.13488,0.323832,220.154,0.0431658,2.67607,114.661,17,11,3
7401,1.37619,13,2,1.66766,0.00357446,78267,0.171349,0.716715,0.161914,0.0389738,0.04,0.156938,1.01239,0.785968,1.60558e-09,6.1341,0.323788,220.149,0.0431671,2.67606,114.661,17,11,3
7402,1.62223,13,3,1.66765,0.00357416,78280,0.171359,0.716751,0.16192,0.0389734,0.04,0.176586,1.096,0.785966,1.60558e-09,6.13335,0.323744,220.145,0.0431686,2.67604,114.662,17,10,4
7403,1.7669,15,4,1.66767,0.00357382,78295,0.171377,0.716808,0.161949,0.038973,0.04,0.158716,0.880682,0.785951,1.60558e-09,6.13307,0.323743,220.139,0.04317,2.67603,114.662,17,10,4
7404,1.84729,15,3,1.66771,0.00357348,78310,0.171383,0.716886,0.161975,0.0389725,0.04,0.154904,0.800447,0.785936,1.60558e-09,6.13265,0.323729,220.132,0.0431713,2.67602,114.663,17,10,3
7405,2.1378,15,5,1.6678,0.00357314,78325,0.171414,0.716933,0.162009,0.0389721,0.04,0.156388,0.76776,0.785918,1.60558e-09,6.13327,0.323797,220.125,0.0431728,2.67601,114.663,17,9,5
7406,2.08554,15,5,1.66788,0.0035728,78340,0.171445,0.716979,0.162031,0.0389718,0.04,0.147398,0.702294,0.785899,1.60558e-09,6.13399,0.323769,220.118,0.0431746,2.67599,114.663,17,9,5
7407,2.29567,15,6,1.668,0.00357245,78355,0.171489,0.717003,0.162062,0.0389714,0.04,0.150199,0.672133,0.785879,1.60558e-09,6.13571,0.32381,220.11,0.0431762,2.67597,114.664,17,8,6
7408,2.79618,14,7,1.6682,0.00357213,78369,0.171547,0.717012,0.162066,0.0389711,0.04,0.136267,0.526958,0.78587,1.60558e-09,6.13591,0.323796,220.102,0.0431781,2.67594,114.665,17,7,7
7409,3.34029,14,6,1.6685,0.00357182,78383,0.171593,0.717029,0.162084,0.0389668,0.04,0.138905,0.603112,0.785858,1.60558e-09,6.13575,0.323755,220.097,0.04318,2.67591,114.665,17,7,7
7410,3.64963,14,6,1.66885,0.0035715,78397,0.171639,0.717068,0.162098,0.0389625,0.04,0.124148,0.472339,0.785842,1.60558e-09,6.13533,0.323714,220.09,0.0431821,2.67588,114.665,17,7,7
7411,4.07453,14,6,1.66928,0.00357118,78411,0.171685,0.717116,0.162111,0.0389584,0.04,0.129496,0.470387,0.785826,1.60558e-09,6.13477,0.323673,220.084,0.0431843,2.67586,114.665,17,7,7
7412,3.91786,14,6,1.66968,0.00357086,78425,0.171731,0.717182,0.162126,0.0389546,0.04,0.119006,0.383972,0.785813,1.60558e-09,6.13442,0.323632,220.078,0.0431864,2.67583,114.665,17,7,7
7413,4.39825,15,8,1.6702,0.00357052,78440,0.1718,0.717226,0.16214,0.0389507,0.04,0.14456,0.423803,0.78579,1.60558e-09,6.13416,0.323611,220.07,0.0431883,2.6758,114.665,17,6,8
7414,4.27246,14,8,1.67067,0.0035702,78454,0.171871,0.717214,0.162156,0.0389465,0.04,0.138372,0.49411,0.785779,1.60558e-09,6.13385,0.323571,220.063,0.0431904,2.67577,114.666,17,5,9
7415,4.57326,15,8,1.67122,0.00356986,78469,0.171941,0.717233,0.162179,0.038942,0.04,0.064408,0.0772786,0.785762,1.60558e-09,6.13323,0.32353,220.055,0.0431928,2.67575,114.666,17,4,9
7416,5.05845,15,8,1.67187,0.00356952,78484,0.17201,0.717279,0.16219,0.0389378,0.04,0.128557,0.401439,0.785746,1.60558e-09,6.13261,0.323498,220.046,0.0431947,2.67574,114.666,17,6,8
7417,5.65639,16,8,1.67268,0.00356915,78500,0.172076,0.717304,0.162212,0.038933,0.04,0.134417,0.463145,0.785721,1.60558e-09,6.13192,0.323452,220.037,0.0431969,2.6757,114.667,17,6,8
7418,4.75997,14,7,1.67323,0.00356883,78514,0.172135,0.717344,0.162223,0.038929,0.04,0.133607,0.42365,0.785706,1.60558e-09,6.13126,0.32341,220.03,0.0431988,2.67568,114.667,17,6,8
7419,4.62391,17,8,1.67387,0.00356845,78531,0.1722,0.71739,0.162256,0.0389242,0.04,0.0727027,0.107073,0.78567,1.60558e-09,6.13064,0.323369,220.02,0.043201,2.67564,114.669,17,5,8
7420,4.9576,16,8,1.67454,0.00356808,78547,0.172266,0.717452,0.162266,0.0389197,0.04,0.130025,0.426493,0.785653,1.60558e-09,6.13014,0.323343,220.01,0.0432031,2.67563,114.668,17,7,8
7421,5.05263,16,7,1.67523,0.00356772,78563,0.17232,0.717509,0.16229,0.038916,0.04,0.121109,0.372356,0.785622,1.60558e-09,6.1297,0.323323,220.001,0.0432053,2.67562,114.669,17,7,7
7422,1.33685,14,2,1.67517,0.0035674,78577,0.172315,0.717553,0.162308,0.0389167,0.04,0.159632,0.810717,0.785616,1.60558e-09,6.12892,0.323278,219.995,0.0432066,2.6756,114.67,17,11,3
7423,1.32993,13,2,1.67511,0.00356711,78590,0.172312,0.71759,0.162314,0.0389176,0.04,0.170547,0.923668,0.785615,1.60558e-09,6.13006,0.323242,219.989,0.0432076,2.67557,114.67,17,11,4
7424,1.12826,14,1,1.67501,0.00356679,78604,0.172294,0.717606,0.162331,0.0389184,0.04,0.199164,1.35864,0.785612,1.60558e-09,6.12926,0.323197,219.983,0.0432085,2.67556,114.672,17,11,2
7425,1.03693,13,1,1.67491,0.0035665,78617,0.172278,0.717608,0.162338,0.0389193,0.04,0.178249,1.18994,0.785613,1.60558e-09,6.1285,0.323154,219.978,0.043209,2.67555,114.672,17,11,3
7426,1.04967,14,2,1.6748,0.00356618,78631,0.172273,0.717607,0.162356,0.0389202,0.04,0.165554,1.02006,0.785609,1.60558e-09,6.12774,0.323109,219.971,0.0432096,2.67553,114.674,17,11,3
7427,1.0002,15,1,1.67467,0.00356584,78646,0.172253,0.717622,0.162391,0.0389212,0.04,0.0837869,0.12746,0.785595,1.60558e-09,6.12696,0.323065,219.965,0.0432101,2.67551,114.675,17,10,2
7428,1.03937,15,2,1.67455,0.0035655,78661,0.172245,0.717642,0.162423,0.0389221,0.04,0.190318,1.16027,0.785586,1.60558e-09,6.12628,0.323026,219.958,0.043211,2.67548,114.677,17,10,2
7429,0.881985,14,0,1.6744,0.00356518,78675,0.172215,0.717675,0.162441,0.038923,0.04,0.0792282,0.155268,0.785584,1.60558e-09,6.12549,0.322983,219.952,0.0432116,2.67546,114.678,17,11,1
7430,0.71771,12,0,1.67426,0.00356491,78687,0.172189,0.71771,0.162444,0.0389237,0.04,0.0750897,0.151884,0.785588,1.60558e-09,6.12507,0.322959,219.944,0.0432121,2.67544,114.679,17,10,4
7431,0.917281,11,0,1.67415,0.00356466,78698,0.172164,0.717757,0.162455,0.0389244,0.04,0.215868,1.21423,0.785589,1.60558e-09,6.12448,0.322928,219.937,0.0432118,2.67543,114.68,15,10,3
7432,0.742382,11,0,1.67402,0.00356441,78709,0.17214,0.717743,0.162464,0.0389251,0.04,0.0636002,0.131893,0.785591,1.60558e-09,6.12381,0.322891,219.93,0.0432114,2.67544,114.68,15,9,3
7433,1.00684,13,1,1.67391,0.00356412,78722,0.172125,0.71776,0.162496,0.0389259,0.04,0.121702,0.666097,0.785583,1.60558e-09,6.12309,0.322851,219.921,0.0432105,2.67543,114.682,15,10,3
7434,0.9813,13,1,1.6738,0.00356382,78735,0.172109,0.717775,0.162528,0.0389266,0.04,0.123914,0.711521,0.785575,1.60558e-09,6.12244,0.322814,219.912,0.0432097,2.67542,114.685,15,10,3
7435,0.991864,12,1,1.67369,0.00356355,78747,0.172095,0.717792,0.162549,0.0389275,0.04,0.113882,0.565238,0.785578,1.60558e-09,6.12173,0.322775,219.903,0.043209,2.67544,114.686,16,10,5
7436,1.43017,14,3,1.67365,0.00356323,78761,0.172103,0.717755,0.162579,0.0389281,0.04,0.0473043,0.116518,0.785573,1.60558e-09,6.12091,0.322731,219.894,0.0432083,2.67543,114.687,17,8,6
7437,1.59123,13,2,1.67364,0.00356294,78774,0.1721,0.717715,0.162578,0.038929,0.04,0.0618183,0.113404,0.785575,1.60558e-09,6.12064,0.322693,219.883,0.0432088,2.67544,114.687,17,9,5
7438,1.60251,14,2,1.67362,0.00356262,78788,0.172095,0.717748,0.1626,0.0389296,0.04,0.0837256,0.258192,0.785573,1.60558e-09,6.12017,0.322652,219.874,0.0432088,2.67544,114.688,17,10,5
7439,1.49928,14,2,1.67359,0.00356231,78802,0.17209,0.717783,0.162616,0.0389303,0.04,0.0780007,0.221711,0.785573,1.60558e-09,6.12054,0.322701,219.863,0.0432084,2.67545,114.689,17,10,5
7440,1.91872,14,3,1.67364,0.00356199,78816,0.172097,0.717775,0.16263,0.038931,0.04,0.0617555,0.135032,0.785573,1.60558e-09,6.12056,0.322728,219.851,0.0432078,2.67546,114.689,17,9,6
7441,2.27521,14,3,1.67374,0.00356167,78830,0.172105,0.71777,0.162635,0.0389315,0.04,0.0618804,0.135043,0.785575,1.60558e-09,6.11982,0.322684,219.844,0.0432077,2.67545,114.689,18,9,6
7442,1.33125,14,3,1.67368,0.00356136,78844,0.172112,0.717771,0.162643,0.038932,0.04,0.0634462,0.138305,0.785571,1.60558e-09,6.11937,0.322667,219.836,0.0432078,2.67544,114.69,18,9,5
7443,1.16111,14,1,1.67359,0.00356104,78858,0.172094,0.717829,0.16265,0.0389327,0.04,0.0887802,0.262138,0.785563,1.60558e-09,6.11884,0.322641,219.826,0.0432076,2.67543,114.691,18,11,5
7444,1.64529,16,2,1.67359,0.00356068,78874,0.172085,0.717898,0.162673,0.0389332,0.04,0.0822277,0.2147,0.78555,1.60558e-09,6.12045,0.322759,219.814,0.0432077,2.67543,114.692,18,11,4
7445,1.60051,14,1,1.67357,0.00356036,78888,0.172067,0.717924,0.16268,0.0389338,0.04,0.0673897,0.142373,0.785546,1.60558e-09,6.12159,0.322752,219.806,0.0432078,2.67541,114.693,18,10,4
7446,1.64586,15,2,1.67357,0.00356003,78903,0.172059,0.717959,0.162678,0.0389344,0.04,0.0705985,0.148254,0.785538,1.60558e-09,6.12162,0.322767,219.795,0.0432082,2.67539,114.693,18,11,3
7447,1.64176,16,2,1.67356,0.00355967,78919,0.17205,0.717998,0.162702,0.038935,0.04,0.0712243,0.155528,0.785519,1.60558e-09,6.12365,0.322936,219.785,0.0432085,2.67537,114.694,18,11,3
7448,1.77231,15,2,1.67358,0.00355933,78934,0.172042,0.718015,0.162706,0.0389356,0.04,0.0658873,0.146781,0.785512,1.60558e-09,6.12297,0.322895,219.775,0.0432086,2.67534,114.694,18,11,3
7449,0.955923,17,0,1.67343,0.00355894,78951,0.172005,0.718027,0.162752,0.0389365,0.04,0.0789793,0.271393,0.78549,1.60558e-09,6.12269,0.322868,219.768,0.0432088,2.67532,114.696,18,11,0
7450,0.965051,16,1,1.67328,0.00355858,78967,0.171983,0.718067,0.162799,0.0389373,0.04,0.0721385,0.148419,0.785464,1.60558e-09,6.12863,0.323299,219.757,0.043209,2.67534,114.697,18,10,2
7451,1.14452,14,1,1.67319,0.00355827,78981,0.171965,0.718103,0.162817,0.0389378,0.04,0.0710734,0.154372,0.785453,1.60558e-09,6.12851,0.323311,219.749,0.0432081,2.67534,114.698,18,10,4
7452,1.02042,15,0,1.67306,0.00355793,78996,0.171933,0.718162,0.162835,0.0389384,0.04,0.0771626,0.212228,0.785445,1.60558e-09,6.1278,0.323267,219.74,0.0432079,2.67531,114.699,18,12,2
7453,0.943454,13,0,1.67294,0.00355764,79009,0.171904,0.718226,0.162846,0.0389393,0.04,0.0856442,0.2481,0.785436,1.60558e-09,6.12751,0.323232,219.729,0.0432075,2.6753,114.699,18,11,4
7454,1.11135,13,1,1.67285,0.00355735,79022,0.171889,0.718267,0.162857,0.03894,0.04,0.0690735,0.152438,0.785429,1.60558e-09,6.12681,0.323192,219.722,0.0432073,2.6753,114.699,18,10,5
7455,1.10043,14,0,1.67275,0.00355703,79036,0.171858,0.718281,0.162884,0.0389406,0.04,0.0618588,0.091846,0.785421,1.60558e-09,6.12674,0.323153,219.717,0.0432071,2.67528,114.701,18,9,2
