frame,nis_pre,n,over,tour_nis_pre,tour_se,tour_n,tour_over_frac,tour_nis_acc,sigma_det,sigma_pred,sigma_model,resid_mean,resid_max,ori_mean,ori_min,line_sigma_phi_deg,line_sigma_d_m,npts,resid_sig_m,lever_m,corner_angle_deg,corners_in_fov,accepted,rej_dist
2063,2.65829,9,3,1.51771,0.00640066,24409,0.160924,0.824884,0.154584,0.0260912,0.04,0.0845724,0.128708,0.791112,1.62848e-09,8.89815,0.576815,226.564,0.0420963,2.63892,113.267,11,4,4
2064,3.24727,10,4,1.51842,0.00639935,24419,0.161022,0.825197,0.154582,0.0260902,0.04,0.100951,0.14822,0.791071,1.62848e-09,8.89601,0.576671,226.591,0.0421004,2.63898,113.268,11,6,5
2065,3.04956,9,3,1.51898,0.00639817,24428,0.161086,0.825468,0.154548,0.0260884,0.04,0.0932579,0.141613,0.791043,1.62848e-09,8.89605,0.576759,226.619,0.0421039,2.63902,113.269,11,6,4
2066,2.67799,9,3,1.51941,0.006397,24437,0.161149,0.825684,0.154552,0.0260872,0.04,0.090547,0.150685,0.791011,1.62848e-09,8.89361,0.576589,226.649,0.0421092,2.63899,113.271,11,5,4
2067,3.1394,9,4,1.52,0.00639582,24446,0.161253,0.825842,0.154528,0.0260857,0.04,0.084933,0.116547,0.790979,1.62848e-09,8.89591,0.576919,226.676,0.0421135,2.63903,113.272,11,5,5
2068,2.91472,9,3,1.52052,0.00639464,24455,0.161317,0.82603,0.154495,0.0260844,0.04,0.0970289,0.185522,0.790944,1.62848e-09,8.8953,0.576922,226.703,0.0421184,2.63906,113.274,11,6,4
2069,3.21532,9,4,1.52114,0.00639346,24464,0.161421,0.826112,0.154456,0.0260829,0.04,0.0732751,0.0897077,0.79092,1.62848e-09,8.89266,0.576729,226.73,0.0421208,2.639,113.274,11,5,5
2070,3.67834,9,4,1.52193,0.00639229,24473,0.161525,0.826316,0.154427,0.0260817,0.04,0.0930952,0.114243,0.790882,1.62848e-09,8.89367,0.576915,226.756,0.0421243,2.63905,113.275,11,5,5
2071,3.52667,9,4,1.52267,0.00639111,24482,0.161629,0.826448,0.154391,0.0260801,0.04,0.0804966,0.10362,0.790864,1.62848e-09,8.89106,0.576721,226.78,0.0421266,2.63897,113.274,11,5,5
2072,3.61112,9,4,1.52344,0.00638994,24491,0.161733,0.82662,0.154357,0.0260787,0.04,0.0847474,0.105466,0.790838,1.62848e-09,8.88858,0.576534,226.803,0.0421282,2.6389,113.274,11,5,5
2073,4.43062,9,5,1.52451,0.00638877,24500,0.161878,0.826809,0.15437,0.0260774,0.04,0.0907695,0.121559,0.790799,1.62848e-09,8.88664,0.576365,226.828,0.0421293,2.63885,113.278,11,4,6
2074,4.19846,9,4,1.52549,0.00638759,24509,0.161981,0.826978,0.154382,0.0260758,0.04,0.0933874,0.143946,0.790758,1.62848e-09,8.88474,0.576201,226.853,0.042131,2.63882,113.281,11,5,5
2075,4.10687,9,4,1.52643,0.00638642,24518,0.162085,0.827173,0.154351,0.0260745,0.04,0.0873157,0.10821,0.790736,1.62848e-09,8.88264,0.576024,226.873,0.042131,2.63874,113.281,11,5,5
2076,3.72946,9,4,1.52724,0.00638525,24527,0.162189,0.827309,0.154321,0.0260727,0.04,0.078559,0.104039,0.790715,1.62848e-09,8.88093,0.57586,226.892,0.0421309,2.63865,113.282,11,5,5
2077,3.92808,9,4,1.52812,0.00638408,24536,0.162292,0.827364,0.1543,0.0260709,0.04,0.0657126,0.0930608,0.790689,1.62848e-09,8.87932,0.5757,226.911,0.0421313,2.63856,113.283,11,5,5
2078,3.17576,9,4,1.52873,0.00638291,24545,0.162396,0.827426,0.154314,0.0260693,0.04,0.166504,0.521146,0.79065,1.62848e-09,8.87779,0.575548,226.934,0.0421315,2.63854,113.286,11,5,5
2079,3.92523,9,4,1.52961,0.00638174,24554,0.162499,0.827511,0.154336,0.0260681,0.04,0.127226,0.332903,0.79061,1.62848e-09,8.87678,0.575412,226.955,0.0421329,2.63852,113.29,11,5,6
2080,4.14272,10,5,1.53067,0.00638044,24564,0.162636,0.827676,0.154369,0.0260668,0.04,0.0847603,0.100744,0.790579,1.62848e-09,8.87621,0.575269,226.97,0.0421331,2.63851,113.291,11,5,6
2081,3.82605,10,5,1.5316,0.00637914,24574,0.162774,0.82785,0.154446,0.0260654,0.04,0.152289,0.421166,0.790531,1.62848e-09,8.87535,0.575128,226.987,0.0421334,2.63854,113.296,11,5,6
2082,2.90941,8,3,1.53205,0.0063781,24582,0.162843,0.828038,0.154416,0.0260646,0.04,0.0946233,0.12183,0.790543,1.62848e-09,8.87467,0.575013,226.999,0.0421321,2.63858,113.295,11,5,5
2083,4.36081,8,5,1.53297,0.00637706,24590,0.162993,0.828114,0.154463,0.026064,0.04,0.0828752,0.114828,0.790536,1.62848e-09,8.87321,0.574953,227.011,0.0421297,2.63873,113.298,11,3,8
2084,3.26801,7,5,1.53347,0.00637616,24597,0.16315,0.828133,0.154514,0.0260638,0.04,0.0795647,0.102246,0.790536,1.62848e-09,8.87161,0.574864,227.013,0.0421273,2.63896,113.302,9,2,7
2085,2.25241,7,2,1.53367,0.00637525,24604,0.163185,0.828394,0.154584,0.0260631,0.04,0.0980411,0.116862,0.790505,1.62848e-09,8.86995,0.57476,227.025,0.0421263,2.63908,113.305,10,4,4
2086,2.81991,6,3,1.53398,0.00637447,24610,0.163267,0.828547,0.154558,0.0260632,0.04,0.100206,0.119309,0.790524,1.62848e-09,8.86834,0.57465,227.03,0.0421251,2.63928,113.305,10,3,5
2087,1.81498,5,0,1.53404,0.00637382,24615,0.163234,0.828805,0.154536,0.0260629,0.04,0.0940541,0.128339,0.790542,1.62848e-09,8.86686,0.574553,227.043,0.0421247,2.63942,113.305,10,5,2
2088,2.47914,6,2,1.53427,0.00637305,24621,0.163275,0.828985,0.15455,0.0260627,0.04,0.0916268,0.122441,0.79055,1.62848e-09,8.86509,0.574436,227.054,0.0421236,2.63953,113.308,10,4,4
2089,2.5617,6,2,1.53452,0.00637227,24627,0.163317,0.829203,0.154564,0.0260622,0.04,0.0968769,0.123477,0.790565,1.62848e-09,8.86325,0.574314,227.064,0.0421224,2.63958,113.311,10,4,5
2090,2.09484,6,1,1.53466,0.00637149,24633,0.163318,0.8294,0.154539,0.0260626,0.04,0.0874712,0.119281,0.790552,1.62848e-09,8.86344,0.574491,227.066,0.0421209,2.63987,113.311,10,5,3
2091,2.033,6,1,1.53478,0.00637072,24639,0.163318,0.829611,0.154512,0.0260617,0.04,0.0871201,0.127985,0.790567,1.62848e-09,8.8615,0.574359,227.081,0.0421222,2.63988,113.312,10,5,2
2092,1.83189,8,2,1.53488,0.00636968,24647,0.163346,0.829724,0.154519,0.0260612,0.04,0.0758354,0.10804,0.790548,1.62848e-09,8.86008,0.574341,227.084,0.0421216,2.63997,113.314,9,6,3
2093,1.58953,8,1,1.53489,0.00636865,24655,0.163334,0.829899,0.154524,0.0260602,0.04,0.0740462,0.132976,0.790538,1.62848e-09,8.85948,0.574456,227.087,0.042121,2.64003,113.316,9,7,2
2094,1.68417,6,1,1.53493,0.00636788,24661,0.163335,0.83003,0.154497,0.0260599,0.04,0.0782685,0.115458,0.790564,1.62848e-09,8.85748,0.574322,227.1,0.0421222,2.64003,113.315,9,5,2
2095,1.59901,7,1,1.53495,0.00636697,24668,0.163329,0.83017,0.154465,0.0260599,0.04,0.0756234,0.118625,0.790572,1.62848e-09,8.8562,0.574323,227.104,0.0421224,2.64012,113.314,9,6,2
2096,1.82727,7,1,1.53503,0.00636607,24675,0.163323,0.830364,0.154434,0.0260599,0.04,0.0799301,0.137091,0.79058,1.62848e-09,8.85394,0.574169,227.108,0.0421222,2.64009,113.316,9,6,2
2097,1.55877,7,1,1.53504,0.00636517,24682,0.163317,0.830493,0.154402,0.0260597,0.04,0.0734392,0.120503,0.790591,1.62848e-09,8.8517,0.574017,227.112,0.042122,2.6401,113.317,9,6,2
2098,1.94084,8,2,1.53517,0.00636414,24690,0.163345,0.830631,0.154407,0.0260591,0.04,0.0755005,0.127752,0.790598,1.62848e-09,8.84922,0.573849,227.113,0.0421212,2.64002,113.321,9,6,3
2099,1.81107,8,2,1.53526,0.00636311,24698,0.163374,0.830743,0.154413,0.0260584,0.04,0.072801,0.120833,0.790602,1.62848e-09,8.8468,0.573685,227.114,0.0421204,2.63998,113.324,9,6,3
2100,0.218374,7,0,1.53489,0.0063622,24705,0.163327,0.830519,0.154381,0.0260728,0.04,0.0584958,0.109144,0.790625,1.62848e-09,8.84459,0.573533,227.113,0.0421157,2.63999,113.325,9,7,2
2101,0.259591,8,0,1.53447,0.00636117,24713,0.163274,0.830302,0.154385,0.0260881,0.04,0.0640128,0.0967576,0.79063,1.62848e-09,8.84478,0.573429,227.115,0.0421124,2.63993,113.327,9,7,1
2102,0.226599,7,0,1.5341,0.00636027,24720,0.163228,0.830081,0.154353,0.0261023,0.04,0.0624925,0.101812,0.790655,1.62848e-09,8.84249,0.573275,227.113,0.0421081,2.63998,113.326,9,7,2
2103,0.231542,8,0,1.53368,0.00635924,24728,0.163175,0.829832,0.154318,0.0261176,0.04,0.0546628,0.0962385,0.790668,1.62848e-09,8.84088,0.573125,227.115,0.0421046,2.63996,113.327,9,8,1
2104,0.202327,7,0,1.5333,0.00635834,24735,0.163129,0.829603,0.154287,0.026132,0.04,0.0571629,0.0977572,0.790694,1.62848e-09,8.83867,0.572972,227.114,0.0421006,2.64001,113.326,9,7,2
2105,0.270758,8,0,1.5329,0.00635732,24743,0.163076,0.829417,0.154332,0.0261474,0.04,0.0634594,0.110515,0.790704,1.62848e-09,8.83998,0.572906,227.119,0.0420981,2.63997,113.329,9,6,1
2106,0.283662,7,0,1.53254,0.00635642,24750,0.16303,0.829245,0.154342,0.0261618,0.04,0.071185,0.119654,0.790731,1.62848e-09,8.8378,0.572761,227.119,0.0420947,2.64002,113.33,9,6,2
2107,0.266917,7,0,1.53219,0.00635552,24757,0.162984,0.82904,0.15431,0.0261761,0.04,0.0635183,0.113292,0.790753,1.62848e-09,8.83559,0.57261,227.116,0.042091,2.64007,113.33,9,7,2
2108,0.45091,7,0,1.53188,0.00635462,24764,0.162938,0.828931,0.154319,0.0261906,0.04,0.0866202,0.148295,0.79077,1.62848e-09,8.83343,0.572468,227.115,0.0420877,2.64013,113.331,9,6,2
2109,0.411023,7,0,1.53156,0.00635372,24771,0.162892,0.828805,0.154329,0.0262049,0.04,0.081065,0.140085,0.790792,1.62848e-09,8.83125,0.572323,227.115,0.0420844,2.64018,113.332,9,6,2
2110,0.379533,7,0,1.53124,0.00635282,24778,0.162846,0.828667,0.154338,0.0262193,0.04,0.0778693,0.146003,0.790813,1.62848e-09,8.82907,0.572179,227.115,0.042081,2.64022,113.333,9,6,2
2111,0.381041,7,0,1.53091,0.00635193,24785,0.1628,0.828532,0.154347,0.0262336,0.04,0.0823774,0.132736,0.790835,1.62848e-09,8.8269,0.572035,227.115,0.0420776,2.64029,113.334,9,6,2
2112,0.354941,7,0,1.53058,0.00635103,24792,0.162754,0.828459,0.154324,0.026248,0.04,0.154059,0.589024,0.790852,1.62848e-09,8.82887,0.571967,227.114,0.0420739,2.64034,113.335,9,7,2
2113,0.330374,7,0,1.53024,0.00635013,24799,0.162708,0.828277,0.154297,0.0262622,0.04,0.0771386,0.146062,0.790875,1.62848e-09,8.82988,0.57188,227.113,0.0420703,2.64038,113.335,9,7,2
2114,0.371338,6,0,1.52996,0.00634937,24805,0.162669,0.828135,0.15427,0.0262757,0.04,0.0891876,0.1417,0.79091,1.62848e-09,8.82789,0.571749,227.111,0.0420674,2.64049,113.334,9,6,2
2115,0.331254,6,0,1.52967,0.0063486,24811,0.162629,0.82798,0.154243,0.0262889,0.04,0.0846436,0.140909,0.790944,1.62848e-09,8.8259,0.571619,227.11,0.042064,2.64061,113.334,9,6,2
2116,0.274349,6,0,1.52937,0.00634783,24817,0.16259,0.827808,0.154216,0.0263021,0.04,0.077574,0.118585,0.790978,1.62848e-09,8.8239,0.571487,227.109,0.0420609,2.64072,113.333,9,6,2
2117,0.317773,6,0,1.52908,0.00634706,24823,0.162551,0.827649,0.154189,0.0263154,0.04,0.082166,0.124787,0.791015,1.62848e-09,8.82192,0.571357,227.108,0.042058,2.64084,113.332,9,6,2
2118,0.428221,7,0,1.52876,0.00634617,24830,0.162505,0.827519,0.154173,0.0263299,0.04,0.0986686,0.155929,0.791038,1.62848e-09,8.82006,0.571222,227.111,0.0420563,2.64086,113.332,9,6,1
2119,0.476721,7,0,1.52847,0.00634527,24837,0.162459,0.827416,0.154183,0.0263444,0.04,0.101568,0.172138,0.791054,1.62848e-09,8.81795,0.571085,227.112,0.0420532,2.64096,113.334,9,6,2
2120,0.641194,6,0,1.52825,0.00634451,24843,0.16242,0.827358,0.154157,0.0263577,0.04,0.111442,0.198174,0.791081,1.62848e-09,8.81602,0.570958,227.11,0.0420504,2.64112,113.334,9,6,2
2121,0.573361,6,0,1.52802,0.00634374,24849,0.162381,0.827279,0.15413,0.0263711,0.04,0.106401,0.198759,0.791108,1.62848e-09,8.81406,0.570831,227.107,0.0420476,2.64127,113.333,9,6,2
2122,0.682706,6,0,1.52782,0.00634298,24855,0.162342,0.827234,0.154104,0.0263844,0.04,0.110192,0.224987,0.791137,1.62848e-09,8.81213,0.570705,227.104,0.0420449,2.64141,113.332,9,6,2
2123,0.52968,6,0,1.52758,0.00634221,24861,0.162302,0.827141,0.154077,0.0263977,0.04,0.105027,0.202413,0.791166,1.62848e-09,8.81016,0.570577,227.101,0.0420413,2.64157,113.332,9,6,2
2124,0.932688,6,0,1.52744,0.00634145,24867,0.162263,0.827174,0.154051,0.0264111,0.04,0.133812,0.290373,0.791184,1.62848e-09,8.80827,0.570455,227.097,0.0420386,2.64175,113.331,9,6,2
2125,1.28958,6,1,1.52738,0.00634068,24873,0.162264,0.827152,0.154027,0.0264245,0.04,0.106667,0.166629,0.791188,1.62848e-09,8.80648,0.570341,227.093,0.0420355,2.64193,113.332,9,5,3
2126,1.45358,6,1,1.52736,0.00633992,24879,0.162265,0.827124,0.154002,0.0264378,0.04,0.112073,0.18682,0.7912,1.62848e-09,8.80462,0.570221,227.088,0.0420316,2.64209,113.332,9,5,3
2127,1.18875,6,1,1.52728,0.00633915,24885,0.162266,0.827082,0.153978,0.026451,0.04,0.10878,0.173835,0.79121,1.62848e-09,8.8028,0.570104,227.082,0.0420274,2.64225,113.332,9,5,3
2128,1.22169,6,1,1.5272,0.00633839,24891,0.162267,0.827062,0.153953,0.0264643,0.04,0.117751,0.183561,0.791223,1.62848e-09,8.80094,0.569986,227.077,0.0420235,2.64243,113.332,9,5,3
2129,0.870367,6,0,1.52705,0.00633762,24897,0.162228,0.827076,0.153927,0.0264776,0.04,0.132344,0.214827,0.791243,1.62848e-09,8.79906,0.569863,227.071,0.042021,2.64261,113.332,9,6,2
2130,1.41503,6,1,1.52702,0.00633686,24903,0.162229,0.827102,0.153903,0.026491,0.04,0.121119,0.21374,0.791248,1.62848e-09,8.79734,0.569754,227.063,0.042019,2.64281,113.332,9,5,3
2131,1.47573,7,1,1.527,0.00633597,24910,0.162224,0.827081,0.153914,0.0265051,0.04,0.109013,0.176057,0.791239,1.62848e-09,8.79535,0.569625,227.059,0.042016,2.64295,113.335,9,5,3
2132,0.882226,6,0,1.52685,0.00633521,24916,0.162185,0.827099,0.153889,0.0265183,0.04,0.148117,0.317353,0.791259,1.62848e-09,8.79355,0.569508,227.052,0.0420138,2.64313,113.335,9,6,2
2133,0.699776,7,0,1.52662,0.00633432,24923,0.162139,0.827082,0.153901,0.0265324,0.04,0.135889,0.310401,0.791264,1.62848e-09,8.79154,0.569379,227.049,0.0420109,2.64328,113.337,9,6,2
2134,1.32499,6,1,1.52657,0.00633356,24929,0.16214,0.827011,0.153876,0.0265455,0.04,0.100309,0.16825,0.791283,1.62848e-09,8.78964,0.569256,227.043,0.0420069,2.64343,113.338,9,5,3
2135,1.15191,6,1,1.52648,0.00633279,24935,0.162142,0.82695,0.153851,0.0265587,0.04,0.107036,0.174225,0.791298,1.62848e-09,8.7878,0.569137,227.036,0.0420039,2.64359,113.337,9,5,3
2136,0.67705,6,0,1.52627,0.00633203,24941,0.162103,0.826904,0.153825,0.0265718,0.04,0.123717,0.214751,0.791324,1.62848e-09,8.78592,0.569016,227.03,0.0420009,2.64377,113.337,9,6,2
2137,0.598348,7,0,1.52601,0.00633114,24948,0.162057,0.826821,0.153804,0.0265861,0.04,0.162213,0.595985,0.79134,1.62848e-09,8.78412,0.568902,227.032,0.041999,2.64385,113.337,10,7,2
2138,1.49462,7,1,1.52601,0.00633026,24955,0.162052,0.82671,0.153773,0.0266004,0.04,0.0876479,0.156963,0.791361,1.62848e-09,8.78184,0.568751,227.035,0.0419957,2.64395,113.337,10,6,3
2139,0.87559,7,0,1.52582,0.00632937,24962,0.162006,0.826727,0.153744,0.0266147,0.04,0.141073,0.382632,0.791381,1.62848e-09,8.77969,0.568609,227.038,0.0419937,2.64408,113.336,10,7,2
2140,0.75988,7,0,1.52561,0.00632848,24969,0.161961,0.826703,0.153714,0.0266291,0.04,0.125137,0.280355,0.791405,1.62848e-09,8.7775,0.568465,227.04,0.041992,2.64422,113.336,10,7,2
2141,0.781733,7,0,1.5254,0.00632759,24976,0.161915,0.826687,0.153685,0.0266433,0.04,0.130802,0.25999,0.791425,1.62848e-09,8.77535,0.568323,227.042,0.04199,2.64436,113.335,10,7,2
2142,0.952683,7,1,1.52524,0.00632671,24983,0.16191,0.826608,0.153655,0.0266576,0.04,0.0927931,0.152298,0.791447,1.62848e-09,8.77314,0.568177,227.044,0.0419871,2.64448,113.334,10,6,3
2143,0.842982,7,1,1.52505,0.00632582,24990,0.161905,0.826501,0.153625,0.0266718,0.04,0.0931109,0.176297,0.791471,1.62848e-09,8.77092,0.568032,227.046,0.0419838,2.64461,113.333,10,6,3
2144,0.810218,7,0,1.52485,0.00632493,24997,0.161859,0.826495,0.153597,0.0266861,0.04,0.136152,0.396868,0.791492,1.62848e-09,8.76876,0.56789,227.048,0.0419815,2.64475,113.333,11,7,2
2145,0.880624,8,1,1.52464,0.00632392,25005,0.161848,0.826416,0.153605,0.0267013,0.04,0.0932369,0.163481,0.791493,1.62848e-09,8.76645,0.567741,227.053,0.0419778,2.64486,113.335,10,6,3
2146,0.877046,7,0,1.52446,0.00632304,25012,0.161802,0.826434,0.153576,0.0267156,0.04,0.138488,0.394664,0.791511,1.62848e-09,8.76431,0.567599,227.054,0.0419765,2.64499,113.335,10,7,3
2147,0.493309,7,0,1.52417,0.00632215,25019,0.161757,0.826314,0.153548,0.0267298,0.04,0.0960471,0.172367,0.791531,1.62848e-09,8.76217,0.56746,227.056,0.0419743,2.64512,113.334,10,7,2
2148,0.704942,7,0,1.52394,0.00632127,25026,0.161712,0.826271,0.15352,0.0267441,0.04,0.129878,0.334289,0.791554,1.62848e-09,8.76,0.567319,227.057,0.0419717,2.64526,113.333,10,7,2
2149,0.91154,7,1,1.52377,0.00632039,25033,0.161707,0.826163,0.15349,0.0267583,0.04,0.0901582,0.155517,0.791572,1.62848e-09,8.75785,0.567177,227.058,0.04197,2.64541,113.332,10,6,3
2150,0.644367,7,0,1.52353,0.0063195,25040,0.161661,0.826098,0.153475,0.0267726,0.04,0.13809,0.271685,0.791581,1.62848e-09,8.75611,0.567069,227.059,0.0419681,2.64557,113.332,10,7,2
2151,0.601151,7,0,1.52327,0.00631862,25047,0.161616,0.826017,0.153447,0.0267868,0.04,0.102065,0.180877,0.791603,1.62848e-09,8.75397,0.566927,227.06,0.0419659,2.64569,113.332,10,7,2
2152,0.657352,6,0,1.52306,0.00631786,25053,0.161577,0.825965,0.15342,0.026799,0.04,0.101032,0.165014,0.791618,1.62848e-09,8.75204,0.566799,227.068,0.0419635,2.64578,113.332,10,6,3
2153,0.639867,6,0,1.52285,0.00631711,25059,0.161539,0.825908,0.153394,0.0268112,0.04,0.0976711,0.166799,0.791634,1.62848e-09,8.75011,0.56667,227.077,0.0419611,2.64585,113.332,10,6,4
2154,0.739157,6,0,1.52266,0.00631635,25065,0.1615,0.825881,0.153368,0.0268235,0.04,0.109874,0.185585,0.791638,1.62848e-09,8.74828,0.56655,227.085,0.0419587,2.64599,113.333,10,6,3
2155,0.691577,6,0,1.52246,0.00631559,25071,0.161461,0.82584,0.153341,0.0268357,0.04,0.111121,0.192523,0.791651,1.62848e-09,8.74635,0.566422,227.093,0.0419558,2.6461,113.333,10,6,3
2156,0.683982,6,0,1.52226,0.00631484,25077,0.161423,0.825796,0.153315,0.0268479,0.04,0.106226,0.188632,0.79166,1.62848e-09,8.74443,0.566296,227.1,0.041953,2.64622,113.333,10,6,3
2157,0.62245,7,0,1.52201,0.00631396,25084,0.161378,0.825748,0.153324,0.026861,0.04,0.102565,0.160527,0.79166,1.62848e-09,8.74232,0.566156,227.111,0.0419497,2.64628,113.336,10,6,3
2158,0.614065,7,0,1.52176,0.00631308,25091,0.161333,0.825697,0.153334,0.0268742,0.04,0.102966,0.160668,0.79166,1.61033e-09,8.74022,0.566017,227.121,0.0419466,2.64634,113.339,10,6,3
2159,0.526217,6,0,1.52152,0.00631232,25097,0.161294,0.825605,0.153307,0.0268864,0.04,0.0935891,0.157593,0.791674,1.61033e-09,8.7383,0.56589,227.129,0.0419442,2.64644,113.339,10,6,3
2160,0.847844,6,0,1.52136,0.00631157,25103,0.161256,0.825612,0.153281,0.0268987,0.04,0.120951,0.185666,0.791682,1.61033e-09,8.73641,0.565765,227.136,0.0419417,2.64657,113.34,10,6,3
2161,1.02776,6,0,1.52124,0.00631081,25109,0.161217,0.825674,0.153255,0.026911,0.04,0.133371,0.207913,0.791688,1.61033e-09,8.73456,0.565644,227.142,0.0419391,2.6467,113.34,10,6,3
2162,1.04675,7,0,1.52111,0.00630993,25116,0.161172,0.825767,0.153265,0.0269242,0.04,0.141017,0.220909,0.791677,1.61033e-09,8.73255,0.565513,227.149,0.0419352,2.64682,113.344,10,6,3
2163,0.184831,6,0,1.52079,0.00630918,25122,0.161134,0.825571,0.153239,0.0269415,0.04,0.0564556,0.0784155,0.791704,1.61033e-09,8.73057,0.565379,227.157,0.0419312,2.64688,113.343,10,6,3
2164,0.288937,7,0,1.52045,0.0063083,25129,0.161089,0.825394,0.153248,0.0269587,0.04,0.15273,0.683057,0.79172,1.61033e-09,8.7284,0.565233,227.167,0.0419263,2.64688,113.345,10,7,3
2165,0.467681,8,0,1.52011,0.0063073,25137,0.161038,0.82525,0.153254,0.0269764,0.04,0.137229,0.631265,0.791722,1.61033e-09,8.726,0.565071,227.181,0.0419235,2.64685,113.347,10,8,2
2166,0.431202,8,0,1.51976,0.00630629,25145,0.160986,0.825084,0.153274,0.0269943,0.04,0.146324,0.698842,0.791716,1.61033e-09,8.72396,0.564925,227.195,0.0419208,2.64683,113.349,10,7,2
2167,0.484123,8,0,1.51944,0.00630529,25153,0.160935,0.824957,0.15328,0.0270122,0.04,0.147391,0.698941,0.791716,1.61033e-09,8.72158,0.564763,227.21,0.0419179,2.64681,113.351,10,8,2
2168,0.513553,8,0,1.51912,0.00630429,25161,0.160884,0.824822,0.153286,0.0270302,0.04,0.132081,0.514157,0.791722,1.61033e-09,8.71917,0.564599,227.224,0.0419151,2.64675,113.353,10,8,2
2169,0.574664,9,0,1.51878,0.00630316,25170,0.160826,0.824729,0.153326,0.0270512,0.04,0.331925,1.23038,0.791714,1.61033e-09,8.71846,0.564525,227.231,0.0419121,2.64669,113.357,10,9,1
2170,0.49727,8,0,1.51845,0.00630216,25178,0.160775,0.824608,0.153343,0.0270692,0.04,0.149993,0.518636,0.791714,1.61033e-09,8.71636,0.564375,227.245,0.0419096,2.64661,113.36,10,7,2
2171,0.545191,8,0,1.51814,0.00630116,25186,0.160724,0.824507,0.153354,0.027087,0.04,0.240335,1.24121,0.791708,1.61033e-09,8.71412,0.56422,227.258,0.041907,2.6466,113.362,10,7,2
2172,0.502339,8,0,1.51782,0.00630016,25194,0.160673,0.824391,0.153359,0.027105,0.04,0.161223,0.730262,0.791714,1.61033e-09,8.7117,0.564056,227.272,0.0419048,2.64656,113.364,10,8,2
2173,0.517236,9,0,1.51746,0.00629903,25203,0.160616,0.824255,0.153396,0.0271258,0.04,0.262829,1.24295,0.7917,1.61033e-09,8.71054,0.563957,227.278,0.041902,2.64655,113.366,10,9,1
2174,0.382313,9,0,1.51706,0.00629791,25212,0.160558,0.824069,0.153435,0.0271468,0.04,0.254997,1.19805,0.791696,1.61033e-09,8.70971,0.563876,227.284,0.0418995,2.64651,113.369,10,9,1
2175,0.417202,9,0,1.51667,0.00629679,25221,0.160501,0.823886,0.153464,0.0271677,0.04,0.20368,1.07727,0.791692,1.61033e-09,8.7078,0.563739,227.29,0.0418963,2.64647,113.371,10,9,1
2176,0.480677,8,0,1.51634,0.00629579,25229,0.16045,0.823741,0.153469,0.0271858,0.04,0.073641,0.159464,0.791694,1.61033e-09,8.70541,0.563577,227.303,0.0418948,2.64644,113.372,10,7,2
2177,0.486928,9,0,1.51597,0.00629466,25238,0.160393,0.823601,0.153507,0.0272068,0.04,0.293899,1.36475,0.791691,1.61033e-09,8.7043,0.563473,227.308,0.0418919,2.64639,113.375,10,9,1
2178,0.594769,9,0,1.51564,0.00629354,25247,0.160336,0.823505,0.153544,0.0272277,0.04,0.271652,1.19989,0.791681,1.61033e-09,8.70307,0.56337,227.312,0.0418896,2.64634,113.378,10,9,1
2179,0.500384,9,0,1.51528,0.00629242,25256,0.160279,0.823357,0.153514,0.0272485,0.04,0.132532,0.632596,0.791683,1.61033e-09,8.70058,0.563196,227.314,0.0418863,2.64626,113.378,10,9,1
2180,0.464144,8,0,1.51495,0.00629142,25264,0.160228,0.823211,0.153479,0.0272665,0.04,0.071661,0.128988,0.791691,1.61033e-09,8.69807,0.563022,227.324,0.0418843,2.64618,113.377,10,8,1
2181,0.549084,8,0,1.51464,0.00629043,25272,0.160177,0.8231,0.153444,0.0272846,0.04,0.087444,0.128106,0.791696,1.61033e-09,8.69555,0.56285,227.333,0.0418829,2.64609,113.377,11,8,2
2182,0.563983,8,0,1.51434,0.00628943,25280,0.160127,0.822994,0.153409,0.0273024,0.04,0.0873647,0.16168,0.791702,1.61033e-09,8.69304,0.562677,227.342,0.0418809,2.646,113.377,11,8,2
2183,0.506098,8,0,1.51402,0.00628844,25288,0.160076,0.822866,0.153374,0.0273203,0.04,0.0806854,0.134929,0.79171,1.61033e-09,8.69051,0.562501,227.351,0.0418785,2.64591,113.377,11,8,2
2184,0.383034,8,0,1.51366,0.00628744,25296,0.160025,0.822687,0.153354,0.0273382,0.04,0.0889829,0.167294,0.791702,1.61033e-09,8.68976,0.562332,227.36,0.041876,2.64582,113.378,11,8,2
2185,0.373101,7,0,1.51335,0.00628657,25303,0.159981,0.822528,0.153323,0.0273562,0.04,0.0676314,0.11941,0.791722,1.61033e-09,8.6875,0.56218,227.376,0.0418749,2.64584,113.377,11,7,2
2186,0.357099,7,0,1.51303,0.0062857,25310,0.159937,0.822362,0.153292,0.0273743,0.04,0.0677018,0.113262,0.791743,1.61033e-09,8.68525,0.562028,227.394,0.041874,2.64585,113.376,11,7,2
2187,0.413398,7,0,1.51273,0.00628483,25317,0.159893,0.822217,0.153261,0.0273924,0.04,0.0823488,0.116022,0.791766,1.61033e-09,8.683,0.561876,227.411,0.0418728,2.64585,113.376,11,7,0
2188,0.456981,7,0,1.51243,0.00628397,25324,0.159848,0.822088,0.15323,0.0274105,0.04,0.0867894,0.126566,0.791787,1.61033e-09,8.68075,0.561724,227.429,0.0418712,2.64588,113.376,11,7,0
