cycle,node,pts,zed_pts,R,energy,cx,cy,yaw,w,d,s_cx,s_cy,s_yaw,s_w,s_d
338,residual_8,43,0,0.0009,0.0665009,-0.206949,0.329379,1.53937,0.497023,0.204173,0.0352818,0.0833184,0.0453613,0.159939,0.0506269
338,residual_7,6,0,0.0009,0.003008,-2.34015,0.201953,1.20604,0.118606,0.05,0.0329195,0.0278773,0.111492,0.0304788,0.0414745
338,residual_6,29,0,0.0009,0.00880954,-3.83865,-0.512078,1.52634,1.46261,0.179941,0.026644,0.0272016,0.0446503,0.0247624,0.0188254
338,residual_5,9,0,0.0009,0.00324388,-2.39799,-1.09421,1.53427,0.144312,0.0505043,0.0401793,0.0294463,0.0844458,0.0307656,0.0620716
338,residual_4,53,0,0.0009,0.0564785,0.0810299,-1.9506,-1.56197,0.421237,0.405855,0.0262908,0.0224021,0.0452619,0.016748,0.0171823
338,residual_3,604,0,0.0009,0.680978,2.29117,-0.508211,1.55905,1.50904,0.204202,0.0255742,0.0214638,0.0441672,0.0123523,0.0117819
338,residual_2,203,0,0.0009,0.372474,2.04419,-2.02859,-0.0563947,0.338751,0.334595,0.0255973,0.0214062,0.0444385,0.0120101,0.0120151
338,residual_1,1756,0,0.0009,0.196374,4.69277,-0.618121,1.54156,0.540156,0.491622,0.0255716,0.021368,0.0441735,0.0118019,0.0117656
339,residual_9,27,0,0.0009,0.00354294,-0.989193,2.37316,-0.00348338,0.4277,0.369986,0.0320088,0.0234393,0.0469897,0.0401985,0.020647
339,residual_8,43,0,0.0009,0.0878659,-0.207154,0.329488,1.53979,0.497008,0.204148,0.0353649,0.0833522,0.0453611,0.160013,0.0508589
339,residual_7,6,0,0.0009,0.0135459,-2.33979,0.202037,1.20732,0.11858,0.05,0.0330357,0.0281512,0.111448,0.0308162,0.0417457
339,residual_6,29,0,0.0009,0.00721162,-3.83878,-0.512154,1.5264,1.46267,0.179613,0.026644,0.0272031,0.0446504,0.024761,0.0188259
339,residual_5,9,0,0.0009,0.00311591,-2.39788,-1.09426,1.53413,0.144335,0.050522,0.0402541,0.0292886,0.0845894,0.0310614,0.0622612
339,residual_4,53,0,0.0009,0.0584952,0.0813692,-1.95054,-1.56181,0.421234,0.405243,0.0262906,0.0224201,0.0452621,0.0168043,0.017182
339,residual_3,603,0,0.0009,0.670379,2.29124,-0.508417,1.55897,1.50865,0.204092,0.0255736,0.0214646,0.0441678,0.0123553,0.0117819
339,residual_2,203,0,0.0009,0.360802,2.04432,-2.02857,-0.0565008,0.338753,0.334478,0.0255973,0.021406,0.0444392,0.012009,0.0120134
339,residual_1,1757,0,0.0009,0.194334,4.69275,-0.61811,1.54167,0.54001,0.491654,0.0255724,0.0213682,0.0441731,0.0118016,0.0117656
340,residual_9,27,0,0.0009,0.00761977,-0.989497,2.37322,-0.00389503,0.427657,0.370054,0.0321024,0.0233809,0.0469976,0.0404897,0.0204229
340,residual_8,43,0,0.0009,0.0807416,-0.207058,0.329369,1.53932,0.497022,0.204159,0.0354479,0.083387,0.0453613,0.160087,0.0510896
340,residual_7,6,0,0.0009,0.0034355,-2.33918,0.201897,1.20787,0.118578,0.05,0.0331518,0.0283994,0.111395,0.031157,0.0420168
340,residual_6,29,0,0.0009,0.00472026,-3.83875,-0.512054,1.52643,1.46261,0.179287,0.0266441,0.0272017,0.0446504,0.0247589,0.0188262
340,residual_5,9,0,0.0009,0.011097,-2.39741,-1.09434,1.53435,0.144344,0.0505782,0.0403114,0.0297304,0.0844438,0.0313974,0.0624503
340,residual_4,53,0,0.0009,0.0593175,0.0814469,-1.95052,-1.5618,0.421163,0.404767,0.0262904,0.0224349,0.0452576,0.0168494,0.0171809
340,residual_3,607,0,0.0009,0.665113,2.29123,-0.508713,1.55898,1.50862,0.204257,0.0255742,0.0214639,0.0441683,0.012352,0.0117818
340,residual_2,203,0,0.0009,0.377641,2.04438,-2.0285,-0.0566187,0.338881,0.334527,0.0255973,0.0214058,0.0444397,0.0120088,0.012013
340,residual_1,1757,0,0.0009,0.193428,4.69278,-0.618131,1.54175,0.540149,0.491652,0.025572,0.0213686,0.0441732,0.0118024,0.0117655
341,residual_9,27,0,0.0009,0.00682732,-0.989403,2.37324,-0.00417061,0.427666,0.37021,0.0321953,0.0233343,0.0470124,0.0407788,0.0202285
341,residual_8,43,0,0.0009,0.0844297,-0.207225,0.329456,1.53951,0.497011,0.204138,0.0355307,0.0834223,0.0453612,0.16016,0.0513194
341,residual_7,6,0,0.0009,0.00282674,-2.3393,0.201936,1.20826,0.118582,0.0500209,0.0332661,0.0286273,0.111338,0.0314999,0.0422876
341,residual_6,29,0,0.0009,0.00639084,-3.83877,-0.511891,1.52632,1.46249,0.179374,0.0266442,0.0271975,0.0446504,0.0247557,0.0188261
341,residual_5,9,0,0.0009,0.00191697,-2.39725,-1.09429,1.53388,0.144342,0.0505374,0.0403405,0.0300287,0.0842837,0.0317271,0.06238
341,residual_4,53,0,0.0009,0.0575735,0.0810221,-1.95037,-1.56252,0.421171,0.405267,0.0262894,0.0226281,0.0452516,0.0175126,0.017182
341,residual_3,608,0,0.0009,0.668042,2.29135,-0.508621,1.55899,1.50837,0.204096,0.0255738,0.0214644,0.0441691,0.0123541,0.0117818
341,residual_2,203,0,0.0009,0.35478,2.04453,-2.02851,-0.0563234,0.338645,0.334534,0.0255976,0.0214057,0.0444389,0.0120107,0.0120128
341,residual_1,1756,0,0.0009,0.192382,4.69277,-0.61811,1.54178,0.540227,0.491641,0.0255706,0.0213687,0.0441736,0.0118022,0.0117655
342,residual_9,27,0,0.0009,0.00384291,-0.989098,2.37305,-0.00382321,0.427709,0.370232,0.0322849,0.0235538,0.047,0.041066,0.0207735
342,residual_8,43,0,0.0009,0.0777145,-0.207313,0.329476,1.53958,0.49701,0.204127,0.0356134,0.0834566,0.0453612,0.160234,0.0515482
342,residual_7,6,0,0.0009,0.00163907,-2.33931,0.20189,1.20829,0.118591,0.0500207,0.033379,0.028836,0.111266,0.031844,0.0425578
342,residual_6,29,0,0.0009,0.0083448,-3.83891,-0.511925,1.52607,1.46248,0.180011,0.0266443,0.0271982,0.0446503,0.0247543,0.0188256
342,residual_5,9,0,0.0009,0.0069922,-2.3976,-1.0945,1.53552,0.144215,0.0504622,0.0403947,0.0292511,0.0842661,0.0308726,0.062561
342,residual_4,53,0,0.0009,0.0601005,0.0813566,-1.95025,-1.56193,0.42111,0.40486,0.0262895,0.0226003,0.045252,0.0174574,0.0171818
342,residual_3,611,0,0.0009,0.695289,2.29138,-0.508742,1.55891,1.50821,0.204213,0.0255738,0.0214633,0.0441688,0.0123495,0.0117818
342,residual_2,203,0,0.0009,0.35743,2.04437,-2.02884,-0.0562963,0.338703,0.334844,0.0255975,0.0214057,0.0444388,0.0120113,0.012013
342,residual_1,1756,0,0.0009,0.191479,4.69282,-0.618173,1.54184,0.540218,0.491598,0.0255706,0.0213681,0.0441732,0.0118019,0.0117655
343,residual_9,27,0,0.0009,0.00257212,-0.9891,2.3729,-0.00365378,0.42771,0.370183,0.0323776,0.0234688,0.0470069,0.0413512,0.0205321
343,residual_8,43,0,0.0009,0.0875203,-0.207362,0.329426,1.5394,0.497018,0.204121,0.0356957,0.0834908,0.0453612,0.160307,0.051776
343,residual_7,6,0,0.0009,0.00607411,-2.33917,0.201672,1.20749,0.118627,0.0500051,0.0335161,0.0290185,0.111149,0.0321857,0.0428175
343,residual_6,29,0,0.0009,0.00896084,-3.83881,-0.512056,1.52634,1.46259,0.180196,0.026644,0.0272026,0.0446504,0.0247543,0.0188248
343,residual_5,9,0,0.0009,0.00260336,-2.39788,-1.09464,1.53571,0.144275,0.0504883,0.0404116,0.0295166,0.0841359,0.0311483,0.0624572
343,residual_4,53,0,0.0009,0.0563108,0.0818109,-1.95071,-1.56174,0.42158,0.403925,0.0262908,0.022478,0.0452557,0.0170621,0.0171806
343,residual_3,603,0,0.0009,0.658577,2.29142,-0.509043,1.55892,1.50816,0.204275,0.0255746,0.0214643,0.0441685,0.0123511,0.0117818
343,residual_2,203,0,0.0009,0.353725,2.0444,-2.0287,-0.0560032,0.338856,0.334634,0.0255974,0.0214058,0.0444386,0.0120106,0.0120137
343,residual_1,1757,0,0.0009,0.192569,4.69282,-0.61809,1.54178,0.540303,0.491477,0.0255727,0.0213679,0.044173,0.0118023,0.0117656
344,residual_9,27,0,0.0009,0.00669997,-0.989004,2.37333,-0.00287379,0.427729,0.370677,0.0324697,0.0233971,0.0470143,0.0416345,0.0203185
344,residual_8,43,0,0.0009,0.0745108,-0.207287,0.329308,1.53892,0.497031,0.20413,0.0357779,0.0835256,0.0453614,0.160381,0.0520028
344,residual_7,6,0,0.0009,0.00729556,-2.33883,0.201567,1.20784,0.118629,0.05,0.0336206,0.0291971,0.111099,0.0325298,0.0430867
344,residual_6,29,0,0.0009,0.00642059,-3.83885,-0.511869,1.52648,1.46248,0.180199,0.0266441,0.0271991,0.0446504,0.0247518,0.0188246
344,residual_5,9,0,0.0009,0.00385055,-2.39769,-1.0947,1.5347,0.144187,0.050442,0.0404276,0.029244,0.0842485,0.0308352,0.0623346
344,residual_4,53,0,0.0009,0.0586936,0.0816088,-1.95079,-1.56116,0.421562,0.404386,0.0262907,0.0224816,0.0452549,0.017072,0.0171814
344,residual_3,609,0,0.0009,0.663293,2.29138,-0.509166,1.5589,1.50851,0.204321,0.0255746,0.0214613,0.0441679,0.0123374,0.0117818
344,residual_2,203,0,0.0009,0.361139,2.0444,-2.02866,-0.0556433,0.339133,0.334362,0.0255974,0.021406,0.0444379,0.0120112,0.0120144
344,residual_1,1756,0,0.0009,0.192145,4.69282,-0.618055,1.54176,0.540274,0.491429,0.0255732,0.0213679,0.044173,0.0118023,0.0117657
345,residual_9,27,0,0.0009,0.00851693,-0.989031,2.37302,-0.00233457,0.427488,0.370618,0.0308642,0.0233776,0.0470476,0.0364658,0.0201343
345,residual_8,43,0,0.0009,0.0582518,-0.207256,0.329201,1.53845,0.497042,0.204134,0.0358599,0.0835599,0.0453615,0.160454,0.0522287
345,residual_7,6,0,0.0009,0.00566074,-2.33811,0.201594,1.2074,0.11872,0.05,0.0337689,0.0288955,0.111367,0.0321771,0.0433531
345,residual_6,29,0,0.0009,0.00671147,-3.83886,-0.511986,1.52641,1.46254,0.180153,0.0266441,0.0272016,0.0446504,0.0247515,0.0188247
345,residual_5,9,0,0.0009,0.00259216,-2.39725,-1.09455,1.53395,0.144293,0.0505217,0.0404679,0.0295752,0.084132,0.0311069,0.0625252
345,residual_4,53,0,0.0009,0.0585519,0.0816289,-1.95084,-1.56143,0.421555,0.404074,0.0262894,0.0226746,0.0452503,0.0177276,0.0171817
345,residual_3,607,0,0.0009,0.679265,2.29144,-0.508936,1.55889,1.50854,0.204412,0.0255747,0.0214622,0.044168,0.0123407,0.0117818
345,residual_2,203,0,0.0009,0.360701,2.04447,-2.02875,-0.0557536,0.33904,0.33431,0.0255976,0.0214058,0.0444372,0.0120135,0.0120145
345,residual_1,1756,0,0.0009,0.194802,4.69284,-0.618041,1.54171,0.54039,0.491444,0.0255726,0.0213682,0.0441733,0.0118026,0.0117657
346,residual_9,27,0,0.0009,0.00361721,-0.989091,2.37305,-0.00212766,0.427484,0.370607,0.030959,0.0235812,0.047032,0.0367861,0.0206831
346,residual_8,43,0,0.0009,0.0669136,-0.207271,0.329259,1.5386,0.497035,0.204131,0.0359418,0.0835946,0.0453615,0.160527,0.0524536
346,residual_7,6,0,0.0009,0.003799,-2.33862,0.201781,1.20868,0.118719,0.0500804,0.0338536,0.0291016,0.111341,0.0325178,0.0436202
346,residual_6,29,0,0.0009,0.00697167,-3.83886,-0.512099,1.52633,1.4626,0.179776,0.0266441,0.0272047,0.0446504,0.0247516,0.0188254
346,residual_5,9,0,0.0009,0.0010781,-2.39718,-1.09448,1.53446,0.144292,0.0505223,0.0405127,0.0298983,0.0839985,0.0314092,0.0627153
346,residual_4,53,0,0.0009,0.0597087,0.0815561,-1.95074,-1.56167,0.421566,0.404238,0.0262884,0.022855,0.0452457,0.0183634,0.0171819
346,residual_3,606,0,0.0009,0.657244,2.29151,-0.509095,1.55888,1.50821,0.204263,0.025575,0.0214597,0.0441678,0.0123267,0.0117819
346,residual_2,203,0,0.0009,0.358176,2.04441,-2.0285,-0.0558681,0.339092,0.334312,0.0255976,0.0214056,0.0444374,0.0120131,0.0120127
346,residual_1,1756,0,0.0009,0.191907,4.69286,-0.618129,1.54173,0.540373,0.491423,0.0255721,0.0213684,0.0441736,0.0118025,0.0117657
347,residual_9,27,0,0.0009,0.00366914,-0.989167,2.37309,-0.00212131,0.427473,0.370728,0.0310568,0.023486,0.0470415,0.0371037,0.0204541
347,residual_8,43,0,0.0009,0.0720211,-0.207271,0.329324,1.53879,0.497027,0.204132,0.0360234,0.0836296,0.0453614,0.1606,0.0526775
347,residual_7,6,0,0.0009,0.00281091,-2.33837,0.201644,1.20907,0.118735,0.0500451,0.0339414,0.0292895,0.111269,0.0328584,0.0438861
347,residual_6,29,0,0.0009,0.0066374,-3.83895,-0.512092,1.52629,1.4626,0.179824,0.0266442,0.0272029,0.0446504,0.0247501,0.0188255
347,residual_5,9,0,0.0009,0.00251687,-2.39692,-1.09459,1.53474,0.144301,0.0504934,0.0405709,0.0301538,0.0838602,0.0317095,0.0628053
347,residual_4,53,0,0.0009,0.0604682,0.0818361,-1.95059,-1.56182,0.421465,0.403814,0.0262887,0.0227788,0.0452459,0.0181797,0.0171814
347,residual_3,604,0,0.0009,0.673835,2.29155,-0.508901,1.55888,1.50794,0.204174,0.025575,0.021459,0.0441673,0.0123242,0.0117819
347,residual_2,203,0,0.0009,0.366582,2.04453,-2.0283,-0.0557394,0.338926,0.334093,0.0255974,0.0214057,0.0444374,0.0120122,0.0120138
347,residual_1,1756,0,0.0009,0.189682,4.69284,-0.618158,1.54173,0.540356,0.491475,0.0255717,0.0213684,0.0441735,0.0118022,0.0117657
348,residual_9,27,0,0.0009,0.00449389,-0.989132,2.37312,-0.00222008,0.427474,0.370815,0.0311537,0.0234117,0.0470486,0.0374187,0.0202556
348,residual_8,43,0,0.0009,0.0741674,-0.20716,0.329232,1.53838,0.497039,0.204145,0.0361048,0.0836646,0.0453615,0.160674,0.0529005
348,residual_7,6,0,0.0009,0.00915227,-2.33879,0.201612,1.20855,0.118754,0.0500928,0.0340307,0.0294664,0.11118,0.0331984,0.0441509
348,residual_6,29,0,0.0009,0.00512871,-3.8393,-0.512092,1.52637,1.46262,0.17971,0.0266443,0.0272014,0.0446504,0.0247488,0.0188259
348,residual_5,9,0,0.0009,0.00597489,-2.397,-1.09446,1.53463,0.1444,0.0505011,0.0406354,0.0298671,0.084035,0.0319829,0.0629947
348,residual_4,53,0,0.0009,0.0559788,0.0812008,-1.9508,-1.56226,0.421742,0.404895,0.0262891,0.0227196,0.0452482,0.0180248,0.0171831
348,residual_3,608,0,0.0009,0.661489,2.29161,-0.508907,1.55883,1.50826,0.204064,0.0255747,0.0214608,0.0441672,0.0123318,0.0117818
348,residual_2,203,0,0.0009,0.359452,2.04463,-2.02809,-0.0562452,0.338794,0.334234,0.0255973,0.0214056,0.0444384,0.01201,0.0120126
348,residual_1,1756,0,0.0009,0.193474,4.69285,-0.6182,1.54179,0.540336,0.491463,0.0255736,0.0213682,0.0441737,0.0118023,0.0117657
349,residual_9,27,0,0.0009,0.00353251,-0.988954,2.37321,-0.00252374,0.42749,0.370972,0.03125,0.0233528,0.0470533,0.0377311,0.0200824
349,residual_8,43,0,0.0009,0.0675718,-0.207315,0.329453,1.53902,0.497013,0.204126,0.0361861,0.0837007,0.0453613,0.160747,0.0531225
349,residual_7,6,0,0.0009,0.00263661,-2.33868,0.201612,1.20803,0.118748,0.0500752,0.0341196,0.0296227,0.111096,0.0335373,0.0444147
349,residual_6,29,0,0.0009,0.00641023,-3.83908,-0.51213,1.52651,1.46266,0.179808,0.0266441,0.0272005,0.0446504,0.0247476,0.0188253
349,residual_5,9,0,0.0009,0.00539346,-2.39657,-1.0944,1.5351,0.144368,0.0505733,0.0406621,0.0304196,0.0839058,0.0322835,0.0631238
349,residual_4,53,0,0.0009,0.0634924,0.0812166,-1.95069,-1.56255,0.422,0.40514,0.0262893,0.0226741,0.0452506,0.0178938,0.0171835
349,residual_3,606,0,0.0009,0.660685,2.29166,-0.508817,1.55878,1.50809,0.204065,0.0255752,0.0214603,0.0441671,0.0123286,0.0117818
349,residual_2,203,0,0.0009,0.357213,2.0444,-2.0283,-0.0563691,0.338635,0.334623,0.0255973,0.0214058,0.0444386,0.0120105,0.0120139
349,residual_1,1756,0,0.0009,0.1936,4.69286,-0.618184,1.5418,0.540223,0.491516,0.0255749,0.0213683,0.0441738,0.0118022,0.0117657
350,residual_9,27,0,0.0009,0.00419108,-0.98885,2.37299,-0.00267319,0.427502,0.371013,0.0313426,0.0235627,0.047043,0.0380411,0.0206334
350,residual_8,43,0,0.0009,0.0786562,-0.207264,0.329543,1.53942,0.496999,0.204132,0.0362672,0.0837352,0.0453611,0.16082,0.0533435
350,residual_7,6,0,0.0009,0.00708252,-2.33879,0.201676,1.20854,0.118747,0.0500943,0.0342091,0.0297743,0.111045,0.0338749,0.0446768
350,residual_6,29,0,0.0009,0.00514184,-3.83914,-0.512083,1.52679,1.46266,0.179745,0.0266441,0.0271998,0.0446505,0.0247465,0.018825
350,residual_5,9,0,0.0009,0.0044584,-2.39649,-1.09447,1.53461,0.144427,0.0505998,0.0407125,0.0307017,0.0837814,0.0326053,0.0633112
350,residual_4,53,0,0.0009,0.0582961,0.0815248,-1.95065,-1.56251,0.421733,0.404687,0.0262894,0.0226388,0.0452497,0.0177807,0.0171826
350,residual_3,604,0,0.0009,0.656864,2.29165,-0.509035,1.55877,1.50784,0.204064,0.0255749,0.0214581,0.0441669,0.0123194,0.0117819
350,residual_2,203,0,0.0009,0.362219,2.04416,-2.02871,-0.0560231,0.338737,0.335001,0.0255973,0.0214059,0.0444389,0.012011,0.0120146
350,residual_1,1756,0,0.0009,0.192141,4.69279,-0.618111,1.54171,0.540328,0.491632,0.0255728,0.0213683,0.0441737,0.0118016,0.0117657
351,residual_9,27,0,0.0009,0.00534488,-0.988729,2.37311,-0.00306706,0.427509,0.371223,0.0314384,0.0234718,0.0470455,0.0383486,0.0204097
351,residual_8,43,0,0.0009,0.0668475,-0.207225,0.329499,1.53932,0.497006,0.204137,0.0363483,0.0837698,0.0453611,0.160893,0.0535636
351,residual_7,6,0,0.0009,0.00894653,-2.33771,0.201281,1.20964,0.118827,0.05,0.0343004,0.0298991,0.111009,0.0342084,0.0449388
351,residual_6,29,0,0.0009,0.00533647,-3.83898,-0.512065,1.52678,1.46265,0.180344,0.0266439,0.0272015,0.0446505,0.0247463,0.0188241
351,residual_5,9,0,0.0009,0.00687921,-2.39703,-1.0942,1.53341,0.144649,0.0505825,0.0407829,0.0304031,0.083949,0.0328987,0.0634975
351,residual_4,53,0,0.0009,0.0691472,0.0816103,-1.95098,-1.56231,0.422114,0.404081,0.0262908,0.022506,0.0452581,0.01733,0.0171827
351,residual_3,601,0,0.0009,0.661007,2.29169,-0.508845,1.5589,1.50901,0.204027,0.0255746,0.0214623,0.0441665,0.0123382,0.0117819
351,residual_2,203,0,0.0009,0.369927,2.04415,-2.02876,-0.0564341,0.338494,0.335102,0.0255972,0.0214063,0.0444387,0.0120101,0.0120162
351,residual_1,1756,0,0.0009,0.194693,4.69282,-0.618275,1.54179,0.540271,0.491587,0.0255744,0.0213682,0.0441734,0.0118016,0.0117657
352,residual_9,27,0,0.0009,0.00666576,-0.988627,2.37309,-0.00263479,0.427527,0.371216,0.0315306,0.0236728,0.0470331,0.0386538,0.0209548
352,residual_8,43,0,0.0009,0.0829656,-0.206967,0.329396,1.53901,0.497016,0.20417,0.036429,0.0838043,0.0453613,0.160966,0.0537827
352,residual_7,6,0,0.0009,0.00365658,-2.33812,0.201618,1.21069,0.118803,0.0500709,0.0343886,0.0300369,0.110983,0.0345422,0.0451983
352,residual_6,29,0,0.0009,0.00860394,-3.83899,-0.512227,1.52675,1.46276,0.180521,0.0266437,0.0272059,0.0446505,0.0247473,0.0188239
352,residual_5,9,0,0.0009,0.00480846,-2.39688,-1.09438,1.53316,0.144366,0.0505745,0.0408678,0.0288439,0.0843297,0.0311487,0.0636744
352,residual_4,53,0,0.0009,0.060297,0.0814644,-1.95081,-1.56239,0.42188,0.404394,0.0262907,0.0225061,0.0452577,0.017301,0.0171829
352,residual_3,607,0,0.0009,0.643095,2.29177,-0.508508,1.55891,1.50874,0.203807,0.0255749,0.0214617,0.0441668,0.0123367,0.0117818
352,residual_2,203,0,0.0009,0.381201,2.04414,-2.02896,-0.0560249,0.338852,0.334956,0.0255976,0.0214056,0.0444381,0.0120147,0.0120141
352,residual_1,1756,0,0.0009,0.196192,4.6928,-0.618154,1.54176,0.540236,0.491654,0.0255745,0.0213682,0.0441734,0.0118015,0.0117657
353,residual_9,28,0,0.0009,0.0036257,-0.988622,2.37306,-0.00248808,0.42753,0.371215,0.0316229,0.0238371,0.0470018,0.0389566,0.0214898
353,residual_8,43,0,0.0009,0.0703031,-0.207092,0.329555,1.53964,0.496994,0.204154,0.0365097,0.0838393,0.045361,0.161039,0.0540009
353,residual_7,6,0,0.0009,0.0063582,-2.33891,0.201789,1.21041,0.118812,0.0501742,0.0344778,0.0301729,0.110907,0.0348739,0.0454564
353,residual_6,29,0,0.0009,0.00987869,-3.83876,-0.512143,1.52692,1.46273,0.180728,0.0266436,0.0272037,0.0446505,0.0247461,0.0188233
353,residual_5,9,0,0.0009,0.00240097,-2.39713,-1.09451,1.53388,0.144199,0.050517,0.0409285,0.0279613,0.0844781,0.0299716,0.0638538
353,residual_4,53,0,0.0009,0.0608609,0.0816516,-1.95089,-1.56229,0.421736,0.404018,0.0262917,0.022502,0.0452574,0.0172703,0.0171817
353,residual_3,605,0,0.0009,0.646596,2.29181,-0.508649,1.55893,1.50841,0.203744,0.0255746,0.0214615,0.0441667,0.0123368,0.0117819
353,residual_2,203,0,0.0009,0.367832,2.04415,-2.02882,-0.055893,0.339195,0.33475,0.0255976,0.0214054,0.0444392,0.0120128,0.0120119
353,residual_1,1756,0,0.0009,0.195838,4.69277,-0.618267,1.54181,0.540067,0.491745,0.0255746,0.0213683,0.0441734,0.0118015,0.0117658
354,residual_9,27,0,0.0009,0.00644914,-0.988282,2.37336,-0.00257942,0.427572,0.371024,0.0317181,0.0236873,0.0470043,0.0392571,0.0211524
354,residual_8,43,0,0.0009,0.0718883,-0.207123,0.329524,1.5396,0.496997,0.204151,0.0365902,0.083874,0.0453611,0.161112,0.0542183
354,residual_7,6,0,0.0009,0.00771183,-2.33884,0.201633,1.20957,0.118824,0.0501536,0.0345676,0.0303008,0.11082,0.0352035,0.0457133
354,residual_6,29,0,0.0009,0.0068451,-3.83882,-0.512065,1.52674,1.46273,0.180988,0.0266405,0.0278279,0.044646,0.0250531,0.0188219
354,residual_5,9,0,0.0009,0.00361847,-2.39703,-1.09446,1.53398,0.144245,0.050533,0.0409765,0.0285415,0.0843443,0.0302867,0.0640381
354,residual_4,53,0,0.0009,0.0602261,0.0814794,-1.95076,-1.56205,0.421451,0.404081,0.0262925,0.0224085,0.0452632,0.0169205,0.0171823
354,residual_3,608,0,0.0009,0.661622,2.29186,-0.508913,1.5589,1.508,0.203825,0.025575,0.0214601,0.0441673,0.0123318,0.0117818
354,residual_2,203,0,0.0009,0.373437,2.04414,-2.02896,-0.0553403,0.339162,0.334734,0.0255978,0.021405,0.0444388,0.0120146,0.01201
354,residual_1,1757,0,0.0009,0.192695,4.69281,-0.618205,1.54182,0.540128,0.491638,0.0255736,0.0213683,0.0441733,0.0118017,0.0117657
355,residual_9,27,0,0.0009,0.00651022,-0.988278,2.37377,-0.00184649,0.427577,0.371482,0.0318126,0.0235698,0.0470113,0.0395553,0.020855
355,residual_8,43,0,0.0009,0.0745083,-0.20708,0.329394,1.53911,0.497013,0.204155,0.0366706,0.0839094,0.0453612,0.161186,0.054435
355,residual_7,6,0,0.0009,0.00720895,-2.33852,0.201546,1.20991,0.118824,0.050113,0.0346564,0.0304213,0.110776,0.035531,0.0459688
355,residual_6,29,0,0.0009,0.00638843,-3.83884,-0.511873,1.52686,1.46262,0.180937,0.0266413,0.0276822,0.0446464,0.0250259,0.018822
355,residual_5,9,0,0.0009,0.00372816,-2.397,-1.0945,1.53309,0.144117,0.0506409,0.0409582,0.0277774,0.0847079,0.0291414,0.0640115
355,residual_4,53,0,0.0009,0.0586958,0.0813146,-1.95082,-1.56146,0.421442,0.404534,0.0262921,0.0224275,0.0452619,0.01695,0.0171829
355,residual_3,609,0,0.0009,0.660329,2.29178,-0.509063,1.55888,1.50833,0.203907,0.0255744,0.0214586,0.0441685,0.0123257,0.0117818
355,residual_2,203,0,0.0009,0.361155,2.04417,-2.02895,-0.054982,0.339308,0.33459,0.0255977,0.0214056,0.044438,0.0120141,0.0120126
355,residual_1,1756,0,0.0009,0.192153,4.69281,-0.618154,1.54181,0.540117,0.491569,0.0255729,0.0213683,0.0441731,0.0118018,0.0117658
356,residual_9,28,0,0.0009,0.00495119,-0.988434,2.37353,-0.00183672,0.427559,0.371302,0.0319064,0.0234584,0.0469925,0.0398513,0.0206034
356,residual_8,43,0,0.0009,0.0750148,-0.20711,0.329219,1.53838,0.497039,0.204152,0.0367505,0.0839439,0.0453615,0.161258,0.0546507
356,residual_7,6,0,0.0009,0.00263429,-2.33854,0.201459,1.20979,0.118835,0.050111,0.0347453,0.0305406,0.110714,0.0358561,0.0462231
356,residual_6,29,0,0.0009,0.00760116,-3.83872,-0.511826,1.52697,1.46257,0.18097,0.0266419,0.0275681,0.0446468,0.0250006,0.018822
356,residual_5,9,0,0.0009,0.00471023,-2.39736,-1.09439,1.53325,0.144173,0.0506043,0.0409978,0.0295046,0.0843454,0.0295644,0.0641951
356,residual_4,53,0,0.0009,0.0646505,0.0813922,-1.95065,-1.56167,0.421068,0.404349,0.0262916,0.0224416,0.0452621,0.0169781,0.0171831
356,residual_3,605,0,0.0009,0.647485,2.29179,-0.508706,1.55893,1.5081,0.203707,0.0255743,0.0214589,0.0441683,0.0123238,0.0117819
356,residual_2,203,0,0.0009,0.370246,2.0442,-2.02897,-0.0551102,0.339262,0.334476,0.0255974,0.0214056,0.0444375,0.0120121,0.0120129
356,residual_1,1757,0,0.0009,0.189663,4.6928,-0.618258,1.5419,0.540218,0.491537,0.0255723,0.0213683,0.0441734,0.0118022,0.0117657
357,residual_9,28,0,0.0009,0.00516368,-0.98851,2.37337,-0.00144234,0.427556,0.371059,0.0319996,0.0233718,0.046978,0.0401452,0.0203862
357,residual_8,43,0,0.0009,0.0751174,-0.207004,0.329238,1.53846,0.497035,0.204165,0.0368303,0.0839782,0.0453615,0.161331,0.0548657
357,residual_7,6,0,0.0009,0.00956789,-2.33916,0.201511,1.20803,0.1188,0.0501872,0.0348454,0.0290728,0.111005,0.0335277,0.0464223
357,residual_6,29,0,0.0009,0.00947509,-3.83882,-0.511727,1.52711,1.46251,0.181045,0.0266424,0.027483,0.0446472,0.0249787,0.018822
357,residual_5,9,0,0.0009,0.0101048,-2.39781,-1.09422,1.53331,0.144308,0.0505653,0.041055,0.0297565,0.0842228,0.0298732,0.0643767
357,residual_4,53,0,0.0009,0.061374,0.0817667,-1.95049,-1.56132,0.420961,0.403598,0.0262921,0.0224007,0.0452694,0.0168062,0.0171815
357,residual_3,607,0,0.0009,0.67559,2.29167,-0.508505,1.55888,1.50835,0.203846,0.0255741,0.0214578,0.044168,0.0123167,0.0117819
357,residual_2,203,0,0.0009,0.372338,2.04421,-2.02894,-0.0553365,0.339096,0.334097,0.0255977,0.0214055,0.0444368,0.0120145,0.0120144
