cycle,node,pts,zed_pts,R,energy,cx,cy,yaw,w,d,s_cx,s_cy,s_yaw,s_w,s_d
959,residual_3,601,0,0.0009,0.719447,2.29092,-0.527077,1.56145,1.49753,0.208166,0.0255733,0.0214392,0.0441695,0.0122193,0.0117835
959,residual_2,192,0,0.0009,0.272219,2.05237,-2.05891,-0.0516143,0.36098,0.34347,0.0249484,0.0224265,0.0446111,0.0120464,0.0120759
959,residual_1,2090,0,0.0009,0.324927,4.70097,-0.614146,1.54128,0.526172,0.483439,0.025573,0.021364,0.0441735,0.0117791,0.0117607
960,residual_9,26,0,0.0009,0.00479704,-1.01138,2.31975,0.00546898,0.429334,0.375275,0.0324979,0.0256525,0.0478987,0.0434147,0.0250482
960,residual_8,43,0,0.0009,0.05137,-0.216506,0.285501,1.54292,0.484131,0.215893,0.0498044,0.0895122,0.0461224,0.172204,0.0861717
960,residual_7,6,0,0.0009,0.0135151,-2.36677,0.128914,1.18353,0.133467,0.05,0.0269771,0.027053,0.113576,0.02776,0.0210117
960,residual_6,12,0,0.0009,0.0278399,-3.91796,-0.543851,-1.56033,1.47044,0.230314,0.0359335,0.0342465,0.0511865,0.0337667,0.0201883
960,residual_5,7,0,0.0009,0.00711373,-2.39547,-1.14609,1.53045,0.159123,0.0690296,0.0275849,0.0297714,0.0911675,0.0316642,0.0255959
960,residual_4,50,0,0.0009,0.0521728,0.097887,-1.99327,-1.55583,0.414804,0.404788,0.0278697,0.0239074,0.0459016,0.0183967,0.0282742
960,residual_3,600,0,0.0009,0.732252,2.29082,-0.527225,1.56149,1.49704,0.208222,0.0255734,0.0214431,0.0441695,0.0122355,0.0117841
960,residual_2,189,0,0.0009,0.275601,2.05324,-2.05945,-0.0521799,0.360329,0.343808,0.024902,0.0224908,0.0445961,0.0120616,0.0120856
960,residual_1,2092,0,0.0009,0.327081,4.7011,-0.613987,1.54129,0.526299,0.483527,0.0255734,0.0213645,0.0441733,0.0117792,0.0117608
961,residual_9,28,0,0.0009,0.00718113,-1.01161,2.32025,0.00572623,0.429291,0.376943,0.0326058,0.0253399,0.0479113,0.0436833,0.0240362
961,residual_8,43,0,0.0009,0.0913212,-0.290897,0.283136,1.54349,0.476486,0.36469,0.0361169,0.0895127,0.0460972,0.17224,0.0519261
961,residual_7,9,0,0.0009,0.0137103,-2.36791,0.129422,1.18576,0.134112,0.05,0.0269318,0.0270763,0.113302,0.0274409,0.0210062
961,residual_6,14,0,0.0009,0.0451148,-3.92413,-0.542829,-1.55356,1.47021,0.229451,0.0351414,0.0346293,0.0511375,0.0341099,0.0203033
961,residual_5,7,0,0.0009,0.00536373,-2.39506,-1.1461,1.52955,0.159103,0.0691702,0.0277187,0.0314054,0.091071,0.0320559,0.0260032
961,residual_4,53,0,0.0009,0.0465428,0.0980273,-1.99368,-1.55583,0.414614,0.405128,0.027966,0.0240646,0.0458591,0.0190074,0.0286609
961,residual_3,603,0,0.0009,0.705611,2.29097,-0.527997,1.56165,1.49606,0.207879,0.0255735,0.0214432,0.0441698,0.0122367,0.0117845
961,residual_2,188,0,0.0009,0.258765,2.05373,-2.05956,-0.0514528,0.360239,0.343564,0.0248678,0.0225365,0.0445829,0.0120721,0.0120968
961,residual_1,2083,0,0.0009,0.308467,4.70115,-0.613899,1.54122,0.526677,0.48361,0.0255727,0.0213645,0.0441733,0.0117794,0.0117609
962,residual_9,26,0,0.0009,0.0179971,-1.013,2.31779,0.00554978,0.429107,0.377425,0.0327065,0.0252837,0.047976,0.0439505,0.0235791
962,residual_8,44,0,0.0009,0.0586176,-0.29104,0.282238,1.54354,0.476541,0.364568,0.0360643,0.0895159,0.0460569,0.172311,0.0521408
962,residual_6,16,0,0.0009,0.0625402,-3.93009,-0.541887,-1.54571,1.46999,0.228837,0.0341645,0.0343613,0.0509517,0.0344357,0.0204387
962,residual_5,7,0,0.0009,0.00783146,-2.39411,-1.14814,1.52942,0.159587,0.0693444,0.0279517,0.0312492,0.0912935,0.0323418,0.0264209
962,residual_4,53,0,0.0009,0.0564873,0.0991011,-1.99562,-1.55591,0.414604,0.405257,0.0280679,0.0240178,0.0458226,0.0188703,0.0290686
962,residual_3,607,0,0.0009,0.73869,2.29109,-0.529176,1.56183,1.49544,0.207938,0.0255741,0.0214466,0.0441695,0.0122519,0.0117846
962,residual_2,188,0,0.0009,0.26725,2.05533,-2.06101,-0.0507144,0.359618,0.344514,0.0248431,0.0225675,0.0445703,0.0120847,0.0120969
962,residual_1,2097,0,0.0009,0.307639,4.70137,-0.613258,1.54131,0.527026,0.483905,0.0255743,0.0213643,0.0441731,0.0117795,0.011761
963,residual_9,26,0,0.0009,0.00870025,-1.01347,2.31779,0.00575667,0.429035,0.378406,0.0327832,0.0251091,0.0479486,0.044216,0.0229088
963,residual_8,44,0,0.0009,0.0807778,-0.291388,0.283022,1.5434,0.476617,0.364615,0.0360404,0.0895126,0.0459901,0.172381,0.0523581
963,residual_6,16,0,0.0009,0.0935857,-3.93433,-0.53851,-1.5383,1.46943,0.228936,0.0330868,0.0338399,0.0506477,0.0347543,0.0204069
963,residual_5,7,0,0.0009,0.00266888,-2.39378,-1.1481,1.52902,0.159569,0.06943,0.0280193,0.0314255,0.0911196,0.0326526,0.0268239
963,residual_4,53,0,0.0009,0.0631475,0.0996896,-1.99576,-1.55527,0.41466,0.405329,0.0281641,0.0239273,0.045766,0.0186051,0.0294705
963,residual_3,606,0,0.0009,0.795562,2.29117,-0.529486,1.56199,1.49551,0.207654,0.0255733,0.0214445,0.0441694,0.0122437,0.0117839
963,residual_2,188,0,0.0009,0.319097,2.05586,-2.06163,-0.0501707,0.359341,0.344969,0.0248227,0.0225869,0.0445552,0.012074,0.0120824
963,residual_1,2095,0,0.0009,0.315952,4.70144,-0.613037,1.5412,0.527265,0.484194,0.0255744,0.0213641,0.0441729,0.0117789,0.0117609
964,residual_9,27,0,0.0009,0.00880499,-1.01424,2.31739,0.00577365,0.428932,0.378946,0.0328671,0.0247911,0.047913,0.0444801,0.0218239
964,residual_8,44,0,0.0009,0.0880484,-0.291312,0.283597,1.54338,0.476578,0.364673,0.0360433,0.0894962,0.0459279,0.172451,0.0525764
964,residual_6,15,0,0.0009,0.0739652,-3.93844,-0.535784,-1.53179,1.46897,0.227615,0.0325025,0.03347,0.0504942,0.0350745,0.0203869
964,residual_5,7,0,0.0009,0.004857,-2.39416,-1.14811,1.5305,0.159595,0.06927,0.0280765,0.0329769,0.0908059,0.0330326,0.0272264
964,residual_4,53,0,0.0009,0.0596189,0.0999152,-1.99585,-1.55506,0.414592,0.405358,0.0282622,0.0238567,0.0457129,0.0183817,0.029867
964,residual_3,608,0,0.0009,0.804021,2.29112,-0.530454,1.56208,1.49618,0.20758,0.0255731,0.0214441,0.0441701,0.0122417,0.0117833
964,residual_2,188,0,0.0009,0.312419,2.05643,-2.06204,-0.049639,0.358705,0.345312,0.0248077,0.0226002,0.0445416,0.0120668,0.0120708
964,residual_1,2095,0,0.0009,0.321055,4.70151,-0.612816,1.54121,0.527541,0.484299,0.0255725,0.021364,0.0441729,0.0117787,0.0117608
965,residual_9,27,0,0.0009,0.00787261,-1.01455,2.31705,0.00541988,0.428886,0.379568,0.0329478,0.0246852,0.0478729,0.0447429,0.0214421
965,residual_8,44,0,0.0009,0.0783968,-0.291198,0.284365,1.54239,0.476511,0.364685,0.0360663,0.0894911,0.0458718,0.172522,0.0527944
965,residual_6,15,0,0.0009,0.0664196,-3.94218,-0.53346,-1.52576,1.46857,0.226422,0.0320484,0.0332081,0.0503582,0.0353948,0.0203711
965,residual_5,7,0,0.0009,0.0143772,-2.39405,-1.14809,1.52806,0.159556,0.0694446,0.0281843,0.0342218,0.0904376,0.0333999,0.0276126
965,residual_4,53,0,0.0009,0.0584878,0.100215,-1.99595,-1.55492,0.414494,0.405397,0.0283615,0.0238013,0.0456659,0.0181928,0.0302584
965,residual_3,609,0,0.0009,0.794262,2.29118,-0.530392,1.56224,1.49474,0.207721,0.0255736,0.0214424,0.0441697,0.0122342,0.0117829
965,residual_2,188,0,0.0009,0.314616,2.0568,-2.06246,-0.0493725,0.358336,0.345834,0.0247966,0.0226095,0.0445287,0.0120626,0.0120623
965,residual_1,2093,0,0.0009,0.32007,4.70153,-0.612649,1.54121,0.527662,0.484516,0.025571,0.0213639,0.0441729,0.0117784,0.0117608
966,residual_9,27,0,0.0009,0.00472283,-1.0147,2.31661,0.00519252,0.428827,0.379761,0.0330113,0.02464,0.0478336,0.0449506,0.0212053
966,residual_8,44,0,0.0009,0.0769827,-0.291086,0.284602,1.54293,0.476535,0.364626,0.036103,0.089495,0.0458203,0.172592,0.0530119
966,residual_6,15,0,0.0009,0.0700432,-3.94589,-0.531521,-1.51965,1.46823,0.225199,0.031717,0.0330127,0.0502381,0.0357143,0.0203597
966,residual_5,7,0,0.0009,0.00148291,-2.39395,-1.1481,1.52893,0.15957,0.0694045,0.0282973,0.0338362,0.09031,0.0336907,0.0280111
966,residual_4,53,0,0.0009,0.0568531,0.100586,-1.9961,-1.55459,0.414475,0.405445,0.0284611,0.0239553,0.0456191,0.018816,0.0306447
966,residual_3,607,0,0.0009,0.802477,2.29118,-0.530712,1.56236,1.49567,0.20745,0.0255734,0.0214436,0.044169,0.0122395,0.0117825
966,residual_2,188,0,0.0009,0.3034,2.05712,-2.06282,-0.0490445,0.358088,0.346134,0.0247883,0.0226162,0.0445175,0.0120582,0.0120574
966,residual_1,2097,0,0.0009,0.316093,4.70162,-0.612555,1.54127,0.528102,0.484601,0.0255698,0.0213638,0.0441727,0.0117784,0.0117607
967,residual_9,27,0,0.0009,0.00608283,-1.01503,2.31637,0.00554927,0.428796,0.380019,0.0330979,0.0245655,0.0477868,0.0452106,0.0208961
967,residual_8,44,0,0.0009,0.0718443,-0.291212,0.285653,1.54305,0.476437,0.364665,0.0361513,0.0894794,0.045781,0.172661,0.0532319
967,residual_6,15,0,0.0009,0.0511586,-3.94965,-0.529969,-1.51418,1.46793,0.224217,0.0314587,0.0328869,0.0501314,0.0360331,0.0203475
967,residual_5,7,0,0.0009,0.0149325,-2.39397,-1.1483,1.53114,0.159642,0.0692607,0.0284138,0.0335688,0.0902182,0.0339893,0.0284069
967,residual_4,53,0,0.0009,0.0593379,0.100737,-1.99622,-1.55452,0.414404,0.405465,0.0285617,0.0238809,0.0455798,0.0185591,0.0310263
967,residual_3,606,0,0.0009,0.803079,2.29106,-0.53043,1.56244,1.49457,0.20758,0.0255735,0.0214428,0.0441694,0.0122361,0.0117823
967,residual_2,188,0,0.0009,0.300148,2.0575,-2.06312,-0.0482044,0.357656,0.34637,0.0247821,0.0226211,0.0445071,0.012054,0.0120544
967,residual_1,2093,0,0.0009,0.318284,4.70158,-0.612359,1.54117,0.528364,0.484798,0.02557,0.0213639,0.0441724,0.0117783,0.0117607
968,residual_9,27,0,0.0009,0.00544437,-1.01524,2.31631,0.00572732,0.42878,0.38021,0.0331844,0.0245032,0.0477615,0.0454693,0.0206436
968,residual_8,44,0,0.0009,0.0806634,-0.2915,0.285731,1.54345,0.476435,0.364637,0.036207,0.0894981,0.0457378,0.172731,0.0534514
968,residual_6,15,0,0.0009,0.0679167,-3.9534,-0.528593,-1.50807,1.46766,0.223696,0.0312546,0.0328098,0.0500364,0.0363504,0.0203363
968,residual_5,7,0,0.0009,0.0037916,-2.39314,-1.1483,1.5316,0.159643,0.0693577,0.0285738,0.032791,0.0903465,0.0342727,0.0287993
968,residual_4,53,0,0.0009,0.0565239,0.100858,-1.99643,-1.55425,0.414825,0.405481,0.0286627,0.0238225,0.0455453,0.0183419,0.0314032
968,residual_3,607,0,0.0009,0.799899,2.29116,-0.530524,1.56259,1.4937,0.207526,0.0255738,0.0214413,0.0441691,0.0122292,0.0117821
968,residual_2,188,0,0.0009,0.308214,2.05795,-2.06322,-0.0480462,0.357252,0.346878,0.0247773,0.0226247,0.0444977,0.0120497,0.0120524
968,residual_1,2095,0,0.0009,0.318385,4.70158,-0.612266,1.54113,0.52838,0.484944,0.0255712,0.0213637,0.0441725,0.0117783,0.0117607
969,residual_9,27,0,0.0009,0.00624741,-1.01526,2.31602,0.00585284,0.428788,0.380528,0.0332722,0.0244558,0.0477312,0.0457265,0.0204172
969,residual_8,44,0,0.0009,0.0867652,-0.291443,0.285911,1.54362,0.476468,0.36466,0.0362685,0.0895288,0.0457003,0.1728,0.0536706
969,residual_6,15,0,0.0009,0.0518501,-3.95565,-0.527382,-1.50351,1.46744,0.22379,0.0310893,0.0327656,0.0499515,0.0366661,0.0203245
969,residual_5,7,0,0.0009,0.00450898,-2.3933,-1.14828,1.53155,0.159637,0.0693383,0.0287176,0.0326246,0.09047,0.0345737,0.0291886
969,residual_4,53,0,0.0009,0.055396,0.101249,-1.99613,-1.55431,0.414572,0.405574,0.0287605,0.0237948,0.0455113,0.0182163,0.0317661
969,residual_3,602,0,0.0009,0.807267,2.29115,-0.530555,1.56275,1.49261,0.207427,0.0255735,0.0214411,0.0441691,0.0122277,0.0117821
969,residual_2,188,0,0.0009,0.313765,2.05794,-2.06347,-0.0474869,0.357373,0.347035,0.0247743,0.0226267,0.0444895,0.0120505,0.0120496
969,residual_1,2096,0,0.0009,0.316346,4.70161,-0.612128,1.54103,0.528601,0.485045,0.0255711,0.0213635,0.0441725,0.0117781,0.0117607
970,residual_9,27,0,0.0009,0.00524611,-1.01537,2.3161,0.00577564,0.428762,0.380822,0.0333583,0.0244092,0.0477042,0.0459364,0.0202163
970,residual_8,44,0,0.0009,0.0833017,-0.291176,0.286223,1.54297,0.476424,0.364696,0.0363351,0.0895492,0.0456647,0.172869,0.0538889
970,residual_6,15,0,0.0009,0.0479858,-3.95805,-0.526359,-1.49893,1.46725,0.222721,0.0309556,0.032743,0.0498752,0.0369798,0.0203172
970,residual_5,7,0,0.0009,0.00555133,-2.39284,-1.1483,1.53218,0.159646,0.0693666,0.0288192,0.0327092,0.090345,0.0348899,0.0295739
970,residual_4,53,0,0.0009,0.0569865,0.101273,-1.99639,-1.554,0.414715,0.40558,0.0288616,0.0237535,0.0454821,0.0180536,0.0321343
970,residual_3,609,0,0.0009,0.788902,2.29123,-0.530443,1.56295,1.49289,0.207363,0.0255733,0.0214422,0.0441691,0.0122321,0.011782
970,residual_2,188,0,0.0009,0.3054,2.05816,-2.0635,-0.0469429,0.357573,0.347042,0.0247724,0.0226279,0.0444818,0.0120549,0.0120468
970,residual_1,2095,0,0.0009,0.314067,4.70163,-0.612006,1.54094,0.528695,0.485093,0.0255731,0.0213639,0.0441727,0.0117782,0.0117606
971,residual_9,27,0,0.0009,0.00601404,-1.01541,2.31602,0.00570003,0.428761,0.380838,0.0334406,0.0245969,0.0476566,0.0461917,0.0207675
971,residual_8,44,0,0.0009,0.08615,-0.291001,0.286364,1.54271,0.476402,0.364719,0.0364051,0.0895717,0.0456338,0.172938,0.0541067
971,residual_6,15,0,0.0009,0.0507037,-3.96023,-0.525448,-1.49435,1.46707,0.222357,0.0308485,0.032745,0.0498057,0.0372918,0.0203115
971,residual_5,7,0,0.0009,0.00200496,-2.39307,-1.14817,1.53115,0.159611,0.069396,0.0289667,0.0322816,0.0904496,0.0351921,0.0299561
971,residual_4,53,0,0.0009,0.0559501,0.101518,-1.99661,-1.55379,0.414817,0.405191,0.0289609,0.0239117,0.0454545,0.01868,0.0324881
971,residual_3,610,0,0.0009,0.797586,2.29128,-0.530728,1.56308,1.49292,0.207462,0.0255737,0.0214414,0.0441685,0.0122282,0.0117819
971,residual_2,188,0,0.0009,0.310473,2.05836,-2.0635,-0.0468773,0.357178,0.347252,0.0247702,0.022629,0.0444753,0.0120503,0.0120438
971,residual_1,2096,0,0.0009,0.31454,4.70163,-0.61192,1.54087,0.5288,0.485296,0.0255745,0.0213641,0.0441728,0.0117784,0.0117607
972,residual_9,27,0,0.0009,0.00676555,-1.01579,2.31612,0.00549581,0.428725,0.381207,0.0335274,0.0245278,0.0476441,0.0464454,0.0205344
972,residual_8,44,0,0.0009,0.0869884,-0.290965,0.286538,1.54238,0.476375,0.364724,0.0364778,0.0895955,0.0456044,0.173007,0.0543238
972,residual_6,15,0,0.0009,0.0521778,-3.96235,-0.524678,-1.48977,1.46692,0.221666,0.0307602,0.0327607,0.0497412,0.0376015,0.0203094
972,residual_5,7,0,0.0009,0.00146706,-2.3936,-1.1482,1.53078,0.159618,0.0693406,0.0290977,0.0323149,0.090545,0.0354914,0.0303337
972,residual_4,53,0,0.0009,0.0565527,0.1015,-1.99647,-1.55411,0.414522,0.405188,0.0290621,0.0237452,0.0454361,0.0180414,0.0328482
972,residual_3,607,0,0.0009,0.807914,2.29125,-0.531236,1.56318,1.49246,0.207505,0.0255737,0.0214391,0.0441689,0.0122165,0.011782
972,residual_2,188,0,0.0009,0.304693,2.05841,-2.06376,-0.0461987,0.357166,0.347379,0.0247689,0.0226298,0.0444688,0.0120498,0.0120439
972,residual_1,2098,0,0.0009,0.322123,4.70168,-0.6119,1.54083,0.528933,0.485365,0.0255725,0.021364,0.0441726,0.0117784,0.0117606
973,residual_9,27,0,0.0009,0.00945165,-1.0157,2.31617,0.00505888,0.428739,0.381287,0.0336137,0.0244723,0.0476288,0.0466979,0.0203364
973,residual_8,44,0,0.0009,0.0878402,-0.291052,0.286748,1.54188,0.476351,0.364713,0.0365526,0.0896208,0.0455774,0.173076,0.05454
973,residual_6,15,0,0.0009,0.0487396,-3.96416,-0.523988,-1.48549,1.46678,0.221477,0.0306861,0.032781,0.0496821,0.037909,0.0203139
973,residual_5,7,0,0.0009,0.00341577,-2.39341,-1.14813,1.53119,0.159607,0.0693471,0.0292241,0.032378,0.0906767,0.0358023,0.0307085
973,residual_4,53,0,0.0009,0.0602416,0.101727,-1.99652,-1.5544,0.414112,0.405214,0.0291628,0.0237131,0.0454135,0.0178991,0.0332044
973,residual_3,602,0,0.0009,0.797233,2.29131,-0.531724,1.56329,1.4917,0.207534,0.0255737,0.0214369,0.0441683,0.012206,0.011782
973,residual_2,188,0,0.0009,0.314338,2.05837,-2.06386,-0.0460938,0.356984,0.347493,0.0247677,0.0226304,0.0444633,0.0120485,0.0120433
973,residual_1,2096,0,0.0009,0.325293,4.7017,-0.611861,1.54074,0.52911,0.485395,0.0255731,0.0213639,0.0441728,0.0117783,0.0117606
974,residual_9,27,0,0.0009,0.00664758,-1.01603,2.31626,0.0048982,0.428707,0.381604,0.0337003,0.0244268,0.0476184,0.046949,0.0201618
974,residual_8,44,0,0.0009,0.0869585,-0.291007,0.286868,1.54159,0.476333,0.364718,0.0366289,0.0896469,0.0455531,0.173144,0.0547554
974,residual_6,15,0,0.0009,0.0482671,-3.96592,-0.523449,-1.48127,1.46666,0.220864,0.0306252,0.0328122,0.0496275,0.0382145,0.0203216
974,residual_5,7,0,0.0009,0.00130301,-2.39389,-1.1482,1.53094,0.159609,0.0693022,0.029348,0.0324624,0.0904167,0.0361214,0.0310799
974,residual_4,53,0,0.0009,0.05654,0.101679,-1.99639,-1.55468,0.413929,0.405209,0.0292634,0.0235997,0.0453991,0.0174255,0.0335569
974,residual_3,607,0,0.0009,0.807164,2.29129,-0.532095,1.56339,1.49136,0.207565,0.0255738,0.0214353,0.0441684,0.0121978,0.011782
974,residual_2,188,0,0.0009,0.304529,2.05842,-2.06406,-0.0454571,0.356996,0.347587,0.0247671,0.0226309,0.0444578,0.0120485,0.0120436
974,residual_1,2098,0,0.0009,0.321926,4.70173,-0.611846,1.5407,0.529206,0.485445,0.0255725,0.0213638,0.0441727,0.0117784,0.0117606
975,residual_9,27,0,0.0009,0.00303561,-1.01615,2.31612,0.00550548,0.428702,0.381639,0.0337865,0.0243898,0.0476065,0.0471988,0.0200114
975,residual_8,44,0,0.0009,0.0925083,-0.291072,0.287093,1.54081,0.476305,0.364703,0.0367067,0.0896738,0.0455321,0.173213,0.05497
975,residual_6,15,0,0.0009,0.0413561,-3.96738,-0.522957,-1.47747,1.46656,0.221181,0.0305721,0.0328364,0.0495777,0.0385177,0.0203414
975,residual_5,7,0,0.0009,0.00604286,-2.39398,-1.14824,1.53142,0.159623,0.0692623,0.0294317,0.032699,0.0902906,0.036438,0.0314472
975,residual_4,53,0,0.0009,0.0597042,0.101696,-1.9965,-1.55439,0.413796,0.405213,0.0293632,0.0235961,0.0453798,0.017379,0.0339057
975,residual_3,604,0,0.0009,0.774479,2.29135,-0.531658,1.56358,1.49105,0.207465,0.0255738,0.0214373,0.0441685,0.0122056,0.011782
975,residual_2,188,0,0.0009,0.323751,2.05849,-2.06414,-0.0453182,0.356727,0.347781,0.0247669,0.0226308,0.0444535,0.012051,0.0120409
975,residual_1,2096,0,0.0009,0.311222,4.70172,-0.611778,1.54068,0.529269,0.485461,0.025572,0.0213635,0.0441727,0.0117784,0.0117605
976,residual_9,27,0,0.0009,0.00577964,-1.01633,2.31567,0.00481119,0.428684,0.381734,0.0338699,0.0245894,0.0476,0.0474429,0.0205691
976,residual_8,44,0,0.0009,0.0727168,-0.291195,0.28713,1.54064,0.476334,0.364695,0.036785,0.0897071,0.0455136,0.173281,0.0551837
976,residual_6,15,0,0.0009,0.0443775,-3.96819,-0.522557,-1.47409,1.46649,0.220766,0.0305257,0.0328609,0.0495314,0.0388187,0.0203698
976,residual_5,7,0,0.0009,0.00131288,-2.39392,-1.14841,1.53088,0.159641,0.0693013,0.0295206,0.0329069,0.0901526,0.0367523,0.0318106
976,residual_4,53,0,0.0009,0.0530414,0.101595,-1.99639,-1.55461,0.413672,0.405202,0.0294626,0.0235934,0.0453624,0.0173427,0.0342509
976,residual_3,607,0,0.0009,0.791364,2.29156,-0.531901,1.56379,1.4913,0.207455,0.0255738,0.0214371,0.0441679,0.0122046,0.0117819
976,residual_2,188,0,0.0009,0.311593,2.05855,-2.06425,-0.0447433,0.357004,0.347787,0.0247665,0.0226313,0.0444492,0.0120511,0.0120427
976,residual_1,2097,0,0.0009,0.312597,4.7017,-0.611798,1.54057,0.52922,0.485469,0.0255717,0.0213635,0.0441724,0.0117784,0.0117605
977,residual_9,28,0,0.0009,0.00457643,-1.01599,2.3171,0.00404943,0.428725,0.381911,0.0339977,0.0246966,0.047756,0.0476906,0.0206419
977,residual_8,45,0,0.0009,0.0500987,-0.292534,0.286185,1.54151,0.476345,0.367195,0.0367397,0.0897661,0.0455572,0.173349,0.0550632
977,residual_6,14,0,0.0009,0.0146279,-3.96926,-0.521041,-1.47204,1.46627,0.220269,0.0309734,0.033427,0.0497157,0.0391256,0.0206279
977,residual_5,7,0,0.0009,0.00317759,-2.39428,-1.1484,1.53094,0.159643,0.0692494,0.0297483,0.0343915,0.0902543,0.0370905,0.0321734
977,residual_4,53,0,0.0009,0.0357187,0.101302,-1.99476,-1.5544,0.412551,0.40516,0.029579,0.0236057,0.0454168,0.0172742,0.0345929
977,residual_3,606,0,0.0009,0.640356,2.29151,-0.531509,1.56385,1.4916,0.207382,0.025574,0.0214428,0.044168,0.0122289,0.0117842
977,residual_2,183,0,0.0009,0.206514,2.05844,-2.06403,-0.0440699,0.356147,0.348186,0.02477,0.02264,0.0444564,0.0120842,0.0120932
977,residual_1,2104,0,0.0009,0.288663,4.70167,-0.611988,1.54047,0.529166,0.485369,0.0255725,0.0213637,0.0441723,0.0117793,0.0117608
978,residual_9,28,0,0.0009,0.00397532,-1.01539,2.31825,0.0041872,0.428804,0.38251,0.0341187,0.0246912,0.0478865,0.0479371,0.0205275
978,residual_8,43,0,0.0009,0.0593845,-0.292455,0.289026,1.5409,0.475025,0.367291,0.0368276,0.0897417,0.045608,0.173144,0.055276
978,residual_6,15,0,0.0009,0.0272923,-3.96898,-0.522918,-1.47071,1.46652,0.220464,0.0314891,0.0334915,0.0499495,0.0394232,0.0208533
978,residual_5,7,0,0.0009,0.00658685,-2.3947,-1.14531,1.53161,0.162136,0.0691475,0.029998,0.0335667,0.0903705,0.0360441,0.0325332
978,residual_4,50,0,0.0009,0.0649626,0.100466,-1.99295,-1.55443,0.412871,0.405059,0.0296916,0.0237124,0.0454857,0.0174898,0.0349315
978,residual_3,604,0,0.0009,0.627279,2.29144,-0.53078,1.56382,1.49185,0.20723,0.025574,0.0214457,0.0441682,0.0122429,0.011786
978,residual_2,189,0,0.0009,0.249087,2.05775,-2.06287,-0.0453098,0.355722,0.348292,0.0247719,0.0226458,0.0444637,0.0121022,0.0121272
978,residual_1,2093,0,0.0009,0.30092,4.70142,-0.61252,1.54033,0.528794,0.485549,0.025572,0.0213636,0.0441722,0.0117804,0.011761
979,residual_9,28,0,0.0009,0.00623702,-1.01605,2.31773,0.00476455,0.428741,0.383321,0.0342283,0.0247525,0.0479928,0.0481818,0.0205684
979,residual_8,45,0,0.0009,0.050828,-0.292516,0.286747,1.54042,0.475313,0.367233,0.0369136,0.0897756,0.0456592,0.173212,0.0554882
979,residual_6,11,0,0.0009,0.0218122,-3.96907,-0.526052,-1.46943,1.46691,0.221098,0.0323777,0.0339954,0.0502235,0.0397253,0.0210493
979,residual_4,50,0,0.0009,0.0618007,0.100353,-1.99292,-1.5539,0.412881,0.40504,0.0297987,0.0239126,0.0455461,0.0181365,0.0352665
979,residual_3,603,0,0.0009,0.641191,2.29145,-0.530822,1.56389,1.49221,0.207294,0.0255737,0.021448,0.0441683,0.0122543,0.0117873
979,residual_2,194,0,0.0009,0.254302,2.05672,-2.06191,-0.0462931,0.357637,0.347487,0.0247722,0.0226488,0.0444696,0.012105,0.0121492
979,residual_1,2080,0,0.0009,0.315582,4.70148,-0.612769,1.54054,0.527982,0.485497,0.0255706,0.0213639,0.0441721,0.0117814,0.0117611
980,residual_9,26,0,0.0009,0.0031866,-1.01618,2.31694,0.00472092,0.428724,0.383455,0.0343342,0.0250295,0.0481292,0.0484257,0.0211085
980,residual_8,43,0,0.0009,0.0520935,-0.292425,0.28626,1.53961,0.475363,0.367234,0.0370014,0.0898077,0.0457267,0.173279,0.0556997
980,residual_5,7,0,0.0009,0.014239,-2.39416,-1.14917,1.53218,0.162952,0.0691824,0.0315531,0.0346146,0.0905101,0.0363102,0.03289
980,residual_4,50,0,0.0009,0.037789,0.100743,-1.99439,-1.55407,0.412668,0.405087,0.0299021,0.0241051,0.0456033,0.0187633,0.0355987
980,residual_3,604,0,0.0009,0.677026,2.29162,-0.53135,1.56397,1.4905,0.207462,0.025574,0.0214521,0.0441681,0.0122749,0.011788
980,residual_2,197,0,0.0009,0.229722,2.05667,-2.06298,-0.04602,0.3591,0.347834,0.0247723,0.0226494,0.0444727,0.0121062,0.0121547
980,residual_1,2107,0,0.0009,0.337411,4.70176,-0.612999,1.54076,0.527713,0.485007,0.0255706,0.0213641,0.044172,0.0117816,0.0117611
981,residual_9,26,0,0.0009,0.00354081,-1.01654,2.31579,0.00437534,0.428677,0.38365,0.0344346,0.0252808,0.0482391,0.0486682,0.0216384
981,residual_8,43,0,0.0009,0.0534516,-0.292512,0.285047,1.54034,0.475533,0.36721,0.0370858,0.0898787,0.0457829,0.173347,0.0559104
981,residual_5,8,0,0.0009,0.00476994,-2.39471,-1.15105,1.53125,0.163326,0.0707117,0.0304762,0.0343338,0.0907872,0.0365863,0.0311545
981,residual_4,52,0,0.0009,0.0414943,0.101313,-1.99594,-1.55401,0.412392,0.405164,0.0300049,0.0240118,0.0456505,0.0184974,0.0359272
981,residual_3,606,0,0.0009,0.666832,2.29183,-0.531729,1.56414,1.49127,0.207434,0.0255742,0.0214527,0.0441679,0.0122807,0.0117885
981,residual_2,199,0,0.0009,0.229968,2.05642,-2.06382,-0.0457632,0.36073,0.348144,0.0247727,0.0226488,0.0444743,0.0121102,0.0121535
981,residual_1,2107,0,0.0009,0.347691,4.70204,-0.613221,1.54093,0.527409,0.484418,0.0255696,0.0213643,0.0441719,0.0117817,0.0117612
