cycle,node,pkt_fid,pkt_ts,npts,gated,energy,fe_baseline,fe_surprise,R,motion_var,depth_var,motion_dotd,trunc_frac,range,cx,cy,H,w,h,yaw,std_cx,std_cy,std_H,std_w,std_h,std_yaw,std_yaw_within,front_mode,front_conf,cue_conf,cue_bearing,wall_resp,lidar_rays,lidar_raw,lidar_bpearl,lidar_resid_m,lidar_meanz,lidar_topz,lidar_floorz,lidar_cov_ang,dyaw_points,dyaw_moment,dyaw_flip,obliquity_cos,completeness,moment_aniso,moment_r_yaw,mom_major,mom_minor,mom_phi,mom_pts,ex_L,ex_p,ex_locc,ex_lfree,ex_lfree_eff,ex_ln,ex_socc,ex_sfree,ex_sfree_eff,ex_sndet,ex_streak,ex_pdetect,ex_central,ex_verify,ex_wantsverify,omega_w,omega_yaw,tau_w,tau_yaw,roi_fill,roi_fill_h,roi_fill_v,roi_valid,det_alive,frames_since_det,nbv_standoff,nbv_tx,nbv_ty,nbv_pdetect,nbv_vfov
32,refrigerator_1,1807,1786188961578,18121,0,0.449084,0.555555,0.00711068,0.00262467,2.99815e-14,0,1.71367e-05,0,2.07646,-3.82363,-0.676958,1.95647,0.742854,0.629141,1.5695,0.0401968,0.0442583,0.0361989,0.0419322,0.0485365,0.0797799,0.0731487,0,0.999628,0.9589,-0.00129636,0.00905686,949,1674,0,0.152572,0.340926,0.732385,0.132957,0.726165,-0.000100136,0,0,0.382204,1,0,0,0,0,0,0,4,0.982014,475.846,104.507,181.64,657,620,10,0,630,0,0.733229,0.869841,0,0,-9.39814,-5.40148,21.2156,1.18644,0.641312,0.143396,0.641312,1,1,0,1.79187,-5.93137,-0.674524,0.585863,1.35383
33,refrigerator_1,1809,1786188961789,18121,0,0.448115,0.550183,0.00639962,0.00262467,3.41003e-14,0,1.8276e-05,0,2.07646,-3.82182,-0.676771,1.95646,0.743565,0.628298,1.56879,0.0397728,0.0437094,0.0358856,0.0415653,0.048018,0.0794701,0.0725802,0,0.999617,0.960787,-0.00200816,0.00909136,953,1674,0,0.152952,0.340126,0.731915,0.132923,0.729041,-0.000711799,0,0,0.382316,1,0,0,0,0,0,0,4,0.982014,474.433,104.89,187.881,662,620,10,0,630,0,0.733252,0.869841,0,0,-9.433,-5.43657,21.5855,1.20978,0.641698,0.143495,0.641698,1,1,0,1.79187,-5.93008,-0.674227,0.585995,1.35383
34,refrigerator_1,1809,1786188961789,0,1,0.448115,0.550183,0.00639962,0.00262467,3.41003e-14,0,1.8276e-05,0,2.07646,-3.82182,-0.676771,1.95646,0.743565,0.628298,1.56879,0.0491543,0.0516675,0.0364179,0.0425275,0.0495859,0.103526,0.0983358,0,0.999617,0.960787,-0.00200816,0.00909136,953,1674,0,0.152952,0.340126,0.731915,0.132923,0.729041,-0.000711799,0,0,0.382316,1,0,0,0,0,0,0,4,0.982014,490.746,105.112,176.994,668,620,10,0,630,0,0.733281,0.869841,0,0,-9.433,-5.43657,22.5965,2.22073,0.641698,0.143495,0.641698,1,1,1,1.79187,-1.7158,-0.681,0.586079,1.35383
35,refrigerator_1,1811,1786188961966,18121,0,0.448946,0.545121,0.00575965,0.00262467,3.23646e-15,0,5.63036e-06,0,2.07646,-3.82494,-0.677075,1.95644,0.744345,0.629217,1.57198,0.0431985,0.0471223,0.0360697,0.042064,0.0488637,0.085166,0.079106,0,0.999634,0.952539,0.00118141,0.00904183,950,1675,0,0.151953,0.340653,0.731991,0.133067,0.72876,0.00318956,0,0,0.382502,1,0,0,0,0,0,0,4,0.982014,490.746,105.112,176.994,668,620,10,0,630,0,0.733281,0.869841,0,0,-9.4668,-5.47056,22.8665,1.4868,0.64122,0.143547,0.64122,1,1,0,1.79187,-1.7158,-0.681,0.586079,1.35383
36,refrigerator_1,1812,1786188962049,18121,0,0.449528,0.540342,0.00518369,0.00262467,8.17402e-15,0,8.94786e-06,0,2.07646,-3.82638,-0.677096,1.95642,0.745076,0.629978,1.57195,0.040732,0.044838,0.0357335,0.0416243,0.0482056,0.0800528,0.0737421,0,0.999643,0.950292,0.00114898,0.00901152,954,1677,0,0.152578,0.340704,0.733002,0.132882,0.727422,-3.24249e-05,0,0,0.382166,1,0,0,0,0,0,0,4,0.982014,483.076,104.584,176.647,660,620,10,0,630,0,0.733243,0.869841,0,0,-9.49966,-5.50367,23.139,1.3355,0.640986,0.143622,0.640986,1,1,0,1.79187,-5.93142,-0.679563,0.586226,1.35383
37,refrigerator_1,1813,1786188962195,18121,0,0.449675,0.535808,0.00466532,0.00262467,8.15513e-15,0,8.93751e-06,0,2.07646,-3.82724,-0.677102,1.9564,0.745791,0.630635,1.57209,0.0395686,0.0435753,0.0354089,0.0412061,0.0476018,0.0782612,0.0719004,0,0.999648,0.948665,0.00129072,0.00899337,954,1674,0,0.151646,0.341022,0.73294,0.132725,0.731367,0.00014174,0,0,0.381997,1,0,0,0,0,0,0,4,0.982014,479.678,104.5,177.386,657,620,10,0,630,0,0.733225,0.869841,0,0,-9.53164,-5.53588,23.4132,1.31119,0.640906,0.14372,0.640906,1,1,0,1.79187,-5.93325,-0.679517,0.586353,1.35383
38,refrigerator_1,1814,1786188962268,18121,0,0.449539,0.531495,0.00419879,0.00262467,4.6172e-14,0,2.12662e-05,0,2.07646,-3.82783,-0.677186,1.95638,0.746419,0.631251,1.57222,0.0389349,0.0428044,0.0350951,0.0408076,0.0470445,0.0774268,0.0710712,0,0.999652,0.947309,0.00142865,0.00897984,958,1671,0,0.153625,0.33946,0.731334,0.132496,0.727411,0.000137925,0,0,0.381894,1,0,0,0,0,0,0,4,0.982014,477.544,104.204,177.881,655,620,10,0,630,0,0.734556,0.871429,0,0,-9.56281,-5.56724,23.6895,1.32193,0.6409,0.14382,0.6409,1,1,0,1.79187,-5.93443,-0.679822,0.586474,1.35383
39,refrigerator_1,1815,1786188962371,18121,0,0.449234,0.527382,0.00377891,0.00262467,2.82075e-15,0,5.25634e-06,0,2.07646,-3.82821,-0.677244,1.95636,0.747001,0.631803,1.5722,0.0385268,0.0422795,0.0347916,0.0404269,0.0465271,0.0768954,0.0705489,0,0.999655,0.941114,0.00140099,0.00896978,953,1673,0,0.152723,0.339468,0.731708,0.132743,0.725661,-2.76566e-05,0,0,0.381827,1,0,0,0,0,0,0,4,0.982014,477.931,117.991,192.245,670,620,10,0,630,0,0.734556,0.871429,0,0,-9.5932,-5.59779,23.9671,1.34298,0.640931,0.143918,0.640931,1,1,0,1.79187,-5.93533,-0.680197,0.58658,1.35383
40,refrigerator_1,1816,1786188962435,18121,0,0.448837,0.523454,0.00340102,0.00262467,3.63217e-15,0,5.96464e-06,0,2.07646,-3.82845,-0.677293,1.95635,0.747543,0.632306,1.57226,0.0382189,0.0418821,0.0344978,0.0400627,0.0460443,0.0764675,0.0701254,0,0.999657,0.939559,0.00146143,0.00896235,955,1677,0,0.153025,0.339549,0.731819,0.132303,0.72627,6.04391e-05,0,0,0.381783,1,0,0,0,0,0,0,4,0.982014,478.79,117.415,191.636,670,620,10,0,630,0,0.734558,0.871429,0,0,-9.62285,-5.62759,24.2455,1.36704,0.640989,0.144015,0.640989,1,1,0,1.79187,-5.93598,-0.680197,0.586677,1.35383
41,refrigerator_1,1818,1786188962596,18121,0,0.448435,0.519704,0.00306092,0.00262467,1.10839e-14,0,1.04195e-05,0,2.07646,-3.82863,-0.677315,1.95633,0.748043,0.632763,1.57236,0.0379579,0.0415532,0.0342133,0.0397135,0.0455916,0.0760807,0.0697382,0,0.999658,0.938263,0.00156562,0.00895658,958,1673,0,0.153578,0.339336,0.731366,0.13256,0.726579,0.000104189,0,0,0.381753,1,0,0,0,0,0,0,4,0.982014,480.114,117.238,195.307,675,620,10,0,630,0,0.734562,0.871429,0,0,-9.6518,-5.65666,24.5246,1.39187,0.641054,0.144107,0.641054,1,1,0,1.79187,-5.93648,-0.680374,0.586767,1.35383
42,refrigerator_1,1819,1786188962701,18121,0,0.447969,0.516117,0.00275482,0.00262467,2.6406e-14,0,1.60824e-05,0,2.07646,-3.82874,-0.677368,1.95632,0.748517,0.63318,1.57239,0.037721,0.0412629,0.0339375,0.0393782,0.0451655,0.0757168,0.0693682,0,0.999659,0.936631,0.00159757,0.0089517,953,1676,0,0.151801,0.339955,0.731662,0.132953,0.728399,3.19481e-05,0,0,0.38173,1,0,0,0,0,0,0,4,0.982014,481.711,117.168,196.535,678,620,10,0,630,0,0.734567,0.871429,0,0,-9.68009,-5.68506,24.8039,1.4168,0.641133,0.144195,0.641133,1,1,0,1.79187,-5.93689,-0.680616,0.58685,1.35383
43,refrigerator_1,1820,1786188962772,18121,0,0.447543,0.512688,0.00247934,0.00262467,3.78329e-14,0,1.92502e-05,0,2.07646,-3.82881,-0.677377,1.95631,0.748952,0.633561,1.57243,0.0374978,0.0409959,0.0336702,0.0390558,0.0447628,0.0753674,0.0690087,0,0.99966,0.936113,0.00163405,0.00894786,952,1673,0,0.151037,0.340405,0.731782,0.132887,0.72906,3.6478e-05,0,0,0.381717,1,0,0,0,0,0,0,4,0.982014,479.764,117.198,198.383,678,600,30,0,630,0,0.733235,0.869841,0,0,-9.70774,-5.7128,25.0834,1.44161,0.641208,0.144277,0.641208,1,1,0,1.79187,-5.93721,-0.680736,0.586928,1.35383
44,refrigerator_1,1821,1786188962846,18121,0,0.44714,0.509411,0.00223141,0.00262467,1.74532e-16,0,1.30749e-06,0,2.07646,-3.82889,-0.677413,1.9563,0.749362,0.633912,1.57259,0.0372837,0.0407441,0.0334107,0.0387452,0.0443808,0.0750274,0.068658,0,0.999662,0.935521,0.0017914,0.00894463,954,1675,0,0.151603,0.339619,0.731758,0.13275,0.731395,0.000157356,0,0,0.381706,1,0,0,0,0,0,0,4,0.982014,482.535,117.663,199.158,682,600,30,0,630,0,0.73324,0.869841,0,0,-9.73478,-5.73994,25.3628,1.46624,0.641286,0.144356,0.641286,1,1,0,1.79187,-5.93747,-0.680822,0.587,1.35383
45,refrigerator_1,1822,1786188962953,18121,0,0.446756,0.506278,0.00200827,0.00262467,7.51376e-15,0,8.57887e-06,0,2.07646,-3.82891,-0.677409,1.9563,0.749742,0.634229,1.57248,0.0370764,0.040503,0.0331588,0.0384458,0.0440174,0.0746999,0.0683153,0,0.999662,0.934747,0.0016803,0.00894154,953,1676,0,0.152104,0.340679,0.733185,0.133176,0.727961,-0.000111103,0,0,0.381698,1,0,0,0,0,0,0,4,0.982014,480.977,116.638,202.837,684,600,30,0,630,0,0.733246,0.869841,0,0,-9.76125,-5.76648,25.6421,1.49069,0.641353,0.144426,0.641353,1,1,0,1.79187,-5.93771,-0.681191,0.587068,1.35383
46,refrigerator_1,1823,1786188963050,18121,0,0.446393,0.503284,0.00180744,0.00262467,2.45112e-14,0,1.54947e-05,0,2.07646,-3.82891,-0.677398,1.95629,0.750096,0.634521,1.57238,0.0368749,0.0402704,0.0329141,0.0381567,0.0436706,0.0743816,0.0679799,0,0.999663,0.934136,0.00158052,0.00893892,950,1678,0,0.151185,0.340203,0.732019,0.132769,0.727448,-9.97782e-05,0,0,0.381693,1,0,0,0,0,0,0,4,0.982014,483.747,117.061,201.86,686,600,30,0,630,0,0.733251,0.869841,0,0,-9.78716,-5.79247,25.9211,1.51495,0.641419,0.144492,0.641419,1,1,0,1.79187,-5.93789,-0.680953,0.587131,1.35383
47,refrigerator_1,1824,1786188963143,18121,0,0.446052,0.500422,0.0016267,0.00262467,3.97701e-15,0,6.24136e-06,0,2.07646,-3.8289,-0.677386,1.95629,0.750427,0.634793,1.57235,0.0366785,0.0400447,0.0326763,0.0378773,0.0433389,0.0740716,0.0676516,0,0.999663,0.933746,0.00155263,0.00893683,954,1674,0,0.15318,0.338775,0.731685,0.132393,0.720898,-2.7895e-05,0,0,0.381691,1,0,0,0,0,0,0,4,0.982014,483.577,117.039,202.648,686,600,30,0,630,0,0.733256,0.869841,0,0,-9.81255,-5.81793,26.1997,1.53904,0.641485,0.144555,0.641485,1,1,0,1.79187,-5.93804,-0.680732,0.587189,1.35383
48,refrigerator_1,1825,1786188963247,18121,0,0.445738,0.497688,0.00146403,0.00262467,1.31903e-14,0,1.13665e-05,0,2.07646,-3.82892,-0.677412,1.95628,0.750743,0.635041,1.57236,0.0364867,0.0398251,0.0324449,0.0376069,0.0430208,0.0737673,0.0673301,0,0.999664,0.92719,0.00155918,0.00893468,953,1673,0,0.152047,0.339468,0.731708,0.132743,0.725669,6.55651e-06,0,0,0.381689,1,0,0,0,0,0,0,4,0.982014,486.016,116.925,201.064,687,600,30,0,630,0,0.73326,0.869841,0,0,-9.83744,-5.84287,26.4779,1.56295,0.64155,0.144614,0.64155,1,1,0,1.79187,-5.93817,-0.680661,0.587244,1.35383
49,refrigerator_1,1825,1786188963247,0,1,0.445738,0.497688,0.00146403,0.00262467,1.31903e-14,0,1.13665e-05,0,2.07646,-3.82892,-0.677412,1.95628,0.750743,0.635041,1.57236,0.0434795,0.0457658,0.03284,0.0383222,0.0441974,0.0916011,0.0865013,0,0.999664,0.92719,0.00155918,0.00893468,953,1673,0,0.152047,0.339468,0.731708,0.132743,0.725669,6.55651e-06,0,0,0.381689,1,0,0,0,0,0,0,4,0.982014,496.119,116.91,190.829,687,600,30,0,630,0,0.733265,0.869841,0,0,-9.83744,-5.84287,27.4946,2.57972,0.64155,0.144614,0.64155,1,1,1,1.79187,-5.93831,-0.680701,0.587273,1.35383
50,refrigerator_1,1826,1786188963473,18121,0,0.445448,0.495076,0.00131762,0.00262467,1.41118e-14,0,1.17569e-05,0,2.07646,-3.82893,-0.677424,1.95628,0.751047,0.635282,1.57237,0.0396173,0.0428985,0.0325886,0.0379947,0.0437489,0.0795491,0.0736295,0,0.999664,0.926442,0.00157837,0.00893268,952,1674,0,0.15096,0.340797,0.732491,0.133093,0.729819,1.91927e-05,0,0,0.381689,1,0,0,0,0,0,0,4,0.982014,496.119,116.91,190.829,687,600,30,0,630,0,0.733265,0.869841,0,0,-9.86185,-5.86733,27.6944,1.91537,0.641611,0.144671,0.641611,1,1,0,1.79187,-5.93831,-0.680701,0.587273,1.35383
51,refrigerator_1,1827,1786188963546,18121,0,0.445178,0.492581,0.00118586,0.00262467,5.72393e-15,0,7.4877e-06,0,2.07646,-3.82894,-0.677441,1.95628,0.751334,0.635504,1.5724,0.0377384,0.0412576,0.0323452,0.0376821,0.0433308,0.0753822,0.0691164,0,0.999665,0.9259,0.00160544,0.0089309,951,1676,0,0.150569,0.340643,0.731703,0.132979,0.728569,2.70605e-05,0,0,0.381687,1,0,0,0,0,0,0,4,0.982014,491.085,116.625,197.206,688,600,30,0,630,0,0.73327,0.869841,0,0,-9.88579,-5.89133,27.9006,1.72875,0.64167,0.144725,0.64167,1,1,0,1.79187,-5.93844,-0.680753,0.587334,1.35383
52,refrigerator_1,1828,1786188963654,18121,0,0.444929,0.490198,0.00106728,0.00262467,2.85554e-14,0,1.67242e-05,0,2.07646,-3.82896,-0.677469,1.95628,0.751606,0.635709,1.57246,0.0367439,0.040259,0.0321094,0.0373829,0.0429394,0.0737141,0.0673031,0,0.999665,0.925316,0.00166468,0.00892923,954,1673,0,0.151142,0.340918,0.732925,0.132676,0.729987,5.9247e-05,0,0,0.381687,1,0,0,0,0,0,0,4,0.982014,489.279,116.839,200.727,690,600,30,0,630,0,0.733274,0.869841,0,0,-9.90929,-5.91488,28.1123,1.67829,0.641728,0.144776,0.641728,1,1,0,1.79187,-5.93857,-0.680828,0.587386,1.35383
53,refrigerator_1,1829,1786188963760,18121,0,0.444705,0.487924,0.000960548,0.00262467,4.37449e-14,0,2.06997e-05,0,2.07646,-3.82896,-0.677471,1.95628,0.751858,0.635898,1.57243,0.0361678,0.039611,0.0318808,0.0370962,0.0425716,0.0729268,0.066448,0,0.999666,0.924961,0.00163357,0.00892766,951,1677,0,0.151895,0.339472,0.731167,0.133051,0.726446,-3.11136e-05,0,0,0.381687,1,0,0,0,0,0,0,4,0.982014,488.65,116.854,206.365,695,600,30,0,630,0,0.733278,0.869841,0,0,-9.93237,-5.938,28.329,1.67418,0.641777,0.144822,0.641777,1,1,0,1.79187,-5.93869,-0.680981,0.587433,1.35383
54,refrigerator_1,1830,1786188963845,18121,0,0.444497,0.485752,0.000864493,0.00262467,3.71877e-16,0,1.90854e-06,0,2.07646,-3.82898,-0.677498,1.95628,0.752098,0.636079,1.57257,0.0357963,0.0391596,0.0316589,0.0368209,0.0422246,0.0724623,0.0659471,0,0.999666,0.924581,0.00177638,0.00892648,950,1676,0,0.149819,0.341254,0.731797,0.133005,0.729217,0.000142813,0,0,0.381688,1,0,0,0,0,0,0,4,0.982014,488.064,117.113,209.457,698,600,30,0,630,0,0.733282,0.869841,0,0,-9.95504,-5.96071,28.55,1.68692,0.641831,0.144868,0.641831,1,1,0,1.79187,-1.71914,-0.674024,0.587476,1.35383
55,refrigerator_1,1831,1786188963916,18121,0,0.444312,0.48368,0.000778044,0.00262467,1.34848e-14,0,1.14927e-05,0,2.07646,-3.82898,-0.677493,1.95628,0.752321,0.636243,1.57251,0.0355273,0.0388208,0.0314435,0.0365561,0.0418961,0.0721234,0.0655817,0,0.999666,0.924236,0.0017163,0.00892507,958,1675,0,0.15293,0.339558,0.731417,0.132793,0.727205,-6.00815e-05,0,0,0.381688,1,0,0,0,0,0,0,4,0.982014,488.672,116.755,207.751,696,600,30,0,630,0,0.733286,0.869841,0,0,-9.97732,-5.98302,28.7748,1.70592,0.641872,0.144908,0.641872,1,1,0,1.79187,-5.93889,-0.681246,0.587516,1.35383
56,refrigerator_1,1832,1786188964012,18121,0,0.444146,0.481704,0.00070024,0.00262467,2.46456e-14,0,1.55371e-05,0,2.07646,-3.829,-0.677497,1.95629,0.75253,0.636399,1.57262,0.0353111,0.0385477,0.0312341,0.0363011,0.0415841,0.0718336,0.0652707,0,0.999667,0.923814,0.00182263,0.00892406,955,1677,0,0.151831,0.339881,0.731315,0.132702,0.727942,0.000106335,0,0,0.381688,1,0,0,0,0,0,0,4,0.982014,486.913,117.329,211.572,698,600,30,0,630,0,0.733289,0.869841,0,0,-9.99922,-6.00496,29.0031,1.72726,0.641915,0.144947,0.641915,1,1,0,1.79187,-5.93898,-0.681114,0.587554,1.35383
57,refrigerator_1,1833,1786188964141,18121,0,0.443981,0.479818,0.000630216,0.00262467,4.9724e-14,0,2.20691e-05,0,2.07646,-3.829,-0.677507,1.95629,0.752732,0.636544,1.57258,0.0351231,0.0383141,0.0310306,0.036055,0.041287,0.0715669,0.0649836,0,0.999667,0.923546,0.00178353,0.00892273,958,1676,0,0.15314,0.338764,0.731018,0.132346,0.724258,-3.91006e-05,0,0,0.381687,1,0,0,0,0,0,0,4,0.982014,488.933,116.949,212.188,701,600,30,0,630,0,0.733292,0.869841,0,0,-10.0208,-6.02653,29.2343,1.74944,0.641955,0.144983,0.641955,1,1,0,1.79187,-5.93907,-0.681343,0.587588,1.35383
58,refrigerator_1,1834,1786188964181,18121,0,0.443818,0.478018,0.000567194,0.00262467,2.61946e-14,0,1.60179e-05,0,2.07646,-3.82901,-0.677531,1.95629,0.752923,0.636682,1.57264,0.0349509,0.0381046,0.0308325,0.0358174,0.0410032,0.0713114,0.0647086,0,0.999667,0.923479,0.00184302,0.0089218,954,1674,0,0.151883,0.340533,0.732111,0.133415,0.726132,5.94854e-05,0,0,0.381688,1,0,0,0,0,0,0,4,0.982014,490.172,116.402,213.025,703,600,30,0,630,0,0.733295,0.869841,0,0,-10.042,-6.04776,29.4681,1.77187,0.641998,0.145019,0.641998,1,1,0,1.79187,-5.93914,-0.681271,0.587622,1.35383
59,refrigerator_1,1836,1786188964381,18121,0,0.443686,0.476301,0.000510475,0.00262467,3.75938e-14,0,1.91893e-05,0,2.07646,-3.82901,-0.677526,1.95629,0.753102,0.636807,1.57259,0.0347882,0.0379108,0.0306396,0.0355876,0.0407314,0.0710634,0.0644411,0,0.999668,0.923148,0.00179569,0.00892064,953,1678,0,0.151558,0.339091,0.730377,0.132766,0.727825,-4.73261e-05,0,0,0.38169,1,0,0,0,0,0,0,4,0.982014,486.428,117.259,214.874,701,600,30,0,630,0,0.733298,0.869841,0,0,-10.0628,-6.06864,29.7042,1.79434,0.642029,0.14505,0.642029,1,1,0,1.79187,-5.93922,-0.68142,0.587653,1.35383
60,refrigerator_1,1837,1786188964455,18121,0,0.443554,0.474664,0.000459427,0.00262467,2.29216e-14,0,1.49839e-05,0,2.07646,-3.82901,-0.677526,1.95629,0.753273,0.636923,1.57252,0.0346317,0.0377273,0.0304517,0.035365,0.0404706,0.0708218,0.0641793,0,0.999668,0.923104,0.00172214,0.00891958,956,1674,0,0.151665,0.340063,0.731439,0.132751,0.728238,-7.35521e-05,0,0,0.38169,1,0,0,0,0,0,0,4,0.982014,490.735,116.613,216.386,707,600,30,0,630,0,0.7333,0.869841,0,0,-10.0833,-6.0892,29.9424,1.81676,0.64206,0.14508,0.64206,1,1,0,1.79187,-5.93929,-0.681316,0.587683,1.35383
61,refrigerator_1,1838,1786188964554,18121,0,0.443438,0.473102,0.000413484,0.00262467,5.72435e-18,0,2.36791e-07,0,2.07646,-3.82901,-0.677517,1.9563,0.753434,0.637031,1.57247,0.0344797,0.0375513,0.0302686,0.0351493,0.0402197,0.0705848,0.0639223,0,0.999668,0.923081,0.00166933,0.00891869,958,1675,0,0.152781,0.339558,0.731417,0.132793,0.7272,-5.28097e-05,0,0,0.381691,1,0,0,0,0,0,0,4,0.982014,489.089,116.813,216.662,706,600,30,0,630,0,0.733302,0.869841,0,0,-10.1036,-6.10945,30.1823,1.83909,0.642087,0.145108,0.642087,1,1,0,1.79187,-5.93934,-0.68116,0.587711,1.35383
62,refrigerator_1,1838,1786188964554,0,1,0.443438,0.473102,0.000413484,0.00262467,5.72435e-18,0,2.36791e-07,0,2.07646,-3.82901,-0.677517,1.9563,0.753434,0.637031,1.57247,0.0400754,0.0423019,0.0305849,0.0357213,0.0411606,0.0847494,0.0792862,0,0.999668,0.923081,0.00166933,0.00891869,958,1675,0,0.152781,0.339558,0.731417,0.132793,0.7272,-5.28097e-05,0,0,0.381691,1,0,0,0,0,0,0,4,0.982014,500.056,116.484,202.523,703,600,30,0,630,0,0.733304,0.869841,0,0,-10.1036,-6.10945,31.1726,2.8294,0.642087,0.145108,0.642087,1,1,1,1.79187,-5.93939,-0.68104,0.587721,1.35383
63,refrigerator_1,1839,1786188964687,18121,0,0.443328,0.471614,0.000372136,0.00262467,1.15242e-14,0,1.06245e-05,0,2.07646,-3.82902,-0.677526,1.9563,0.753591,0.637141,1.57258,0.0372514,0.040217,0.0303878,0.035466,0.0408184,0.0758766,0.069727,0,0.999668,0.922727,0.0017821,0.00891803,957,1673,0,0.151455,0.339093,0.731137,0.132865,0.729554,0.000112772,0,0,0.381691,1,0,0,0,0,0,0,4,0.982014,500.056,116.484,202.523,703,600,30,0,630,0,0.733304,0.869841,0,0,-10.1235,-6.12939,31.3467,2.23235,0.64212,0.145137,0.64212,1,1,0,1.79187,-5.93939,-0.68104,0.587721,1.35383
64,refrigerator_1,1840,1786188964810,18121,0,0.443212,0.470194,0.000334922,0.00262467,1.58305e-14,0,1.24523e-05,0,2.07646,-3.82902,-0.677529,1.9563,0.753741,0.637239,1.57249,0.0357432,0.0389321,0.0301963,0.0352208,0.0404963,0.0723812,0.0659098,0,0.999668,0.922821,0.00169389,0.00891712,951,1675,0,0.150218,0.341409,0.733025,0.132966,0.729273,-8.82149e-05,0,0,0.381691,1,0,0,0,0,0,0,4,0.982014,493.643,117.128,207.047,701,600,30,0,630,0,0.733307,0.869841,0,0,-10.1431,-6.14904,31.5275,2.0342,0.642148,0.145163,0.642148,1,1,0,1.79187,-5.93947,-0.681287,0.587754,1.35383
65,refrigerator_1,1841,1786188964920,18121,0,0.443104,0.468839,0.00030143,0.00262467,2.19884e-14,0,1.46757e-05,0,2.07646,-3.82901,-0.677536,1.9563,0.753883,0.637334,1.5725,0.0348849,0.0381027,0.0300101,0.034985,0.0401922,0.0708416,0.0642191,0,0.999669,0.922253,0.00170557,0.00891644,957,1673,0,0.151083,0.339838,0.73148,0.132901,0.730494,1.16825e-05,0,0,0.381693,1,0,0,0,0,0,0,4,0.982014,492.108,116.719,212.998,705,600,30,0,630,0,0.733309,0.869841,0,0,-10.1624,-6.16841,31.7144,1.96895,0.642178,0.145189,0.642178,1,1,0,1.79187,-5.93951,-0.681104,0.587782,1.35383
66,refrigerator_1,1843,1786188965088,18121,0,0.44302,0.467548,0.000271287,0.00262467,2.13915e-14,0,1.44751e-05,0,2.07646,-3.82902,-0.677534,1.9563,0.754016,0.637422,1.57255,0.0343623,0.0375408,0.0298289,0.034758,0.039904,0.070076,0.0633782,0,0.999669,0.922244,0.0017523,0.00891583,949,1678,0,0.149973,0.34157,0.733099,0.133202,0.729957,4.673e-05,0,0,0.381694,1,0,0,0,0,0,0,4,0.982014,490.685,116.87,217.883,709,600,30,0,630,0,0.733311,0.869841,0,0,-10.1815,-6.1875,31.9067,1.95469,0.642202,0.145212,0.642202,1,1,0,1.79187,-1.71847,-0.673937,0.587808,1.35383
67,refrigerator_1,1844,1786188965195,18121,0,0.442939,0.466318,0.000244158,0.00262467,1.22001e-14,0,1.09316e-05,0,2.07646,-3.82903,-0.67754,1.95631,0.754144,0.637497,1.57246,0.0340178,0.0371392,0.0296525,0.034539,0.0396303,0.0696301,0.0628887,0,0.999669,0.92214,0.00166182,0.0089149,956,1677,0,0.151989,0.339679,0.730894,0.132858,0.729918,-9.04799e-05,0,0,0.381693,1,0,0,0,0,0,0,4,0.982014,490.178,117.209,218.326,709,600,30,0,630,0,0.733313,0.869841,0,0,-10.2003,-6.20633,32.104,1.96119,0.642221,0.145233,0.642221,1,1,0,1.79187,-5.93961,-0.681233,0.587831,1.35383
68,refrigerator_1,1845,1786188965259,18121,0,0.442854,0.465144,0.000219743,0.00262467,2.78645e-14,0,1.65206e-05,0,2.07646,-3.82904,-0.677557,1.95631,0.754266,0.637575,1.57253,0.0337697,0.0368352,0.0294806,0.0343274,0.0393695,0.0693189,0.062548,0,0.999669,0.922197,0.00173275,0.0089144,952,1675,0,0.150802,0.339975,0.731777,0.133067,0.72961,7.09295e-05,0,0,0.381694,1,0,0,0,0,0,0,4,0.982014,490.406,116.894,221.167,712,600,30,0,630,0,0.733314,0.869841,0,0,-10.2189,-6.2249,32.3058,1.97637,0.642248,0.145255,0.642248,1,1,0,1.79187,-5.93965,-0.681047,0.587853,1.35383
69,refrigerator_1,1846,1786188965364,18121,0,0.442779,0.464026,0.000197768,0.00262467,6.786e-15,0,8.15283e-06,0,2.07646,-3.82904,-0.677557,1.95631,0.754379,0.637649,1.57258,0.0335745,0.0365915,0.0293131,0.0341229,0.0391203,0.0690669,0.0622721,0,0.999669,0.921702,0.00178246,0.00891399,954,1673,0,0.15202,0.339465,0.73168,0.132689,0.726277,4.97103e-05,0,0,0.381695,1,0,0,0,0,0,0,4,0.982014,487.214,116.83,223.192,710,600,30,0,630,0,0.733316,0.869841,0,0,-10.2372,-6.24323,32.5117,1.9952,0.642271,0.145275,0.642271,1,1,0,1.79187,-5.9397,-0.681214,0.587874,1.35383
70,refrigerator_1,1847,1786188965492,18121,0,0.442697,0.46296,0.000177991,0.00262467,3.01422e-14,0,1.71826e-05,0,2.07646,-3.82905,-0.677575,1.95631,0.75449,0.637719,1.57262,0.0334091,0.0363856,0.0291497,0.0339249,0.0388818,0.068842,0.0620258,0,0.999669,0.922029,0.00182001,0.00891347,946,1673,0,0.149806,0.340406,0.731556,0.133163,0.726627,3.75509e-05,0,0,0.381695,1,0,0,0,0,0,0,4,0.982014,488.799,117.1,223.044,712,600,30,0,630,0,0.733318,0.869841,0,0,-10.2552,-6.26131,32.7211,2.01557,0.642296,0.145296,0.642296,1,1,0,1.79187,-5.93974,-0.681319,0.587893,1.35383
