rep,success,c_approach,c_insert,c_lift,c_place,c_retreat,pick_s,episode_s,observations
0,1,0,0,0,0,0,25.401,32.481,0
1,1,0,0,0,0,0,12.3603,13.959,0
2,1,0,0,0,0,0,35.5819,48.6207,0
3,1,0,0,0,0,0,5.98043,7.67982,0
4,1,0,0,0,0,0,6.74122,19.5807,0
5,1,0,0,0,0,0,16.2199,17.8795,0
6,1,0,0,0,0,0,10.6005,12.8607,0
7,1,0,0,0,0,0,22.3809,24.0798,0
8,1,0,0,0,0,0,7.29975,14.5596,0
9,0,0,0,0,0,0,7.29975,27.5208,0
