rep,success,c_approach,c_insert,c_lift,c_place,c_retreat,pick_s,episode_s,observations
0,0,0,0,0,0,0,0,43.1024,0
1,0,0,0,0,0,0,0,46.0208,0
2,0,0,0,0,0,0,0,44.9996,0
3,0,0,0,0,0,0,0,45.7398,0
4,0,0,0,0,0,0,0,48.0008,0
5,0,0,0,0,0,0,0,44.2812,0
6,0,0,0,0,0,0,0,49.1609,0
7,0,0,0,0,0,0,0,43.7409,0
8,0,0,0,0,0,0,0,44.96,0
9,0,0,0,0,0,0,0,46.5607,0
