rep,success,c_approach,c_insert,c_lift,c_place,c_retreat,pick_s,episode_s,observations
0,1,0,0,0,0,0,26.4814,28.1023,0
1,1,0,0,0,0,0,17.3805,32.6213,0
2,1,0,0,0,0,0,9.04032,10.6796,0
3,1,0,0,0,0,0,4.00103,13.0807,0
4,1,0,0,0,0,0,5.9408,7.621,0
5,1,0,0,0,0,0,3.82073,11.3598,0
6,1,0,0,0,0,0,3.82014,5.36158,0
7,1,0,0,0,0,0,11.4401,13.0799,0
8,1,0,0,0,0,0,3.77983,5.39975,0
9,1,0,0,0,0,0,4.19994,5.7597,0
