rep,success,c_approach,c_insert,c_lift,c_place,c_retreat,pick_s,episode_s,observations
0,1,0,0,0,0,0,5.18099,14.6016,0
1,1,0,0,0,0,0,4.25991,5.88071,0
2,1,0,0,0,0,0,3.88034,5.54003,0
3,1,0,0,0,0,0,3.72021,5.31977,0
4,1,0,0,0,0,0,4.9994,17.9407,0
5,0,0,0,0,0,0,4.9994,42.3599,0
6,0,0,0,0,0,0,4.9994,169.181,0
7,0,0,0,0,0,0,4.9994,43.5604,0
8,1,0,0,0,0,0,6.55995,8.21998,0
9,1,0,0,0,0,0,13.2802,14.9603,0
