rep,success,c_approach,c_insert,c_lift,c_place,c_retreat,pick_s,episode_s,observations
0,1,0,0,0,0,0,5.36176,7.0211,0
1,1,0,0,0,0,0,3.88091,5.46056,0
2,1,0,0,0,0,0,3.73946,5.34011,0
3,1,0,0,0,0,0,3.67999,5.26013,0
4,1,0,0,0,0,0,3.61999,5.12031,0
5,1,0,0,0,0,0,3.58026,5.08045,0
6,1,0,0,0,0,0,3.56027,5.06002,0
7,1,0,0,0,0,0,3.58082,5.08022,0
8,1,0,0,0,0,0,3.58005,5.10027,0
9,1,0,0,0,0,0,3.55993,5.05944,0
