rep,success,c_approach,c_insert,c_lift,c_place,c_retreat,pick_s,episode_s,observations
0,0,0,0,0,0,0,0,47.6229,0
1,0,0,0,0,0,0,0,51.781,0
2,0,0,0,0,0,0,0,48.4376,0
3,0,0,0,0,0,0,0,50.2806,0
4,0,0,0,0,0,0,0,43.6013,0
5,0,0,0,0,0,0,0,49.1995,0
6,0,0,0,0,0,0,0,45.0225,0
7,0,0,0,0,0,0,0,46.2212,0
8,0,0,0,0,0,0,0,50.061,0
9,0,0,0,0,0,0,0,45.7411,0
