rep,success,c_approach,c_insert,c_lift,c_place,c_retreat,pick_s,episode_s,observations
0,1,0,0,0,0,0,4.38081,5.98097,0
1,1,0,0,0,0,0,3.88032,5.64027,0
2,1,0,0,0,0,0,3.76016,5.29974,0
3,1,0,0,0,0,0,3.68084,5.2399,0
4,1,0,0,0,0,0,3.63944,5.18007,0
5,1,0,0,0,0,0,3.65919,5.19941,0
6,1,0,0,0,0,0,3.60069,5.15975,0
7,1,0,0,0,0,0,3.54046,5.08138,0
8,1,0,0,0,0,0,3.56051,5.06039,0
9,1,0,0,0,0,0,3.44063,15.9615,0
