rep,success,c_approach,c_insert,c_lift,c_place,c_retreat,pick_s,episode_s,observations
0,0,0,0,0,0,0,0,42.042,0
1,1,0,0,0,0,0,5.04131,6.82111,0
2,1,0,0,0,0,0,4.40011,6.67945,0
3,1,0,0,0,0,0,4.0797,5.91949,0
4,1,0,0,0,0,0,3.91986,5.96067,0
5,1,0,0,0,0,0,3.78144,5.40042,0
6,1,0,0,0,0,0,3.71987,5.34041,0
7,1,0,0,0,0,0,3.7207,5.28111,0
8,1,0,0,0,0,0,3.64067,5.20034,0
9,1,0,0,0,0,0,3.63973,5.21972,0
