# frame;ts_ms;est_x,est_y,est_th;verts;corner_sigma;edge_sigma_d;closed,publishable
3124;1789213551287;0.0193072,-0.0215131,0.0110498;-2.60139,-2.07478 3.37908,-1.67734 3.11314,2.32621 -2.86772,1.92906;0.873171 0.989441 0.989442 0.873248;0.5 0.5 0.5 0.5;1,0
3125;1789213551337;0.0194086,-0.0208814,0.010324;-2.60156,-2.0751 3.37937,-1.67693 3.11347,2.32553 -2.86784,1.9299;0.873259 0.989462 0.989383 0.87338;0.5 0.5 0.5 0.5;1,0
3126;1789213551391;0.0193955,-0.0208778,0.0107506;-2.60178,-2.07486 3.37935,-1.67698 3.11356,2.32639 -2.86808,1.92993;0.873283 0.989478 0.989481 0.873369;0.5 0.5 0.5 0.5;1,0
3127;1789213551442;0.0195479,-0.0213643,0.0102076;-2.60118,-2.07512 3.3792,-1.67713 3.11342,2.32617 -2.86777,1.92982;0.873169 0.98943 0.98944 0.873311;0.5 0.5 0.5 0.5;1,0
3128;1789213551486;0.0193903,-0.021234,0.0104739;-2.6013,-2.07497 3.37921,-1.67689 3.11336,2.32624 -2.86791,1.92894;0.873199 0.98943 0.989502 0.873282;0.5 0.5 0.5 0.5;1,0
3129;1789213551539;0.0194389,-0.0210298,0.0106937;-2.60087,-2.075 3.37926,-1.6761 3.11333,2.32637 -2.86804,1.92953;0.873164 0.989393 0.989462 0.873337;0.5 0.5 0.5 0.5;1,0
3130;1789213551595;0.0192997,-0.0214641,0.0106915;-2.6011,-2.07484 3.37924,-1.67599 3.11296,2.32656 -2.86783,1.92976;0.873206 0.989395 0.98938 0.873288;0.5 0.5 0.5 0.5;1,0
3131;1789213551652;0.019353,-0.0217497,0.0103579;-2.60147,-2.0754 3.37907,-1.67687 3.11286,2.32657 -2.86825,1.92906;0.87327 0.989367 0.989413 0.873337;0.5 0.5 0.5 0.5;1,0
3132;1789213551697;0.0196057,-0.0211914,0.0108868;-2.60139,-2.07535 3.37937,-1.67632 3.1129,2.32654 -2.86821,1.92891;0.873285 0.989409 0.98943 0.87332;0.5 0.5 0.5 0.5;1,0
3133;1789213551747;0.0194812,-0.0214025,0.0108855;-2.60146,-2.07492 3.37968,-1.6759 3.11319,2.32646 -2.86842,1.9292;0.873291 0.989488 0.989463 0.873392;0.5 0.5 0.5 0.5;1,0
3134;1789213551794;0.0194431,-0.0218292,0.0100268;-2.60104,-2.07505 3.37916,-1.67649 3.11318,2.32608 -2.86757,1.92866;0.873176 0.989389 0.989471 0.873201;0.5 0.5 0.5 0.5;1,0
3135;1789213551852;0.0193211,-0.0213684,0.0102951;-2.60124,-2.07463 3.3793,-1.67628 3.11333,2.32646 -2.86792,1.92901;0.873199 0.98944 0.989511 0.873271;0.5 0.5 0.5 0.5;1,0
3136;1789213551901;0.0194882,-0.0217663,0.0100919;-2.60121,-2.07482 3.3793,-1.67694 3.11337,2.32621 -2.86802,1.92943;0.873163 0.989463 0.989462 0.873339;0.5 0.5 0.5 0.5;1,0
3137;1789213551953;0.019557,-0.0215881,0.011746;-2.60149,-2.0749 3.3796,-1.67592 3.11334,2.3263 -2.86847,1.92883;0.873297 0.989471 0.98951 0.873392;0.5 0.5 0.5 0.5;1,0
3138;1789213551997;0.0196296,-0.0216908,0.0106536;-2.60145,-2.07537 3.37962,-1.67661 3.11325,2.32668 -2.86833,1.92935;0.873279 0.989481 0.989485 0.873365;0.5 0.5 0.5 0.5;1,0
3139;1789213552048;0.0195576,-0.0217094,0.0101602;-2.60079,-2.07583 3.37911,-1.67746 3.11302,2.32645 -2.86768,1.92982;0.873123 0.989375 0.989378 0.873267;0.5 0.5 0.5 0.5;1,0
3140;1789213552100;0.0193812,-0.0212494,0.0107679;-2.60073,-2.07568 3.37915,-1.67716 3.1129,2.32665 -2.86759,1.92877;0.873118 0.989378 0.989455 0.873168;0.5 0.5 0.5 0.5;1,0
3141;1789213552163;0.01933,-0.0208135,0.00985856;-2.60148,-2.07531 3.37931,-1.67729 3.11318,2.32654 -2.86795,1.92968;0.873236 0.989454 0.989431 0.873313;0.5 0.5 0.5 0.5;1,0
3142;1789213552213;0.0195614,-0.0213062,0.010853;-2.60154,-2.07501 3.37917,-1.67672 3.1131,2.32638 -2.86811,1.92956;0.873263 0.989411 0.989408 0.873352;0.5 0.5 0.5 0.5;1,0
3143;1789213552261;0.0197037,-0.0215657,0.0117193;-2.60102,-2.07509 3.37942,-1.67633 3.11294,2.3266 -2.8682,1.92945;0.873187 0.989438 0.989401 0.873348;0.5 0.5 0.5 0.5;1,0
3144;1789213552309;0.019582,-0.021672,0.0113106;-2.60125,-2.07501 3.37954,-1.67619 3.11307,2.32646 -2.8682,1.92905;0.873237 0.989463 0.989449 0.873333;0.5 0.5 0.5 0.5;1,0
3145;1789213552358;0.0196143,-0.0215004,0.011528;-2.60117,-2.07531 3.37966,-1.67561 3.11298,2.32686 -2.86834,1.9288;0.873283 0.989437 0.989486 0.873319;0.5 0.5 0.5 0.5;1,0
3146;1789213552413;0.0197479,-0.0215592,0.0106271;-2.60089,-2.07529 3.37971,-1.67605 3.11312,2.3269 -2.86816,1.92856;0.873194 0.989475 0.989541 0.873262;0.5 0.5 0.5 0.5;1,0
3147;1789213552469;0.0197412,-0.0212781,0.0104626;-2.60055,-2.07535 3.37969,-1.6762 3.11293,2.32655 -2.86794,1.92911;0.873116 0.989472 0.989422 0.873273;0.5 0.5 0.5 0.5;1,0
3148;1789213552517;0.0196409,-0.0212487,0.0102802;-2.60118,-2.07485 3.3793,-1.67552 3.11321,2.32657 -2.86793,1.92922;0.873254 0.989382 0.989477 0.873277;0.5 0.5 0.5 0.5;1,0
3149;1789213552567;0.0197219,-0.0215752,0.0100058;-2.60132,-2.07524 3.37942,-1.67658 3.11335,2.3267 -2.86785,1.92874;0.873244 0.989443 0.98956 0.873222;0.5 0.5 0.5 0.5;1,0
3150;1789213552616;0.0195562,-0.021031,0.00988722;-2.60159,-2.07527 3.37939,-1.67672 3.11363,2.32635 -2.86808,1.9295;0.873293 0.989443 0.989527 0.873346;0.5 0.5 0.5 0.5;1,0
3151;1789213552668;0.0195716,-0.0211028,0.0105409;-2.60114,-2.07538 3.37953,-1.67683 3.11341,2.3263 -2.86808,1.92982;0.873201 0.98947 0.989447 0.873368;0.5 0.5 0.5 0.5;1,0
3152;1789213552722;0.0194033,-0.0211135,0.0102385;-2.60131,-2.07549 3.37961,-1.67733 3.1135,2.3264 -2.86794,1.92959;0.87321 0.989511 0.989495 0.873317;0.5 0.5 0.5 0.5;1,0
3153;1789213552772;0.0193291,-0.0208329,0.0109432;-2.60173,-2.07511 3.37924,-1.67736 3.11306,2.32665 -2.86805,1.92912;0.873267 0.989456 0.98946 0.873291;0.5 0.5 0.5 0.5;1,0
3154;1789213552817;0.0196909,-0.0207825,0.0112636;-2.60105,-2.07533 3.37968,-1.67703 3.11307,2.32685 -2.86808,1.92861;0.873164 0.989519 0.98952 0.873251;0.5 0.5 0.5 0.5;1,0
3155;1789213552872;0.019278,-0.0206093,0.0107748;-2.60141,-2.07536 3.37976,-1.67669 3.1131,2.32727 -2.86844,1.92955;0.873264 0.989518 0.989489 0.873356;0.5 0.5 0.5 0.5;1,0
3156;1789213552927;0.0193757,-0.0211011,0.0107033;-2.60114,-2.0751 3.37939,-1.6763 3.113,2.32679 -2.86801,1.92922;0.873214 0.989428 0.989452 0.873277;0.5 0.5 0.5 0.5;1,0
3157;1789213552981;0.01938,-0.0209047,0.0117519;-2.60114,-2.07516 3.37958,-1.67573 3.11292,2.32688 -2.8685,1.92893;0.873256 0.989435 0.989462 0.87336;0.5 0.5 0.5 0.5;1,0
3158;1789213553025;0.0195791,-0.0209111,0.0109093;-2.60094,-2.07514 3.37972,-1.67589 3.11275,2.32717 -2.8684,1.92853;0.873202 0.989479 0.989485 0.87329;0.5 0.5 0.5 0.5;1,0
3159;1789213553072;0.0195271,-0.020735,0.010162;-2.60112,-2.07525 3.37923,-1.67596 3.11261,2.32632 -2.86803,1.92932;0.873246 0.989361 0.989314 0.873321;0.5 0.5 0.5 0.5;1,0
3160;1789213553120;0.0196754,-0.0205349,0.0108597;-2.60144,-2.07536 3.37977,-1.67708 3.11349,2.32732 -2.86847,1.92882;0.873245 0.989543 0.98964 0.873316;0.5 0.5 0.5 0.5;1,0
3161;1789213553180;0.0194608,-0.0203253,0.0116455;-2.60088,-2.07514 3.37995,-1.67628 3.11268,2.32713 -2.86813,1.92875;0.873161 0.989553 0.989451 0.873248;0.5 0.5 0.5 0.5;1,0
3162;1789213553230;0.0192985,-0.0205464,0.0115997;-2.60103,-2.07528 3.3797,-1.67574 3.11247,2.32717 -2.86853,1.92899;0.873243 0.989456 0.989386 0.873347;0.5 0.5 0.5 0.5;1,0
3163;1789213553278;0.0195517,-0.0207671,0.0105543;-2.60067,-2.07567 3.37968,-1.67608 3.11291,2.32688 -2.86827,1.92931;0.873176 0.98944 0.989432 0.873333;0.5 0.5 0.5 0.5;1,0
3164;1789213553325;0.0192379,-0.0205216,0.0110849;-2.60143,-2.07496 3.3795,-1.67584 3.11315,2.32698 -2.86856,1.92935;0.873295 0.989439 0.989489 0.873392;0.5 0.5 0.5 0.5;1,0
3165;1789213553373;0.0194998,-0.0207763,0.0110776;-2.60062,-2.07546 3.37952,-1.67609 3.11277,2.32723 -2.86798,1.92961;0.873149 0.98942 0.989413 0.87326;0.5 0.5 0.5 0.5;1,0
3166;1789213553429;0.0190444,-0.0207248,0.0110362;-2.60094,-2.07495 3.37974,-1.67538 3.11269,2.3269 -2.86844,1.92871;0.87322 0.989467 0.989432 0.873331;0.5 0.5 0.5 0.5;1,0
3167;1789213553487;0.0190594,-0.0205545,0.0108242;-2.60078,-2.0759 3.37978,-1.67665 3.1127,2.3274 -2.86823,1.92964;0.873179 0.98948 0.989409 0.873305;0.5 0.5 0.5 0.5;1,0
3168;1789213553536;0.0189262,-0.0204238,0.0103882;-2.60139,-2.07505 3.37966,-1.67611 3.11325,2.32686 -2.86838,1.92947;0.873273 0.989484 0.989491 0.87337;0.5 0.5 0.5 0.5;1,0
3169;1789213553586;0.0190055,-0.0204635,0.0106786;-2.6012,-2.07536 3.37921,-1.67642 3.1131,2.32671 -2.86797,1.92953;0.87324 0.989376 0.989443 0.873294;0.5 0.5 0.5 0.5;1,0
3170;1789213553633;0.0190255,-0.0202668,0.0108232;-2.60154,-2.07494 3.37941,-1.67618 3.1132,2.32652 -2.86821,1.92936;0.873292 0.989439 0.989458 0.873352;0.5 0.5 0.5 0.5;1,0
3171;1789213553689;0.0191245,-0.0203532,0.0107626;-2.60126,-2.0747 3.37887,-1.67609 3.11274,2.32666 -2.86776,1.92919;0.873223 0.989326 0.989386 0.87323;0.5 0.5 0.5 0.5;1,0
3172;1789213553739;0.0192602,-0.0204328,0.010289;-2.60133,-2.07516 3.37955,-1.67634 3.11352,2.32694 -2.8682,1.92993;0.873256 0.989464 0.989523 0.873353;0.5 0.5 0.5 0.5;1,0
3173;1789213553787;0.0190568,-0.0206124,0.0101807;-2.60153,-2.07481 3.3791,-1.67668 3.11337,2.32645 -2.86779,1.92972;0.873249 0.989407 0.989462 0.873287;0.5 0.5 0.5 0.5;1,0
3174;1789213553833;0.0192223,-0.0203153,0.0110065;-2.60174,-2.0747 3.37908,-1.67631 3.11314,2.32639 -2.86822,1.92995;0.873308 0.989388 0.989384 0.8734;0.5 0.5 0.5 0.5;1,0
3175;1789213553885;0.0195155,-0.0204342,0.0106599;-2.60118,-2.07536 3.37927,-1.67661 3.11318,2.32654 -2.86844,1.93003;0.873225 0.989399 0.989402 0.873443;0.5 0.5 0.5 0.5;1,0
3176;1789213553943;0.0193716,-0.0202071,0.00956038;-2.60142,-2.07445 3.37943,-1.67636 3.11333,2.32648 -2.86835,1.93032;0.873216 0.989488 0.989405 0.873445;0.5 0.5 0.5 0.5;1,0
3177;1789213553999;0.0193217,-0.0206797,0.00929871;-2.60172,-2.07497 3.37954,-1.67742 3.11411,2.32637 -2.86779,1.93043;0.873248 0.989539 0.989561 0.873341;0.5 0.5 0.5 0.5;1,0
3178;1789213554045;0.0189721,-0.0202949,0.0105542;-2.60152,-2.07401 3.37943,-1.67676 3.11364,2.32623 -2.86751,1.93006;0.873172 0.989544 0.989475 0.873265;0.5 0.5 0.5 0.5;1,0
3179;1789213554096;0.0188863,-0.0205423,0.0102325;-2.60216,-2.07425 3.37903,-1.67686 3.1134,2.3263 -2.86838,1.92986;0.873322 0.989443 0.989441 0.873436;0.5 0.5 0.5 0.5;1,0
3180;1789213554142;0.019426,-0.0204157,0.00961;-2.60222,-2.07428 3.37946,-1.6774 3.11403,2.32616 -2.86811,1.93035;0.873297 0.98957 0.989529 0.873423;0.5 0.5 0.5 0.5;1,0
3181;1789213554199;0.0189523,-0.0203268,0.0109339;-2.60177,-2.07483 3.37875,-1.6774 3.11319,2.32615 -2.86816,1.93036;0.873253 0.989367 0.989343 0.87343;0.5 0.5 0.5 0.5;1,0
3182;1789213554247;0.0191996,-0.020126,0.0102988;-2.60212,-2.07488 3.37905,-1.6773 3.11364,2.32622 -2.86826,1.93052;0.873336 0.989426 0.989435 0.873459;0.5 0.5 0.5 0.5;1,0
3183;1789213554299;0.0190691,-0.0203159,0.00925722;-2.60242,-2.07422 3.37865,-1.67735 3.11375,2.32602 -2.86798,1.93079;0.873343 0.989386 0.98942 0.87343;0.5 0.5 0.5 0.5;1,0
3184;1789213554347;0.0191286,-0.0206068,0.00989132;-2.60203,-2.07476 3.37897,-1.67754 3.11382,2.32578 -2.86794,1.93052;0.873291 0.989429 0.989434 0.873421;0.5 0.5 0.5 0.5;1,0
3185;1789213554408;0.0187845,-0.020268,0.00974897;-2.60211,-2.07437 3.37895,-1.67758 3.11389,2.32568 -2.86765,1.93046;0.873272 0.989457 0.989447 0.873362;0.5 0.5 0.5 0.5;1,0
3186;1789213554453;0.0186071,-0.0202865,0.0100718;-2.60213,-2.07414 3.37858,-1.67718 3.11347,2.32552 -2.86788,1.93079;0.873288 0.989365 0.989312 0.873443;0.5 0.5 0.5 0.5;1,0
3187;1789213554500;0.0188285,-0.0205541,0.00975248;-2.60246,-2.07411 3.37877,-1.67747 3.11381,2.32596 -2.86792,1.93074;0.873334 0.989428 0.98943 0.873418;0.5 0.5 0.5 0.5;1,0
3188;1789213554547;0.0187083,-0.0206978,0.00906972;-2.60246,-2.07367 3.37817,-1.67745 3.11337,2.32552 -2.86749,1.93085;0.873302 0.989321 0.989288 0.873361;0.5 0.5 0.5 0.5;1,0
3189;1789213554605;0.0188517,-0.0207864,0.00964779;-2.60195,-2.07417 3.37842,-1.67767 3.11389,2.32547 -2.86735,1.93099;0.873219 0.989352 0.989385 0.873345;0.5 0.5 0.5 0.5;1,0
3190;1789213554657;0.0185352,-0.0206912,0.0100537;-2.60246,-2.07375 3.37884,-1.67737 3.11403,2.32572 -2.86778,1.93076;0.87331 0.989465 0.989458 0.873407;0.5 0.5 0.5 0.5;1,0
3191;1789213554705;0.0187092,-0.0209357,0.0105184;-2.60242,-2.0738 3.37888,-1.677 3.11394,2.32555 -2.86787,1.93029;0.87333 0.989448 0.989457 0.873412;0.5 0.5 0.5 0.5;1,0
3192;1789213554750;0.0187193,-0.0206763,0.0097526;-2.60224,-2.07446 3.37903,-1.67755 3.11395,2.32563 -2.86779,1.93043;0.87331 0.989468 0.989456 0.873396;0.5 0.5 0.5 0.5;1,0
3193;1789213554801;0.0185852,-0.0203107,0.00973755;-2.60216,-2.07385 3.37852,-1.6771 3.11378,2.32568 -2.8677,1.93081;0.873275 0.989367 0.989395 0.873396;0.5 0.5 0.5 0.5;1,0
3194;1789213554857;0.0188421,-0.0208122,0.0101558;-2.60218,-2.07409 3.37892,-1.67753 3.11374,2.32626 -2.86802,1.92983;0.873268 0.989468 0.989515 0.873361;0.5 0.5 0.5 0.5;1,0
3195;1789213554915;0.0189402,-0.0205735,0.0098633;-2.60212,-2.07394 3.37877,-1.67681 3.1137,2.32593 -2.86793,1.9297;0.873293 0.989403 0.989486 0.873359;0.5 0.5 0.5 0.5;1,0
3196;1789213554960;0.0189465,-0.020687,0.00948791;-2.60179,-2.07443 3.37874,-1.67753 3.11388,2.32579 -2.8678,1.93043;0.873215 0.9894 0.989455 0.873386;0.5 0.5 0.5 0.5;1,0
3197;1789213555011;0.018765,-0.0206408,0.0106822;-2.60181,-2.07414 3.37856,-1.67693 3.11339,2.326 -2.86758,1.92956;0.873237 0.989345 0.989439 0.873266;0.5 0.5 0.5 0.5;1,0
3198;1789213555065;0.0188911,-0.0205669,0.00892649;-2.60223,-2.07391 3.37889,-1.67741 3.11371,2.32581 -2.86777,1.9305;0.873271 0.989466 0.989416 0.873381;0.5 0.5 0.5 0.5;1,0
3199;1789213555117;0.0188895,-0.0206239,0.00950372;-2.60215,-2.07394 3.37896,-1.67728 3.11411,2.3256 -2.86749,1.92964;0.873266 0.989473 0.989554 0.873284;0.5 0.5 0.5 0.5;1,0
3200;1789213555161;0.0186159,-0.0202298,0.00946605;-2.60178,-2.07412 3.37856,-1.67765 3.11347,2.32572 -2.86728,1.93099;0.873181 0.989387 0.989317 0.873311;0.5 0.5 0.5 0.5;1,0
3201;1789213555212;0.0187218,-0.0206822,0.00958159;-2.60215,-2.07421 3.37855,-1.67813 3.11389,2.32573 -2.86761,1.93088;0.873234 0.989406 0.989418 0.873376;0.5 0.5 0.5 0.5;1,0
3202;1789213555268;0.018744,-0.0205229,0.0100373;-2.60231,-2.07434 3.37861,-1.67803 3.11363,2.32588 -2.86763,1.93073;0.873284 0.989407 0.989386 0.873359;0.5 0.5 0.5 0.5;1,0
3203;1789213555327;0.018751,-0.0204725,0.0103724;-2.60229,-2.07459 3.37904,-1.67768 3.11399,2.32623 -2.86794,1.93063;0.873322 0.989468 0.989505 0.873396;0.5 0.5 0.5 0.5;1,0
3204;1789213555371;0.0185446,-0.0205541,0.00922025;-2.60194,-2.07417 3.37852,-1.67719 3.11385,2.32514 -2.86741,1.93083;0.87325 0.989348 0.989359 0.873373;0.5 0.5 0.5 0.5;1,0
3205;1789213555423;0.0185184,-0.0203801,0.00964708;-2.60212,-2.07435 3.37918,-1.67808 3.11406,2.32584 -2.86777,1.93048;0.87324 0.989538 0.989496 0.87338;0.5 0.5 0.5 0.5;1,0
3206;1789213555470;0.0184525,-0.0201461,0.0088193;-2.60297,-2.07352 3.37852,-1.67771 3.11455,2.32553 -2.86774,1.93055;0.873376 0.989429 0.98957 0.873402;0.5 0.5 0.5 0.5;1,0
3207;1789213555529;0.0187508,-0.0204054,0.00991865;-2.60219,-2.07392 3.37846,-1.6776 3.1138,2.32561 -2.86761,1.9301;0.873252 0.989378 0.989447 0.873337;0.5 0.5 0.5 0.5;1,0
3208;1789213555581;0.0186952,-0.0202488,0.00807209;-2.60268,-2.07336 3.37838,-1.67766 3.11392,2.32511 -2.86747,1.93041;0.873308 0.989403 0.989403 0.873364;0.5 0.5 0.5 0.5;1,0
3209;1789213555630;0.0187165,-0.0202353,0.00941874;-2.60246,-2.07348 3.37828,-1.6775 3.11406,2.32532 -2.86749,1.93123;0.873282 0.989362 0.989389 0.873403;0.5 0.5 0.5 0.5;1,0
3210;1789213555677;0.0185669,-0.0205477,0.00988329;-2.60254,-2.07426 3.37892,-1.67789 3.11396,2.326 -2.86807,1.93118;0.873334 0.989478 0.989432 0.873475;0.5 0.5 0.5 0.5;1,0
3211;1789213555728;0.018502,-0.0204441,0.00873018;-2.60287,-2.07355 3.37773,-1.67776 3.11393,2.32538 -2.8674,1.93106;0.873358 0.989248 0.98938 0.873367;0.5 0.5 0.5 0.5;1,0
3212;1789213555775;0.0186895,-0.0204095,0.0098609;-2.60288,-2.07325 3.37844,-1.67715 3.11411,2.32522 -2.86791,1.93064;0.873373 0.989398 0.989434 0.873468;0.5 0.5 0.5 0.5;1,0
3213;1789213555833;0.0185496,-0.0204423,0.00910811;-2.60268,-2.07361 3.37843,-1.67777 3.11401,2.32556 -2.86762,1.9315;0.873319 0.989405 0.98938 0.873429;0.5 0.5 0.5 0.5;1,0
3214;1789213555882;0.018538,-0.0206101,0.0100526;-2.60242,-2.0734 3.37847,-1.67775 3.11365,2.32543 -2.86756,1.93137;0.87325 0.989426 0.989298 0.873417;0.5 0.5 0.5 0.5;1,0
3215;1789213555933;0.0186076,-0.0205766,0.0100806;-2.60266,-2.0732 3.37864,-1.67717 3.1141,2.32544 -2.86781,1.93092;0.873323 0.989446 0.989433 0.873445;0.5 0.5 0.5 0.5;1,0
3216;1789213555977;0.0185803,-0.0206606,0.00941773;-2.60245,-2.07419 3.37867,-1.6782 3.1141,2.32538 -2.8675,1.93089;0.873289 0.989442 0.989429 0.87338;0.5 0.5 0.5 0.5;1,0
3217;1789213556029;0.0184209,-0.0201101,0.0093629;-2.60263,-2.07393 3.3787,-1.67823 3.11442,2.32518 -2.86757,1.93076;0.873304 0.989469 0.989491 0.873404;0.5 0.5 0.5 0.5;1,0
3218;1789213556085;0.0183009,-0.0200618,0.00937236;-2.60282,-2.07367 3.37868,-1.6777 3.11442,2.32485 -2.86764,1.93135;0.873358 0.989454 0.989413 0.873481;0.5 0.5 0.5 0.5;1,0
3219;1789213556137;0.0182989,-0.0203838,0.00945491;-2.6023,-2.07388 3.37847,-1.67816 3.11352,2.32521 -2.86756,1.93053;0.873235 0.989415 0.989316 0.873382;0.5 0.5 0.5 0.5;1,0
3220;1789213556182;0.0184936,-0.0199955,0.00849705;-2.60208,-2.07444 3.37798,-1.67827 3.11347,2.32533 -2.8671,1.93079;0.873231 0.989267 0.989297 0.873286;0.5 0.5 0.5 0.5;1,0
3221;1789213556233;0.0185272,-0.0199187,0.0080392;-2.60258,-2.07414 3.37808,-1.6785 3.11421,2.32503 -2.86717,1.93131;0.873294 0.989328 0.98939 0.87336;0.5 0.5 0.5 0.5;1,0
3222;1789213556283;0.0185224,-0.0200634,0.00910512;-2.60287,-2.07383 3.37846,-1.6789 3.1142,2.325 -2.86731,1.93124;0.873302 0.989459 0.989391 0.873389;0.5 0.5 0.5 0.5;1,0
3223;1789213556346;0.0186229,-0.0200925,0.00983697;-2.60257,-2.07364 3.37828,-1.67802 3.11405,2.325 -2.86735,1.93181;0.873284 0.98938 0.989311 0.873431;0.5 0.5 0.5 0.5;1,0
3224;1789213556396;0.0187166,-0.0207128,0.00985652;-2.60288,-2.0732 3.37814,-1.67691 3.11399,2.32495 -2.86737,1.93072;0.873387 0.98932 0.989381 0.873374;0.5 0.5 0.5 0.5;1,0
3225;1789213556445;0.0189283,-0.0208457,0.00932365;-2.60291,-2.07352 3.37877,-1.67802 3.11415,2.32556 -2.86757,1.93097;0.873342 0.989503 0.989452 0.873388;0.5 0.5 0.5 0.5;1,0
3226;1789213556492;0.0188374,-0.0208674,0.00954416;-2.60231,-2.074 3.37851,-1.67811 3.11408,2.3252 -2.86736,1.93098;0.873251 0.989412 0.989402 0.87337;0.5 0.5 0.5 0.5;1,0
3227;1789213556546;0.0187879,-0.0206446,0.00931285;-2.60249,-2.07365 3.37874,-1.67807 3.11459,2.32532 -2.86735,1.93042;0.873262 0.989489 0.989569 0.873327;0.5 0.5 0.5 0.5;1,0
3228;1789213556598;0.0186844,-0.0206161,0.00895718;-2.60241,-2.07315 3.37871,-1.67768 3.11444,2.32514 -2.86719,1.93129;0.87323 0.989496 0.989452 0.873358;0.5 0.5 0.5 0.5;1,0
3229;1789213556648;0.0186981,-0.0211133,0.0093066;-2.60241,-2.07373 3.37835,-1.67795 3.1142,2.32506 -2.86715,1.93117;0.873261 0.989385 0.989402 0.873346;0.5 0.5 0.5 0.5;1,0
3230;1789213556694;0.018877,-0.0208126,0.00918075;-2.60256,-2.07358 3.37895,-1.67845 3.1149,2.32507 -2.86723,1.93129;0.873244 0.989564 0.989547 0.873374;0.5 0.5 0.5 0.5;1,0
3231;1789213556748;0.0184407,-0.0208099,0.00936674;-2.6027,-2.07456 3.37866,-1.67861 3.11469,2.32504 -2.86767,1.93127;0.873343 0.989437 0.989498 0.873469;0.5 0.5 0.5 0.5;1,0
3232;1789213556802;0.0186465,-0.0205239,0.00901484;-2.60285,-2.07398 3.37846,-1.67872 3.1141,2.32514 -2.86739,1.93058;0.873321 0.989439 0.989433 0.873354;0.5 0.5 0.5 0.5;1,0
3233;1789213556853;0.0187663,-0.0204608,0.0087543;-2.60237,-2.07356 3.37844,-1.67846 3.11418,2.3251 -2.86701,1.93108;0.873204 0.989447 0.989408 0.873307;0.5 0.5 0.5 0.5;1,0
3234;1789213556898;0.0184282,-0.0208339,0.00989257;-2.60258,-2.07385 3.37843,-1.67732 3.1138,2.32498 -2.8675,1.93079;0.873349 0.989361 0.989334 0.873403;0.5 0.5 0.5 0.5;1,0
3235;1789213556952;0.0187297,-0.0209785,0.00992519;-2.60214,-2.07473 3.37863,-1.67862 3.11371,2.32581 -2.86765,1.93003;0.873239 0.989416 0.989454 0.873325;0.5 0.5 0.5 0.5;1,0
3236;1789213557003;0.0186078,-0.0204958,0.00931673;-2.60266,-2.07363 3.37868,-1.67742 3.11414,2.32515 -2.86771,1.9305;0.873338 0.989441 0.989448 0.87342;0.5 0.5 0.5 0.5;1,0
3237;1789213557060;0.0186403,-0.0211191,0.00953153;-2.60267,-2.07375 3.37863,-1.67795 3.11386,2.32545 -2.86775,1.93048;0.873317 0.98945 0.989415 0.873403;0.5 0.5 0.5 0.5;1,0
3238;1789213557108;0.0187515,-0.0210925,0.0091243;-2.60235,-2.07433 3.37845,-1.67784 3.11409,2.32501 -2.86779,1.93098;0.873304 0.98936 0.989385 0.873478;0.5 0.5 0.5 0.5;1,0
3239;1789213557162;0.0186521,-0.0210011,0.00888198;-2.60291,-2.07375 3.37873,-1.67804 3.11459,2.32534 -2.86773,1.93096;0.873359 0.98948 0.989529 0.873439;0.5 0.5 0.5 0.5;1,0
3240;1789213557204;0.0185701,-0.0211864,0.0091531;-2.60237,-2.074 3.37805,-1.67845 3.11401,2.32527 -2.86713,1.93004;0.873242 0.989326 0.989471 0.873255;0.5 0.5 0.5 0.5;1,0
3241;1789213557256;0.0185924,-0.020608,0.0088508;-2.60226,-2.07421 3.3781,-1.67787 3.11363,2.3246 -2.86716,1.93116;0.873275 0.989288 0.989234 0.873379;0.5 0.5 0.5 0.5;1,0
3242;1789213557312;0.0186067,-0.0208543,0.00856686;-2.60255,-2.07315 3.37811,-1.67807 3.11438,2.32464 -2.86714,1.93041;0.873236 0.989381 0.989462 0.87333;0.5 0.5 0.5 0.5;1,0
3243;1789213557371;0.0184242,-0.0208024,0.00828643;-2.60232,-2.07392 3.37798,-1.67882 3.11429,2.32467 -2.86709,1.93163;0.873201 0.989335 0.989349 0.87339;0.5 0.5 0.5 0.5;1,0
3244;1789213557416;0.0184575,-0.0208782,0.00876654;-2.60283,-2.07371 3.37802,-1.67883 3.11434,2.32435 -2.86746,1.93186;0.873288 0.989363 0.98931 0.873512;0.5 0.5 0.5 0.5;1,0
3245;1789213557466;0.0187442,-0.0209536,0.00907788;-2.60281,-2.07319 3.37821,-1.67847 3.11424,2.32482 -2.86727,1.93073;0.873267 0.989423 0.989422 0.873363;0.5 0.5 0.5 0.5;1,0
3246;1789213557512;0.0186754,-0.0209936,0.0086775;-2.6021,-2.07433 3.37788,-1.67896 3.11405,2.32483 -2.86686,1.93169;0.873179 0.989292 0.989308 0.87333;0.5 0.5 0.5 0.5;1,0
3247;1789213557569;0.0185422,-0.0209888,0.00904025;-2.6031,-2.07339 3.37862,-1.67921 3.11451,2.32498 -2.86764,1.93056;0.873292 0.989546 0.989509 0.873421;0.5 0.5 0.5 0.5;1,0
