# frame;ts_ms;est_x,est_y,est_th;verts;corner_sigma;edge_sigma_d;closed,publishable
124;1789213398045;0.00705016,-0.00840768,0.000307622;-2.61304,-2.06394 3.36971,-1.68704 3.11781,2.3199 -2.86546,1.94396;0.874114 0.988663 0.988703 0.874175;0.5 0.5 0.5 0.5;1,0
125;1789213398095;0.0070981,-0.00846719,0.000317943;-2.61325,-2.06379 3.3696,-1.68678 3.11797,2.31991 -2.86559,1.94365;0.874164 0.988634 0.988763 0.874183;0.5 0.5 0.5 0.5;1,0
126;1789213398144;0.00715634,-0.00853276,0.000709839;-2.6122,-2.06469 3.37019,-1.68632 3.11702,2.3205 -2.86582,1.9431;0.874046 0.988673 0.988652 0.874151;0.5 0.5 0.5 0.5;1,0
127;1789213398202;0.007216,-0.00860762,0.000558844;-2.6124,-2.06472 3.36964,-1.68691 3.11744,2.31963 -2.86523,1.94403;0.874051 0.988582 0.988592 0.874147;0.5 0.5 0.5 0.5;1,0
128;1789213398257;0.00727567,-0.0086759,0.000654735;-2.61247,-2.06388 3.36969,-1.68499 3.11712,2.32012 -2.86566,1.94362;0.874129 0.988541 0.988597 0.874178;0.5 0.5 0.5 0.5;1,0
129;1789213398306;0.00733914,-0.00877196,0.000659731;-2.61252,-2.06411 3.3701,-1.68594 3.11725,2.32015 -2.86579,1.94354;0.874092 0.988675 0.988633 0.874199;0.5 0.5 0.5 0.5;1,0
130;1789213398353;0.0073872,-0.00882086,0.000682316;-2.61266,-2.06463 3.37018,-1.68655 3.11749,2.32026 -2.86568,1.94338;0.874122 0.988691 0.98871 0.874158;0.5 0.5 0.5 0.5;1,0
131;1789213398406;0.00744397,-0.0088794,0.00187415;-2.61111,-2.06537 3.37075,-1.68457 3.11586,2.32142 -2.8664,1.94177;0.873987 0.98865 0.988584 0.87412;0.5 0.5 0.5 0.5;1,0
132;1789213398452;0.00749591,-0.00894891,0.00197491;-2.61183,-2.06538 3.37065,-1.68447 3.11643,2.32142 -2.86686,1.94168;0.874146 0.988625 0.988715 0.874218;0.5 0.5 0.5 0.5;1,0
133;1789213398510;0.00757072,-0.00902683,0.00285164;-2.61079,-2.06576 3.37126,-1.68355 3.11518,2.32218 -2.86691,1.94122;0.87402 0.988679 0.988548 0.874137;0.5 0.5 0.5 0.5;1,0
134;1789213398563;0.00762499,-0.00910896,0.00158608;-2.61147,-2.06502 3.37029,-1.68492 3.11657,2.3207 -2.86596,1.94229;0.874014 0.988591 0.988635 0.874114;0.5 0.5 0.5 0.5;1,0
135;1789213398613;0.00767441,-0.00916133,0.00232013;-2.61127,-2.06546 3.37083,-1.68402 3.11605,2.32169 -2.86661,1.94188;0.874066 0.988631 0.988642 0.874153;0.5 0.5 0.5 0.5;1,0
136;1789213398659;0.00773012,-0.00923728,0.00210541;-2.61102,-2.06604 3.37103,-1.68369 3.11562,2.32187 -2.86686,1.9415;0.874082 0.988616 0.988594 0.874168;0.5 0.5 0.5 0.5;1,0
137;1789213398709;0.00778883,-0.00929879,0.002254;-2.61085,-2.06639 3.37086,-1.68383 3.11566,2.32214 -2.8666,1.94148;0.874066 0.98856 0.988631 0.87409;0.5 0.5 0.5 0.5;1,0
138;1789213398755;0.00783656,-0.00935832,0.00168769;-2.61163,-2.06608 3.37073,-1.68459 3.11615,2.32153 -2.86654,1.94188;0.874154 0.988598 0.988649 0.874151;0.5 0.5 0.5 0.5;1,0
139;1789213398808;0.00790195,-0.0094209,0.00211099;-2.61092,-2.06583 3.37087,-1.68545 3.11609,2.32119 -2.86602,1.94156;0.873926 0.988694 0.988634 0.874042;0.5 0.5 0.5 0.5;1,0
140;1789213398863;0.00794718,-0.00947712,0.00248128;-2.61046,-2.06728 3.37111,-1.68456 3.11542,2.32249 -2.86684,1.94091;0.874006 0.988592 0.988656 0.874079;0.5 0.5 0.5 0.5;1,0
141;1789213398915;0.00801486,-0.00955142,0.00280237;-2.61018,-2.06724 3.37192,-1.68317 3.11532,2.32256 -2.86739,1.94018;0.874035 0.988701 0.988696 0.87415;0.5 0.5 0.5 0.5;1,0
142;1789213398959;0.00805811,-0.00961753,0.00259077;-2.6103,-2.06673 3.37166,-1.68386 3.11587,2.32197 -2.86679,1.94049;0.873972 0.988717 0.988737 0.874084;0.5 0.5 0.5 0.5;1,0
143;1789213399010;0.00810631,-0.00967838,0.00324273;-2.60999,-2.06701 3.37206,-1.68292 3.11545,2.32239 -2.86697,1.9402;0.873992 0.988735 0.988709 0.874071;0.5 0.5 0.5 0.5;1,0
144;1789213399058;0.00815772,-0.0097527,0.00307964;-2.60992,-2.06658 3.37181,-1.68369 3.11549,2.32238 -2.86649,1.94085;0.873892 0.988753 0.988665 0.874008;0.5 0.5 0.5 0.5;1,0
145;1789213399118;0.00822236,-0.00984024,0.00263735;-2.61051,-2.06601 3.37119,-1.68359 3.11571,2.32192 -2.86652,1.94095;0.873978 0.988647 0.988663 0.874056;0.5 0.5 0.5 0.5;1,0
146;1789213399169;0.00829351,-0.00991039,0.00362497;-2.61012,-2.06699 3.37173,-1.68314 3.11519,2.32271 -2.86726,1.9401;0.874004 0.988673 0.988687 0.874103;0.5 0.5 0.5 0.5;1,0
147;1789213399221;0.00835557,-0.00997262,0.00431738;-2.6094,-2.06688 3.37206,-1.68257 3.11463,2.32276 -2.86729,1.9388;0.873883 0.988723 0.988673 0.874023;0.5 0.5 0.5 0.5;1,0
148;1789213399266;0.00839817,-0.01002,0.00420602;-2.60879,-2.06842 3.37278,-1.68152 3.11443,2.32413 -2.86796,1.93885;0.873947 0.988715 0.988749 0.874068;0.5 0.5 0.5 0.5;1,0
149;1789213399318;0.0084498,-0.0101083,0.00418741;-2.60954,-2.06823 3.37184,-1.68281 3.11427,2.32275 -2.8673,1.93962;0.874007 0.988589 0.988527 0.874074;0.5 0.5 0.5 0.5;1,0
150;1789213399366;0.00852118,-0.0101478,0.00392055;-2.60936,-2.06695 3.37205,-1.68269 3.11507,2.32284 -2.86699,1.94002;0.873872 0.988722 0.988681 0.874029;0.5 0.5 0.5 0.5;1,0
151;1789213399422;0.00856449,-0.0102491,0.00457848;-2.60895,-2.06829 3.37291,-1.68167 3.11461,2.32352 -2.86763,1.93878;0.87396 0.988764 0.988739 0.874038;0.5 0.5 0.5 0.5;1,0
152;1789213399471;0.00861533,-0.0103009,0.00452607;-2.6093,-2.06772 3.37227,-1.68355 3.11497,2.32308 -2.86718,1.93904;0.873863 0.988766 0.988759 0.873992;0.5 0.5 0.5 0.5;1,0
153;1789213399518;0.0086717,-0.010343,0.005256;-2.60913,-2.06785 3.37265,-1.6815 3.11447,2.32399 -2.86779,1.93891;0.873975 0.988727 0.988741 0.874044;0.5 0.5 0.5 0.5;1,0
154;1789213399573;0.00874095,-0.0104558,0.00620652;-2.60764,-2.06924 3.37325,-1.68024 3.11348,2.32541 -2.86838,1.93788;0.873858 0.988687 0.988736 0.874;0.5 0.5 0.5 0.5;1,0
155;1789213399629;0.00879538,-0.0105373,0.00641397;-2.60805,-2.07038 3.37341,-1.67984 3.11285,2.32542 -2.86886,1.93695;0.874064 0.988622 0.98867 0.874042;0.5 0.5 0.5 0.5;1,0
156;1789213399678;0.00886898,-0.0105767,0.00667623;-2.60758,-2.07001 3.37364,-1.67962 3.11282,2.32555 -2.86896,1.93701;0.873949 0.988687 0.988672 0.874057;0.5 0.5 0.5 0.5;1,0
157;1789213399728;0.00891668,-0.010655,0.00646424;-2.60807,-2.06896 3.37336,-1.67954 3.11302,2.3252 -2.86908,1.93707;0.873971 0.988696 0.988676 0.874115;0.5 0.5 0.5 0.5;1,0
158;1789213399786;0.00899305,-0.0107425,0.00573876;-2.60796,-2.06981 3.37304,-1.68125 3.11342,2.32491 -2.86811,1.93718;0.873904 0.988658 0.988734 0.873933;0.5 0.5 0.5 0.5;1,0
159;1789213399835;0.00903228,-0.01077,0.00550758;-2.609,-2.06755 3.37229,-1.68121 3.11419,2.32388 -2.86775,1.93856;0.873945 0.988648 0.988698 0.874022;0.5 0.5 0.5 0.5;1,0
160;1789213399881;0.00909524,-0.0108666,0.00524613;-2.60884,-2.06846 3.3725,-1.68192 3.11402,2.32413 -2.86808,1.9385;0.873936 0.988671 0.988687 0.874071;0.5 0.5 0.5 0.5;1,0
161;1789213399931;0.00915315,-0.010915,0.00495822;-2.60862,-2.06884 3.37305,-1.6819 3.11463,2.32382 -2.86783,1.93838;0.87392 0.988769 0.988802 0.874034;0.5 0.5 0.5 0.5;1,0
162;1789213399978;0.00918157,-0.0109651,0.00521236;-2.60882,-2.06879 3.37289,-1.68193 3.1142,2.32426 -2.86822,1.93831;0.873956 0.988738 0.988754 0.87408;0.5 0.5 0.5 0.5;1,0
163;1789213400031;0.00925893,-0.0110437,0.00447008;-2.60841,-2.06838 3.37305,-1.68155 3.11431,2.32362 -2.86742,1.93813;0.873863 0.988779 0.988735 0.873943;0.5 0.5 0.5 0.5;1,0
164;1789213400076;0.00928796,-0.0110995,0.00425772;-2.60839,-2.06878 3.37284,-1.68229 3.1144,2.32364 -2.86706,1.93852;0.87384 0.988746 0.988728 0.873887;0.5 0.5 0.5 0.5;1,0
165;1789213400129;0.00934428,-0.0111624,0.00354709;-2.60975,-2.06795 3.37266,-1.68311 3.11538,2.32243 -2.86737,1.93942;0.874003 0.988816 0.988757 0.874108;0.5 0.5 0.5 0.5;1,0
166;1789213400181;0.00941733,-0.0112253,0.00424411;-2.60892,-2.06829 3.37224,-1.68196 3.11421,2.32286 -2.8675,1.93858;0.873936 0.988626 0.988604 0.874046;0.5 0.5 0.5 0.5;1,0
167;1789213400228;0.00948234,-0.011292,0.00468673;-2.60873,-2.06884 3.37329,-1.68256 3.11509,2.32343 -2.8673,1.93867;0.873897 0.988861 0.988846 0.873968;0.5 0.5 0.5 0.5;1,0
168;1789213400274;0.009498,-0.0113483,0.00390759;-2.60891,-2.06829 3.37286,-1.68277 3.11533,2.32274 -2.86715,1.93864;0.873878 0.988813 0.988837 0.873987;0.5 0.5 0.5 0.5;1,0
169;1789213400327;0.00956169,-0.0114106,0.00439524;-2.60877,-2.0684 3.37301,-1.68331 3.11541,2.3229 -2.8671,1.93932;0.873821 0.988871 0.988816 0.874007;0.5 0.5 0.5 0.5;1,0
170;1789213400381;0.00961634,-0.0114897,0.00386375;-2.60932,-2.06826 3.37263,-1.68372 3.11572,2.32261 -2.86691,1.93936;0.873898 0.98882 0.988855 0.873991;0.5 0.5 0.5 0.5;1,0
171;1789213400434;0.00968331,-0.0115517,0.00398982;-2.60909,-2.06842 3.37244,-1.68409 3.11531,2.32282 -2.86664,1.93932;0.873838 0.988783 0.988789 0.873912;0.5 0.5 0.5 0.5;1,0
172;1789213400477;0.00973369,-0.011605,0.00322716;-2.60943,-2.0671 3.37268,-1.68307 3.11562,2.32255 -2.86672,1.93943;0.873869 0.988876 0.988823 0.873959;0.5 0.5 0.5 0.5;1,0
173;1789213400530;0.00979107,-0.0117061,0.00287627;-2.60979,-2.06792 3.37253,-1.68507 3.11595,2.32178 -2.86646,1.93985;0.873877 0.988901 0.988791 0.873988;0.5 0.5 0.5 0.5;1,0
174;1789213400584;0.00985164,-0.0117301,0.00333577;-2.60926,-2.06792 3.37185,-1.68393 3.1151,2.32222 -2.86649,1.93896;0.873846 0.988675 0.988717 0.8739;0.5 0.5 0.5 0.5;1,0
175;1789213400637;0.00992687,-0.0118092,0.00351031;-2.61008,-2.0664 3.37202,-1.68327 3.11608,2.32189 -2.86668,1.94008;0.873938 0.98879 0.988811 0.874041;0.5 0.5 0.5 0.5;1,0
176;1789213400680;0.00997416,-0.0119141,0.00366268;-2.60929,-2.06817 3.37225,-1.68349 3.11559,2.32213 -2.86666,1.93931;0.8739 0.988726 0.988787 0.873968;0.5 0.5 0.5 0.5;1,0
177;1789213400732;0.0100229,-0.0119445,0.00329624;-2.60946,-2.06779 3.37216,-1.68434 3.11554,2.32194 -2.86649,1.93927;0.873849 0.988781 0.988762 0.873944;0.5 0.5 0.5 0.5;1,0
178;1789213400790;0.0100914,-0.0120106,0.00359307;-2.60903,-2.06792 3.37229,-1.68361 3.11567,2.32189 -2.86611,1.9388;0.873817 0.988759 0.988825 0.873836;0.5 0.5 0.5 0.5;1,0
179;1789213400842;0.0101316,-0.0120783,0.00365132;-2.60948,-2.06721 3.37219,-1.68375 3.11607,2.3221 -2.8662,1.93997;0.873845 0.988795 0.988839 0.873913;0.5 0.5 0.5 0.5;1,0
180;1789213400887;0.0101877,-0.0121755,0.00324299;-2.60914,-2.0687 3.37231,-1.6843 3.11552,2.32246 -2.86663,1.93921;0.873857 0.988747 0.988811 0.873931;0.5 0.5 0.5 0.5;1,0
181;1789213400940;0.0102552,-0.0122083,0.00287934;-2.60938,-2.06763 3.37195,-1.68443 3.11584,2.32161 -2.86583,1.94001;0.873813 0.988749 0.988741 0.873872;0.5 0.5 0.5 0.5;1,0
182;1789213400991;0.0103049,-0.0122885,0.00290169;-2.60909,-2.0681 3.37227,-1.68421 3.11575,2.32165 -2.86617,1.93913;0.873804 0.988774 0.988795 0.873888;0.5 0.5 0.5 0.5;1,0
183;1789213401047;0.010364,-0.0123425,0.00270675;-2.6101,-2.06661 3.37225,-1.68431 3.11662,2.32113 -2.86614,1.94031;0.873888 0.988887 0.988842 0.873998;0.5 0.5 0.5 0.5;1,0
184;1789213401096;0.0104221,-0.0124415,0.00230252;-2.61029,-2.06648 3.37201,-1.68525 3.11731,2.32085 -2.86573,1.94093;0.873855 0.988895 0.988922 0.873972;0.5 0.5 0.5 0.5;1,0
185;1789213401145;0.0104667,-0.0125009,0.00275055;-2.60926,-2.06802 3.37262,-1.68465 3.11645,2.3214 -2.86592,1.93966;0.873803 0.988888 0.988884 0.873888;0.5 0.5 0.5 0.5;1,0
186;1789213401191;0.0105057,-0.0125323,0.00247161;-2.60946,-2.06835 3.37165,-1.68527 3.11584,2.32087 -2.86579,1.94011;0.873832 0.988678 0.988666 0.873924;0.5 0.5 0.5 0.5;1,0
187;1789213401246;0.0105965,-0.0125904,0.00295227;-2.60984,-2.06796 3.37252,-1.68531 3.11663,2.32143 -2.86645,1.93958;0.873874 0.988907 0.988931 0.873998;0.5 0.5 0.5 0.5;1,0
188;1789213401298;0.0106438,-0.0126657,0.0028862;-2.60986,-2.06715 3.37182,-1.68468 3.1164,2.32091 -2.86591,1.94019;0.873858 0.98877 0.988784 0.873954;0.5 0.5 0.5 0.5;1,0
189;1789213401348;0.0107075,-0.0127559,0.00339245;-2.60876,-2.06797 3.37247,-1.68362 3.11567,2.32168 -2.86604,1.93899;0.873763 0.988795 0.98879 0.873848;0.5 0.5 0.5 0.5;1,0
190;1789213401394;0.0107408,-0.0128118,0.00385379;-2.6083,-2.0689 3.37304,-1.6832 3.11551,2.32264 -2.86661,1.93851;0.873768 0.988833 0.98888 0.873869;0.5 0.5 0.5 0.5;1,0
191;1789213401450;0.0107977,-0.0128906,0.00325236;-2.60953,-2.068 3.37264,-1.68466 3.11619,2.3219 -2.86637,1.93962;0.873856 0.988896 0.988874 0.873946;0.5 0.5 0.5 0.5;1,0
192;1789213401504;0.0108729,-0.0129608,0.00399258;-2.60907,-2.06759 3.37282,-1.68354 3.11574,2.32198 -2.86683,1.93832;0.873801 0.988899 0.988883 0.873956;0.5 0.5 0.5 0.5;1,0
193;1789213401559;0.0109381,-0.0130333,0.00393233;-2.60862,-2.0686 3.37314,-1.68303 3.11587,2.32232 -2.86623,1.93851;0.873823 0.98887 0.988931 0.873812;0.5 0.5 0.5 0.5;1,0
194;1789213401604;0.0109609,-0.013095,0.00355612;-2.60871,-2.06865 3.37326,-1.68385 3.11615,2.32197 -2.86628,1.93791;0.87379 0.988941 0.989009 0.873813;0.5 0.5 0.5 0.5;1,0
195;1789213401654;0.0110119,-0.0131264,0.00379378;-2.60874,-2.0684 3.37272,-1.68454 3.11563,2.32194 -2.86617,1.9384;0.873732 0.988874 0.988853 0.873821;0.5 0.5 0.5 0.5;1,0
196;1789213401701;0.0110826,-0.013191,0.00372721;-2.60875,-2.06847 3.37285,-1.68463 3.11611,2.32191 -2.86596,1.93926;0.873733 0.988905 0.988887 0.873832;0.5 0.5 0.5 0.5;1,0
197;1789213401760;0.0111356,-0.0132864,0.0038817;-2.60889,-2.06806 3.3729,-1.68342 3.11546,2.32243 -2.8667,1.93849;0.87381 0.988876 0.988853 0.873904;0.5 0.5 0.5 0.5;1,0
198;1789213401807;0.0112132,-0.0133699,0.00404008;-2.60801,-2.06944 3.37319,-1.68332 3.11518,2.32245 -2.86659,1.93769;0.873744 0.988835 0.988857 0.873828;0.5 0.5 0.5 0.5;1,0
199;1789213401855;0.0112473,-0.0133952,0.00339415;-2.60921,-2.06887 3.37266,-1.68543 3.11599,2.32184 -2.86646,1.9389;0.873807 0.98888 0.988883 0.873923;0.5 0.5 0.5 0.5;1,0
200;1789213401904;0.0113187,-0.0134464,0.00378029;-2.60863,-2.06871 3.37316,-1.68454 3.11582,2.32214 -2.86606,1.93838;0.873731 0.988952 0.988915 0.87378;0.5 0.5 0.5 0.5;1,0
201;1789213401962;0.0113594,-0.0135376,0.00294742;-2.60932,-2.06761 3.37239,-1.68494 3.1167,2.32102 -2.86571,1.93993;0.873763 0.988878 0.988882 0.87389;0.5 0.5 0.5 0.5;1,0
202;1789213402017;0.011428,-0.0136312,0.00333429;-2.60877,-2.0683 3.37282,-1.6845 3.11644,2.32117 -2.86583,1.93927;0.873732 0.988903 0.988892 0.873862;0.5 0.5 0.5 0.5;1,0
203;1789213402071;0.0114759,-0.0136874,0.00352158;-2.60878,-2.06875 3.37263,-1.68484 3.1163,2.32105 -2.86589,1.93922;0.873748 0.988845 0.988854 0.873881;0.5 0.5 0.5 0.5;1,0
204;1789213402116;0.0115331,-0.0137293,0.00382628;-2.60873,-2.06872 3.37297,-1.68367 3.11586,2.32218 -2.86622,1.93835;0.873813 0.988861 0.988929 0.873811;0.5 0.5 0.5 0.5;1,0
205;1789213402168;0.0115972,-0.0138267,0.00427103;-2.60851,-2.06905 3.37306,-1.6841 3.11561,2.32223 -2.86644,1.93856;0.873764 0.988881 0.988862 0.873867;0.5 0.5 0.5 0.5;1,0
206;1789213402216;0.0116533,-0.0138823,0.00434974;-2.60815,-2.06912 3.37351,-1.68271 3.11551,2.32257 -2.86671,1.93788;0.873786 0.988899 0.988924 0.873858;0.5 0.5 0.5 0.5;1,0
207;1789213402274;0.0117092,-0.0139767,0.0045804;-2.60842,-2.06865 3.3736,-1.68331 3.11563,2.32213 -2.86651,1.93789;0.873764 0.988986 0.988909 0.873847;0.5 0.5 0.5 0.5;1,0
208;1789213402319;0.0117566,-0.0140217,0.00495661;-2.60804,-2.06925 3.3739,-1.68353 3.11568,2.32247 -2.86664,1.93769;0.873717 0.989025 0.988968 0.873838;0.5 0.5 0.5 0.5;1,0
209;1789213402370;0.0118016,-0.0140789,0.00459287;-2.6079,-2.0702 3.37393,-1.68387 3.11581,2.32274 -2.86667,1.93722;0.873741 0.988982 0.98906 0.873797;0.5 0.5 0.5 0.5;1,0
210;1789213402420;0.0118521,-0.0141183,0.00391915;-2.60867,-2.06844 3.37377,-1.68337 3.11625,2.32208 -2.86658,1.93846;0.873793 0.989047 0.988996 0.873905;0.5 0.5 0.5 0.5;1,0
211;1789213402478;0.0119266,-0.0142488,0.0043314;-2.60788,-2.06959 3.37309,-1.68362 3.11502,2.32243 -2.86644,1.93715;0.873708 0.988819 0.988862 0.873762;0.5 0.5 0.5 0.5;1,0
212;1789213402527;0.0119989,-0.014266,0.00435095;-2.60822,-2.06981 3.37329,-1.68342 3.11534,2.32252 -2.86688,1.93765;0.873809 0.988839 0.9889 0.873883;0.5 0.5 0.5 0.5;1,0
213;1789213402573;0.0120552,-0.0143409,0.00429133;-2.60793,-2.06976 3.37359,-1.68332 3.11529,2.32258 -2.86672,1.93741;0.87375 0.988905 0.988914 0.873829;0.5 0.5 0.5 0.5;1,0
214;1789213402620;0.0120934,-0.0144012,0.00432499;-2.60801,-2.06952 3.3736,-1.68349 3.11558,2.32196 -2.86651,1.9378;0.873737 0.988932 0.98889 0.873856;0.5 0.5 0.5 0.5;1,0
215;1789213402679;0.0121524,-0.0144757,0.00422501;-2.60834,-2.06971 3.37333,-1.68457 3.11598,2.32172 -2.8662,1.93836;0.873749 0.98892 0.98891 0.873843;0.5 0.5 0.5 0.5;1,0
216;1789213402734;0.0122134,-0.0145324,0.00498428;-2.60816,-2.06934 3.3738,-1.683 3.11547,2.32273 -2.86681,1.93715;0.873784 0.988965 0.988987 0.873823;0.5 0.5 0.5 0.5;1,0
217;1789213402791;0.0122847,-0.0146402,0.00517215;-2.60796,-2.06925 3.37403,-1.68369 3.11582,2.32221 -2.86663,1.93717;0.87369 0.989064 0.989016 0.873825;0.5 0.5 0.5 0.5;1,0
218;1789213402834;0.0123141,-0.0146736,0.00493718;-2.60783,-2.07026 3.37385,-1.68476 3.11548,2.32254 -2.86623,1.93761;0.873672 0.989009 0.988939 0.873738;0.5 0.5 0.5 0.5;1,0
219;1789213402883;0.0123693,-0.0147202,0.00553868;-2.60734,-2.07047 3.37438,-1.68405 3.1153,2.32245 -2.86676,1.93653;0.873632 0.989074 0.988973 0.873793;0.5 0.5 0.5 0.5;1,0
220;1789213402930;0.0124134,-0.0147623,0.00601138;-2.6066,-2.07129 3.37474,-1.68208 3.11452,2.32389 -2.86725,1.93661;0.873677 0.988982 0.988929 0.873793;0.5 0.5 0.5 0.5;1,0
221;1789213402988;0.0124806,-0.0149018,0.00570274;-2.60683,-2.0708 3.37467,-1.6816 3.11495,2.32358 -2.86689,1.93611;0.873718 0.988975 0.989037 0.873708;0.5 0.5 0.5 0.5;1,0
222;1789213403041;0.0125296,-0.0149684,0.00535034;-2.60688,-2.07096 3.3746,-1.68222 3.11495,2.32332 -2.86707,1.93627;0.873698 0.988983 0.988997 0.873779;0.5 0.5 0.5 0.5;1,0
223;1789213403096;0.0125979,-0.0150242,0.00571105;-2.60759,-2.07092 3.37476,-1.68296 3.11538,2.32335 -2.86725,1.93669;0.873793 0.989069 0.98906 0.873842;0.5 0.5 0.5 0.5;1,0
224;1789213403141;0.0126545,-0.0150811,0.00563372;-2.60675,-2.07058 3.37458,-1.68295 3.11479,2.32336 -2.86654,1.93651;0.87359 0.989047 0.988949 0.873673;0.5 0.5 0.5 0.5;1,0
225;1789213403193;0.0126965,-0.0151526,0.00540949;-2.60717,-2.07013 3.37408,-1.68225 3.11486,2.32287 -2.86699,1.93692;0.873692 0.988927 0.988885 0.873835;0.5 0.5 0.5 0.5;1,0
226;1789213403241;0.0127771,-0.015235,0.00551132;-2.60702,-2.07053 3.37473,-1.68318 3.1155,2.32286 -2.86654,1.93627;0.873627 0.9891 0.989078 0.873698;0.5 0.5 0.5 0.5;1,0
227;1789213403297;0.0128006,-0.0152659,0.00503568;-2.6076,-2.07067 3.37445,-1.68343 3.11559,2.32287 -2.86684,1.93703;0.873744 0.989041 0.989037 0.873811;0.5 0.5 0.5 0.5;1,0
228;1789213403343;0.0128749,-0.0153395,0.00498269;-2.60739,-2.07029 3.37422,-1.68404 3.11551,2.32232 -2.86656,1.93665;0.87363 0.989048 0.988998 0.873769;0.5 0.5 0.5 0.5;1,0
229;1789213403394;0.0129287,-0.0153779,0.00491371;-2.60736,-2.07055 3.37455,-1.68284 3.11566,2.32247 -2.86668,1.93662;0.873724 0.989038 0.98905 0.873781;0.5 0.5 0.5 0.5;1,0
230;1789213403442;0.0129724,-0.0154626,0.00423346;-2.60721,-2.07048 3.37341,-1.68422 3.11535,2.3221 -2.86603,1.93756;0.873599 0.988859 0.988874 0.873723;0.5 0.5 0.5 0.5;1,0
231;1789213403498;0.0130515,-0.0155264,0.00411491;-2.60798,-2.06988 3.37389,-1.68557 3.11634,2.32136 -2.86588,1.93797;0.873618 0.989092 0.98899 0.873777;0.5 0.5 0.5 0.5;1,0
232;1789213403545;0.013087,-0.0155635,0.00380182;-2.60789,-2.06892 3.37381,-1.68411 3.11684,2.32117 -2.86547,1.93784;0.87362 0.98906 0.989095 0.873697;0.5 0.5 0.5 0.5;1,0
233;1789213403596;0.0131239,-0.0156686,0.00298393;-2.60767,-2.06837 3.37378,-1.68404 3.11701,2.32098 -2.86496,1.93848;0.873533 0.989085 0.989065 0.87364;0.5 0.5 0.5 0.5;1,0
234;1789213403650;0.0131665,-0.0157642,0.00283752;-2.60852,-2.06918 3.37343,-1.68561 3.11749,2.32026 -2.86498,1.93853;0.873673 0.989043 0.989099 0.873703;0.5 0.5 0.5 0.5;1,0
235;1789213403702;0.0132416,-0.0157678,0.00261732;-2.60917,-2.06862 3.37361,-1.68559 3.11749,2.32039 -2.86529,1.93879;0.873764 0.989123 0.989091 0.873779;0.5 0.5 0.5 0.5;1,0
236;1789213403747;0.0133081,-0.0158485,0.00359008;-2.60842,-2.06895 3.37398,-1.68491 3.11727,2.32065 -2.86553,1.93793;0.873678 0.989145 0.989133 0.873756;0.5 0.5 0.5 0.5;1,0
237;1789213403795;0.013345,-0.0159031,0.0035582;-2.60785,-2.06921 3.37374,-1.68468 3.11638,2.32098 -2.86565,1.93763;0.873597 0.989056 0.988991 0.873734;0.5 0.5 0.5 0.5;1,0
238;1789213403845;0.0134145,-0.0159704,0.00387216;-2.60804,-2.06902 3.37392,-1.6848 3.11706,2.321 -2.86519,1.93821;0.873613 0.989116 0.989099 0.873671;0.5 0.5 0.5 0.5;1,0
239;1789213403905;0.0134587,-0.0160677,0.00420741;-2.60768,-2.06917 3.37414,-1.6846 3.11691,2.32112 -2.86565,1.93801;0.873562 0.989146 0.989092 0.873751;0.5 0.5 0.5 0.5;1,0
240;1789213403956;0.0135147,-0.0161345,0.00452976;-2.60775,-2.07004 3.37389,-1.68466 3.11636,2.32116 -2.86597,1.93764;0.873644 0.989028 0.989003 0.873791;0.5 0.5 0.5 0.5;1,0
241;1789213404007;0.0135972,-0.0161748,0.00449873;-2.60744,-2.07049 3.3742,-1.68403 3.11572,2.3221 -2.86619,1.93726;0.873656 0.989031 0.988978 0.873742;0.5 0.5 0.5 0.5;1,0
242;1789213404052;0.0136504,-0.0162541,0.00473171;-2.60697,-2.07076 3.37445,-1.6834 3.11553,2.32213 -2.86608,1.93629;0.873621 0.989031 0.989017 0.873656;0.5 0.5 0.5 0.5;1,0
243;1789213404104;0.013693,-0.0163045,0.00452126;-2.60692,-2.07059 3.37434,-1.68398 3.11635,2.32202 -2.86556,1.93721;0.87356 0.98905 0.989117 0.873609;0.5 0.5 0.5 0.5;1,0
244;1789213404160;0.013729,-0.016392,0.0046831;-2.60709,-2.07015 3.37426,-1.68393 3.11579,2.32149 -2.86589,1.93673;0.873562 0.98906 0.988981 0.87369;0.5 0.5 0.5 0.5;1,0
245;1789213404213;0.0138128,-0.0164445,0.00437509;-2.60677,-2.07067 3.37424,-1.68358 3.1158,2.32181 -2.86584,1.93656;0.873561 0.988997 0.989025 0.873645;0.5 0.5 0.5 0.5;1,0
246;1789213404255;0.0138513,-0.0165009,0.00401924;-2.60798,-2.06911 3.37409,-1.68462 3.11666,2.32087 -2.86553,1.93744;0.873618 0.989141 0.98906 0.873707;0.5 0.5 0.5 0.5;1,0
247;1789213404310;0.0139201,-0.0165816,0.0046741;-2.60694,-2.07047 3.37489,-1.68494 3.11642,2.32193 -2.86556,1.93697;0.873486 0.989241 0.989143 0.873602;0.5 0.5 0.5 0.5;1,0
248;1789213404356;0.0139329,-0.0166232,0.00368632;-2.60723,-2.07045 3.374,-1.68486 3.11628,2.32113 -2.86554,1.93681;0.873555 0.989034 0.989049 0.873648;0.5 0.5 0.5 0.5;1,0
