# frame;ts_ms;est_x,est_y,est_th;verts;corner_sigma;edge_sigma_d;closed,publishable
61;1789213053490;-0.00137354,-0.0057352,0.00130958;-10,-2.52914 3.36712,-1.66441 3.12858,2.01967 10,2.01967 10,2.76885 -2.85994,1.9358 -2.85994,10 -3.39706,10 -2.62242,-1.95984 -10,-1.95984;0.831683 0.0216953 0.680264 1.88477 0.882673 0.713697 2.66539 1.0226 0.851337 2.66539;0.00291148 0.00319326 0.353553 0.5 0.00260548 0.5 0.5 0.00295021 0.5 0.5;1,0
62;1789213053539;-0.00139542,-0.00582653,0.000547991;-10,-2.5192 3.36519,-1.66778 3.1303,2.01967 10,2.01967 10,2.75845 -2.85994,1.9392 -2.85994,10 -3.38378,10 -2.62149,-1.95984 -10,-1.95984;0.829551 0.0216951 0.680491 1.88477 0.880368 0.714284 2.66539 1.0195 0.851083 2.66539;0.00291148 0.00319326 0.353553 0.5 0.00260548 0.5 0.5 0.00295021 0.5 0.5;1,0
63;1789213053590;-0.00141826,-0.00592181,0.000460595;-10,-2.52019 3.3671,-1.66934 3.13236,2.01967 10,2.01967 10,2.7587 -2.85994,1.93909 -2.85994,10 -3.38522,10 -2.62266,-1.95984 -10,-1.95984;0.829756 0.0216968 0.680815 1.88477 0.880425 0.714263 2.66539 1.01983 0.851333 2.66539;0.00291148 0.00319326 0.353553 0.5 0.00260548 0.5 0.5 0.00295021 0.5 0.5;1,0
64;1789213053635;-0.00143825,-0.00600518,0.000933896;-10,-2.51937 3.36529,-1.66615 3.12947,2.01967 10,2.01967 10,2.76061 -2.85994,1.93898 -2.85994,10 -3.38626,10 -2.62167,-1.95984 -10,-1.95984;0.829594 0.021695 0.680372 1.88477 0.880845 0.714251 2.66539 1.02008 0.851133 2.66539;0.00291148 0.00319326 0.353553 0.5 0.00260548 0.5 0.5 0.00295021 0.5 0.5;1,0
65;1789213053688;-0.00146198,-0.00610447,0.00136809;-10,-2.53204 3.36721,-1.66246 3.12837,2.01967 10,2.01967 10,2.77032 -2.85994,1.9358 -2.85994,10 -3.39648,10 -2.62061,-1.95984 -10,-1.95984;0.83231 0.0216949 0.680236 1.88477 0.882996 0.713703 2.66539 1.02247 0.850958 2.66539;0.00291148 0.00319326 0.353553 0.5 0.00260548 0.5 0.5 0.00295021 0.5 0.5;1,0
66;1789213053740;-0.00148522,-0.00620174,0.00186399;-10,-2.53932 3.36937,-1.66119 3.12771,2.01967 10,2.01967 10,2.77794 -2.85994,1.93378 -2.85994,10 -3.40352,10 -2.61918,-1.95984 -10,-1.95984;0.833868 0.0216959 0.680167 1.88477 0.884687 0.713362 2.66539 1.02413 0.850694 2.66539;0.00291148 0.00319326 0.353553 0.5 0.00260548 0.5 0.5 0.00295021 0.5 0.5;1,0
67;1789213053794;-0.00150936,-0.00630301,0.00199242;-10,-2.53912 3.36951,-1.66009 3.12793,2.01967 10,2.01967 10,2.7744 -2.85994,1.93215 -2.85994,10 -3.40373,10 -2.62033,-1.95984 -10,-1.95984;0.83383 0.021696 0.680202 1.88477 0.883912 0.71305 2.66539 1.02418 0.850934 2.66539;0.00291148 0.00319326 0.353553 0.5 0.00260548 0.5 0.5 0.00295021 0.5 0.5;1,0
68;1789213053839;-0.00152923,-0.00638642,0.00198994;-10,-2.53646 3.36835,-1.66075 3.12723,2.01967 10,2.01967 10,2.77446 -2.85994,1.93346 -2.85994,10 -3.40235,10 -2.62033,-1.95984 -10,-1.95984;0.833259 0.0216953 0.680085 1.88477 0.88392 0.713289 2.66539 1.02385 0.850928 2.66539;0.00291148 0.00319326 0.353553 0.5 0.00260548 0.5 0.5 0.00295021 0.5 0.5;1,0
69;1789213053898;-0.00155524,-0.00649563,0.00215375;-10,-2.53514 3.36742,-1.66366 3.12739,2.01967 10,2.01967 10,2.7727 -2.85994,1.93529 -2.85994,10 -3.39873,10 -2.61869,-1.95984 -10,-1.95984;0.832966 0.0216948 0.680095 1.88477 0.883523 0.713619 2.66539 1.02301 0.85057 2.66539;0.00291148 0.00319326 0.353553 0.5 0.00260548 0.5 0.5 0.00295021 0.5 0.5;1,0
70;1789213053950;-0.00157842,-0.00659294,0.00209627;-10,-2.53928 3.36814,-1.66086 3.1269,2.01967 10,2.01967 10,2.77641 -2.85994,1.93235 -2.85994,10 -3.40427,10 -2.61894,-1.95984 -10,-1.95984;0.833862 0.0216948 0.680035 1.88477 0.884355 0.713093 2.66539 1.02431 0.850648 2.66539;0.00291148 0.00319326 0.353553 0.5 0.00260548 0.5 0.5 0.00295021 0.5 0.5;1,0
71;1789213054002;-0.00160161,-0.00669024,0.00188291;-10,-2.53429 3.36907,-1.66334 3.12895,2.01967 10,2.01967 10,2.77076 -2.85994,1.93469 -2.85994,10 -3.3993,10 -2.62093,-1.95984 -10,-1.95984;0.832785 0.0216964 0.680344 1.88477 0.883098 0.713502 2.66539 1.02313 0.851039 2.66539;0.00291148 0.00319326 0.353553 0.5 0.00260548 0.5 0.5 0.00295021 0.5 0.5;1,0
72;1789213054046;-0.001621,-0.00677165,0.00203987;-10,-2.53362 3.36863,-1.66499 3.12874,2.01967 10,2.01967 10,2.77064 -2.85994,1.93413 -2.85994,10 -3.39806,10 -2.61978,-1.95984 -10,-1.95984;0.832635 0.0216962 0.680307 1.88477 0.883075 0.713398 2.66539 1.02285 0.850793 2.66539;0.00291148 0.00319326 0.353553 0.5 0.00260548 0.5 0.5 0.00295021 0.5 0.5;1,0
73;1789213054097;-0.00164371,-0.00686696,0.00234381;-10,-2.53531 3.36911,-1.66258 3.12877,2.01967 10,2.01967 10,2.77285 -2.85994,1.93388 -2.85994,10 -3.39938,10 -2.6195,-1.95984 -10,-1.95984;0.833007 0.0216962 0.680318 1.88477 0.883564 0.713361 2.66539 1.02316 0.850742 2.66539;0.00291148 0.00319326 0.353553 0.5 0.00260548 0.5 0.5 0.00295021 0.5 0.5;1,0
74;1789213054145;-0.00166496,-0.00695634,0.00250781;-10,-2.54402 3.36987,-1.65996 3.1268,2.01967 10,2.01967 10,2.78033 -2.85994,1.93121 -2.85994,10 -3.40858,10 -2.61852,-1.95984 -10,-1.95984;0.834878 0.0216957 0.680041 1.88477 0.885226 0.712899 2.66539 1.02532 0.850582 2.66539;0.00291148 0.00319326 0.353553 0.5 0.00260548 0.5 0.5 0.00295021 0.5 0.5;1,0
75;1789213054204;-0.00169093,-0.00706556,0.00256385;-10,-2.54284 3.3691,-1.66011 3.12592,2.01967 10,2.01967 10,2.78005 -2.85994,1.9303 -2.85994,10 -3.40903,10 -2.61927,-1.95984 -10,-1.95984;0.834625 0.0216951 0.679904 1.88477 0.885168 0.712732 2.66539 1.02542 0.85074 2.66539;0.00291148 0.00319326 0.353553 0.5 0.00260548 0.5 0.5 0.00295021 0.5 0.5;1,0
76;1789213054251;-0.00171167,-0.00715295,0.00281603;-10,-2.54203 3.36979,-1.66062 3.12697,2.01967 10,2.01967 10,2.77866 -2.85994,1.93149 -2.85994,10 -3.40785,10 -2.61966,-1.95984 -10,-1.95984;0.83445 0.0216959 0.680065 1.88477 0.884856 0.712945 2.66539 1.02514 0.850814 2.66539;0.00291148 0.00319326 0.353553 0.5 0.00260548 0.5 0.5 0.00295021 0.5 0.5;1,0
77;1789213054298;-0.00173246,-0.00724034,0.00209498;-10,-2.54238 3.36988,-1.66089 3.12794,2.01967 10,2.01967 10,2.777 -2.85994,1.93188 -2.85994,10 -3.4073,10 -2.6197,-1.95984 -10,-1.95984;0.834523 0.0216959 0.680208 1.88477 0.884487 0.713009 2.66539 1.02501 0.85082 2.66539;0.00291148 0.00319326 0.353553 0.5 0.00260548 0.5 0.5 0.00295021 0.5 0.5;1,0
78;1789213054343;-0.00175234,-0.00732374,0.00186493;-10,-2.53186 3.36678,-1.66556 3.12752,2.01967 10,2.01967 10,2.76754 -2.85994,1.9336 -2.85994,10 -3.3977,10 -2.62071,-1.95984 -10,-1.95984;0.832259 0.0216948 0.680104 1.88477 0.882394 0.713289 2.66539 1.02276 0.850985 2.66539;0.00291148 0.00319326 0.353553 0.5 0.00260548 0.5 0.5 0.00295021 0.5 0.5;1,0
79;1789213054395;-0.00177554,-0.00742103,0.00168074;-10,-2.53692 3.36746,-1.66259 3.12682,2.01967 10,2.01967 10,2.77265 -2.85994,1.93283 -2.85994,10 -3.40166,10 -2.62052,-1.95984 -10,-1.95984;0.833351 0.0216946 0.680013 1.88477 0.883523 0.713167 2.66539 1.02369 0.850964 2.66539;0.00291148 0.00319326 0.353553 0.5 0.00260548 0.5 0.5 0.00295021 0.5 0.5;1,0
80;1789213054451;-0.0018007,-0.00752626,0.00103327;-10,-2.52435 3.36682,-1.66602 3.13007,2.01967 10,2.01967 10,2.76115 -2.85994,1.93615 -2.85994,10 -3.39077,10 -2.62286,-1.95984 -10,-1.95984;0.830656 0.0216958 0.680478 1.88477 0.880976 0.713734 2.66539 1.02113 0.851399 2.66539;0.00291148 0.00319326 0.353553 0.5 0.00260548 0.5 0.5 0.00295021 0.5 0.5;1,0
81;1789213054507;-0.00182585,-0.00763148,0.00122371;-10,-2.5277 3.36764,-1.66915 3.13075,2.01967 10,2.01967 10,2.76182 -2.85994,1.9353 -2.85994,10 -3.39077,10 -2.62164,-1.95984 -10,-1.95984;0.831357 0.0216963 0.680585 1.88477 0.881128 0.713582 2.66539 1.02113 0.851147 2.66539;0.00291148 0.00319326 0.353553 0.5 0.00260548 0.5 0.5 0.00295021 0.5 0.5;1,0
82;1789213054555;-0.00184725,-0.0077208,0.000983919;-10,-2.52793 3.36614,-1.66745 3.12854,2.01967 10,2.01967 10,2.76371 -2.85994,1.93469 -2.85994,10 -3.39448,10 -2.62358,-1.95984 -10,-1.95984;0.831412 0.0216948 0.680245 1.88477 0.881546 0.713477 2.66539 1.02199 0.851565 2.66539;0.00291148 0.00319326 0.353553 0.5 0.00260548 0.5 0.5 0.00295021 0.5 0.5;1,0
83;1789213054604;-0.0018691,-0.00781214,0.000912221;-10,-2.52278 3.36552,-1.66903 3.13039,2.01967 10,2.01967 10,2.75574 -2.85994,1.93704 -2.85994,10 -3.38536,10 -2.62268,-1.95984 -10,-1.95984;0.830309 0.021695 0.680508 1.88477 0.879782 0.713878 2.66539 1.01986 0.851338 2.66539;0.00291148 0.00319326 0.353553 0.5 0.00260548 0.5 0.5 0.00295021 0.5 0.5;1,0
84;1789213054660;-0.00189427,-0.00791736,0.00120446;-10,-2.52857 3.36775,-1.66528 3.12977,2.01967 10,2.01967 10,2.76497 -2.85994,1.93498 -2.85994,10 -3.39199,10 -2.62074,-1.95984 -10,-1.95984;0.831557 0.021696 0.680446 1.88477 0.881822 0.713533 2.66539 1.02142 0.850965 2.66539;0.00291148 0.00319326 0.353553 0.5 0.00260548 0.5 0.5 0.00295021 0.5 0.5;1,0
85;1789213054712;-0.00191753,-0.00801464,0.00161184;-10,-2.53434 3.36653,-1.66552 3.1273,2.01967 10,2.01967 10,2.76871 -2.85994,1.93337 -2.85994,10 -3.39686,10 -2.6208,-1.95984 -10,-1.95984;0.832787 0.0216942 0.680069 1.88477 0.882653 0.713252 2.66539 1.02256 0.851001 2.66539;0.00291148 0.00319326 0.353553 0.5 0.00260548 0.5 0.5 0.00295021 0.5 0.5;1,0
86;1789213054756;-0.00193694,-0.00809606,0.00193562;-10,-2.54341 3.36825,-1.66257 3.12591,2.01967 10,2.01967 10,2.77444 -2.85994,1.93004 -2.85994,10 -3.40596,10 -2.61941,-1.95984 -10,-1.95984;0.834737 0.0216945 0.679889 1.88477 0.883931 0.712664 2.66539 1.0247 0.850753 2.66539;0.00291148 0.00319326 0.353553 0.5 0.00260548 0.5 0.5 0.00295021 0.5 0.5;1,0
87;1789213054808;-0.00196015,-0.00819335,0.00177836;-10,-2.53428 3.36794,-1.66453 3.12821,2.01967 10,2.01967 10,2.76846 -2.85994,1.93259 -2.85994,10 -3.39773,10 -2.62045,-1.95984 -10,-1.95984;0.832779 0.0216954 0.68022 1.88477 0.882601 0.713109 2.66539 1.02277 0.850931 2.66539;0.00291148 0.00319326 0.353553 0.5 0.00260548 0.5 0.5 0.00295021 0.5 0.5;1,0
88;1789213054852;-0.00197954,-0.00827477,0.0020314;-10,-2.53868 3.36754,-1.66336 3.12572,2.01967 10,2.01967 10,2.77554 -2.85994,1.93163 -2.85994,10 -3.40472,10 -2.61998,-1.95984 -10,-1.95984;0.833724 0.0216945 0.679852 1.88477 0.884167 0.712958 2.66539 1.02441 0.850866 2.66539;0.00291148 0.00319326 0.353553 0.5 0.00260548 0.5 0.5 0.00295021 0.5 0.5;1,0
89;1789213054907;-0.00200419,-0.00837802,0.00139282;-10,-2.52969 3.36648,-1.66815 3.129,2.01967 10,2.01967 10,2.76295 -2.85994,1.93443 -2.85994,10 -3.39247,10 -2.62225,-1.95984 -10,-1.95984;0.831784 0.021695 0.680315 1.88477 0.881379 0.713426 2.66539 1.02153 0.85128 2.66539;0.00291148 0.00319326 0.353553 0.5 0.00260548 0.5 0.5 0.00295021 0.5 0.5;1,0
90;1789213054962;-0.00202886,-0.00848126,0.000866994;-10,-2.52873 3.36619,-1.66844 3.12895,2.01967 10,2.01967 10,2.7623 -2.85994,1.93574 -2.85994,10 -3.39027,10 -2.62091,-1.95984 -10,-1.95984;0.83158 0.0216948 0.680306 1.88477 0.881232 0.713664 2.66539 1.02102 0.850992 2.66539;0.00291148 0.00319326 0.353553 0.5 0.00260548 0.5 0.5 0.00295021 0.5 0.5;1,0
91;1789213055016;-0.00205311,-0.0085825,0.00110191;-10,-2.52764 3.36737,-1.66821 3.13034,2.01967 10,2.01967 10,2.76032 -2.85994,1.93437 -2.85994,10 -3.39074,10 -2.62213,-1.95984 -10,-1.95984;0.831347 0.021696 0.680523 1.88477 0.880802 0.713405 2.66539 1.02112 0.851248 2.66539;0.00291148 0.00319326 0.353553 0.5 0.00260548 0.5 0.5 0.00295021 0.5 0.5;1,0
92;1789213055062;-0.0020735,-0.00866788,0.00186085;-10,-2.52993 3.36764,-1.66643 3.12965,2.01967 10,2.01967 10,2.76474 -2.85994,1.93371 -2.85994,10 -3.3945,10 -2.62158,-1.95984 -10,-1.95984;0.831842 0.0216958 0.680427 1.88477 0.881778 0.7133 2.66539 1.022 0.851151 2.66539;0.00291148 0.00319326 0.353553 0.5 0.00260548 0.5 0.5 0.00295021 0.5 0.5;1,0
93;1789213055112;-0.00209577,-0.0087612,0.00153208;-10,-2.53008 3.36637,-1.66743 3.12857,2.01967 10,2.01967 10,2.76156 -2.85994,1.9317 -2.85994,10 -3.39301,10 -2.6215,-1.95984 -10,-1.95984;0.83187 0.0216948 0.680253 1.88477 0.881086 0.71292 2.66539 1.02166 0.851128 2.66539;0.00291148 0.00319326 0.353553 0.5 0.00260548 0.5 0.5 0.00295021 0.5 0.5;1,0
94;1789213055161;-0.00211757,-0.0088525,0.00148916;-10,-2.53513 3.36732,-1.6661 3.12739,2.01967 10,2.01967 10,2.76798 -2.85994,1.93171 -2.85994,10 -3.39911,10 -2.62077,-1.95984 -10,-1.95984;0.832955 0.0216949 0.680092 1.88477 0.882499 0.712945 2.66539 1.02309 0.851004 2.66539;0.00291148 0.00319326 0.353553 0.5 0.00260548 0.5 0.5 0.00295021 0.5 0.5;1,0
95;1789213055221;-0.00214414,-0.00896372,0.00162829;-10,-2.53609 3.36741,-1.66673 3.12743,2.01967 10,2.01967 10,2.76981 -2.85994,1.93135 -2.85994,10 -3.39983,10 -2.62084,-1.95984 -10,-1.95984;0.833157 0.0216949 0.680098 1.88477 0.882904 0.712887 2.66539 1.02326 0.851022 2.66539;0.00291148 0.00319326 0.353553 0.5 0.00260548 0.5 0.5 0.00295021 0.5 0.5;1,0
96;1789213055271;-0.00216637,-0.00905705,0.00230568;-10,-2.54218 3.36801,-1.66703 3.12661,2.01967 10,2.01967 10,2.77309 -2.85994,1.93116 -2.85994,10 -3.40372,10 -2.6207,-1.95984 -10,-1.95984;0.834456 0.0216947 0.679985 1.88477 0.883629 0.712864 2.66539 1.02417 0.851011 2.66539;0.00291148 0.00319326 0.353553 0.5 0.00260548 0.5 0.5 0.00295021 0.5 0.5;1,0
97;1789213055322;-0.00218903,-0.00915238,0.0028378;-10,-2.5442 3.36929,-1.66423 3.12726,2.01967 10,2.01967 10,2.77695 -2.85994,1.92923 -2.85994,10 -3.40784,10 -2.62123,-1.95984 -10,-1.95984;0.8349 0.0216954 0.680098 1.88477 0.884488 0.712526 2.66539 1.02513 0.85114 2.66539;0.00291148 0.00319326 0.353553 0.5 0.00260548 0.5 0.5 0.00295021 0.5 0.5;1,0
98;1789213055369;-0.00220975,-0.00923978,0.00350675;-10,-2.55898 3.3711,-1.66032 3.12398,2.01967 10,2.01967 10,2.7906 -2.85994,1.92674 -2.85994,10 -3.42039,10 -2.61706,-1.95984 -10,-1.95984;0.838079 0.0216949 0.679644 1.88477 0.887514 0.71212 2.66539 1.0281 0.850335 2.66539;0.00291148 0.00319326 0.353553 0.5 0.00260548 0.5 0.5 0.00295021 0.5 0.5;1,0
99;1789213055422;-0.00223326,-0.0093391,0.00377764;-10,-2.55562 3.37022,-1.65999 3.12381,2.01967 10,2.01967 10,2.78533 -2.85994,1.92549 -2.85994,10 -3.41744,10 -2.61739,-1.95984 -10,-1.95984;0.837362 0.0216945 0.679609 1.88477 0.886356 0.711872 2.66539 1.02741 0.850389 2.66539;0.00291148 0.00319326 0.353553 0.5 0.00260548 0.5 0.5 0.00295021 0.5 0.5;1,0
100;1789213055473;-0.00225579,-0.00943445,0.00348722;-10,-2.55155 3.36915,-1.66113 3.12419,2.01967 10,2.01967 10,2.78211 -2.85994,1.92726 -2.85994,10 -3.41479,10 -2.61881,-1.95984 -10,-1.95984;0.836485 0.0216942 0.679651 1.88477 0.885636 0.712184 2.66539 1.02678 0.850672 2.66539;0.00291148 0.00319326 0.353553 0.5 0.00260548 0.5 0.5 0.00295021 0.5 0.5;1,0
101;1789213055523;-0.00227788,-0.00952782,0.00362982;-10,-2.54971 3.36946,-1.66367 3.12535,2.01967 10,2.01967 10,2.78345 -2.85994,1.92814 -2.85994,10 -3.41216,10 -2.61954,-1.95984 -10,-1.95984;0.83608 0.0216948 0.679822 1.88477 0.885929 0.71235 2.66539 1.02616 0.85081 2.66539;0.00291148 0.00319326 0.353553 0.5 0.00260548 0.5 0.5 0.00295021 0.5 0.5;1,0
102;1789213055568;-0.00229761,-0.00961125,0.00401495;-10,-2.55568 3.37249,-1.661 3.12598,2.01967 10,2.01967 10,2.7869 -2.85994,1.92547 -2.85994,10 -3.41933,10 -2.61813,-1.95984 -10,-1.95984;0.83737 0.0216966 0.679953 1.88477 0.886702 0.711875 2.66539 1.02785 0.850552 2.66539;0.00291148 0.00319326 0.353553 0.5 0.00260548 0.5 0.5 0.00295021 0.5 0.5;1,0
103;1789213055623;-0.00232201,-0.00971456,0.00420424;-10,-2.56746 3.37281,-1.65574 3.12253,2.01967 10,2.01967 10,2.79921 -2.85994,1.92372 -2.85994,10 -3.43081,10 -2.61597,-1.95984 -10,-1.95984;0.839919 0.0216951 0.679458 1.88477 0.889433 0.711602 2.66539 1.03056 0.850159 2.66539;0.00291148 0.00319326 0.353553 0.5 0.00260548 0.5 0.5 0.00295021 0.5 0.5;1,0
104;1789213055678;-0.00234638,-0.00981787,0.00461584;-10,-2.56289 3.37104,-1.658 3.12211,2.01967 10,2.01967 10,2.7946 -2.85994,1.9242 -2.85994,10 -3.42474,10 -2.61561,-1.95984 -10,-1.95984;0.838928 0.0216942 0.679373 1.88477 0.88841 0.711672 2.66539 1.02913 0.850054 2.66539;0.00291148 0.00319326 0.353553 0.5 0.00260548 0.5 0.5 0.00295021 0.5 0.5;1,0
105;1789213055729;-0.00236883,-0.00991325,0.00422468;-10,-2.56715 3.37335,-1.65596 3.12356,2.01967 10,2.01967 10,2.79806 -2.85994,1.92317 -2.85994,10 -3.42919,10 -2.61686,-1.95984 -10,-1.95984;0.839851 0.0216956 0.679614 1.88477 0.889182 0.711497 2.66539 1.03017 0.850335 2.66539;0.00291148 0.00319326 0.353553 0.5 0.00260548 0.5 0.5 0.00295021 0.5 0.5;1,0
106;1789213055773;-0.00238804,-0.00999471,0.00470447;-10,-2.56263 3.3723,-1.65767 3.12348,2.01967 10,2.01967 10,2.79405 -2.85994,1.92429 -2.85994,10 -3.42475,10 -2.61621,-1.95984 -10,-1.95984;0.838874 0.0216954 0.679588 1.88477 0.88829 0.711686 2.66539 1.02913 0.850179 2.66539;0.00291148 0.00319326 0.353553 0.5 0.00260548 0.5 0.5 0.00295021 0.5 0.5;1,0
107;1789213055829;-0.00241283,-0.0101,0.00460619;-10,-2.56108 3.37126,-1.65837 3.12302,2.01967 10,2.01967 10,2.79337 -2.85994,1.92523 -2.85994,10 -3.42549,10 -2.61723,-1.95984 -10,-1.95984;0.838539 0.0216947 0.679507 1.88477 0.888134 0.711856 2.66539 1.0293 0.850394 2.66539;0.00291148 0.00319326 0.353553 0.5 0.00260548 0.5 0.5 0.00295021 0.5 0.5;1,0
108;1789213055879;-0.0024348,-0.0101934,0.00523427;-10,-2.56958 3.37176,-1.65614 3.12087,2.01967 10,2.01967 10,2.79871 -2.85994,1.92188 -2.85994,10 -3.43239,10 -2.61604,-1.95984 -10,-1.95984;0.840373 0.0216939 0.679203 1.88477 0.889331 0.711264 2.66539 1.03093 0.850181 2.66539;0.00291148 0.00319326 0.353553 0.5 0.00260548 0.5 0.5 0.00295021 0.5 0.5;1,0
109;1789213055934;-0.00245909,-0.0102968,0.00527602;-10,-2.57501 3.37399,-1.65365 3.12121,2.01967 10,2.01967 10,2.80451 -2.85994,1.92026 -2.85994,10 -3.4378,10 -2.61519,-1.95984 -10,-1.95984;0.84155 0.0216951 0.679282 1.88477 0.890624 0.71099 2.66539 1.0322 0.850031 2.66539;0.00291148 0.00319326 0.353553 0.5 0.00260548 0.5 0.5 0.00295021 0.5 0.5;1,0
110;1789213055975;-0.00247727,-0.0103743,0.00558331;-10,-2.57689 3.37461,-1.65622 3.12129,2.01967 10,2.01967 10,2.80695 -2.85994,1.92036 -2.85994,10 -3.43777,10 -2.61407,-1.95984 -10,-1.95984;0.841944 0.0216956 0.679299 1.88477 0.891164 0.711017 2.66539 1.0322 0.849799 2.66539;0.00291148 0.00319326 0.353553 0.5 0.00260548 0.5 0.5 0.00295021 0.5 0.5;1,0
111;1789213056026;-0.00249965,-0.0104697,0.00523283;-10,-2.57154 3.37169,-1.65736 3.12007,2.01967 10,2.01967 10,2.80157 -2.85994,1.92129 -2.85994,10 -3.43502,10 -2.61555,-1.95984 -10,-1.95984;0.840789 0.0216937 0.679085 1.88477 0.889967 0.711167 2.66539 1.03155 0.850093 2.66539;0.00291148 0.00319326 0.353553 0.5 0.00260548 0.5 0.5 0.00295021 0.5 0.5;1,0
112;1789213056072;-0.00251971,-0.0105551,0.00519852;-10,-2.57156 3.37317,-1.65709 3.12198,2.01967 10,2.01967 10,2.80065 -2.85994,1.92151 -2.85994,10 -3.43358,10 -2.61589,-1.95984 -10,-1.95984;0.840794 0.021695 0.679382 1.88477 0.889763 0.711204 2.66539 1.03121 0.850157 2.66539;0.00291148 0.00319326 0.353553 0.5 0.00260548 0.5 0.5 0.00295021 0.5 0.5;1,0
113;1789213056133;-0.00254634,-0.0106684,0.00494896;-10,-2.57255 3.37186,-1.65801 3.12062,2.01967 10,2.01967 10,2.79968 -2.85994,1.92102 -2.85994,10 -3.43489,10 -2.61676,-1.95984 -10,-1.95984;0.841002 0.0216938 0.679166 1.88477 0.88955 0.711111 2.66539 1.03151 0.850343 2.66539;0.00291148 0.00319326 0.353553 0.5 0.00260548 0.5 0.5 0.00295021 0.5 0.5;1,0
114;1789213056185;-0.00256924,-0.0107657,0.00507916;-10,-2.57553 3.37262,-1.65495 3.11987,2.01967 10,2.01967 10,2.80413 -2.85994,1.91958 -2.85994,10 -3.4375,10 -2.61561,-1.95984 -10,-1.95984;0.841655 0.0216939 0.679069 1.88477 0.890544 0.710864 2.66539 1.03213 0.850117 2.66539;0.00291148 0.00319326 0.353553 0.5 0.00260548 0.5 0.5 0.00295021 0.5 0.5;1,0
115;1789213056233;-0.00259028,-0.0108552,0.00470818;-10,-2.5681 3.37101,-1.65737 3.12056,2.01967 10,2.01967 10,2.79818 -2.85994,1.92186 -2.85994,10 -3.43135,10 -2.61703,-1.95984 -10,-1.95984;0.84005 0.0216935 0.679146 1.88477 0.889214 0.711259 2.66539 1.03067 0.850381 2.66539;0.00291148 0.00319326 0.353553 0.5 0.00260548 0.5 0.5 0.00295021 0.5 0.5;1,0
116;1789213056277;-0.00260943,-0.0109366,0.00469636;-10,-2.56922 3.37303,-1.65801 3.12278,2.01967 10,2.01967 10,2.79543 -2.85994,1.92123 -2.85994,10 -3.42944,10 -2.61567,-1.95984 -10,-1.95984;0.840288 0.0216952 0.679495 1.88477 0.888608 0.711132 2.66539 1.03023 0.850089 2.66539;0.00291148 0.00319326 0.353553 0.5 0.00260548 0.5 0.5 0.00295021 0.5 0.5;1,0
117;1789213056332;-0.00263382,-0.0110399,0.00460843;-10,-2.56955 3.37223,-1.65639 3.12146,2.01967 10,2.01967 10,2.79818 -2.85994,1.92248 -2.85994,10 -3.43234,10 -2.6168,-1.95984 -10,-1.95984;0.840365 0.0216944 0.679294 1.88477 0.889212 0.711371 2.66539 1.03091 0.850339 2.66539;0.00291148 0.00319326 0.353553 0.5 0.00260548 0.5 0.5 0.00295021 0.5 0.5;1,0
118;1789213056387;-0.00265815,-0.0111433,0.00396512;-10,-2.55982 3.3695,-1.66294 3.12261,2.01967 10,2.01967 10,2.78736 -2.85994,1.92473 -2.85994,10 -3.41932,10 -2.61713,-1.95984 -10,-1.95984;0.83825 0.0216936 0.679422 1.88477 0.886809 0.711741 2.66539 1.02785 0.850345 2.66539;0.00291148 0.00319326 0.353553 0.5 0.00260548 0.5 0.5 0.00295021 0.5 0.5;1,0
119;1789213056438;-0.00268067,-0.0112386,0.00343011;-10,-2.55854 3.37036,-1.66087 3.12356,2.01967 10,2.01967 10,2.78574 -2.85994,1.92412 -2.85994,10 -3.41854,10 -2.61712,-1.95984 -10,-1.95984;0.837983 0.0216944 0.679574 1.88477 0.886453 0.711625 2.66539 1.02767 0.850338 2.66539;0.00291148 0.00319326 0.353553 0.5 0.00260548 0.5 0.5 0.00295021 0.5 0.5;1,0
120;1789213056482;-0.00269997,-0.0113201,0.00399755;-10,-2.56527 3.3723,-1.65893 3.12338,2.01967 10,2.01967 10,2.79304 -2.85994,1.92315 -2.85994,10 -3.42647,10 -2.61753,-1.95984 -10,-1.95984;0.839434 0.0216951 0.679574 1.88477 0.888071 0.711475 2.66539 1.02953 0.85046 2.66539;0.00291148 0.00319326 0.353553 0.5 0.00260548 0.5 0.5 0.00295021 0.5 0.5;1,0
121;1789213056535;-0.0027234,-0.0114194,0.00477012;-10,-2.57022 3.3714,-1.65723 3.12089,2.01967 10,2.01967 10,2.79795 -2.85994,1.92166 -2.85994,10 -3.43138,10 -2.61588,-1.95984 -10,-1.95984;0.840505 0.0216936 0.679199 1.88477 0.889164 0.71122 2.66539 1.03069 0.850143 2.66539;0.00291148 0.00319326 0.353553 0.5 0.00260548 0.5 0.5 0.00295021 0.5 0.5;1,0
122;1789213056587;-0.00274628,-0.0115168,0.00552301;-10,-2.57507 3.37345,-1.65541 3.12004,2.01967 10,2.01967 10,2.80462 -2.85994,1.91968 -2.85994,10 -3.44076,10 -2.61701,-1.95984 -10,-1.95984;0.841555 0.0216947 0.679103 1.88477 0.890651 0.710885 2.66539 1.03289 0.850423 2.66539;0.00291148 0.00319326 0.353553 0.5 0.00260548 0.5 0.5 0.00295021 0.5 0.5;1,0
