# frame;ts_ms;est_x,est_y,est_th;verts;corner_sigma;edge_sigma_d;closed,publishable
343;1789210716019;-4.00878,-1.63889,-1.43237;-4.50437,-8.84573 2.35461,-8.28652 1.65895,-0.11807 -5.40583,-0.607588;0.105945 0.133464 0.0840549 0.0579008;0.057653 0.0224449 0.0313652 0.00300135;1,0
344;1789210716069;-4.00548,-1.64151,-1.45022;-4.50479,-8.84389 2.35473,-8.28758 1.65898,-0.118126 -5.40565,-0.608332;0.105865 0.13356 0.0840548 0.0578992;0.057653 0.0224449 0.0313652 0.00300135;1,0
345;1789210716118;-4.00382,-1.64638,-1.46155;-4.50445,-8.84607 2.35489,-8.28888 1.65895,-0.117933 -5.40572,-0.608002;0.105887 0.133533 0.0840546 0.0578998;0.057653 0.0224449 0.0313652 0.00300135;1,0
346;1789210716164;-4.00366,-1.6435,-1.46725;-4.50431,-8.84693 2.35494,-8.28947 1.65895,-0.117782 -5.40571,-0.608001;0.105894 0.133524 0.0840546 0.0578998;0.057653 0.0224449 0.0313652 0.00300135;1,0
347;1789210716217;-4.00315,-1.64262,-1.47025;-4.50497,-8.84346 2.35493,-8.2891 1.659,-0.118309 -5.40554,-0.608822;0.10581 0.133627 0.0840546 0.0578982;0.057653 0.0224449 0.0313652 0.00300135;1,0
348;1789210716277;-4.00171,-1.64921,-1.47164;-4.50448,-8.84577 2.35479,-8.28843 1.65903,-0.118118 -5.40558,-0.608574;0.105892 0.133526 0.0840554 0.0578986;0.057653 0.0224449 0.0313652 0.00300135;1,0
349;1789210716326;-4.00092,-1.64727,-1.47226;-4.50404,-8.84844 2.35495,-8.28989 1.65897,-0.117641 -5.40571,-0.607968;0.105923 0.133487 0.084055 0.0578997;0.057653 0.0224449 0.0313652 0.00300135;1,0
350;1789210716373;-4.00133,-1.64192,-1.47211;-4.50473,-8.84496 2.35504,-8.29006 1.65897,-0.118115 -5.40558,-0.608605;0.105824 0.13361 0.0840545 0.0578985;0.057653 0.0224449 0.0313652 0.00300135;1,0
351;1789210716424;-4.00061,-1.64726,-1.47209;-4.50442,-8.84629 2.3549,-8.28914 1.65901,-0.118141 -5.40562,-0.608471;0.105886 0.133534 0.0840551 0.0578989;0.057653 0.0224449 0.0313652 0.00300135;1,0
352;1789210716478;-3.99935,-1.64618,-1.47292;-4.50404,-8.84838 2.35491,-8.28968 1.65899,-0.117701 -5.40568,-0.608101;0.105927 0.133481 0.0840552 0.0578994;0.057653 0.0224449 0.0313652 0.00300135;1,0
353;1789210716530;-3.99853,-1.64278,-1.47347;-4.50415,-8.84742 2.35484,-8.28903 1.65903,-0.117932 -5.40567,-0.608342;0.105918 0.133491 0.0840556 0.0578995;0.057653 0.0224449 0.0313652 0.00300135;1,0
354;1789210716576;-3.97044,-1.64158,-1.47409;-4.49234,-8.86333 2.35794,-8.24827 1.65658,-0.109557 -5.40907,-0.60554;0.106921 0.127932 0.0836143 0.0570505;0.0569968 0.0222801 0.0309798 0.00300109;1,0
355;1789210716629;-3.93552,-1.59532,-1.53575;-4.49464,-8.85219 2.35812,-8.24981 1.65656,-0.109243 -5.40851,-0.607937;0.106578 0.128338 0.0836123 0.0570455;0.0569968 0.0222801 0.0309798 0.00300109;1,0
356;1789210716679;-3.94256,-1.61884,-1.45594;-4.49347,-8.85809 2.35828,-8.24966 1.6565,-0.11005 -5.40898,-0.605985;0.106741 0.128149 0.0836126 0.0570496;0.0569968 0.0222801 0.0309798 0.00300109;1,0
357;1789210716730;-3.91207,-1.59871,-1.45486;-4.49331,-8.85908 2.35829,-8.25023 1.65649,-0.109758 -5.40901,-0.605723;0.106752 0.128135 0.0836127 0.0570498;0.0569968 0.0222801 0.0309798 0.00300109;1,0
358;1789210716775;-3.88265,-1.59155,-1.45484;-4.49529,-8.84125 2.35914,-8.26002 1.65599,-0.103984 -5.40962,-0.600286;0.105296 0.117324 0.081734 0.0561297;0.05294 0.0217599 0.0301891 0.00300066;1,0
359;1789210716827;-3.64955,-1.52182,-1.3414;-4.49323,-8.85258 2.35769,-8.22705 1.6527,-0.0787998 -5.41415,-0.608225;0.105987 0.112324 0.0813099 0.0554277;0.0521597 0.0217599 0.0298466 0.00300066;1,0
360;1789210716871;-3.27502,-1.47835,-1.32492;-4.50254,-8.85313 2.35892,-8.23438 1.653,-0.0772058 -5.41423,-0.605008;0.10445 0.101025 0.0792915 0.0547417;0.0482628 0.0217599 0.0291865 0.00300066;1,0
361;1789210716926;-3.19457,-1.44547,-1.33152;-4.50337,-8.85339 2.35907,-8.23445 1.65331,-0.0778289 -5.41523,-0.604784;0.104471 0.101026 0.0792958 0.0547535;0.0482628 0.0217599 0.0291865 0.00300066;1,0
362;1789210716980;-3.18696,-1.44225,-1.33286;-4.50277,-8.85527 2.35836,-8.23081 1.65333,-0.0782388 -5.4145,-0.605129;0.104612 0.100867 0.0792957 0.054745;0.0482628 0.0217599 0.0291865 0.00300066;1,0
363;1789210717030;-3.14539,-1.43628,-1.33281;-4.50991,-8.86191 2.35805,-8.23153 1.65466,-0.0775405 -5.41471,-0.603867;0.103278 0.0930186 0.0778878 0.0540872;0.0448221 0.0217599 0.028642 0.00300066;1,0
364;1789210717076;-3.04147,-1.40585,-1.33555;-4.51339,-8.86639 2.35908,-8.22718 1.65472,-0.0735055 -5.4177,-0.603352;0.101366 0.0880729 0.0765771 0.0534942;0.0417316 0.0217599 0.0281453 0.00300066;1,0
365;1789210717129;-3.02561,-1.393,-1.3335;-4.51067,-8.86726 2.35888,-8.22699 1.65445,-0.0734047 -5.41771,-0.603482;0.101344 0.0880366 0.0765734 0.0534949;0.0417316 0.0217599 0.0281453 0.00300066;1,0
366;1789210717185;-3.01354,-1.39056,-1.33326;-4.51233,-8.86687 2.35904,-8.22762 1.65457,-0.0733847 -5.41789,-0.603643;0.101348 0.0880679 0.076575 0.0534969;0.0417316 0.0217599 0.0281453 0.00300066;1,0
367;1789210717236;-2.98272,-1.38381,-1.33252;-4.51343,-8.86796 2.35896,-8.2263 1.65454,-0.0740963 -5.4175,-0.603552;0.101432 0.0880117 0.0765744 0.0534919;0.0417316 0.0217599 0.0281453 0.00300066;1,0
368;1789210717281;-2.94959,-1.37733,-1.33411;-4.51446,-8.8666 2.35948,-8.22918 1.65451,-0.0733998 -5.41804,-0.603447;0.10134 0.0881245 0.0765744 0.0534981;0.0417316 0.0217599 0.0281453 0.00300066;1,0
369;1789210717338;-2.91293,-1.36426,-1.33274;-4.51751,-8.87124 2.36006,-8.23477 1.65419,-0.0722558 -5.41593,-0.602757;0.0978244 0.0822246 0.0752616 0.0528937;0.0387318 0.0217599 0.0276694 0.00300066;1,0
370;1789210717388;-2.75388,-1.32646,-1.33308;-4.51852,-8.87616 2.36014,-8.23553 1.65385,-0.0695624 -5.41986,-0.603285;0.0958777 0.0787273 0.0740481 0.0523773;0.0367395 0.0213843 0.0272209 0.00299989;1,0
371;1789210717437;-2.76727,-1.32868,-1.33129;-4.51615,-8.87736 2.35997,-8.23479 1.65345,-0.0698777 -5.41966,-0.603659;0.0958853 0.078676 0.0740425 0.0523757;0.0367395 0.0213843 0.0272209 0.00299989;1,0
372;1789210717483;-2.76228,-1.33159,-1.33077;-4.51811,-8.87767 2.36031,-8.23542 1.65338,-0.0700588 -5.4197,-0.603801;0.0959117 0.0786932 0.0740415 0.052376;0.0367395 0.0213843 0.0272209 0.00299989;1,0
373;1789210717539;-2.72608,-1.3235,-1.33087;-4.51842,-8.87875 2.36036,-8.23504 1.65327,-0.0703631 -5.41964,-0.603911;0.0959536 0.0786629 0.0740398 0.0523753;0.0367395 0.0213843 0.0272209 0.00299989;1,0
374;1789210717596;-2.68766,-1.316,-1.3316;-4.51861,-8.87979 2.36033,-8.23457 1.65324,-0.0706676 -5.41963,-0.603975;0.095995 0.0786292 0.0740392 0.0523751;0.0367395 0.0213843 0.0272209 0.00299989;1,0
375;1789210717646;-2.65445,-1.30897,-1.331;-4.51948,-8.88447 2.35927,-8.23412 1.64922,-0.0691266 -5.42555,-0.604145;0.0935939 0.075165 0.0729564 0.0519155;0.0346775 0.0210657 0.0268166 0.00299914;1,0
376;1789210717693;-2.52866,-1.27454,-1.33225;-4.52314,-8.89169 2.35871,-8.2334 1.64809,-0.0670783 -5.42696,-0.605158;0.0912027 0.0722107 0.0718276 0.051406;0.0329666 0.020719 0.0264162 0.00299834;1,0
377;1789210717744;-2.55296,-1.28268,-1.32942;-4.52305,-8.89093 2.35934,-8.23501 1.64731,-0.0673185 -5.42615,-0.605083;0.0911451 0.07227 0.0718177 0.0513968;0.0329666 0.020719 0.0264162 0.00299834;1,0
378;1789210717799;-2.53956,-1.28018,-1.32967;-4.52273,-8.89119 2.35951,-8.23531 1.64735,-0.0677071 -5.42645,-0.605204;0.0911389 0.0722731 0.0718179 0.0514003;0.0329666 0.020719 0.0264162 0.00299834;1,0
379;1789210717853;-2.50459,-1.27246,-1.3303;-4.52339,-8.89202 2.3596,-8.23539 1.64724,-0.0675296 -5.42608,-0.605426;0.0911681 0.0722601 0.0718166 0.0513962;0.0329666 0.020719 0.0264162 0.00299834;1,0
380;1789210717899;-2.47436,-1.26765,-1.32942;-4.52136,-8.89237 2.3594,-8.23498 1.64717,-0.0675305 -5.42617,-0.605889;0.0911529 0.0722366 0.0718154 0.051398;0.0329666 0.020719 0.0264162 0.00299834;1,0
381;1789210717948;-2.44058,-1.26316,-1.32823;-4.52104,-8.8937 2.35935,-8.23444 1.64723,-0.067807 -5.42629,-0.605863;0.0911925 0.0721964 0.071816 0.0513994;0.0329666 0.020719 0.0264162 0.00299834;1,0
382;1789210717999;-2.40778,-1.25523,-1.32962;-4.5247,-8.90129 2.35729,-8.23564 1.64533,-0.068076 -5.43506,-0.607231;0.0877778 0.0688293 0.0708774 0.0510118;0.0312315 0.0204305 0.0260641 0.00299755;1,0
383;1789210718058;-2.2516,-1.2248,-1.33116;-4.52921,-8.90547 2.35764,-8.23858 1.64337,-0.0686383 -5.4338,-0.607017;0.0852375 0.0668989 0.0699425 0.0505414;0.0299118 0.0201694 0.0257274 0.00299662;1,0
384;1789210718106;-2.27558,-1.23218,-1.3336;-4.52955,-8.90771 2.35713,-8.23685 1.64429,-0.0690095 -5.43441,-0.607384;0.085331 0.0668155 0.0699534 0.0505483;0.0299118 0.0201694 0.0257274 0.00299662;1,0
385;1789210718157;-2.28159,-1.23714,-1.33322;-4.52916,-8.90767 2.35731,-8.23736 1.64388,-0.0690529 -5.43354,-0.60742;0.0853126 0.066828 0.0699483 0.0505389;0.0299118 0.0201694 0.0257274 0.00299662;1,0
386;1789210718202;-2.24915,-1.23059,-1.33471;-4.52723,-8.90671 2.35742,-8.23819 1.64396,-0.0691278 -5.43406,-0.607625;0.0852441 0.06686 0.0699493 0.0505451;0.0299118 0.0201694 0.0257274 0.00299662;1,0
387;1789210718254;-2.21533,-1.22323,-1.34146;-4.52765,-8.90713 2.35741,-8.2381 1.64404,-0.0691763 -5.43371,-0.607782;0.085262 0.0668506 0.0699501 0.0505413;0.0299118 0.0201694 0.0257274 0.00299662;1,0
388;1789210718310;-2.17798,-1.21536,-1.35263;-4.52878,-8.90872 2.35717,-8.23701 1.64462,-0.0693598 -5.43386,-0.60795;0.0853387 0.0667978 0.0699571 0.0505429;0.0299118 0.0201694 0.0257274 0.00299662;1,0
389;1789210718363;-2.14773,-1.21139,-1.36666;-4.53606,-8.91294 2.35662,-8.23813 1.64315,-0.0701052 -5.4412,-0.608756;0.0826596 0.0648865 0.0690694 0.0501733;0.028651 0.0199285 0.0254096 0.00299575;1,0
390;1789210718406;-2.01782,-1.1851,-1.39732;-4.54265,-8.91425 2.35687,-8.2416 1.64179,-0.0710106 -5.4396,-0.608711;0.0804016 0.0636745 0.0682634 0.0497565;0.0278444 0.0197043 0.0251144 0.00299479;1,0
391;1789210718456;-2.04537,-1.19837,-1.40834;-4.54161,-8.91409 2.35681,-8.24192 1.64203,-0.0707563 -5.44008,-0.608848;0.0803774 0.0636797 0.0682663 0.0497619;0.0278444 0.0197043 0.0251144 0.00299479;1,0
392;1789210718505;-2.04034,-1.19705,-1.41154;-4.54269,-8.91543 2.35668,-8.24097 1.64213,-0.0710808 -5.43956,-0.608728;0.0804405 0.0636387 0.0682675 0.049756;0.0278444 0.0197043 0.0251144 0.00299479;1,0
393;1789210718565;-1.99885,-1.19266,-1.42969;-4.54106,-8.91364 2.35684,-8.24217 1.64189,-0.0710273 -5.43955,-0.608884;0.0803546 0.0636918 0.0682645 0.0497564;0.0278444 0.0197043 0.0251144 0.00299479;1,0
394;1789210718617;-1.96303,-1.18726,-1.44694;-4.54051,-8.91503 2.35681,-8.24159 1.64165,-0.0713186 -5.43927,-0.60844;0.080388 0.0636548 0.0682617 0.049753;0.0278444 0.0197043 0.0251144 0.00299479;1,0
395;1789210718668;-1.92168,-1.18108,-1.46557;-4.54253,-8.91554 2.35679,-8.24122 1.64204,-0.0713545 -5.43903,-0.608544;0.0804353 0.0636425 0.0682663 0.0497502;0.0278444 0.0197043 0.0251144 0.00299479;1,0
396;1789210718713;-1.89594,-1.18057,-1.48088;-4.55213,-8.91765 2.35659,-8.2436 1.64045,-0.0732198 -5.44541,-0.608917;0.0783254 0.0620482 0.0674845 0.0493974;0.0268935 0.0195066 0.024831 0.00299381;1,0
397;1789210718766;-1.75457,-1.17204,-1.57523;-4.55041,-8.91742 2.35692,-8.24448 1.63859,-0.0746111 -5.44593,-0.608991;0.0760974 0.0601217 0.0666911 0.0490327;0.026014 0.0193011 0.0245602 0.00299275;1,0
398;1789210718821;-1.76099,-1.18408,-1.58318;-4.54894,-8.91662 2.35703,-8.2456 1.63913,-0.0738626 -5.448,-0.609054;0.0760407 0.0601529 0.0666979 0.0490547;0.026014 0.0193011 0.0245602 0.00299275;1,0
399;1789210718872;-1.7531,-1.17946,-1.58122;-4.5515,-8.91769 2.35696,-8.24448 1.63834,-0.0742011 -5.44543,-0.609051;0.0761172 0.0601197 0.0666884 0.0490274;0.026014 0.0193011 0.0245602 0.00299275;1,0
400;1789210718925;-1.72774,-1.18583,-1.5993;-4.55147,-8.91791 2.35692,-8.24423 1.63847,-0.0742571 -5.4457,-0.609072;0.0761261 0.0601112 0.0666899 0.0490303;0.026014 0.0193011 0.0245602 0.00299275;1,0
401;1789210718975;-1.6935,-1.18776,-1.61641;-4.55226,-8.91693 2.35702,-8.24539 1.63915,-0.0736013 -5.44656,-0.609264;0.0760956 0.0601493 0.0666981 0.0490394;0.026014 0.0193011 0.0245602 0.00299275;1,0
402;1789210719024;-1.67185,-1.18483,-1.63137;-4.55322,-8.91824 2.35687,-8.24407 1.63922,-0.0740352 -5.44634,-0.60924;0.0761594 0.0601052 0.0666987 0.0490368;0.026014 0.0193011 0.0245602 0.00299275;1,0
403;1789210719073;-1.6373,-1.19107,-1.6447;-4.55336,-8.92366 2.35685,-8.24183 1.63687,-0.0717305 -5.45183,-0.61141;0.0734498 0.0580938 0.0660055 0.0486987;0.0251173 0.0191256 0.0243058 0.00299169;1,0
404;1789210719122;-1.51516,-1.21054,-1.71705;-4.54045,-8.92144 2.35732,-8.24099 1.63581,-0.0700581 -5.45592,-0.613245;0.0709793 0.05652 0.0653584 0.0483895;0.0243118 0.0189536 0.0240672 0.0029906;1,0
405;1789210719180;-1.52033,-1.21663,-1.69967;-4.54072,-8.92226 2.3573,-8.24033 1.63566,-0.0701207 -5.45608,-0.613185;0.0710091 0.0564976 0.0653567 0.0483911;0.0243118 0.0189536 0.0240672 0.0029906;1,0
406;1789210719228;-1.521,-1.21597,-1.69916;-4.54008,-8.92236 2.35725,-8.24012 1.63545,-0.0701814 -5.45619,-0.613194;0.0710067 0.0564913 0.0653542 0.0483924;0.0243118 0.0189536 0.0240672 0.0029906;1,0
407;1789210719278;-1.4862,-1.22016,-1.70889;-4.54397,-8.924 2.3572,-8.23924 1.63509,-0.069984 -5.45423,-0.613149;0.0711001 0.0564577 0.0653501 0.0483715;0.0243118 0.0189536 0.0240672 0.0029906;1,0
408;1789210719323;-1.46918,-1.22478,-1.7156;-4.54411,-8.92422 2.35723,-8.23907 1.63492,-0.0699633 -5.45416,-0.613136;0.0711087 0.0564525 0.0653481 0.0483708;0.0243118 0.0189536 0.0240672 0.0029906;1,0
409;1789210719382;-1.4277,-1.23231,-1.72738;-4.54048,-8.92238 2.3573,-8.24014 1.63542,-0.0698686 -5.45653,-0.613333;0.0710116 0.0564925 0.065354 0.0483959;0.0243118 0.0189536 0.0240672 0.0029906;1,0
410;1789210719435;-1.38076,-1.23686,-1.73693;-4.52391,-8.92886 2.35775,-8.23559 1.63268,-0.0656693 -5.46348,-0.615644;0.0692695 0.0552305 0.0648808 0.0482386;0.02361 0.0187997 0.023878 0.00298964;1,0
411;1789210719485;-1.2245,-1.25551,-1.75363;-4.51776,-8.93278 2.35768,-8.23205 1.63291,-0.0660114 -5.46481,-0.615293;0.0672653 0.054253 0.064176 0.0479084;0.0229632 0.0186336 0.02365 0.00298862;1,0
412;1789210719531;-1.21228,-1.24699,-1.73348;-4.51637,-8.93066 2.35785,-8.23376 1.63277,-0.064988 -5.46525,-0.615787;0.067184 0.0543087 0.0641747 0.0479136;0.0229632 0.0186336 0.02365 0.00298862;1,0
413;1789210719584;-1.21639,-1.2432,-1.72517;-4.51602,-8.93054 2.35786,-8.2337 1.63274,-0.0650501 -5.46545,-0.615853;0.0671788 0.0543093 0.0641744 0.0479157;0.0229632 0.0186336 0.02365 0.00298862;1,0
414;1789210719638;-1.18134,-1.25024,-1.7238;-4.51588,-8.93021 2.35786,-8.23391 1.63275,-0.0649438 -5.46556,-0.61594;0.0671679 0.0543169 0.0641745 0.0479169;0.0229632 0.0186336 0.02365 0.00298862;1,0
415;1789210719689;-1.1486,-1.25427,-1.72259;-4.5159,-8.93025 2.35785,-8.23388 1.63272,-0.0647991 -5.46558,-0.616009;0.0671695 0.0543158 0.0641741 0.0479172;0.0229632 0.0186336 0.02365 0.00298862;1,0
416;1789210719734;-1.11798,-1.25906,-1.72271;-4.50364,-8.93938 2.3575,-8.22641 1.63202,-0.0580145 -5.46929,-0.618917;0.0654567 0.052874 0.0638313 0.047756;0.0223425 0.0184963 0.0234887 0.00298765;1,0
417;1789210719783;-0.993424,-1.24952,-1.6922;-4.49968,-8.93942 2.35751,-8.22508 1.63461,-0.054403 -5.47028,-0.619369;0.0635092 0.051859 0.0632582 0.0474472;0.0217465 0.0183307 0.0232794 0.00298665;1,0
418;1789210719830;-0.871108,-1.22025,-1.68248;-4.49835,-8.94391 2.35731,-8.22145 1.63441,-0.0506849 -5.47036,-0.62101;0.061429 0.0507441 0.0625608 0.0471223;0.0211887 0.0182778 0.0230686 0.00298665;1,0
419;1789210719889;-0.918435,-1.21368,-1.67102;-4.49836,-8.94402 2.3573,-8.22148 1.63449,-0.0509001 -5.47037,-0.62084;0.0614304 0.0507428 0.0625617 0.0471223;0.0211887 0.0182778 0.0230686 0.00298665;1,0
420;1789210719939;-0.909231,-1.21439,-1.67153;-4.49843,-8.94374 2.35733,-8.22183 1.63458,-0.050789 -5.47036,-0.620836;0.0614214 0.0507515 0.0625627 0.0471221;0.0211887 0.0182778 0.0230686 0.00298665;1,0
421;1789210719990;-0.873505,-1.21832,-1.67143;-4.49847,-8.94356 2.35732,-8.22202 1.63463,-0.0508592 -5.47035,-0.620819;0.0614165 0.050756 0.0625632 0.047122;0.0211887 0.0182778 0.0230686 0.00298665;1,0
422;1789210720034;-0.837711,-1.21989,-1.67119;-4.4985,-8.94355 2.35731,-8.22199 1.6347,-0.051076 -5.47035,-0.620757;0.0614169 0.0507558 0.0625639 0.047122;0.0211887 0.0182778 0.0230686 0.00298665;1,0
423;1789210720087;-0.79894,-1.22452,-1.67191;-4.49601,-8.94263 2.3574,-8.22258 1.63463,-0.0513904 -5.47097,-0.620548;0.0613677 0.050773 0.062563 0.0471282;0.0211887 0.0182778 0.0230686 0.00298665;1,0
424;1789210720143;-0.764369,-1.2282,-1.67256;-4.49347,-8.93863 2.3577,-8.22553 1.63451,-0.0516449 -5.47163,-0.619268;0.0588171 0.049813 0.0618702 0.0468174;0.0205963 0.0182333 0.0228621 0.00298665;1,0
425;1789210720199;-0.575569,-1.24139,-1.67456;-4.49424,-8.93575 2.35787,-8.22735 1.63423,-0.0509337 -5.47162,-0.618291;0.0567144 0.0489393 0.0612149 0.0465059;0.020077 0.0181787 0.0226573 0.00298665;1,0
426;1789210720248;-0.578935,-1.23417,-1.67459;-4.49421,-8.93581 2.35784,-8.22731 1.63438,-0.0512315 -5.47163,-0.618177;0.0567156 0.0489378 0.0612165 0.0465059;0.020077 0.0181787 0.0226573 0.00298665;1,0
427;1789210720298;-0.580983,-1.23681,-1.674;-4.49424,-8.93565 2.35786,-8.22752 1.63446,-0.0513253 -5.47163,-0.618126;0.0567108 0.0489424 0.0612173 0.0465058;0.020077 0.0181787 0.0226573 0.00298665;1,0
428;1789210720346;-0.546645,-1.24009,-1.67445;-4.49424,-8.93536 2.35786,-8.22762 1.63456,-0.0514657 -5.47161,-0.61824;0.0567053 0.0489471 0.0612182 0.0465057;0.020077 0.0181787 0.0226573 0.00298665;1,0
429;1789210720397;-0.510257,-1.24504,-1.67428;-4.49421,-8.93573 2.35786,-8.22759 1.63461,-0.0516256 -5.47164,-0.617896;0.0567107 0.0489422 0.0612189 0.0465058;0.020077 0.0181787 0.0226573 0.00298665;1,0
430;1789210720449;-0.472611,-1.24767,-1.67572;-4.49427,-8.93511 2.35795,-8.22871 1.63524,-0.0509657 -5.47163,-0.617841;0.0550852 0.0483225 0.0605595 0.0462164;0.0196484 0.0181343 0.0224577 0.00298661;1,0
431;1789210720506;3.04956,-1.52463,2.93759;-4.18581,3.39482 -4.14781,-3.49395 4.06323,-3.5644 4.18581,3.5644;0.0538775 0.0477457 0.0598779 0.0458766;0.0192802 0.0180883 0.0222492 0.0029866;1,1
432;1789210720554;3.04845,-1.5507,2.92817;-4.18522,3.39427 -4.1426,-3.49418 4.06736,-3.56314 4.18455,3.56467;0.0538997 0.0477213 0.0598962 0.0458494;0.0192802 0.0180883 0.0222492 0.0029866;1,1
433;1789210720605;3.34614,-1.1984,2.93908;-4.19188,3.39417 -4.14083,-3.49439 4.06423,-3.5618 4.18401,3.56116;0.0536617 0.04751 0.0595881 0.045719;0.0191792 0.0180661 0.02218 0.00298658;1,1
434;1789210720651;3.18159,-1.17682,2.92238;-4.19612,3.39335 -4.14346,-3.49408 4.06483,-3.56186 4.18235,3.5597;0.0533597 0.0473207 0.0590077 0.0455052;0.0190553 0.0180142 0.0220604 0.00298658;1,1
435;1789210720704;3.11437,-1.16682,2.90252;-4.19565,3.38985 -4.14393,-3.49408 4.06453,-3.56189 4.18251,3.5611;0.0533191 0.0473258 0.0590056 0.0455211;0.0190553 0.0180142 0.0220604 0.00298658;1,1
436;1789210720756;3.10933,-1.17332,2.89736;-4.19646,3.39411 -4.14342,-3.49409 4.06495,-3.56176 4.1822,3.5595;0.0533696 0.0473187 0.0590083 0.0455018;0.0190553 0.0180142 0.0220604 0.00298658;1,1
437;1789210720807;3.10148,-1.20873,2.88318;-4.19604,3.39088 -4.14374,-3.49408 4.06456,-3.56189 4.18242,3.56082;0.0533329 0.0473225 0.0590063 0.0455177;0.0190553 0.0180142 0.0220604 0.00298658;1,1
438;1789210720855;3.08967,-1.23712,2.86491;-4.20348,3.38877 -4.14425,-3.49414 4.06324,-3.56163 4.18005,3.5624;0.0519095 0.0467448 0.0582786 0.0451668;0.0187111 0.0179713 0.0218477 0.00298658;1,1
439;1789210720903;3.01336,-1.3353,2.8088;-4.20278,3.38865 -4.14424,-3.49411 4.0648,-3.5614 4.18019,3.56272;0.0507132 0.0463218 0.0575329 0.0447028;0.0183896 0.0179498 0.0216173 0.00298658;1,1
440;1789210720956;3.00602,-1.34108,2.79701;-4.20227,3.38491 -4.1446,-3.49413 4.0645,-3.56126 4.18049,3.56379;0.0506738 0.0463263 0.0575281 0.044716;0.0183896 0.0179498 0.0216173 0.00298658;1,1
441;1789210721014;3.00085,-1.35193,2.78794;-4.20246,3.38723 -4.1444,-3.49414 4.0648,-3.56129 4.18028,3.563;0.0506973 0.0463245 0.0575313 0.0447059;0.0183896 0.0179498 0.0216173 0.00298658;1,1
442;1789210721063;2.99054,-1.38395,2.76996;-4.20214,3.38575 -4.14454,-3.49412 4.06473,-3.56128 4.18027,3.56344;0.0506811 0.0463266 0.0575309 0.0447103;0.0183896 0.0179498 0.0216173 0.00298658;1,1
443;1789210721112;2.97724,-1.41463,2.74946;-4.20251,3.38694 -4.1443,-3.49413 4.06479,-3.56133 4.18035,3.56309;0.0506954 0.0463236 0.0575312 0.0447072;0.0183896 0.0179498 0.0216173 0.00298658;1,1
444;1789210721162;2.96452,-1.44553,2.72875;-4.2038,3.38842 -4.14298,-3.49439 4.06636,-3.56105 4.17966,3.56302;0.0499254 0.0459469 0.0569331 0.0443511;0.0181487 0.0179362 0.0214147 0.00298658;1,1
445;1789210721218;2.90233,-1.59048,2.63361;-4.20531,3.39456 -4.14162,-3.49483 4.06886,-3.55996 4.17806,3.56005;0.0490018 0.045535 0.0562817 0.0439591;0.0178553 0.0178163 0.0212072 0.00298551;1,1
446;1789210721269;2.89784,-1.58224,2.63378;-4.20544,3.39767 -4.14157,-3.49479 4.06974,-3.56026 4.17774,3.55917;0.0490296 0.0455339 0.0562912 0.0439448;0.0178553 0.0178163 0.0212072 0.00298551;1,1
447;1789210721318;2.90509,-1.57957,2.63874;-4.20531,3.39687 -4.14152,-3.49477 4.0697,-3.56035 4.17782,3.55936;0.0490222 0.0455342 0.0562914 0.0439472;0.0178553 0.0178163 0.0212072 0.00298551;1,1
448;1789210721363;2.88925,-1.60556,2.61829;-4.20544,3.39722 -4.14132,-3.49479 4.06965,-3.5603 4.17793,3.55903;0.0490269 0.0455327 0.05629 0.0439452;0.0178553 0.0178163 0.0212072 0.00298551;1,1
449;1789210721416;2.87076,-1.63774,2.59279;-4.20507,3.39636 -4.14151,-3.49483 4.06977,-3.56015 4.17784,3.55902;0.0490165 0.0455357 0.0562897 0.0439441;0.0178553 0.0178163 0.0212072 0.00298551;1,1
450;1789210721461;2.85322,-1.66479,2.57199;-4.20538,3.39732 -4.1413,-3.49481 4.06987,-3.56017 4.17794,3.55864;0.0490273 0.0455331 0.0562899 0.0439407;0.0178553 0.0178163 0.0212072 0.00298551;1,1
451;1789210721518;2.8323,-1.69916,2.54376;-4.20908,3.38148 -4.13975,-3.49526 4.07276,-3.55926 4.17541,3.56567;0.0483156 0.0452127 0.055865 0.0436657;0.0176057 0.0176957 0.0210196 0.00298435;1,1
452;1789210721573;2.73858,-1.83006,2.42853;-4.2103,3.36488 -4.13947,-3.49567 4.07366,-3.55847 4.1743,3.57033;0.0475567 0.0449362 0.055308 0.0433454;0.0173913 0.0175856 0.0208169 0.00298328;1,1
453;1789210721628;2.72061,-1.8214,2.42549;-4.21038,3.36319 -4.13932,-3.49549 4.07364,-3.55848 4.17452,3.57069;0.0475455 0.0449335 0.0553068 0.04335;0.0173913 0.0175856 0.0208169 0.00298328;1,1
454;1789210721673;2.7238,-1.83212,2.41997;-4.2092,3.358 -4.13992,-3.49561 4.07306,-3.55849 4.17461,3.57204;0.0475027 0.0449428 0.0553035 0.0433655;0.0173913 0.0175856 0.0208169 0.00298328;1,1
455;1789210721725;2.69515,-1.8407,2.40032;-4.20987,3.36277 -4.13955,-3.49568 4.07349,-3.5586 4.17457,3.57045;0.0475393 0.0449387 0.0553069 0.043349;0.0173913 0.0175856 0.0208169 0.00298328;1,1
