# frame;ts_ms;est_x,est_y,est_th;verts;corner_sigma;edge_sigma_d;closed,publishable
0;1789210698556;0,0,0;-10,-10 10,-10 10,10 -10,10;2.66539 2.66539 2.66539 2.66539;0.5 0.5 0.5 0.5;1,0
1;1789210698602;-3.13788e-05,-7.70174e-05,0.000432424;-10,-10 10,-10 10,10 -10,10;2.66539 2.66539 2.66539 2.66539;0.5 0.5 0.5 0.5;1,0
2;1789210698648;-0.000113599,-0.000179717,0.000926921;-10,-10 10,-10 10,10 -10,10;2.66539 2.66539 2.66539 2.66539;0.5 0.5 0.5 0.5;1,0
3;1789210698703;-0.000185992,-0.000225479,0.000543907;-10,-10 10,-10 10,10 -10,10;2.66539 2.66539 2.66539 2.66539;0.5 0.5 0.5 0.5;1,0
4;1789210698755;-0.000282378,-0.000341568,0.00065195;-10,-10 10,-10 10,10 -10,10;2.66539 2.66539 2.66539 2.66539;0.5 0.5 0.5 0.5;1,0
5;1789210698806;-0.000376297,-0.000455468,0.00147423;-10,-10 10,-10 10,10 -10,10;2.66539 2.66539 2.66539 2.66539;0.5 0.5 0.5 0.5;1,0
6;1789210698852;-0.000458446,-0.000558225,0.00128794;-10,-10 10,-10 10,10 -10,10;2.66539 2.66539 2.66539 2.66539;0.5 0.5 0.5 0.5;1,0
7;1789210698906;-0.000559643,-0.00067885,0.00129277;-10,-10 10,-10 10,10 -10,10;2.66539 2.66539 2.66539 2.66539;0.5 0.5 0.5 0.5;1,0
8;1789210698958;-0.000648755,-0.00078832,0.00167099;-10,-10 10,-10 10,10 -10,10;2.66539 2.66539 2.66539 2.66539;0.5 0.5 0.5 0.5;1,0
9;1789210699012;-0.000742571,-0.000902305,0.00227008;-10,-10 10,-10 10,10 -10,10;2.66539 2.66539 2.66539 2.66539;0.5 0.5 0.5 0.5;1,0
10;1789210699056;-0.000815638,-0.000996194,0.00240681;-6.12518,-10 10,-10 10,10 -10,10 -10,3.30142 -5.31369,3.30142;1.68296 2.66539 2.66539 2.66539 2.66539 1.48113;0.5 0.5 0.5 0.5 0.5 0.00300769;1,0
11;1789210699108;-0.00090461,-0.00110578,0.00304858;-5.67739,-9.90307 9.82515,-10.1718 10.1718,9.82515 -5.3307,10.0939;1.52557 2.66539 2.66539 1.52557;0.5 0.5 0.5 0.00300769;1,0
12;1789210699159;-0.000991237,-0.00121312,0.00254392;-5.67738,-9.90307 9.82515,-10.1718 10.1718,9.82515 -5.3307,10.0939;1.52557 2.66539 2.66539 1.52557;0.5 0.5 0.5 0.00300769;1,0
13;1789210699214;-0.00108739,-0.00132941,0.00264067;-5.67738,-9.90307 9.82515,-10.1718 10.1718,9.82515 -5.3307,10.0939;1.52557 2.66539 2.66539 1.52557;0.5 0.5 0.5 0.00300769;1,0
14;1789210699264;-0.00117168,-0.00143452,0.00313892;-5.67738,-9.90307 9.82515,-10.1718 10.1718,9.82515 -5.3307,10.0939;1.52557 2.66539 2.66539 1.52557;0.5 0.5 0.5 0.00300769;1,0
15;1789210699313;-0.00125365,-0.00153743,0.00315756;-5.67738,-9.90307 9.82515,-10.1718 10.1718,9.82515 -5.3307,10.0939;1.52557 2.66539 2.66539 1.52557;0.5 0.5 0.5 0.00300769;1,0
16;1789210699363;-0.00133792,-0.00164256,0.00308318;-5.67738,-9.90307 9.82515,-10.1718 10.1718,9.82515 -5.3307,10.0939;1.52557 2.66539 2.66539 1.52557;0.5 0.5 0.5 0.00300769;1,0
17;1789210699418;-0.00143396,-0.00175894,0.00408359;-5.67738,-9.90307 9.82515,-10.1718 10.1718,9.82515 -5.3307,10.0939;1.52557 2.66539 2.66539 1.52557;0.5 0.5 0.5 0.00300769;1,0
18;1789210699463;-0.00150905,-0.00185522,0.00460948;-5.67738,-9.90307 9.82515,-10.1718 10.1718,9.82515 -5.3307,10.0939;1.52557 2.66539 2.66539 1.52557;0.5 0.5 0.5 0.00300769;1,0
19;1789210699517;-0.00160252,-0.00196948,0.00533212;-5.67738,-9.90307 9.82515,-10.1718 10.1718,9.82515 -5.3307,10.0939;1.52557 2.66539 2.66539 1.52557;0.5 0.5 0.5 0.00300769;1,0
20;1789210699570;-0.00169358,-0.00208153,0.00506869;-5.67738,-9.90307 9.82515,-10.1718 10.1718,9.82515 -5.3307,10.0939;1.52557 2.66539 2.66539 1.52557;0.5 0.5 0.5 0.00300769;1,0
21;1789210699624;-0.00178702,-0.00219583,0.00556582;-5.67738,-9.90307 9.82515,-10.1718 10.1718,9.82515 -5.3307,10.0939;1.52557 2.66539 2.66539 1.52557;0.5 0.5 0.5 0.00300769;1,0
22;1789210699667;-0.0018576,-0.00228771,0.00553189;-5.67738,-9.90307 9.82515,-10.1718 10.1718,9.82515 -5.3307,10.0939;1.52557 2.66539 2.66539 1.52557;0.5 0.5 0.5 0.00300769;1,0
23;1789210699719;-0.00194623,-0.00239757,0.00623757;-5.67738,-9.90307 9.82515,-10.1718 10.1718,9.82515 -5.3307,10.0939;1.52557 2.66539 2.66539 1.52557;0.5 0.5 0.5 0.00300769;1,0
24;1789210699773;-0.00203952,-0.00251198,0.00689757;-5.67738,-9.90307 9.82515,-10.1718 10.1718,9.82515 -5.3307,10.0939;1.52557 2.66539 2.66539 1.52557;0.5 0.5 0.5 0.00300769;1,0
25;1789210699830;-0.00213756,-0.00263095,0.00743956;-5.67738,-9.90307 9.82515,-10.1718 10.1718,9.82515 -5.3307,10.0939;1.52557 2.66539 2.66539 1.52557;0.5 0.5 0.5 0.00300769;1,0
26;1789210699883;-0.00222835,-0.00274322,0.00784939;-5.67738,-9.90307 9.82515,-10.1718 10.1718,9.82515 -5.3307,10.0939;1.52557 2.66539 2.66539 1.52557;0.5 0.5 0.5 0.00300769;1,0
27;1789210699928;-0.0023009,-0.00283751,0.00789218;-5.67738,-9.90307 9.82515,-10.1718 10.1718,9.82515 -5.3307,10.0939;1.52557 2.66539 2.66539 1.52557;0.5 0.5 0.5 0.00300769;1,0
28;1789210699977;-0.0023824,-0.00294078,0.00743493;-5.67738,-9.90307 9.82515,-10.1718 10.1718,9.82515 -5.3307,10.0939;1.52557 2.66539 2.66539 1.52557;0.5 0.5 0.5 0.00300769;1,0
29;1789210700030;-0.00247318,-0.00305306,0.00807169;-5.67738,-9.90307 9.82515,-10.1718 10.1718,9.82515 -5.3307,10.0939;1.52557 2.66539 2.66539 1.52557;0.5 0.5 0.5 0.00300769;1,0
30;1789210700084;-0.00256628,-0.00316762,0.00831545;-5.67738,-9.90307 9.82515,-10.1718 10.1718,9.82515 -5.3307,10.0939;1.52557 2.66539 2.66539 1.52557;0.5 0.5 0.5 0.00300769;1,0
31;1789210700144;-0.00267163,-0.00329342,0.00751107;-5.67738,-9.90307 9.82515,-10.1718 10.1718,9.82515 -5.3307,10.0939;1.52557 2.66539 2.66539 1.52557;0.5 0.5 0.5 0.00300769;1,0
32;1789210700185;-0.00273772,-0.00338096,0.00799028;-5.67738,-9.90307 9.82515,-10.1718 10.1718,9.82515 -5.3307,10.0939;1.52557 2.66539 2.66539 1.52557;0.5 0.5 0.5 0.00300769;1,0
33;1789210700237;-0.00282615,-0.00349097,0.00735177;-5.67738,-9.90307 9.82515,-10.1718 10.1718,9.82515 -5.3307,10.0939;1.52557 2.66539 2.66539 1.52557;0.5 0.5 0.5 0.00300769;1,0
34;1789210700285;-0.00290542,-0.00359197,0.00727452;-5.67738,-9.90307 9.82515,-10.1718 10.1718,9.82515 -5.3307,10.0939;1.52557 2.66539 2.66539 1.52557;0.5 0.5 0.5 0.00300769;1,0
35;1789210700346;-0.00301334,-0.00371996,0.00756406;-5.67738,-9.90307 9.82515,-10.1718 10.1718,9.82515 -5.3307,10.0939;1.52557 2.66539 2.66539 1.52557;0.5 0.5 0.5 0.00300769;1,0
36;1789210700397;-0.00309949,-0.00382769,0.00678998;-5.67738,-9.90307 9.82515,-10.1718 10.1718,9.82515 -5.3307,10.0939;1.52557 2.66539 2.66539 1.52557;0.5 0.5 0.5 0.00300769;1,0
37;1789210700448;-0.00318569,-0.00393538,0.0067621;-5.67738,-9.90307 9.82515,-10.1718 10.1718,9.82515 -5.3307,10.0939;1.52557 2.66539 2.66539 1.52557;0.5 0.5 0.5 0.00300769;1,0
38;1789210700493;-0.00325832,-0.0040296,0.00707289;-5.67738,-9.90307 9.82515,-10.1718 10.1718,9.82515 -5.3307,10.0939;1.52557 2.66539 2.66539 1.52557;0.5 0.5 0.5 0.00300769;1,0
39;1789210700545;-0.00334681,-0.00413958,0.00733528;-5.67738,-9.90307 9.82515,-10.1718 10.1718,9.82515 -5.3307,10.0939;1.52557 2.66539 2.66539 1.52557;0.5 0.5 0.5 0.00300769;1,0
40;1789210700590;-0.00341938,-0.00423385,0.0077919;-5.67738,-9.90307 9.82515,-10.1718 10.1718,9.82515 -5.3307,10.0939;1.52557 2.66539 2.66539 1.52557;0.5 0.5 0.5 0.00300769;1,0
41;1789210700645;-0.00351493,-0.00435063,0.00781922;-5.67738,-9.90307 9.82515,-10.1718 10.1718,9.82515 -5.3307,10.0939;1.52557 2.66539 2.66539 1.52557;0.5 0.5 0.5 0.00300769;1,0
42;1789210700703;-0.00361532,-0.00447193,0.00817184;-5.67738,-9.90307 9.82515,-10.1718 10.1718,9.82515 -5.3307,10.0939;1.52557 2.66539 2.66539 1.52557;0.5 0.5 0.5 0.00300769;1,0
43;1789210700757;-0.00370841,-0.00458651,0.00835981;-5.67738,-9.90307 9.82515,-10.1718 10.1718,9.82515 -5.3307,10.0939;1.52557 2.66539 2.66539 1.52557;0.5 0.5 0.5 0.00300769;1,0
44;1789210700800;-0.00377659,-0.00467633,0.00823436;-5.67738,-9.90307 9.82515,-10.1718 10.1718,9.82515 -5.3307,10.0939;1.52557 2.66539 2.66539 1.52557;0.5 0.5 0.5 0.00300769;1,0
45;1789210700850;-0.00386034,-0.00478188,0.00785762;-5.67738,-9.90307 9.82515,-10.1718 10.1718,9.82515 -5.3307,10.0939;1.52557 2.66539 2.66539 1.52557;0.5 0.5 0.5 0.00300769;1,0
46;1789210700897;-0.00393731,-0.00488067,0.00781548;-5.67738,-9.90307 9.82515,-10.1718 10.1718,9.82515 -5.3307,10.0939;1.52557 2.66539 2.66539 1.52557;0.5 0.5 0.5 0.00300769;1,0
47;1789210700954;-0.00403523,-0.00499974,0.00859631;-5.67738,-9.90307 9.82515,-10.1718 10.1718,9.82515 -5.3307,10.0939;1.52557 2.66539 2.66539 1.52557;0.5 0.5 0.5 0.00300769;1,0
48;1789210701004;-0.00411895,-0.00510532,0.00808918;-5.67738,-9.90307 9.82515,-10.1718 10.1718,9.82515 -5.3307,10.0939;1.52557 2.66539 2.66539 1.52557;0.5 0.5 0.5 0.00300769;1,0
49;1789210701061;-0.00421688,-0.00522437,0.00805107;-5.67738,-9.90307 9.82515,-10.1718 10.1718,9.82515 -5.3307,10.0939;1.52557 2.66539 2.66539 1.52557;0.5 0.5 0.5 0.00300769;1,0
50;1789210701110;-0.00429833,-0.00532769,0.00833862;-5.67738,-9.90307 9.82515,-10.1718 10.1718,9.82515 -5.3307,10.0939;1.52557 2.66539 2.66539 1.52557;0.5 0.5 0.5 0.00300769;1,0
51;1789210701161;-0.00438435,-0.00543552,0.00849628;-5.67738,-9.90307 9.82515,-10.1718 10.1718,9.82515 -5.3307,10.0939;1.52557 2.66539 2.66539 1.52557;0.5 0.5 0.5 0.00300769;1,0
52;1789210701206;-0.00445683,-0.00552986,0.00854851;-5.67738,-9.90307 9.82515,-10.1718 10.1718,9.82515 -5.3307,10.0939;1.52557 2.66539 2.66539 1.52557;0.5 0.5 0.5 0.00300769;1,0
53;1789210701255;-0.00453822,-0.00563323,0.00909771;-5.67738,-9.90307 9.82515,-10.1718 10.1718,9.82515 -5.3307,10.0939;1.52557 2.66539 2.66539 1.52557;0.5 0.5 0.5 0.00300769;1,0
54;1789210701305;-0.00462182,-0.00573889,0.00973502;-5.67738,-9.90307 9.82515,-10.1718 10.1718,9.82515 -5.3307,10.0939;1.52557 2.66539 2.66539 1.52557;0.5 0.5 0.5 0.00300769;1,0
55;1789210701357;-0.00471001,-0.00584911,0.0101038;-5.67738,-9.90307 9.82515,-10.1718 10.1718,9.82515 -5.3307,10.0939;1.52557 2.66539 2.66539 1.52557;0.5 0.5 0.5 0.00300769;1,0
56;1789210701408;-0.00479583,-0.0059571,0.010375;-5.67738,-9.90307 9.82515,-10.1718 10.1718,9.82515 -5.3307,10.0939;1.52557 2.66539 2.66539 1.52557;0.5 0.5 0.5 0.00300769;1,0
57;1789210701459;-0.00488164,-0.0060651,0.0103183;-5.67738,-9.90307 9.82515,-10.1718 10.1718,9.82515 -5.3307,10.0939;1.52557 2.66539 2.66539 1.52557;0.5 0.5 0.5 0.00300769;1,0
58;1789210701511;-0.00496979,-0.00617535,0.0101531;-5.67738,-9.90307 9.82515,-10.1718 10.1718,9.82515 -5.3307,10.0939;1.52557 2.66539 2.66539 1.52557;0.5 0.5 0.5 0.00300769;1,0
59;1789210701564;-0.00506033,-0.00628781,0.00952136;-5.67738,-9.90307 9.82515,-10.1718 10.1718,9.82515 -5.3307,10.0939;1.52557 2.66539 2.66539 1.52557;0.5 0.5 0.5 0.00300769;1,0
60;1789210701608;-0.00513053,-0.00637998,0.00987557;-5.67738,-9.90307 9.82515,-10.1718 10.1718,9.82515 -5.3307,10.0939;1.52557 2.66539 2.66539 1.52557;0.5 0.5 0.5 0.00300769;1,0
61;1789210701661;-0.00522112,-0.00649242,0.00909047;-5.67738,-9.90307 9.82515,-10.1718 10.1718,9.82515 -5.3307,10.0939;1.52557 2.66539 2.66539 1.52557;0.5 0.5 0.5 0.00300769;1,0
62;1789210701714;-0.00531172,-0.00660484,0.00961119;-5.67738,-9.90307 9.82515,-10.1718 10.1718,9.82515 -5.3307,10.0939;1.52557 2.66539 2.66539 1.52557;0.5 0.5 0.5 0.00300769;1,0
63;1789210701764;-0.00539532,-0.00671051,0.00926627;-5.67738,-9.90307 9.82515,-10.1718 10.1718,9.82515 -5.3307,10.0939;1.52557 2.66539 2.66539 1.52557;0.5 0.5 0.5 0.00300769;1,0
64;1789210701810;-0.00546992,-0.00680716,0.0094772;-5.67738,-9.90307 9.82515,-10.1718 10.1718,9.82515 -5.3307,10.0939;1.52557 2.66539 2.66539 1.52557;0.5 0.5 0.5 0.00300769;1,0
65;1789210701865;-0.00556528,-0.00692409,0.00928427;-5.67738,-9.90307 9.82515,-10.1718 10.1718,9.82515 -5.3307,10.0939;1.52557 2.66539 2.66539 1.52557;0.5 0.5 0.5 0.00300769;1,0
66;1789210701918;-0.00565587,-0.00703652,0.00968521;-5.67738,-9.90307 9.82515,-10.1718 10.1718,9.82515 -5.3307,10.0939;1.52557 2.66539 2.66539 1.52557;0.5 0.5 0.5 0.00300769;1,0
67;1789210701976;-0.00575604,-0.007158,0.00987562;-5.67738,-9.90307 9.82515,-10.1718 10.1718,9.82515 -5.3307,10.0939;1.52557 2.66539 2.66539 1.52557;0.5 0.5 0.5 0.00300769;1,0
68;1789210702019;-0.00582408,-0.00724793,0.00964073;-5.67738,-9.90307 9.82515,-10.1718 10.1718,9.82515 -5.3307,10.0939;1.52557 2.66539 2.66539 1.52557;0.5 0.5 0.5 0.00300769;1,0
69;1789210702071;-0.00591233,-0.00735809,0.00906302;-5.67738,-9.90307 9.82515,-10.1718 10.1718,9.82515 -5.3307,10.0939;1.52557 2.66539 2.66539 1.52557;0.5 0.5 0.5 0.00300769;1,0
70;1789210702123;-0.00600058,-0.00746826,0.00958329;-5.67738,-9.90307 9.82515,-10.1718 10.1718,9.82515 -5.3307,10.0939;1.52557 2.66539 2.66539 1.52557;0.5 0.5 0.5 0.00300769;1,0
71;1789210702176;-0.00609114,-0.00758071,0.00978603;-5.67738,-9.90307 9.82515,-10.1718 10.1718,9.82515 -5.3307,10.0939;1.52557 2.66539 2.66539 1.52557;0.5 0.5 0.5 0.00300769;1,0
72;1789210702228;-0.00617936,-0.0076909,0.00933424;-5.67738,-9.90307 9.82515,-10.1718 10.1718,9.82515 -5.3307,10.0939;1.52557 2.66539 2.66539 1.52557;0.5 0.5 0.5 0.00300769;1,0
73;1789210702278;-0.00626302,-0.00779652,0.00852196;-5.67738,-9.90307 9.82515,-10.1718 10.1718,9.82515 -5.3307,10.0939;1.52557 2.66539 2.66539 1.52557;0.5 0.5 0.5 0.00300769;1,0
74;1789210702324;-0.00633772,-0.0078931,0.00813626;-5.67738,-9.90307 9.82515,-10.1718 10.1718,9.82515 -5.3307,10.0939;1.52557 2.66539 2.66539 1.52557;0.5 0.5 0.5 0.00300769;1,0
75;1789210702373;-0.00641919,-0.00799639,0.00778948;-5.67738,-9.90307 9.82515,-10.1718 10.1718,9.82515 -5.3307,10.0939;1.52557 2.66539 2.66539 1.52557;0.5 0.5 0.5 0.00300769;1,0
76;1789210702422;-0.0065007,-0.00809966,0.00741263;-5.67738,-9.90307 9.82515,-10.1718 10.1718,9.82515 -5.3307,10.0939;1.52557 2.66539 2.66539 1.52557;0.5 0.5 0.5 0.00300769;1,0
77;1789210702481;-0.00660361,-0.00822316,0.00754209;-5.67738,-9.90307 9.82515,-10.1718 10.1718,9.82515 -5.3307,10.0939;1.52557 2.66539 2.66539 1.52557;0.5 0.5 0.5 0.00300769;1,0
78;1789210702533;-0.00669205,-0.00833318,0.00779596;-5.67738,-9.90307 9.82515,-10.1718 10.1718,9.82515 -5.3307,10.0939;1.52557 2.66539 2.66539 1.52557;0.5 0.5 0.5 0.00300769;1,0
79;1789210702583;-0.00677583,-0.0084387,0.00762931;-5.67739,-9.90307 9.82515,-10.1718 10.1718,9.82515 -5.3307,10.0939;1.52557 2.66539 2.66539 1.52557;0.5 0.5 0.5 0.00300769;1,0
80;1789210702629;-0.0068506,-0.00853523,0.00777505;-5.67738,-9.90307 9.82515,-10.1718 10.1718,9.82515 -5.3307,10.0939;1.52557 2.66539 2.66539 1.52557;0.5 0.5 0.5 0.00300769;1,0
81;1789210702682;-0.00694138,-0.0086475,0.00754033;-5.67739,-9.90307 9.82515,-10.1718 10.1718,9.82515 -5.3307,10.0939;1.52557 2.66539 2.66539 1.52557;0.5 0.5 0.5 0.00300769;1,0
82;1789210702733;-0.00702748,-0.00875527,0.00795319;-5.67739,-9.90307 9.82515,-10.1718 10.1718,9.82515 -5.3307,10.0939;1.52557 2.66539 2.66539 1.52557;0.5 0.5 0.5 0.00300769;1,0
83;1789210702783;-0.00711127,-0.00886079,0.00736685;-5.67739,-9.90307 9.82515,-10.1718 10.1718,9.82515 -5.3307,10.0939;1.52557 2.66539 2.66539 1.52557;0.5 0.5 0.5 0.00300769;1,0
84;1789210702830;-0.00718826,-0.00895956,0.00777717;-5.67739,-9.90307 9.82515,-10.1718 10.1718,9.82515 -5.3307,10.0939;1.52557 2.66539 2.66539 1.52557;0.5 0.5 0.5 0.00300769;1,0
85;1789210702884;-0.00728144,-0.00907407,0.00744194;-5.67739,-9.90307 9.82515,-10.1718 10.1718,9.82515 -5.3307,10.0939;1.52557 2.66539 2.66539 1.52557;0.5 0.5 0.5 0.00300769;1,0
86;1789210702938;-0.00737465,-0.00918855,0.00699743;-5.67739,-9.90307 9.82515,-10.1718 10.1718,9.82515 -5.3307,10.0939;1.52557 2.66539 2.66539 1.52557;0.5 0.5 0.5 0.00300769;1,0
87;1789210702990;-0.00746317,-0.0092985,0.00683468;-5.67739,-9.90307 9.82515,-10.1718 10.1718,9.82515 -5.3307,10.0939;1.52557 2.66539 2.66539 1.52557;0.5 0.5 0.5 0.00300769;1,0
88;1789210703034;-0.00753363,-0.00939047,0.00680559;-5.67739,-9.90307 9.82515,-10.1718 10.1718,9.82515 -5.3307,10.0939;1.52557 2.66539 2.66539 1.52557;0.5 0.5 0.5 0.00300769;1,0
89;1789210703088;-0.00762688,-0.00950492,0.00712304;-5.67739,-9.90307 9.82515,-10.1718 10.1718,9.82515 -5.3307,10.0939;1.52557 2.66539 2.66539 1.52557;0.5 0.5 0.5 0.00300769;1,0
90;1789210703139;-0.00771305,-0.00961263,0.00693398;-5.67739,-9.90307 9.82515,-10.1718 10.1718,9.82515 -5.3307,10.0939;1.52557 2.66539 2.66539 1.52557;0.5 0.5 0.5 0.00300769;1,0
91;1789210703193;-0.00780633,-0.00972706,0.00630651;-5.67739,-9.90307 9.82515,-10.1718 10.1718,9.82515 -5.3307,10.0939;1.52557 2.66539 2.66539 1.52557;0.5 0.5 0.5 0.00300769;1,0
92;1789210703239;-0.00788122,-0.00982349,0.00647807;-5.67739,-9.90307 9.82515,-10.1718 10.1718,9.82515 -5.3307,10.0939;1.52557 2.66539 2.66539 1.52557;0.5 0.5 0.5 0.00300769;1,0
93;1789210703294;-0.00797457,-0.00993785,0.00554577;-5.67739,-9.90307 9.82515,-10.1718 10.1718,9.82515 -5.3307,10.0939;1.52557 2.66539 2.66539 1.52557;0.5 0.5 0.5 0.00300769;1,0
94;1789210703344;-0.00805857,-0.0100432,0.00576324;-5.67739,-9.90307 9.82515,-10.1718 10.1718,9.82515 -5.3307,10.0939;1.52557 2.66539 2.66539 1.52557;0.5 0.5 0.5 0.00300769;1,0
95;1789210703405;-0.00815831,-0.00922841,0.00617661;-5.67739,-9.90307 9.82515,-10.1718 10.1718,9.82515 -5.3307,10.0939;1.52557 2.66539 2.66539 1.52557;0.5 0.5 0.5 0.00300769;1,0
96;1789210703458;-0.00825304,-0.00816464,0.00624286;-5.67739,-9.90307 9.82515,-10.1718 10.1718,9.82515 -5.3307,10.0939;1.52557 2.66539 2.66539 1.52557;0.5 0.5 0.5 0.00300769;1,0
97;1789210703507;-0.00833886,-0.00731591,0.00650267;-5.67739,-9.90307 9.82515,-10.1718 10.1718,9.82515 -5.3307,10.0939;1.52557 2.66539 2.66539 1.52557;0.5 0.5 0.5 0.00300769;1,0
98;1789210703554;-0.00842019,-0.00656525,0.00660216;-5.67739,-9.90307 9.82515,-10.1718 10.1718,9.82515 -5.3307,10.0939;1.52557 2.66539 2.66539 1.52557;0.5 0.5 0.5 0.00300769;1,0
99;1789210703605;-0.00851137,-0.00575021,0.00648898;-5.67739,-9.90307 9.82515,-10.1718 10.1718,9.82515 -5.3307,10.0939;1.52557 2.66539 2.66539 1.52557;0.5 0.5 0.5 0.00300769;1,0
100;1789210703653;-0.00859603,-0.00502184,0.00639353;-5.67739,-9.90307 9.82515,-10.1718 10.1718,9.82515 -5.3307,10.0939;1.52557 2.66539 2.66539 1.52557;0.5 0.5 0.5 0.00300769;1,0
101;1789210703705;-0.00869056,-0.00419313,0.0061435;-5.67739,-9.90307 9.82515,-10.1718 10.1718,9.82515 -5.3307,10.0939;1.52557 2.66539 2.66539 1.52557;0.5 0.5 0.5 0.00300769;1,0
102;1789210703755;-0.00878029,-0.0034046,0.00687459;-5.67739,-9.90307 9.82515,-10.1718 10.1718,9.82515 -5.3307,10.0939;1.52557 2.66539 2.66539 1.52557;0.5 0.5 0.5 0.00300769;1,0
103;1789210703807;-0.00889373,-0.00254759,0.00653097;-5.67739,-9.90307 9.82515,-10.1718 10.1718,9.82515 -5.3307,10.0939;1.52557 2.66539 2.66539 1.52557;0.5 0.5 0.5 0.00300769;1,0
104;1789210703862;-0.00898542,-0.00162089,0.00675033;-5.67739,-9.90307 9.82515,-10.1718 10.1718,9.82515 -5.3307,10.0939;1.52557 2.66539 2.66539 1.52557;0.5 0.5 0.5 0.00300769;1,0
105;1789210703913;-0.00904222,-0.000822778,0.00664842;-5.67739,-9.90307 9.82515,-10.1718 10.1718,9.82515 -5.3307,10.0939;1.52557 2.66539 2.66539 1.52557;0.5 0.5 0.5 0.00300769;1,0
106;1789210703958;-0.00909808,-0.000169208,0.00694944;-5.67739,-9.90307 9.82515,-10.1718 10.1718,9.82515 -5.3307,10.0939;1.52557 2.66539 2.66539 1.52557;0.5 0.5 0.5 0.00300769;1,0
107;1789210704009;-0.00916371,0.000629415,0.00700137;-5.67739,-9.90307 9.82515,-10.1718 10.1718,9.82515 -5.33069,10.0939;1.52557 2.66539 2.66539 1.52557;0.5 0.5 0.5 0.00300769;1,0
108;1789210704054;-0.00922137,0.00127979,0.00677379;-5.67739,-9.90307 9.82515,-10.1718 10.1718,9.82515 -5.3307,10.0939;1.52557 2.66539 2.66539 1.52557;0.5 0.5 0.5 0.00300769;1,0
109;1789210704106;-0.00928899,0.00212417,0.00652707;-5.67739,-9.90307 9.82515,-10.1718 10.1718,9.82515 -5.33069,10.0939;1.52557 2.66539 2.66539 1.52557;0.5 0.5 0.5 0.00300769;1,0
110;1789210704159;-0.00935786,0.00299891,0.00626835;-5.67739,-9.90307 9.82515,-10.1718 10.1718,9.82515 -5.3307,10.0939;1.52557 2.66539 2.66539 1.52557;0.5 0.5 0.5 0.00300769;1,0
111;1789210704214;-0.00942936,0.00393333,0.00595279;-5.67739,-9.90307 9.82515,-10.1718 10.1718,9.82515 -5.33069,10.0939;1.52557 2.66539 2.66539 1.52557;0.5 0.5 0.5 0.00300769;1,0
112;1789210704256;-0.00948354,0.0045614,0.00559666;-5.67739,-9.90307 9.82515,-10.1718 10.1718,9.82515 -5.33069,10.0939;1.52557 2.66539 2.66539 1.52557;0.5 0.5 0.5 0.00300769;1,0
113;1789210704308;-0.00955021,0.00541509,0.00536885;-5.67739,-9.90307 9.82515,-10.1718 10.1718,9.82515 -5.33069,10.0939;1.52557 2.66539 2.66539 1.52557;0.5 0.5 0.5 0.00300769;1,0
114;1789210704358;-0.00961402,0.00620216,0.00559743;-5.67739,-9.90307 9.82515,-10.1718 10.1718,9.82515 -5.33069,10.0939;1.52557 2.66539 2.66539 1.52557;0.5 0.5 0.5 0.00300769;1,0
115;1789210704421;-0.00969561,0.00736805,0.00625607;-5.67739,-9.90307 9.82515,-10.1718 10.1718,9.82515 -5.33069,10.0939;1.52557 2.66539 2.66539 1.52557;0.5 0.5 0.5 0.00300769;1,0
116;1789210704472;-0.00976126,0.00817378,0.00585296;-5.67739,-9.90307 9.82515,-10.1718 10.1718,9.82515 -5.33069,10.0939;1.52557 2.66539 2.66539 1.52557;0.5 0.5 0.5 0.00300769;1,0
117;1789210704521;-0.00982384,0.00890876,0.0058216;-5.67739,-9.90307 9.82515,-10.1718 10.1718,9.82515 -5.33069,10.0939;1.52557 2.66539 2.66539 1.52557;0.5 0.5 0.5 0.00300769;1,0
118;1789210704567;-0.00988254,0.00959399,0.00661604;-5.67739,-9.90307 9.82515,-10.1718 10.1718,9.82515 -5.33069,10.0939;1.52557 2.66539 2.66539 1.52557;0.5 0.5 0.5 0.00300769;1,0
119;1789210704621;-0.00995077,0.0101153,0.00733288;-5.67739,-9.90307 9.82515,-10.1718 10.1718,9.82515 -5.33069,10.0939;1.52557 2.66539 2.66539 1.52557;0.5 0.5 0.5 0.00300769;1,0
120;1789210704673;-0.0100141,0.0103155,0.00655025;-5.67739,-9.90307 9.82515,-10.1718 10.1718,9.82515 -5.33069,10.0939;1.52557 2.66539 2.66539 1.52557;0.5 0.5 0.5 0.00300769;1,0
121;1789210704722;-0.0100736,0.0105269,0.00623414;-5.67739,-9.90307 9.82515,-10.1718 10.1718,9.82515 -5.33069,10.0939;1.52557 2.66539 2.66539 1.52557;0.5 0.5 0.5 0.00300769;1,0
122;1789210704769;-0.0101308,0.0107602,0.00675856;-5.67739,-9.90307 9.82515,-10.1718 10.1718,9.82515 -5.33069,10.0939;1.52557 2.66539 2.66539 1.52557;0.5 0.5 0.5 0.00300769;1,0
123;1789210704820;-0.0101926,0.0109203,0.00667543;-5.67739,-9.90307 9.82515,-10.1718 10.1718,9.82515 -5.33069,10.0939;1.52557 2.66539 2.66539 1.52557;0.5 0.5 0.5 0.00300769;1,0
