t_ms,node,yaw,hi,sdf0,sdf90,sdf180,sdf270,best_deg
467175706,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467175808,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467175906,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467176005,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467176102,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467176208,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467176305,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467176406,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467176505,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467176607,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467176705,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467176804,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467176910,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467177005,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467177108,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467177203,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467177306,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467177409,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467177507,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467177607,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467177705,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467177807,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467177905,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467178004,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467178105,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467178206,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467178307,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467178407,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467178506,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467178606,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467178704,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467178804,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467178904,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467179006,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467179104,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467179206,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467179308,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467179407,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467179508,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467179605,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467179705,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467179807,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467179904,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467180008,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467180107,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467180206,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467180309,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467180409,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467180505,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467180604,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467180703,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467180805,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467180905,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467181006,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467181105,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467181205,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467181307,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467181404,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467181507,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467181604,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467181708,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467181809,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467181907,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467182005,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467182106,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467182204,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467182311,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467182404,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467182507,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467182602,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467182706,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467182807,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467182906,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467183004,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467183107,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467183207,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467183303,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467183404,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467183504,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467183604,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467183703,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467183807,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467183909,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467184006,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467184106,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467184207,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467184304,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467184406,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467184506,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467184605,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467184704,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467184804,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467184910,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467185004,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467185105,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467185208,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467185307,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467185404,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467185508,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467185605,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467185705,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467185815,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467185905,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467186005,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467186107,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467186204,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467186304,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467186407,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467186508,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467186608,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467186706,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467186805,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467186907,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467187004,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467187105,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467187208,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467187305,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467187407,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467187504,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467187609,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467187704,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467187804,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467187905,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467188005,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467188106,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467188205,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467188307,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467188406,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467188503,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467188605,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467188710,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467188805,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467188905,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467189005,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467189105,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467189204,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467189304,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467189405,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467189505,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467189604,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467189703,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467189804,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467189905,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467190005,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467190104,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467190208,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467190305,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467190405,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467190505,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467190606,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467190706,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467190804,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467190909,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467191006,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467191105,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467191206,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467191305,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467191407,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467191509,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467191608,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467191706,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467191808,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467191906,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467192004,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467192104,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467192208,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467192305,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467192407,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467192506,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467192603,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467192703,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467192805,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467192903,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467193003,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467193104,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467193205,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467193305,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467193405,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467193503,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467193604,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467193703,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467193805,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467193904,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467194006,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467194105,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467194205,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467194305,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467194405,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467194505,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467194604,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467194705,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467194804,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467194905,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467195005,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467195105,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467195205,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467195305,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467195405,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467195504,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467195605,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467195705,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467195805,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467195905,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467196003,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467196103,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467196205,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467196303,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467196404,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467196505,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467196603,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467196703,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467196803,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467196904,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467197005,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467197103,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467197205,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467197305,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467197405,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467197504,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467197604,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467197704,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467197804,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467197905,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467198003,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467198104,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467198211,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467198308,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467198404,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467198505,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467198606,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467198706,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467198805,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467198910,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467199008,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467199104,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467199209,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467199303,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467199404,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467199505,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467199603,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467199710,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467199804,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467199905,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467200003,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467200104,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467200206,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467200305,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467200408,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467200507,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467200604,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467200705,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467200809,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467200905,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467201006,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467201106,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467201210,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467201309,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467201406,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467201503,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467201605,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467201705,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467201806,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467201907,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467202005,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467202106,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467202209,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467202305,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467202404,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467202505,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467202604,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467202704,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467202805,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467202907,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467203007,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467203103,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467203204,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467203305,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467203405,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467203504,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467203608,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467203704,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467203806,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467203906,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467204005,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467204104,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467204203,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467204308,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467204406,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467204505,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467204605,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467204705,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467204805,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467204904,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467205004,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467205103,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467205204,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467205306,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467205406,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467205507,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467205605,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467205703,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467205806,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467205907,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467206004,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467206103,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467206207,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467206304,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467206404,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467206505,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467206605,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467206703,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467206808,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467206903,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467207003,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467207110,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467207206,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467207305,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467207408,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467207507,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467207606,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467207705,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467207804,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467207906,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467208007,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467208107,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467208205,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467208307,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467208407,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467208505,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467208604,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467208703,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467208805,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467208906,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467209004,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467209105,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467209203,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467209302,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467209406,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467209505,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467209606,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467209704,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467209805,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467209906,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467210004,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467210105,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467210204,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467210306,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467210403,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467210503,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467210604,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467210707,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467210803,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467210906,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467211005,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467211105,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467211209,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467211307,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
