t_ms,node,yaw,hi,sdf0,sdf90,sdf180,sdf270,best_deg
467047807,chair_1,32.8941,3598,0.0564818,0.145183,0.280424,0.218204,0
467047906,chair_1,32.8941,3598,0.0564818,0.145183,0.280424,0.218204,0
467048007,chair_1,32.8941,3598,0.0564818,0.145183,0.280424,0.218204,0
467048105,chair_1,32.8941,3598,0.0564818,0.145183,0.280424,0.218204,0
467048209,chair_1,32.8941,3598,0.0564818,0.145183,0.280424,0.218204,0
467048304,chair_1,32.8941,3598,0.0564818,0.145183,0.280424,0.218204,0
467048406,chair_1,32.8941,3598,0.0564818,0.145183,0.280424,0.218204,0
467048507,chair_1,32.8941,3598,0.0564818,0.145183,0.280424,0.218204,0
467048605,chair_1,32.8941,3598,0.0564818,0.145183,0.280424,0.218204,0
467048706,chair_1,32.8941,3598,0.0564818,0.145183,0.280424,0.218204,0
467048807,chair_1,32.8941,3598,0.0564818,0.145183,0.280424,0.218204,0
467048905,chair_1,32.8941,3598,0.0564818,0.145183,0.280424,0.218204,0
467049006,chair_1,32.8941,3598,0.0564818,0.145183,0.280424,0.218204,0
467049106,chair_1,32.8941,3598,0.0564818,0.145183,0.280424,0.218204,0
467049207,chair_1,32.8941,3598,0.0564818,0.145183,0.280424,0.218204,0
467049306,chair_1,32.8941,3598,0.0564818,0.145183,0.280424,0.218204,0
467049403,chair_1,32.8941,3598,0.0564818,0.145183,0.280424,0.218204,0
467049505,chair_1,32.8941,3598,0.0564818,0.145183,0.280424,0.218204,0
467049610,chair_1,32.8941,3598,0.0564818,0.145183,0.280424,0.218204,0
467049703,chair_1,32.8941,3598,0.0564818,0.145183,0.280424,0.218204,0
467049807,chair_1,32.8941,3598,0.0564818,0.145183,0.280424,0.218204,0
467049905,chair_1,32.8941,3598,0.0564818,0.145183,0.280424,0.218204,0
467050004,chair_1,32.8941,3598,0.0564818,0.145183,0.280424,0.218204,0
467050108,chair_1,32.8941,3598,0.0564818,0.145183,0.280424,0.218204,0
467050203,chair_1,32.8941,3598,0.0564818,0.145183,0.280424,0.218204,0
467050306,chair_1,32.8941,3598,0.0564818,0.145183,0.280424,0.218204,0
467050405,chair_1,32.8941,3598,0.0564818,0.145183,0.280424,0.218204,0
467050505,chair_1,32.8941,3598,0.0564818,0.145183,0.280424,0.218204,0
467050610,chair_1,32.8941,3598,0.0564818,0.145183,0.280424,0.218204,0
467050705,chair_1,32.8941,3598,0.0564818,0.145183,0.280424,0.218204,0
467050803,chair_1,32.8941,3598,0.0564818,0.145183,0.280424,0.218204,0
467050907,chair_1,32.8941,3598,0.0564818,0.145183,0.280424,0.218204,0
467051003,chair_1,32.8941,3598,0.0564818,0.145183,0.280424,0.218204,0
467051105,chair_1,32.8941,3598,0.0564818,0.145183,0.280424,0.218204,0
467051206,chair_1,32.8941,3598,0.0564818,0.145183,0.280424,0.218204,0
467051304,chair_1,32.8941,3598,0.0564818,0.145183,0.280424,0.218204,0
467051406,chair_1,32.8941,3598,0.0564818,0.145183,0.280424,0.218204,0
467051506,chair_1,32.8941,3598,0.0564818,0.145183,0.280424,0.218204,0
467051607,chair_1,32.8941,3598,0.0564818,0.145183,0.280424,0.218204,0
467051704,chair_1,32.8941,3598,0.0564818,0.145183,0.280424,0.218204,0
467051805,chair_1,32.8941,3598,0.0564818,0.145183,0.280424,0.218204,0
467051908,chair_1,32.8941,3598,0.0564818,0.145183,0.280424,0.218204,0
467052005,chair_1,32.8941,3598,0.0564818,0.145183,0.280424,0.218204,0
467052106,chair_1,32.8941,3598,0.0564818,0.145183,0.280424,0.218204,0
467052207,chair_1,32.8941,3598,0.0564818,0.145183,0.280424,0.218204,0
467052308,chair_1,32.8941,3598,0.0564818,0.145183,0.280424,0.218204,0
467052404,chair_1,32.8941,3598,0.0564818,0.145183,0.280424,0.218204,0
467052507,chair_1,32.8941,3598,0.0564818,0.145183,0.280424,0.218204,0
467052606,chair_1,32.8941,3598,0.0564818,0.145183,0.280424,0.218204,0
467052707,chair_1,32.8941,3598,0.0564818,0.145183,0.280424,0.218204,0
467052805,chair_1,32.8941,3598,0.0564818,0.145183,0.280424,0.218204,0
467052903,chair_1,32.8941,3598,0.0564818,0.145183,0.280424,0.218204,0
467053006,chair_1,32.8941,3598,0.0564818,0.145183,0.280424,0.218204,0
467053104,chair_1,32.8941,3598,0.0564818,0.145183,0.280424,0.218204,0
467053206,chair_1,32.8941,3598,0.0564818,0.145183,0.280424,0.218204,0
467053308,chair_1,32.8941,3598,0.0564818,0.145183,0.280424,0.218204,0
467053406,chair_1,32.8941,3598,0.0564818,0.145183,0.280424,0.218204,0
467053505,chair_1,32.8941,3598,0.0564818,0.145183,0.280424,0.218204,0
467053604,chair_1,32.8941,3598,0.0564818,0.145183,0.280424,0.218204,0
467053708,chair_1,32.8941,3598,0.0564818,0.145183,0.280424,0.218204,0
467053805,chair_1,32.8941,3598,0.0564818,0.145183,0.280424,0.218204,0
467053909,chair_1,32.8941,3598,0.0564818,0.145183,0.280424,0.218204,0
467054007,chair_1,32.8941,3598,0.0564818,0.145183,0.280424,0.218204,0
467054108,chair_1,32.8941,3598,0.0564818,0.145183,0.280424,0.218204,0
467054208,chair_1,32.8941,3598,0.0564818,0.145183,0.280424,0.218204,0
467054303,chair_1,32.8941,3598,0.0564818,0.145183,0.280424,0.218204,0
467054404,chair_1,32.8941,3598,0.0564818,0.145183,0.280424,0.218204,0
467054504,chair_1,32.8941,3598,0.0564818,0.145183,0.280424,0.218204,0
467054604,chair_1,32.8941,3598,0.0564818,0.145183,0.280424,0.218204,0
467054704,chair_1,32.8941,3598,0.0564818,0.145183,0.280424,0.218204,0
467054805,chair_1,32.8941,3598,0.0564818,0.145183,0.280424,0.218204,0
467054906,chair_1,32.8941,3598,0.0564818,0.145183,0.280424,0.218204,0
467055005,chair_1,32.8941,3598,0.0564818,0.145183,0.280424,0.218204,0
467055105,chair_1,32.8941,3598,0.0564818,0.145183,0.280424,0.218204,0
467055203,chair_1,32.8941,3598,0.0564818,0.145183,0.280424,0.218204,0
467055306,chair_1,32.8941,3598,0.0564818,0.145183,0.280424,0.218204,0
467055409,chair_1,32.8941,3598,0.0564818,0.145183,0.280424,0.218204,0
467055507,chair_1,32.8941,3598,0.0564818,0.145183,0.280424,0.218204,0
467055605,chair_1,32.8941,3598,0.0564818,0.145183,0.280424,0.218204,0
467055707,chair_1,32.8941,3598,0.0564818,0.145183,0.280424,0.218204,0
467055806,chair_1,32.8941,3598,0.0564818,0.145183,0.280424,0.218204,0
467055905,chair_1,32.8941,3598,0.0564818,0.145183,0.280424,0.218204,0
467056006,chair_1,32.8941,3598,0.0564818,0.145183,0.280424,0.218204,0
467056105,chair_1,32.8941,3598,0.0564818,0.145183,0.280424,0.218204,0
467056205,chair_1,32.8941,3598,0.0564818,0.145183,0.280424,0.218204,0
467056304,chair_1,32.8941,3598,0.0564818,0.145183,0.280424,0.218204,0
467056407,chair_1,32.8941,3598,0.0564818,0.145183,0.280424,0.218204,0
467056506,chair_1,32.8941,3598,0.0564818,0.145183,0.280424,0.218204,0
467056608,chair_1,32.8941,3598,0.0564818,0.145183,0.280424,0.218204,0
467056705,chair_1,32.8941,3598,0.0564818,0.145183,0.280424,0.218204,0
467056806,chair_1,32.8941,3598,0.0564818,0.145183,0.280424,0.218204,0
467056906,chair_1,32.8941,3598,0.0564818,0.145183,0.280424,0.218204,0
467057004,chair_1,32.8941,3598,0.0564818,0.145183,0.280424,0.218204,0
467057106,chair_1,32.8941,3598,0.0564818,0.145183,0.280424,0.218204,0
467057204,chair_1,32.8941,3598,0.0563687,0.145273,0.280568,0.218356,0
467057304,chair_1,32.8941,3596,0.0564261,0.145142,0.279826,0.217964,0
467057405,chair_1,32.8921,3598,0.0568279,0.145092,0.280627,0.218549,0
467057508,chair_1,32.8921,3598,0.0566645,0.14532,0.281119,0.218981,0
467057604,chair_1,32.8926,3615,0.0568995,0.145028,0.281369,0.218721,0
467057708,chair_1,32.8923,3618,0.0570078,0.144947,0.282069,0.218891,0
467057808,chair_1,32.8923,3617,0.0568641,0.144939,0.28136,0.218673,0
467057903,chair_1,32.8956,3615,0.0564876,0.144907,0.280364,0.217637,0
467058008,chair_1,32.8944,3618,0.0563724,0.145102,0.281008,0.218325,0
467058110,chair_1,32.8963,3615,0.0561727,0.144944,0.280019,0.217422,0
467058205,chair_1,32.8969,3615,0.0560462,0.145106,0.28019,0.217588,0
467058304,chair_1,32.8973,3619,0.056038,0.145514,0.281253,0.218332,0
467058405,chair_1,32.9016,3618,0.0557327,0.145599,0.280633,0.217407,0
467058506,chair_1,32.902,3617,0.0560115,0.145605,0.280138,0.217164,0
467058603,chair_1,32.8949,3615,0.0568871,0.145156,0.279495,0.217807,0
467058702,chair_1,32.8955,3613,0.0567135,0.145007,0.279108,0.217403,0
467058803,chair_1,32.8971,3601,0.0565098,0.145314,0.279541,0.217511,0
467058905,chair_1,32.8982,3599,0.0563188,0.145367,0.279823,0.217428,0
467059003,chair_1,32.8999,3598,0.0560966,0.145387,0.279708,0.217096,0
467059103,chair_1,32.9009,3598,0.0561041,0.145368,0.279401,0.216744,0
467059206,chair_1,32.8995,3598,0.0560999,0.144948,0.278807,0.216304,0
467059305,chair_1,32.9011,3596,0.0560611,0.145009,0.278597,0.216025,0
467059405,chair_1,32.8994,3593,0.0561455,0.144804,0.278419,0.216,0
467059505,chair_1,32.8983,3589,0.0564053,0.144714,0.278406,0.216085,0
467059608,chair_1,32.8972,3587,0.0567276,0.144552,0.278293,0.216043,0
467059705,chair_1,32.9041,3585,0.0558734,0.145024,0.278201,0.215226,0
467059805,chair_1,32.9048,3589,0.0559651,0.145069,0.278577,0.215271,0
467059906,chair_1,32.9034,3586,0.056316,0.144885,0.278451,0.215255,0
467060003,chair_1,32.9066,3584,0.055799,0.14509,0.278236,0.21483,0
467060107,chair_1,32.9077,3594,0.0561055,0.145163,0.279161,0.215029,0
467060205,chair_1,32.9077,3594,0.0561055,0.145163,0.279161,0.215029,0
467060305,chair_1,32.9077,3594,0.0561055,0.145163,0.279161,0.215029,0
467060405,chair_1,32.9077,3594,0.0561055,0.145163,0.279161,0.215029,0
467060507,chair_1,32.9077,3594,0.0561055,0.145163,0.279161,0.215029,0
467060603,chair_1,32.9077,3594,0.0561055,0.145163,0.279161,0.215029,0
467060705,chair_1,32.9077,3594,0.0561055,0.145163,0.279161,0.215029,0
467060804,chair_1,32.9077,3594,0.0561055,0.145163,0.279161,0.215029,0
467060903,chair_1,32.9077,3594,0.0561055,0.145163,0.279161,0.215029,0
467061007,chair_1,32.9077,3594,0.0561055,0.145163,0.279161,0.215029,0
467061105,chair_1,32.9077,3594,0.0561055,0.145163,0.279161,0.215029,0
467061206,chair_1,32.9077,3594,0.0561055,0.145163,0.279161,0.215029,0
467061304,chair_1,32.9077,3594,0.0561055,0.145163,0.279161,0.215029,0
467061409,chair_1,32.9077,3594,0.0561055,0.145163,0.279161,0.215029,0
467061507,chair_1,32.9077,3594,0.0561055,0.145163,0.279161,0.215029,0
467061605,chair_1,32.9077,3594,0.0561055,0.145163,0.279161,0.215029,0
467061706,chair_1,32.9077,3594,0.0561055,0.145163,0.279161,0.215029,0
467061810,chair_1,32.9077,3594,0.0561055,0.145163,0.279161,0.215029,0
467061904,chair_1,32.9077,3594,0.0561055,0.145163,0.279161,0.215029,0
467062004,chair_1,32.9077,3594,0.0561055,0.145163,0.279161,0.215029,0
467062106,chair_1,32.9077,3594,0.0561055,0.145163,0.279161,0.215029,0
467062205,chair_1,32.9077,3594,0.0561055,0.145163,0.279161,0.215029,0
467062306,chair_1,32.9077,3594,0.0561055,0.145163,0.279161,0.215029,0
467062410,chair_1,32.9077,3594,0.0561055,0.145163,0.279161,0.215029,0
467062506,chair_1,32.9077,3594,0.0561055,0.145163,0.279161,0.215029,0
467062605,chair_1,32.9077,3594,0.0561055,0.145163,0.279161,0.215029,0
467062704,chair_1,32.9077,3594,0.0561055,0.145163,0.279161,0.215029,0
467062806,chair_1,32.9077,3594,0.0561055,0.145163,0.279161,0.215029,0
467062909,chair_1,32.9077,3594,0.0561055,0.145163,0.279161,0.215029,0
467063010,chair_1,32.9077,3594,0.0561055,0.145163,0.279161,0.215029,0
467063110,chair_1,32.9077,3594,0.0561055,0.145163,0.279161,0.215029,0
467063207,chair_1,32.9077,3594,0.0561055,0.145163,0.279161,0.215029,0
467063306,chair_1,32.9077,3594,0.0561055,0.145163,0.279161,0.215029,0
467063403,chair_1,32.9077,3594,0.0561055,0.145163,0.279161,0.215029,0
467063505,chair_1,32.9077,3594,0.0561055,0.145163,0.279161,0.215029,0
467063605,chair_1,32.9077,3594,0.0561055,0.145163,0.279161,0.215029,0
467063703,chair_1,32.9077,3594,0.0561055,0.145163,0.279161,0.215029,0
467063804,chair_1,32.9077,3594,0.0561055,0.145163,0.279161,0.215029,0
467063905,chair_1,32.9077,3594,0.0561055,0.145163,0.279161,0.215029,0
467064005,chair_1,32.9077,3594,0.0561055,0.145163,0.279161,0.215029,0
467064109,chair_1,32.9077,3594,0.0561055,0.145163,0.279161,0.215029,0
467064205,chair_1,32.9077,3594,0.0561055,0.145163,0.279161,0.215029,0
467064309,chair_1,32.9077,3594,0.0561055,0.145163,0.279161,0.215029,0
467064405,chair_1,32.9077,3594,0.0561055,0.145163,0.279161,0.215029,0
467064507,chair_1,32.9077,3594,0.0561055,0.145163,0.279161,0.215029,0
467064605,chair_1,32.9077,3594,0.0561055,0.145163,0.279161,0.215029,0
467064708,chair_1,32.9077,3594,0.0561055,0.145163,0.279161,0.215029,0
467064809,chair_1,32.9077,3594,0.0561055,0.145163,0.279161,0.215029,0
467064905,chair_1,32.9077,3594,0.0561055,0.145163,0.279161,0.215029,0
467065005,chair_1,32.9077,3594,0.0561055,0.145163,0.279161,0.215029,0
467065106,chair_1,32.9077,3594,0.0561055,0.145163,0.279161,0.215029,0
467065207,chair_1,32.9077,3594,0.0561055,0.145163,0.279161,0.215029,0
467065306,chair_1,32.9077,3594,0.0561055,0.145163,0.279161,0.215029,0
467065405,chair_1,32.9077,3594,0.0561055,0.145163,0.279161,0.215029,0
467065506,chair_1,32.9077,3594,0.0561055,0.145163,0.279161,0.215029,0
467065607,chair_1,32.9077,3594,0.0561055,0.145163,0.279161,0.215029,0
467065703,chair_1,32.9077,3594,0.0561055,0.145163,0.279161,0.215029,0
467065806,chair_1,32.9077,3594,0.0561055,0.145163,0.279161,0.215029,0
467065903,chair_1,32.9077,3594,0.0561055,0.145163,0.279161,0.215029,0
467066005,chair_1,32.9077,3594,0.0561055,0.145163,0.279161,0.215029,0
467066103,chair_1,32.9077,3594,0.0561055,0.145163,0.279161,0.215029,0
467066208,chair_1,32.9077,3594,0.0561055,0.145163,0.279161,0.215029,0
467066307,chair_1,32.9077,3594,0.0561055,0.145163,0.279161,0.215029,0
467066408,chair_1,32.9077,3594,0.0561055,0.145163,0.279161,0.215029,0
467066505,chair_1,32.9077,3594,0.0561055,0.145163,0.279161,0.215029,0
467066605,chair_1,32.9077,3594,0.0561055,0.145163,0.279161,0.215029,0
467066702,chair_1,32.9077,3594,0.0561055,0.145163,0.279161,0.215029,0
467066803,chair_1,32.9077,3594,0.0561055,0.145163,0.279161,0.215029,0
467066904,chair_1,32.9077,3594,0.0561055,0.145163,0.279161,0.215029,0
467067004,chair_1,32.9077,3594,0.0561055,0.145163,0.279161,0.215029,0
467067103,chair_1,32.9077,3594,0.0561055,0.145163,0.279161,0.215029,0
467067205,chair_1,32.9077,3594,0.0561055,0.145163,0.279161,0.215029,0
467067306,chair_1,32.9077,3594,0.0561055,0.145163,0.279161,0.215029,0
467067405,chair_1,32.9077,3594,0.0561055,0.145163,0.279161,0.215029,0
467067506,chair_1,32.9077,3594,0.0561055,0.145163,0.279161,0.215029,0
467067604,chair_1,32.9077,3594,0.0561055,0.145163,0.279161,0.215029,0
467067703,chair_1,32.9049,3599,0.0565417,0.1453,0.280752,0.216228,0
467067804,chair_1,32.9067,3598,0.0565103,0.145123,0.280253,0.215496,0
467067905,chair_1,32.9075,3598,0.0567134,0.144786,0.279403,0.214623,0
467068004,chair_1,32.9094,3597,0.0564148,0.14486,0.278739,0.21414,0
467068107,chair_1,32.9049,3598,0.0570699,0.144704,0.279899,0.215174,0
467068206,chair_1,32.9079,3598,0.0567144,0.144857,0.279394,0.214614,0
467068304,chair_1,32.9114,3598,0.0564545,0.145023,0.278909,0.21398,0
467068404,chair_1,32.9124,3594,0.0561323,0.145103,0.278457,0.213749,0
467068503,chair_1,32.91,3599,0.0562234,0.145306,0.279682,0.214836,0
467068604,chair_1,32.9092,3598,0.0562875,0.145203,0.279371,0.214765,0
467068706,chair_1,32.9101,3598,0.0558665,0.145179,0.278689,0.214372,0
467068804,chair_1,32.9084,3596,0.0560115,0.144995,0.27814,0.214295,0
467068905,chair_1,32.9061,3611,0.056022,0.145062,0.279057,0.215181,0
467069005,chair_1,32.9067,3601,0.0560807,0.14527,0.279464,0.215369,0
467069103,chair_1,32.9078,3598,0.0560617,0.145337,0.279365,0.215171,0
467069204,chair_1,32.9078,3598,0.0560617,0.145337,0.279365,0.215171,0
467069304,chair_1,32.9078,3598,0.0560617,0.145337,0.279365,0.215171,0
467069405,chair_1,32.9078,3598,0.0560617,0.145337,0.279365,0.215171,0
467069504,chair_1,32.9078,3598,0.0560617,0.145337,0.279365,0.215171,0
467069604,chair_1,32.9078,3598,0.0560617,0.145337,0.279365,0.215171,0
467069705,chair_1,32.9078,3598,0.0560617,0.145337,0.279365,0.215171,0
467069804,chair_1,32.9078,3598,0.0560617,0.145337,0.279365,0.215171,0
467069905,chair_1,32.9078,3598,0.0560617,0.145337,0.279365,0.215171,0
467070006,chair_1,32.9078,3598,0.0560617,0.145337,0.279365,0.215171,0
467070107,chair_1,32.9078,3598,0.0560617,0.145337,0.279365,0.215171,0
467070204,chair_1,32.9078,3598,0.0560617,0.145337,0.279365,0.215171,0
467070306,chair_1,32.9078,3598,0.0560617,0.145337,0.279365,0.215171,0
467070405,chair_1,32.9078,3598,0.0560617,0.145337,0.279365,0.215171,0
467070506,chair_1,32.9078,3598,0.0560617,0.145337,0.279365,0.215171,0
467070606,chair_1,32.9078,3598,0.0560617,0.145337,0.279365,0.215171,0
467070704,chair_1,32.9078,3598,0.0560617,0.145337,0.279365,0.215171,0
467070808,chair_1,32.9078,3598,0.0560617,0.145337,0.279365,0.215171,0
467070906,chair_1,32.9078,3598,0.0560617,0.145337,0.279365,0.215171,0
467071005,chair_1,32.9078,3598,0.0560617,0.145337,0.279365,0.215171,0
467071104,chair_1,32.9078,3598,0.0560617,0.145337,0.279365,0.215171,0
467071205,chair_1,32.9078,3598,0.0560617,0.145337,0.279365,0.215171,0
467071306,chair_1,32.9078,3598,0.0560617,0.145337,0.279365,0.215171,0
467071403,chair_1,32.9078,3598,0.0560617,0.145337,0.279365,0.215171,0
467071507,chair_1,32.9078,3598,0.0560617,0.145337,0.279365,0.215171,0
467071604,chair_1,32.9078,3598,0.0560617,0.145337,0.279365,0.215171,0
467071708,chair_1,32.9078,3598,0.0560617,0.145337,0.279365,0.215171,0
467071804,chair_1,32.9078,3598,0.0560617,0.145337,0.279365,0.215171,0
467071905,chair_1,32.9078,3598,0.0560617,0.145337,0.279365,0.215171,0
467072004,chair_1,32.9078,3598,0.0560617,0.145337,0.279365,0.215171,0
467072102,chair_1,32.9078,3598,0.0560617,0.145337,0.279365,0.215171,0
467072204,chair_1,32.9078,3598,0.0560617,0.145337,0.279365,0.215171,0
467072306,chair_1,32.9078,3598,0.0560617,0.145337,0.279365,0.215171,0
467072404,chair_1,32.9078,3598,0.0560617,0.145337,0.279365,0.215171,0
467072508,chair_1,32.9078,3598,0.0560617,0.145337,0.279365,0.215171,0
467072604,chair_1,32.9078,3598,0.0560617,0.145337,0.279365,0.215171,0
467072707,chair_1,32.9078,3598,0.0560617,0.145337,0.279365,0.215171,0
467072809,chair_1,32.9078,3598,0.0560617,0.145337,0.279365,0.215171,0
467072905,chair_1,32.9078,3598,0.0560617,0.145337,0.279365,0.215171,0
467073004,chair_1,32.9078,3598,0.0560617,0.145337,0.279365,0.215171,0
467073105,chair_1,32.9078,3598,0.0560617,0.145337,0.279365,0.215171,0
467073206,chair_1,32.9078,3598,0.0560617,0.145337,0.279365,0.215171,0
467073307,chair_1,32.9078,3598,0.0560617,0.145337,0.279365,0.215171,0
467073407,chair_1,32.9078,3598,0.0560617,0.145337,0.279365,0.215171,0
467073505,chair_1,32.9078,3598,0.0560617,0.145337,0.279365,0.215171,0
467073609,chair_1,32.9078,3598,0.0560617,0.145337,0.279365,0.215171,0
467073706,chair_1,32.9078,3598,0.0560617,0.145337,0.279365,0.215171,0
467073806,chair_1,32.9078,3598,0.0560617,0.145337,0.279365,0.215171,0
467073905,chair_1,32.9078,3598,0.0560617,0.145337,0.279365,0.215171,0
467074005,chair_1,32.9078,3598,0.0560617,0.145337,0.279365,0.215171,0
467074110,chair_1,32.9078,3598,0.0560617,0.145337,0.279365,0.215171,0
467074203,chair_1,32.9078,3598,0.0560617,0.145337,0.279365,0.215171,0
467074305,chair_1,32.9078,3598,0.0560617,0.145337,0.279365,0.215171,0
467074405,chair_1,32.9078,3598,0.0560617,0.145337,0.279365,0.215171,0
467074508,chair_1,32.9078,3598,0.0560617,0.145337,0.279365,0.215171,0
467074602,chair_1,32.9078,3599,0.0560603,0.145324,0.279291,0.215139,0
467074708,chair_1,32.9078,3599,0.0560603,0.145324,0.279291,0.215139,0
467074804,chair_1,32.9078,3599,0.0560603,0.145324,0.279291,0.215139,0
467074906,chair_1,32.9078,3599,0.0560603,0.145324,0.279291,0.215139,0
467075005,chair_1,32.9078,3599,0.0560603,0.145324,0.279291,0.215139,0
467075103,chair_1,32.9078,3599,0.0560603,0.145324,0.279291,0.215139,0
467075203,chair_1,32.9078,3599,0.0560603,0.145324,0.279291,0.215139,0
467075306,chair_1,32.9078,3599,0.0560603,0.145324,0.279291,0.215139,0
467075404,chair_1,32.9078,3599,0.0560603,0.145324,0.279291,0.215139,0
467075505,chair_1,32.9078,3599,0.0560603,0.145324,0.279291,0.215139,0
467075606,chair_1,32.9078,3599,0.0560603,0.145324,0.279291,0.215139,0
467075704,chair_1,32.9078,3599,0.0560603,0.145324,0.279291,0.215139,0
467075804,chair_1,32.9078,3599,0.0560603,0.145324,0.279291,0.215139,0
467075905,chair_1,32.9078,3599,0.0560603,0.145324,0.279291,0.215139,0
467076004,chair_1,32.9078,3599,0.0560603,0.145324,0.279291,0.215139,0
467076104,chair_1,32.9078,3599,0.0560603,0.145324,0.279291,0.215139,0
467076204,chair_1,32.9078,3599,0.0560603,0.145324,0.279291,0.215139,0
467076305,chair_1,32.9078,3599,0.0560603,0.145324,0.279291,0.215139,0
467076405,chair_1,32.9078,3599,0.0560603,0.145324,0.279291,0.215139,0
467076506,chair_1,32.9078,3599,0.0560603,0.145324,0.279291,0.215139,0
467076607,chair_1,32.9078,3599,0.0560603,0.145324,0.279291,0.215139,0
467076705,chair_1,32.9078,3599,0.0560603,0.145324,0.279291,0.215139,0
467076804,chair_1,32.9078,3599,0.0560603,0.145324,0.279291,0.215139,0
467076909,chair_1,32.9078,3599,0.0560603,0.145324,0.279291,0.215139,0
467077005,chair_1,32.9078,3599,0.0560603,0.145324,0.279291,0.215139,0
467077103,chair_1,32.9078,3599,0.0560603,0.145324,0.279291,0.215139,0
467077204,chair_1,32.9078,3599,0.0560603,0.145324,0.279291,0.215139,0
467077304,chair_1,32.9078,3599,0.0560603,0.145324,0.279291,0.215139,0
467077404,chair_1,32.9078,3599,0.0560603,0.145324,0.279291,0.215139,0
467077505,chair_1,32.9078,3599,0.0560603,0.145324,0.279291,0.215139,0
467077605,chair_1,32.9078,3599,0.0560603,0.145324,0.279291,0.215139,0
467077706,chair_1,32.9078,3599,0.0560603,0.145324,0.279291,0.215139,0
467077807,chair_1,32.9078,3599,0.0560603,0.145324,0.279291,0.215139,0
467077905,chair_1,32.9078,3599,0.0560603,0.145324,0.279291,0.215139,0
467078004,chair_1,32.9078,3599,0.0560603,0.145324,0.279291,0.215139,0
467078105,chair_1,32.9078,3599,0.0560603,0.145324,0.279291,0.215139,0
467078205,chair_1,32.9078,3599,0.0560603,0.145324,0.279291,0.215139,0
467078305,chair_1,32.9078,3599,0.0560603,0.145324,0.279291,0.215139,0
467078404,chair_1,32.9078,3599,0.0560603,0.145324,0.279291,0.215139,0
467078506,chair_1,32.9078,3599,0.0560603,0.145324,0.279291,0.215139,0
467078607,chair_1,32.9078,3599,0.0560603,0.145324,0.279291,0.215139,0
467078706,chair_1,32.9078,3599,0.0560603,0.145324,0.279291,0.215139,0
467078806,chair_1,32.9078,3599,0.0560603,0.145324,0.279291,0.215139,0
467078906,chair_1,32.9078,3599,0.0560603,0.145324,0.279291,0.215139,0
467079006,chair_1,32.9078,3599,0.0560603,0.145324,0.279291,0.215139,0
467079107,chair_1,32.9078,3599,0.0560603,0.145324,0.279291,0.215139,0
467079207,chair_1,32.9078,3599,0.0560603,0.145324,0.279291,0.215139,0
467079309,chair_1,32.9078,3599,0.0560603,0.145324,0.279291,0.215139,0
467079408,chair_1,32.9078,3599,0.0560603,0.145324,0.279291,0.215139,0
467079505,chair_1,32.9078,3599,0.0560603,0.145324,0.279291,0.215139,0
467079610,chair_1,32.9078,3599,0.0560603,0.145324,0.279291,0.215139,0
467079705,chair_1,32.9078,3599,0.0560603,0.145324,0.279291,0.215139,0
467079806,chair_1,32.9078,3599,0.0560603,0.145324,0.279291,0.215139,0
467079906,chair_1,32.9078,3599,0.0560603,0.145324,0.279291,0.215139,0
467080005,chair_1,32.9078,3599,0.0560603,0.145324,0.279291,0.215139,0
467080106,chair_1,32.9078,3599,0.0560603,0.145324,0.279291,0.215139,0
467080205,chair_1,32.9078,3599,0.0560603,0.145324,0.279291,0.215139,0
467080306,chair_1,32.9078,3599,0.0560603,0.145324,0.279291,0.215139,0
467080405,chair_1,32.9078,3599,0.0560603,0.145324,0.279291,0.215139,0
467080506,chair_1,32.9078,3599,0.0560603,0.145324,0.279291,0.215139,0
467080603,chair_1,32.9078,3599,0.0560603,0.145324,0.279291,0.215139,0
467080706,chair_1,32.9078,3599,0.0560603,0.145324,0.279291,0.215139,0
467080806,chair_1,32.9078,3599,0.0560603,0.145324,0.279291,0.215139,0
467080904,chair_1,32.9078,3599,0.0560603,0.145324,0.279291,0.215139,0
467081003,chair_1,32.9078,3599,0.0560603,0.145324,0.279291,0.215139,0
467081104,chair_1,32.9078,3599,0.0560603,0.145324,0.279291,0.215139,0
467081207,chair_1,32.9078,3599,0.0560603,0.145324,0.279291,0.215139,0
467081304,chair_1,32.9078,3599,0.0560603,0.145324,0.279291,0.215139,0
467081405,chair_1,32.9078,3599,0.0560603,0.145324,0.279291,0.215139,0
467081505,chair_1,32.9078,3599,0.0560603,0.145324,0.279291,0.215139,0
467081610,chair_1,32.9078,3599,0.0560603,0.145324,0.279291,0.215139,0
467081710,chair_1,32.9078,3599,0.0560603,0.145324,0.279291,0.215139,0
467081808,chair_1,32.9078,3599,0.0560603,0.145324,0.279291,0.215139,0
467081906,chair_1,32.9078,3599,0.0560603,0.145324,0.279291,0.215139,0
467082006,chair_1,32.9078,3599,0.0560603,0.145324,0.279291,0.215139,0
467082111,chair_1,32.9078,3599,0.0560603,0.145324,0.279291,0.215139,0
467082204,chair_1,32.9078,3599,0.0560603,0.145324,0.279291,0.215139,0
467082305,chair_1,32.9078,3599,0.0560603,0.145324,0.279291,0.215139,0
467082405,chair_1,32.9078,3599,0.0560603,0.145324,0.279291,0.215139,0
467082505,chair_1,32.9078,3599,0.0560603,0.145324,0.279291,0.215139,0
467082603,chair_1,32.9078,3599,0.0560603,0.145324,0.279291,0.215139,0
