cycle,node,fresh,fe,warm_conf,settle_maturity,frames_converged,pts,silres,mask_conf,mask_w,state_cx,state_cy,state_cz,state_yaw,state_seat_w,state_seat_d,state_seat_h,state_back_h,obs_cx,obs_cy,obs_cz,obs_yaw,obs_seat_w,obs_seat_d,obs_seat_h,obs_back_h,acc_cx,acc_cy,acc_cz,acc_yaw,acc_seat_w,acc_seat_d,acc_seat_h,acc_back_h,raw_cx,raw_cy,raw_cz,raw_yaw,raw_seat_w,raw_seat_d,raw_seat_h,raw_back_h,std_cx,std_cy,std_cz,std_yaw,std_seat_w,std_seat_d,std_seat_h,std_back_h,gain_cx,gain_cy,gain_cz,gain_yaw,gain_seat_w,gain_seat_d,gain_seat_h,gain_back_h,ext_hw02,ext_hh02,ext_hw05,ext_hh05,ext_hw10,ext_hh10,ext_offx,ext_offy,n_top,n_leg,n_pts,ce_cx,ce_cy,ce_cz,ce_yaw,ce_seat_w,ce_seat_d,ce_seat_h,ce_back_h,ceg_cx,ceg_cy,ceg_cz,ceg_yaw,ceg_seat_w,ceg_seat_d,ceg_seat_h,ceg_back_h
1607,chair_2,1,0.912488,0.692338,1131,29,285,0,0.911621,1,-0.294552,0.917828,0,3.17168,0.430889,0.423303,0.451504,0.50871,14074.3,27580.3,5443.09,808.292,3504.97,7953.57,4633.58,98.2761,30.7455,35.3598,3.27898,10.6262,17.1913,18.1267,3.00777,9.43579,31772.2,49737.5,17726.9,3273.29,13715.1,22247.6,16128.8,1762.82,5.61017,4.48392,7.51076,17.4787,8.53887,6.70438,7.87407,23.8175,0,0,0.16878,0.0673799,0.0481805,0,0.163971,0.0167101,0.274024,0.249537,0.246568,0.233088,0.195019,0.208607,0.0464602,-0.143183,143,183,326,-15.6642,15.6642,-7.85734e-20,-1.47929e-30,-6.06841e-10,3.88594,-2.8026e-45,2.65421e-12,-1,-1,0,0,0,-1,0,0
1179,chair_3,1,0.383137,0.548235,997,17,397,0,0.457031,0.734056,-1.63036,-0.102341,0,55.0104,0.441475,0.439099,0.485366,0.479254,32974.9,33167.7,99658.7,1661,8249.9,7499.77,99281,10.6805,67.0557,40.7307,34.0024,19.3385,20.9514,39.5495,33.8255,3.76445,58499.1,58570.5,120308,6623.22,26506.1,23469.7,119877,699.531,4.13452,4.132,2.88305,12.2876,6.14225,6.52749,2.88823,37.8091,0,0.0508184,0.0873635,0,0.0501838,0.029253,0.0877549,0.00784377,0.229134,0.230627,0.214833,0.206007,0.196963,0.181414,0.0204193,0.0533303,452,324,776,2.55029,-0.0242664,-7.95e-09,-1.02005,-0.367033,-0.469796,-2.04484e-10,0.0152333,-1,0,0,-1,0,0,0,0
1608,chair_2,1,0.91235,0.575533,1132,30,285,0,0.911621,1,-0.294552,0.917828,0,3.17168,0.430889,0.423303,0.451504,0.50871,14806.6,5828.61,2587.18,190.092,4934.37,1462.21,2437.61,0,30.7657,35.1337,3.26271,10.5372,17.2263,18.0178,2.99328,9.34143,32513.9,27998.8,14870.4,2656.16,15147.6,15758.4,13931.7,1688.41,5.54582,5.97627,8.20046,19.4032,8.12509,7.96607,8.47222,24.3367,0.0524263,0.021156,0.0956075,0.0195721,0.0614879,0.0167741,0.099871,0,0.274024,0.249537,0.246568,0.233088,0.195019,0.208607,0.0464602,-0.143183,143,183,326,-12.5313,12.5313,-6.28587e-20,-1.18343e-30,-4.85473e-10,3.10875,-2.8026e-45,2.12337e-12,0,0,0,0,0,0,0,0
1180,chair_3,1,0.395077,0.495398,998,18,402,0,0.457031,0.734056,-1.63036,-0.10301,0,55.0104,0.440209,0.439626,0.485188,0.480078,35998.2,42676.6,7247.83,3661.16,12877.8,9607.47,7010.17,63.9354,67.0193,41.0479,33.6925,19.3933,21.2898,39.4764,33.5164,3.82366,59754.4,66444.6,37267.1,7645.48,28819.8,24398.6,37002.5,751.443,4.09086,3.87945,5.18009,11.4366,5.89053,6.40203,5.19858,36.4798,0,0.0574361,0.0204707,0,0.0716333,0.0361677,0.0200342,0.0438323,0.228858,0.230632,0.21468,0.208671,0.197215,0.182105,0.0194756,0.0533566,451,330,781,3.28435,-0.0194131,-6.36e-09,-1.75411,-0.293626,-0.375837,-1.63587e-10,0.0121866,-1,0,0,-1,0,0,0,0
1609,chair_2,1,0.912218,0.511292,1133,30,285,0,0.911621,1,-0.294552,0.917828,0,3.17168,0.430889,0.423303,0.451504,0.50871,14805.8,5828.6,2587.18,190.09,4933.51,1462.2,2437.61,0,30.7857,34.9099,3.2466,10.4491,17.261,17.91,2.97893,9.24801,32741,22298.8,13427.6,2288.8,15920.5,12767,12770.5,1620.03,5.52655,6.69668,8.62981,20.9024,7.92542,8.85026,8.84905,24.845,0.0520292,0.0267173,0.106118,0.0228524,0.0583963,0.0208068,0.109178,0,0.274024,0.249537,0.246568,0.233088,0.195019,0.208607,0.0464602,-0.143183,143,183,326,-10.0251,10.0251,-5.0287e-20,-9.46747e-31,-3.88378e-10,2.487,-2.8026e-45,1.6987e-12,0,0,0,0,0,0,0,0
1181,chair_3,1,0.383865,0.535269,999,19,399,0,0.457031,0.734056,-1.63036,-0.10301,0,55.0104,0.439242,0.439346,0.484795,0.480193,41239.3,25163.7,12114.9,3930.82,8429.92,13038.5,11758,61.493,67.0756,41.0646,33.406,19.4659,21.4355,39.5191,33.2301,3.87858,65200,50132.5,31407.5,8263.65,25180.8,28193.3,30979.4,799.08,3.9163,4.46622,5.64265,11.0005,6.30181,5.95562,5.68151,35.3757,0,0,0.0409347,0,0.0529503,0.042549,0.0404667,0.0393446,0.228585,0.230643,0.214741,0.206007,0.196035,0.181382,0.0192023,0.0533679,452,326,778,4.0184,-0.452004,-5.088e-09,-2.48817,-0.234901,-0.300669,-1.3087e-10,0.0097493,-1,-1,0,-1,0,0,0,0
1610,chair_2,1,0.91209,0.47596,1134,30,285,0,0.911621,1,-0.294552,0.917828,0,3.17168,0.430889,0.423303,0.451504,0.50871,14804.9,5828.59,2587.18,190.09,4932.67,1462.2,2437.61,0,30.8055,34.6883,3.23065,10.3618,17.2952,17.8032,2.96472,9.15553,32809.1,20145.9,12640.1,2052.6,16320.6,11140.2,12117.6,1556.97,5.52081,7.04542,8.89456,22.0723,7.82766,9.47444,9.0843,25.3431,0.0518885,0.0297425,0.11298,0.0256374,0.056862,0.0239625,0.115297,0,0.274024,0.249537,0.246568,0.233088,0.195019,0.208607,0.0464602,-0.143183,143,183,326,-8.02006,8.02006,-4.02296e-20,-7.57398e-31,-3.10702e-10,1.9896,-2.8026e-45,1.35896e-12,0,0,0,0,0,0,0,0
1182,chair_3,1,0.388784,0.487295,1000,20,402,0,0.457031,0.734056,-1.63036,-0.102966,0,55.0104,0.43917,0.439372,0.48457,0.480195,30917.9,46764.8,5793.54,1820.07,11410.3,7596.29,5456.39,14.0757,66.9495,41.4479,33.096,19.3946,21.7067,39.3788,32.9205,3.86112,55708.7,69013.2,23386.9,6344.72,26863.2,24133.6,22914.6,797.505,4.2368,3.80657,6.53903,12.5543,6.10128,6.43708,6.60607,35.4106,0,0.0601466,0.0264905,0,0.0667972,0.0289308,0.0255834,0.00896083,0.229134,0.230643,0.214715,0.205659,0.196411,0.181352,0.019795,0.0533665,453,328,781,4.75246,-0.361603,-4.0704e-09,-2.94952,-0.187921,-0.240536,-1.04696e-10,0.00779944,-1,0,0,-1,0,0,0,0
1611,chair_2,1,0.911966,0.456529,1135,30,285,0,0.911621,1,-0.294552,0.917828,0,3.17168,0.430889,0.423303,0.451504,0.50871,14804.1,5828.57,2587.18,190.089,4931.84,1462.19,2437.61,0,30.8251,34.4689,3.21486,10.2755,17.3291,17.6975,2.95066,9.06398,32828.8,19226.6,12192.1,1893.12,16523,10175.7,11737.8,1498.64,5.51915,7.21189,9.0565,22.9832,7.77956,9.91331,9.2301,25.8316,0.0518249,0.031343,0.11739,0.0279658,0.0560656,0.0263623,0.11927,0,0.274024,0.249537,0.246568,0.233088,0.195019,0.208607,0.0464602,-0.143183,143,183,326,-6.41605,6.41605,-3.21837e-20,-6.05918e-31,-2.48562e-10,1.59168,-2.8026e-45,1.08716e-12,0,0,0,0,0,0,0,0
1183,chair_3,1,0.391223,0.537135,1001,21,401,0,0.457031,0.734056,-1.63036,-0.103128,0,55.0104,0.438673,0.438847,0.485406,0.479813,31408.4,28476.8,103294,1522.45,6760.73,7716.91,102556,62.2321,66.8333,41.5169,33.1947,19.3039,21.7772,39.2439,33.0179,3.91678,54691.1,53799.7,118052,5404.26,22831.3,22769,117125,844.147,4.27604,4.31132,2.91047,13.6029,6.61812,6.62717,2.92197,34.4184,0,0.0465863,0.0943483,0,0.0460763,0.0312523,0.0948647,0.0375122,0.229134,0.230643,0.214715,0.205659,0.196411,0.181352,0.0196333,0.0533717,452,329,781,5.48652,-0.289282,-3.25632e-09,-3.39675,-0.150337,-0.192428,-8.37566e-11,0.00623955,-1,0,0,-1,0,0,0,0
1612,chair_2,1,0.911846,0.445844,1136,30,285,0,0.911621,1,-0.294552,0.917828,0,3.17168,0.430889,0.423303,0.451504,0.50871,14803.3,5828.55,2587.19,190.088,4931.03,1462.19,2437.61,0,30.8444,34.2517,3.19923,10.19,17.3626,17.5928,2.93673,8.97334,32834,18813.7,11931.2,1781.87,16624,9574.21,11512.5,1444.52,5.51872,7.2906,9.15499,23.6898,7.7559,10.2199,9.32,26.3111,0.0517849,0.0322135,0.120219,0.0298915,0.0556275,0.0281547,0.121851,0,0.274024,0.249537,0.246568,0.233088,0.195019,0.208607,0.0464602,-0.143183,143,183,326,-5.13284,5.13284,-2.57469e-20,-4.84735e-31,-1.9885e-10,1.27334,-2.8026e-45,8.69732e-13,0,0,0,0,0,0,0,0
1184,chair_3,1,0.399656,0.549296,1002,22,401,0,0.457031,0.734056,-1.63036,-0.103931,0,55.0104,0.438673,0.438847,0.485169,0.479915,37737.2,20494.9,10684.4,1276.45,11220.1,8829.3,10014.1,12.1701,66.8298,41.4496,32.9072,19.1974,22.0368,39.1478,32.7294,3.89605,60840.1,43437.3,40561.2,4784.74,25755.1,23339,39831.1,838.871,4.0542,4.79809,4.96529,14.4568,6.23116,6.54574,5.01059,34.5265,0,0.041464,0.0283282,0,0,0,0.0271667,0.0073301,0.228858,0.230648,0.214812,0.208711,0.197226,0.182025,0.0185556,0.0534024,451,329,780,6.22057,-0.231426,-2.60506e-09,-4.11164,0.0156061,0.204931,-6.70053e-11,0.00499164,-1,0,0,-1,-1,-1,0,0
1613,chair_2,1,0.91173,0.439968,1137,30,285,0,0.911621,1,-0.294552,0.917828,0,3.17168,0.430889,0.423303,0.451504,0.50871,14802.5,5828.53,2587.19,190.087,4930.24,1462.19,2437.6,0,30.8636,34.0367,3.18376,10.1054,17.3958,17.4892,2.92295,8.88361,32834.7,18624,11777.2,1702.47,16673.7,9187.34,11377.2,1394.17,5.51866,7.32764,9.21465,24.236,7.74434,10.4329,9.37526,26.782,0.0517522,0.0327262,0.122056,0.0314739,0.0553659,0.0294824,0.123548,0,0.274024,0.249537,0.246568,0.233088,0.195019,0.208607,0.0464602,-0.143183,143,183,326,-4.10627,4.10627,-2.05975e-20,-3.87788e-31,-1.5908e-10,1.01868,-2.8026e-45,6.95786e-13,0,0,0,0,0,0,0,0
1185,chair_3,1,0.386494,0.566837,1003,23,399,0,0.457031,0.734056,-1.63036,-0.103931,0,55.0104,0.438673,0.438847,0.484779,0.480217,50302.1,28449.6,10000.2,4759.11,7133.45,17346.4,9891.92,54.7126,67.0477,41.5181,32.6197,19.328,22.12,39.3383,32.4432,3.93997,74435.4,49273.5,30139.5,7995.38,22800.7,32085.5,29849.6,876.352,3.66531,4.50498,5.76012,11.1836,6.62256,5.58272,5.78803,33.7801,0,0,0.0359602,0,0,0,0.0360901,0.031627,0.228585,0.224414,0.214825,0.205827,0.196597,0.179952,0.0182824,0.0471682,452,326,778,6.95463,-0.73349,-2.08404e-09,-4.84569,-0.0380591,-0.184447,-5.36042e-11,0.00399331,-1,-1,0,-1,-1,-1,0,0
1614,chair_2,1,0.911617,0.436737,1138,30,285,0,0.911621,1,-0.294552,0.917828,0,3.17168,0.430889,0.423303,0.451504,0.50871,14801.7,5828.52,2587.19,190.086,4929.47,1462.18,2437.6,0,30.8825,33.8239,3.16844,10.0216,17.4285,17.3867,2.90931,8.79477,32834.2,18535.9,11685.6,1644.88,16697.7,8933.49,11295.4,1347.21,5.5187,7.34502,9.25072,24.6566,7.73877,10.5801,9.40914,27.2447,0.0517219,0.0330674,0.123278,0.0327712,0.055192,0.0304663,0.12469,0,0.274024,0.249537,0.246568,0.233088,0.195019,0.208607,0.0464602,-0.143183,143,183,326,-3.28502,3.28502,-1.6478e-20,-3.1023e-31,-1.27264e-10,0.814941,-2.8026e-45,5.56628e-13,0,0,0,0,0,0,0,0
1186,chair_3,1,0.387783,0.491409,1004,24,401,0,0.457031,0.734056,-1.63036,-0.103631,0,55.0104,0.438224,0.438184,0.484559,0.480171,41656.4,45647.1,5144.91,9046.17,11905.5,14448,4721.42,14.8508,67.111,41.8779,32.3149,19.748,22.4053,39.4297,32.1384,3.92307,67674.7,67724.6,22333.2,13489.2,26428.1,32252.1,21815.1,872.415,3.84403,3.84261,6.69151,8.61008,6.1513,5.56828,6.77051,33.8562,0,0.05923,0.0251635,0,0.0689875,0.0413463,0.0237552,0.00857567,0.229134,0.227327,0.214833,0.205685,0.197737,0.181658,0.0191308,0.0500719,453,327,780,7.68868,-0.586792,-1.66724e-09,-4.89743,-0.0304473,-0.147558,-4.28834e-11,0.00319465,-1,0,0,-1,0,0,0,0
1615,chair_2,1,0.911508,0.434962,1139,30,285,0,0.911621,1,-0.294552,0.917828,0,3.17168,0.430889,0.423303,0.451504,0.50871,14801,5828.5,2587.19,190.086,4928.71,1462.18,2437.6,0,30.9012,33.6132,3.15327,9.93865,17.461,17.2851,2.8958,8.70682,32833.3,18494.9,11630.8,1602.62,16708.8,8764.74,11245.7,1303.32,5.51878,7.35317,9.27248,24.9795,7.73618,10.6815,9.4299,27.6997,0.0516926,0.0333273,0.124124,0.0338362,0.0550622,0.0312017,0.125488,0,0.274024,0.249537,0.246568,0.233088,0.195019,0.208607,0.0464602,-0.143183,143,183,326,-2.62801,2.62801,-1.31824e-20,-2.48184e-31,-1.01811e-10,0.651953,-2.8026e-45,4.45303e-13,0,0,0,0,0,0,0,0
1187,chair_3,1,0.391355,0.549505,1005,25,404,0,0.457031,0.734056,-1.63036,-0.103784,0,55.0104,0.437365,0.438184,0.485597,0.480151,33616.1,31682.2,99157.8,1668.93,7466.92,7926.41,98574.1,10.1946,67.0321,41.997,32.4041,19.6637,22.4989,39.3014,32.227,3.89928,58756.5,56829.5,113489,7411.66,23380.7,25781.7,112690,863.988,4.12546,4.19482,2.9684,11.6156,6.5399,6.22793,2.9789,34.0209,0,0.0486069,0.0962382,0,0.0483785,0,0.0968203,0.00595702,0.230882,0.227327,0.214829,0.205659,0.197375,0.181658,0.0172293,0.0500769,452,331,783,8.42274,-0.469434,-1.33379e-09,-5.04611,-0.0243578,-0.227901,-3.43067e-11,0.00255572,-1,0,0,-1,0,-1,0,0
1616,chair_2,1,0.911403,0.433986,1140,30,285,0,0.911621,1,-0.294552,0.917828,0,3.17168,0.430889,0.423303,0.451504,0.50871,14800.2,5828.49,2587.19,190.085,4927.96,1462.17,2437.6,0,30.9197,33.4046,3.13826,9.85654,17.493,17.1846,2.88242,8.61975,32832.2,18475.7,11597.9,1571.34,16713.7,8651.58,11215.5,1262.19,5.51886,7.35699,9.2856,25.2269,7.73507,10.7511,9.4426,28.1474,0.0516639,0.0335487,0.124739,0.0347149,0.0549549,0.0317605,0.126073,0,0.274024,0.249537,0.246568,0.233088,0.195019,0.208607,0.0464602,-0.143183,143,183,326,-2.10241,2.10241,-1.05459e-20,-1.98547e-31,-8.14488e-11,0.521562,-2.8026e-45,3.56242e-13,0,0,0,0,0,0,0,0
1188,chair_3,1,0.400671,0.541809,1006,26,406,0,0.457031,0.734056,-1.63036,-0.104386,0,55.0104,0.438189,0.438184,0.485329,0.480151,37078.4,27409.1,14995,1823.71,9314.63,8733.74,14593.4,58.0586,67.015,42.0423,32.1425,19.5907,22.6703,39.2014,31.9655,3.94824,60877,50885.2,44570.8,6080.43,24070.4,24410.9,44114.7,903.779,4.05297,4.43307,4.73669,12.8243,6.44553,6.40042,4.76111,33.2636,0,0.0468418,0.0369662,0,0.0584137,0,0.0365259,0,0.230607,0.230781,0.214722,0.208671,0.198659,0.182022,0.0163516,0.0535498,451,334,785,9.1568,-0.375547,-1.06703e-09,-5.7751,-0.0194863,0.207067,-2.74454e-11,0.0835181,-1,0,0,-1,0,-1,0,-1
1617,chair_2,1,0.911301,0.433451,1141,30,285,0,0.911621,1,-0.294552,0.917828,0,3.17168,0.430889,0.423303,0.451504,0.50871,14799.5,5828.47,2587.19,190.084,4927.24,1462.17,2437.6,0,30.938,33.198,3.12339,9.77524,17.5247,17.0851,2.86918,8.53356,32831.2,18466.7,11578.2,1548.05,16715.3,8575.26,11197,1223.58,5.51895,7.35878,9.29351,25.4161,7.73468,10.7988,9.45036,28.588,0.0516356,0.0337522,0.125215,0.0354461,0.0548594,0.0321951,0.126525,0,0.274024,0.249537,0.246568,0.233088,0.195019,0.208607,0.0464602,-0.143183,143,183,326,-1.68193,1.68193,-8.43675e-21,-1.58838e-31,-6.5159e-11,0.41725,-2.8026e-45,2.84994e-13,0,0,0,0,0,0,0,0
1189,chair_3,1,0.397188,0.552066,1007,27,407,0,0.457031,0.734056,-1.63036,-0.104386,0,55.0104,0.437198,0.438134,0.485023,0.480591,40322.5,29855.8,11079.7,1346.29,8943.37,12388.6,10747.6,60.4675,67.0552,42.1288,31.8671,19.4861,22.8241,39.2251,31.6905,4.00036,64461.6,52251.1,32160.7,5127.56,23970.8,27548.1,31725.9,944.278,3.93867,4.37474,5.57619,13.9651,6.4589,6.02496,5.61426,32.5424,0,0,0.0381282,0,0.0559566,0.0416383,0.0376765,0.0322263,0.230607,0.23078,0.21468,0.208671,0.199074,0.182411,0.0163515,0.0535497,451,335,786,9.89085,-0.62361,-8.53625e-10,-6.50916,-0.015589,0.165653,-2.19563e-11,0.0668144,-1,-1,0,-1,0,0,0,0
1618,chair_2,1,0.911202,0.433157,1142,30,285,0,0.911621,1,-0.294552,0.917828,0,3.17168,0.430889,0.423303,0.451504,0.50871,14798.8,5828.46,2587.19,190.084,4926.53,1462.17,2437.6,0,30.9562,32.9936,3.10868,9.69476,17.5561,16.9866,2.85607,8.44822,32830.2,18462.4,11566.3,1530.61,16715.5,8523.59,11185.8,1187.26,5.51904,7.35962,9.29827,25.5604,7.73465,10.8315,9.45511,29.022,0.0516077,0.0339473,0.125605,0.0360613,0.0547702,0.0325431,0.126897,0,0.274024,0.249537,0.246568,0.233088,0.195019,0.208607,0.0464602,-0.143183,143,183,326,-1.34554,1.34554,-6.7494e-21,-1.2707e-31,-5.21272e-11,0.3338,-2.8026e-45,2.27995e-13,0,0,0,0,0,0,0,0
1190,chair_3,1,0.39343,0.573925,1008,28,410,0,0.457031,0.734056,-1.63036,-0.104386,0,55.0104,0.436772,0.438134,0.48464,0.480206,49347.3,31680.2,11459.2,2737.34,8684.8,11660.8,11039.7,53.2149,67.254,42.2453,31.5961,19.4768,22.9653,39.2241,31.4195,4.04097,74030.7,54336.2,29286.5,6126.89,23673.4,27974,28732.6,975.715,3.67531,4.28998,5.84341,12.7756,6.49935,5.97892,5.89947,32.0139,0,0,0.0436366,0,0.054706,0,0.0430617,0.0272685,0.229134,0.227327,0.214715,0.205659,0.197375,0.182022,0.0183754,0.0500965,453,336,789,10.6249,-0.726009,-6.829e-10,-7.095,-0.0124712,-0.133919,-1.7565e-11,0.0534516,-1,-1,0,-1,0,-1,0,0
1619,chair_2,1,0.911106,0.432997,1143,30,285,0,0.911621,1,-0.294552,0.917828,0,3.17168,0.430889,0.423303,0.451504,0.50871,14798.1,5828.45,2587.19,190.083,4925.83,1462.16,2437.6,0,30.9741,32.7912,3.09411,9.61508,17.5871,16.889,2.8431,8.36374,32829.2,18460.5,11559.2,1517.51,16714.8,8488.51,11178.9,1153.04,5.51912,7.36002,9.30114,25.6705,7.7348,10.8539,9.45802,29.4495,0.0515801,0.0341385,0.125943,0.0365861,0.0546849,0.0328309,0.127217,0,0.274024,0.249537,0.246568,0.233088,0.195019,0.208607,0.0464602,-0.143183,143,183,326,-1.07643,1.07643,-5.39952e-21,-1.01656e-31,-4.17018e-11,0.26704,-2.8026e-45,1.82396e-13,0,0,0,0,0,0,0,0
1191,chair_3,1,0.393362,0.614472,1009,29,410,0,0.457031,0.734056,-1.63036,-0.104504,0,55.0104,0.436257,0.438134,0.485638,0.480174,36918.1,28750.9,100312,2823.06,6879.85,11014.6,99653.9,10.5584,67.2318,42.311,31.6974,19.4734,23.0284,39.2015,31.5198,4.01655,62886.8,51790.3,117220,6622.24,21751.6,27476.2,116375,963.04,3.98768,4.39416,2.92078,12.2885,6.78038,6.03284,2.93136,32.2239,0,0.0480171,0.0961636,0,0.0469182,0,0.0967055,0.0054539,0.229134,0.227327,0.214715,0.205659,0.197375,0.182022,0.0182582,0.0501003,452,337,789,11.359,-0.580808,-5.4632e-10,-7.21635,-0.00997697,-0.451366,-1.4052e-11,0.0427612,-1,0,0,-1,0,-1,0,0
1620,chair_2,1,0.911012,0.43291,1144,30,285,0,0.911621,1,-0.294552,0.917828,0,3.17168,0.430889,0.423303,0.451504,0.50871,14797.4,5828.44,2587.19,190.083,4925.15,1462.16,2437.59,0,30.9918,32.5908,3.07968,9.5362,17.6178,16.7925,2.83025,8.2801,32828.2,18459.5,11554.9,1507.65,16713.8,8464.65,11174.7,1120.73,5.5192,7.36021,9.30287,25.7543,7.73503,10.8691,9.45979,29.871,0.0515528,0.034328,0.126248,0.0370408,0.054602,0.0330771,0.127506,0,0.274024,0.249537,0.246568,0.233088,0.195019,0.208607,0.0464602,-0.143183,143,183,326,-0.861147,0.861147,-4.31962e-21,-8.1325e-32,-3.33614e-11,0.213632,-2.8026e-45,1.45917e-13,0,0,0,0,0,0,0,0
1192,chair_3,1,0.398368,0.691183,1010,30,410,0,0.457031,0.734056,-1.63036,-0.104504,0,55.0104,0.436257,0.438134,0.485638,0.480174,41034.9,39334.2,100826,6343.24,17905.9,13790.1,100142,0,67.2824,42.5556,31.7997,19.7087,23.5599,39.2721,31.6211,3.97639,65483.8,61903.2,130649,10327.2,31995.6,30078.1,129911,940.399,3.90781,4.01923,2.7666,9.84031,5.59055,5.76601,2.77445,32.6095,0.0351888,0.0548825,0.0864749,0.104668,0.0828219,0.0424502,0.0868086,0,0.228858,0.230781,0.214607,0.208671,0.198659,0.182331,0.0179829,0.0535536,452,337,789,9.08717,-0.464646,-4.37056e-10,-5.77308,-0.00798158,-0.361093,-1.12416e-11,0.034209,0,0,0,0,0,0,0,0
1621,chair_2,1,0.910922,0.432863,1145,30,285,0,0.911621,1,-0.294552,0.917828,0,3.17168,0.430889,0.423303,0.451504,0.50871,14796.7,5828.42,2587.2,190.082,4924.48,1462.16,2437.59,0,31.0094,32.3924,3.0654,9.45811,17.6481,16.6969,2.81753,8.1973,32827.2,18459,11552.3,1500.21,16712.7,8448.41,11172.2,1090.19,5.51929,7.3603,9.30391,25.8181,7.7353,10.8796,9.46088,30.2865,0.0515258,0.0345168,0.126534,0.0374413,0.0545209,0.0332946,0.127776,0,0.274024,0.249537,0.246568,0.233088,0.195019,0.208607,0.0464602,-0.143183,143,183,326,-0.688918,0.688918,-3.45569e-21,-6.506e-32,-2.66891e-11,0.170905,-2.8026e-45,1.16733e-13,0,0,0,0,0,0,0,0
1193,chair_3,1,0.397926,0.733375,1011,30,410,0,0.457031,0.734056,-1.63036,-0.104504,0,55.0104,0.436257,0.438134,0.485638,0.480174,41034.6,39334,100826,6343.22,17905.8,13790.1,100142,0,67.3325,42.7978,31.9011,19.9417,24.0862,39.3421,31.7214,3.93662,65866.4,63632.8,131450,11423.7,35682.2,30958.4,130726,918.798,3.89644,3.96424,2.75816,9.35614,5.29388,5.68344,2.76579,32.9906,0.0349594,0.0531098,0.0857022,0.0936817,0.0728323,0.0411756,0.086022,0,0.228858,0.230781,0.214607,0.208671,0.198659,0.182331,0.0179829,0.0535536,452,337,789,7.26974,-0.371717,-3.49645e-10,-4.61847,-0.00638526,-0.288874,-8.99329e-12,0.0273672,0,0,0,0,0,0,0,0
1622,chair_2,1,0.910834,0.432839,1146,30,285,0,0.911621,1,-0.294552,0.917828,0,3.17168,0.430889,0.423303,0.451504,0.50871,14796.1,5828.4,2587.2,190.081,4923.82,1462.15,2437.59,0,31.0267,32.196,3.05127,9.3808,17.6781,16.6022,2.80494,8.11533,32826.3,18458.8,11550.8,1494.59,16711.4,8437.33,11170.6,1061.26,5.51937,7.36034,9.30453,25.8666,7.73559,10.8867,9.46154,30.6965,0.0514993,0.0347053,0.126807,0.0378001,0.0544413,0.0334922,0.128032,0,0.274024,0.249537,0.246568,0.233088,0.195019,0.208607,0.0464602,-0.143183,143,183,326,-0.551134,0.551134,-2.76455e-21,-5.2048e-32,-2.13513e-11,0.136724,-2.8026e-45,9.33868e-14,0,0,0,0,0,0,0,0
1194,chair_3,1,0.397501,0.756583,1012,30,410,0,0.457031,0.734056,-1.63036,-0.104504,0,55.0104,0.436257,0.438134,0.485638,0.480174,41034.4,39333.8,100826,6343.2,17905.8,13790,100142,0,67.3821,43.0376,32.0014,20.1723,24.6071,39.4114,31.8207,3.89726,65921,63894.6,131494,11675.5,36764.7,31241.6,130771,898.167,3.89483,3.9561,2.7577,9.25471,5.21536,5.65762,2.76532,33.3673,0.0349057,0.0526181,0.0854318,0.0907694,0.0693632,0.0407362,0.085751,0,0.228858,0.230781,0.214607,0.208671,0.198659,0.182331,0.0179829,0.0535536,452,337,789,5.81579,-0.297374,-2.79716e-10,-3.69477,-0.00510821,-0.231099,-7.19464e-12,0.0218938,0,0,0,0,0,0,0,0
1623,chair_2,1,0.910749,0.432826,1147,30,282,0,0.911621,1,-0.294552,0.917828,0,3.17168,0.430889,0.423303,0.451504,0.50871,14795.4,5828.39,2587.2,190.081,4923.18,1462.15,2437.59,0,31.0439,32.0015,3.03727,9.30426,17.7078,16.5085,2.79247,8.03417,32825.4,18458.7,11549.8,1490.34,16710.2,8429.78,11169.6,1033.83,5.51944,7.36037,9.30491,25.9035,7.73588,10.8916,9.46195,31.101,0.051473,0.0348938,0.127071,0.0381269,0.0543629,0.0336761,0.12828,0,0.274024,0.249537,0.246568,0.233088,0.195019,0.208607,0.0464602,-0.143183,143,183,326,-0.440907,0.440907,-2.21164e-21,-4.16384e-32,-1.70811e-11,0.10938,-2.8026e-45,7.47094e-14,0,0,0,0,0,0,0,0
1195,chair_3,1,0.397089,0.769348,1013,30,410,0,0.457031,0.734056,-1.63036,-0.104504,0,55.0104,0.436257,0.438134,0.485638,0.480174,41034.1,39333.5,100826,6343.19,17905.7,13789.9,100142,0,67.4311,43.275,32.1007,20.4006,25.1229,39.48,31.919,3.85829,65928.5,63933.3,131496,11729.7,37062.8,31331.1,130773,878.443,3.89461,3.95491,2.75768,9.2333,5.19435,5.64952,2.76529,33.7399,0.0348773,0.0523179,0.0851921,0.0894878,0.0675521,0.0405548,0.0855116,0,0.228858,0.230781,0.214607,0.208671,0.198659,0.182331,0.0179829,0.0535536,452,337,789,4.65263,-0.237899,-2.23773e-10,-2.95582,-0.00408657,-0.18488,-5.75571e-12,0.017515,0,0,0,0,0,0,0,0
