cycle,node,fresh,fe,warm_conf,settle_maturity,frames_converged,pts,silres,mask_conf,mask_w,state_cx,state_cy,state_cz,state_yaw,state_seat_w,state_seat_d,state_seat_h,state_back_h,obs_cx,obs_cy,obs_cz,obs_yaw,obs_seat_w,obs_seat_d,obs_seat_h,obs_back_h,acc_cx,acc_cy,acc_cz,acc_yaw,acc_seat_w,acc_seat_d,acc_seat_h,acc_back_h,raw_cx,raw_cy,raw_cz,raw_yaw,raw_seat_w,raw_seat_d,raw_seat_h,raw_back_h,std_cx,std_cy,std_cz,std_yaw,std_seat_w,std_seat_d,std_seat_h,std_back_h,gain_cx,gain_cy,gain_cz,gain_yaw,gain_seat_w,gain_seat_d,gain_seat_h,gain_back_h,ext_hw02,ext_hh02,ext_hw05,ext_hh05,ext_hw10,ext_hh10,ext_offx,ext_offy,n_top,n_leg,n_pts,ce_cx,ce_cy,ce_cz,ce_yaw,ce_seat_w,ce_seat_d,ce_seat_h,ce_back_h,ceg_cx,ceg_cy,ceg_cz,ceg_yaw,ceg_seat_w,ceg_seat_d,ceg_seat_h,ceg_back_h
1,chair_2,1,1.10027,0.0729604,0,0,1085,0,0.941895,1,-0.249766,0.886868,0,3.14159,0.45,0.45,0.441424,0.45,9573.06,4370.04,104967,360.068,2316.42,1177.14,104964,0,1,1,1,1,1,1,1,0,9573.06,4370.04,104967,360.068,2316.42,1177.14,104964,1e-09,10.2206,15.1272,3.08655,52.6996,20.7774,29.1465,3.08659,-1,0,0,1,0,0,0,1,0,0.19425,0.189242,0.188936,0.18384,0.186046,0.176239,0.157702,-0.172686,360,62,422,-1,1,0,1,1,1,0,0,-1,-1,0,-1,-1,-1,0,0
1,chair_1,1,1.10027,0.0729604,0,0,1085,0,0.941895,1,-0.249766,0.886868,0,3.14159,0.45,0.45,0.441424,0.45,9573.06,4370.04,104967,360.068,2316.42,1177.14,104964,0,1,1,1,1,1,1,1,0,9573.06,4370.04,104967,360.068,2316.42,1177.14,104964,1e-09,10.2206,15.1272,3.08655,52.6996,20.7774,29.1465,3.08659,-1,0,0,1,0,0,0,1,0,0.19425,0.189242,0.188936,0.18384,0.186046,0.176239,0.157702,-0.172686,360,62,422,-1,1,0,1,1,1,0,0,-1,-1,0,-1,-1,-1,0,0
2,chair_2,1,1.08709,0.107628,1,0,31,0,0.941895,1,-0.249766,0.886868,0,3.14159,0.45,0.44419,0.441424,0.45,31683.6,43908.7,90096.4,22955.6,2317.77,26942.3,90096.4,0,1.5848,1.26654,1.84833,1.04993,1.99,1.13084,1.84835,0,39408,47848.3,119059,23303.1,4507.39,28085.8,119059,1e-09,5.03742,4.57158,2.89813,6.55078,14.8949,5.96701,2.89813,-1,0,0,0,0,0,0.767429,0,0,0.194862,0.189147,0.188978,0.184065,0.186933,0.173953,0.15709,-0.17259,367,64,431,-2,2,-0.0212482,2,2,0.8,-0.013209,0,-1,-1,-1,-1,-1,0,-1,0
3,chair_2,1,1.07588,0.126696,0,1,43,0,0.941895,1,-0.249766,0.886868,0,3.14159,0.45,0.44419,0.435083,0.45,2375.84,13310.7,128897,447.94,545.599,3074.74,128893,0,1.71555,2.07392,2.82985,1.10218,2.20564,1.46475,2.82987,0,22226.7,35097.4,158838,7445.22,4596.51,19575,158834,1e-09,6.70752,5.3378,2.50913,11.5894,14.7498,7.14742,2.50916,-1,0,0,0.55503,0,0,0,0.555025,0,0.195811,0.191109,0.189011,0.185462,0.187331,0.173868,0.156139,-0.170627,370,73,443,-3,3,-0.0169986,3,3,0.896016,-0.0105672,0,-1,-1,0,-1,-1,-1,0,0
4,chair_2,1,1.104,0.137183,0,2,61,0,0.941895,1,-0.249766,0.886868,0,3.19703,0.45,0.44419,0.435747,0.45,35978.7,18519.1,11271.9,6535.92,11130.8,10606.1,10524.4,119.845,2.69839,3.05318,2.90893,1.24291,2.01962,2.4501,2.90184,1,50266.2,37213.5,43225.1,8361.69,15253.6,23749.2,42477.5,119.845,4.46028,5.18382,4.80985,10.9359,8.09682,6.48897,4.852,91.3463,0,0,0.152725,0.474284,0,0,0.145106,0,0.202294,0.196634,0.195859,0.187309,0.191281,0.176981,0.147316,-0.180529,371,93,464,-4,4,-0.0135989,0,3.87111,1.6889,-0.00845375,-1,-1,-1,0,1,-1,-1,0,-1
5,chair_2,1,1.10899,0.14295,0,0,73,0,0.941895,1,-0.249766,0.886868,0,3.19703,0.467847,0.44419,0.436796,0.45,112809,5809.07,10134.9,20031.9,67907.2,1055.34,9477,122.819,1.9581,3.38053,2.9764,1.79806,1.12479,2.54409,2.96311,1.99,135083,25087.3,30910,24585.8,72013.5,15957,30077.8,242.306,2.72082,6.31354,5.68788,6.37761,3.72643,7.91634,5.76604,64.2419,0,0,0.189833,0,0.571552,0,0.182608,0,0.202294,0.196641,0.195859,0.187309,0.191275,0.176993,0.147317,-0.180536,373,102,475,-5,5,-0.0108791,-0.216187,0,2.21115,-0.006763,-2,-1,-1,0,-1,1,-1,0,-1
6,chair_2,1,1.11532,0.186566,0,1,82,0,0.941895,1,-0.249766,0.886868,0,3.19703,0.468968,0.44069,0.437347,0.45,44212.7,20441.8,7006.02,4221.1,16017.8,4704.17,6246.49,895.718,2.91696,4.34673,3.01338,2.16359,1.7853,3.04681,2.99299,1.6696,75074.2,35859.4,24442.2,11329.7,41733.8,16110.8,23414.7,1136.56,3.64968,5.28078,6.39632,9.39485,4.89504,7.87847,6.53515,29.6622,0,0,0.164346,0,0.29957,0.178475,0.153251,0,0.202294,0.197494,0.195791,0.18733,0.191279,0.176199,0.147317,-0.181389,373,111,484,-6,6,-0.00870327,-1.21619,0,1.76892,-0.0054104,-2.69775,-1,-1,0,-1,0,0,0,-1
7,chair_2,1,1.11978,0.461432,0,2,93,0,0.941895,1,-0.249766,0.886868,0,3.19703,0.468968,0.44069,0.438383,0.45,13972.2,15140.4,6703.8,732.093,3499.79,2881.49,5714.93,955.87,3.197,5.23603,3.04711,2.20847,1.91422,3.33986,3.0175,2.09228,40068.2,34048.8,21875.3,6043.8,23924,14366.5,20484.2,2061.03,4.99574,5.41938,6.76118,12.8631,6.46521,8.34305,6.987,22.0271,0,0,0.174783,0,0,0,0.159584,0,0.202294,0.197993,0.195781,0.18763,0.191335,0.179199,0.147317,-0.18089,374,119,493,-7,7,-0.00696262,-2.10638,-0.316468,-1,-0.00432832,-3.65809,-1,-1,0,-1,-1,-1,0,-1
8,chair_2,1,1.10836,0.600932,1,3,96,0,0.941895,1,-0.249766,0.886868,0,3.19703,0.468968,0.44069,0.43782,0.45,11956.6,29319.1,232415,2248.21,2990.71,13632.3,230267,749.855,3.42963,6.18367,4.01664,2.39064,2.0205,4.30647,3.98733,3.07136,31973.6,47711.8,246557,6015.27,17961,24202.4,243813,2709.9,5.59248,4.57812,2.01392,12.8935,7.46165,6.42793,2.02522,19.2098,0,0,0.535053,0,0,0,0.538333,0,0.202294,0.198111,0.195781,0.189137,0.191334,0.180176,0.147317,-0.180772,373,123,496,-8,8,-0.00557009,-2.86639,-0.999875,-2,-0.00346266,-3.80907,-1,-1,0,-1,-1,-1,0,-1
1,chair_3,1,1.1033,0.0729604,0,0,1085,0,0.941895,1,-0.251363,0.88706,0,3.14159,0.45,0.45,0.447652,0.45,11916.2,5962.1,17802.1,468.908,2594.92,1572.68,17801.6,0,1,1,1,1,1,1,1,0,11916.2,5962.1,17802.1,468.908,2594.92,1572.68,17801.6,1e-09,9.16076,12.9509,7.49488,46.1802,19.6308,25.2162,7.49498,-1,0,0,1,0,0,0,1,0,0.19425,0.189242,0.188936,0.18383,0.186046,0.175623,0.156102,-0.172493,360,62,422,-1,1,0,1,1,1,0,0,-1,-1,0,-1,-1,-1,0,0
9,chair_2,1,1.10564,0.714107,2,4,96,0,0.941895,1,-0.249766,0.886868,0,3.19703,0.468968,0.44069,0.437916,0.444391,15460.7,23456.6,7261.98,614.858,3570.68,4904.86,6274.82,840.94,3.73748,7.12184,4.04566,2.4226,2.15004,4.8141,4.00724,1.91219,33230.4,45215.1,41678.4,4370.82,15965.9,19983.7,40637.3,1637.71,5.48571,4.70282,4.89829,15.1258,7.91413,7.07396,4.96064,24.7105,0,0,0.0869383,0,0,0,0.0773276,0.140782,0.202294,0.198111,0.195781,0.189137,0.191335,0.180049,0.147315,-0.180772,373,124,497,-9,9,-0.00445608,-3.63469,-1.57324,-3,-0.00277013,0,-1,-1,0,-1,-1,-1,0,1
10,chair_2,1,1.05922,0.776165,3,5,96,0,0.941895,1,-0.288717,0.886868,0,3.18744,0.468968,0.44069,0.438168,0.444391,18469,7611.39,7992.05,636.933,6740.32,1900.61,7004.84,910.213,1.51876,7.51954,4.08134,0.777379,2.41122,4.97935,4.0339,2.89307,26449.2,28835.4,28403,1796.17,18151.5,15226.7,27162.9,2483.51,6.14885,5.88894,5.93359,23.5953,7.42239,8.10396,6.06753,20.0663,0.260726,0,0.139892,0.107841,0,0,0.128825,0,0.20113,0.196811,0.194821,0.187567,0.190069,0.178619,0.11002,-0.177857,373,124,497,0,10,-0.00356486,0,-2.02947,-4,-0.0022161,-0.571949,1,-1,0,1,-1,-1,0,-1
11,chair_2,1,1.05087,0.823131,4,0,91,0,0.941895,1,-0.288717,0.886868,0,3.18744,0.468968,0.44069,0.438231,0.444391,59584.3,28879.4,890.011,4412.95,16115.7,8899.28,671.539,329.486,2.50357,8.44435,4.049,1.17054,3.06297,5.92872,3.99996,3.48164,75505.8,45635.5,17499.2,5935.62,28601.4,19927.8,16848.9,2667.82,3.63923,4.6811,7.55945,12.9798,5.91298,7.08387,7.70397,19.3607,0,0,0.025174,0,0,0,0.0198442,0,0.200826,0.196214,0.19478,0.187056,0.190042,0.178184,0.110324,-0.178454,374,117,491,-1,11,-0.00285189,-0.215038,-3.02947,-5,-0.00177288,-0.942224,-1,-1,0,-1,-1,-1,0,-1
12,chair_2,1,1.05311,0.83609,5,1,92,0,0.941895,1,-0.288717,0.886868,0,3.18744,0.468968,0.425629,0.438286,0.444391,62453.8,30241,911.902,3527.81,16970.5,9935.95,715,385.918,3.47853,9.3599,4.0172,1.47935,3.74405,2.76083,3.96677,4.17007,88601.7,51557.1,13085.4,7252.56,33647.4,15137,12570.2,2886.93,3.35953,4.40408,8.7419,11.7423,5.45161,8.12794,8.91926,18.6115,0,0,0.034632,0,0,0.172264,0.0284404,0,0.19929,0.196214,0.194696,0.187516,0.189946,0.178186,0.11186,-0.178454,376,115,491,-2,12,-0.00228151,-0.571211,-4.02947,0,-0.0014183,-1.25397,-1,-1,0,-1,-1,1,0,-1
13,chair_2,1,1.07915,0.84318,6,2,92,0,0.941895,1,-0.288717,0.886868,0,3.18744,0.437032,0.425629,0.43793,0.443563,79444.9,32948.8,183884,18064,25390.7,24343.1,183774,393.233,4.44375,10.2663,4.97703,2.46456,2.11198,2.79825,4.9271,4.86534,107003,55473.3,193744,22267.7,33450.9,35324.4,193338,3085.83,3.05704,4.24578,2.27188,6.70135,5.46759,5.32062,2.27427,18.0017,0,0,0.473536,0,0.30035,0,0.477247,0.0623896,0.19929,0.196214,0.194696,0.187516,0.189946,0.178191,0.11186,-0.178454,375,117,492,-3,13,-0.00182521,-1.57121,0,-1,-0.00113464,-1.00317,-1,-1,0,-1,1,-1,0,0
14,chair_2,1,1.07714,0.835667,7,3,92,0,0.941895,1,-0.288717,0.886868,0,3.18744,0.437032,0.425629,0.437992,0.443563,75652.1,19576.4,1131.35,3042.94,19227.6,2110.91,826.262,468.754,5.39931,11.1636,4.93804,2.71637,2.89723,2.92619,4.8857,5.69518,104768,42817.8,34286.3,9943.87,37444.4,20869.5,33969.3,3333.57,3.08948,4.83268,5.40057,10.0282,5.16781,6.92221,5.42571,17.3199,0,0,0.014703,0,0,0,0.0108989,0,0.19929,0.196214,0.194696,0.187516,0.190028,0.178186,0.11186,-0.178454,375,118,493,-4,14,-0.00146017,-2.54493,-1,-2,-0.000907715,-2.00317,-1,-1,0,-1,-1,-1,0,-1
15,chair_2,1,1.07468,0.829973,8,4,92,0,0.941895,1,-0.288717,0.886868,0,3.18744,0.437032,0.425629,0.438057,0.443563,73271.2,10026.3,1050.28,3130.27,19103,3386.19,754.614,388.952,6.34532,11.6697,4.89866,2.97361,3.6694,3.14706,4.84403,6.36717,102219,30706.8,19512,8116.19,38443,17100.4,19124,3466.08,3.12776,5.70667,7.15895,11.1,5.10025,7.6471,7.2312,16.9856,0,0,0.0240891,0,0,0,0.0177629,0,0.199289,0.196214,0.194695,0.187516,0.189946,0.178186,0.111859,-0.178454,375,117,492,-5,15,-0.00116813,-3.45532,-2,-3,-0.000726172,-3.00317,-1,-1,0,-1,-1,-1,0,-1
16,chair_2,1,1.07379,0.824548,9,5,92,0,0.941895,1,-0.288717,0.886868,0,3.18744,0.437032,0.425629,0.43687,0.443563,75023,6944.02,99265.9,1841.48,18371,614.47,99053.3,164.013,7.28186,11.9808,5.79536,3.11118,4.40315,3.16098,5.73928,6.61088,103773,24315.4,112381,6321.56,37974,12593.7,111992,3353.7,3.10426,6.41298,2.98301,12.5773,5.13165,8.91095,2.98818,17.2678,0,0,0.397049,0,0,0,0.400031,0,0.199289,0.196214,0.194695,0.187516,0.189946,0.178186,0.111859,-0.178454,375,117,492,-6,16,-0.000934507,-4.20765,-3,-3.22298,-0.000580938,-4.00317,-1,-1,0,-1,-1,-1,0,-1
1,chair_3,1,1.1033,0.0729604,0,0,1085,0,0.941895,1,-0.251361,0.887059,0,3.14159,0.45,0.45,0.447652,0.45,11916.2,5962.1,17802,468.919,2594.91,1572.68,17801.6,0,1,1,1,1,1,1,1,0,11916.2,5962.1,17802,468.919,2594.91,1572.68,17801.6,1e-09,9.16076,12.9509,7.49489,46.1797,19.6308,25.2162,7.49498,-1,0,0,1,0,0,0,1,0,0.19425,0.189242,0.188936,0.18383,0.186046,0.175623,0.156102,-0.172493,360,62,422,-1,1,0,1,1,1,0,0,-1,-1,0,-1,-1,-1,0,0
17,chair_2,1,1.07528,0.55182,10,6,92,0,0.941895,1,-0.288717,0.886868,0,3.18089,0.437613,0.425629,0.43687,0.443563,6130.28,16728,73334.3,628.253,1506.67,4209.27,73332,670.791,7.34471,12.861,6.43605,0.981099,4.42231,3.44031,6.38053,7.54477,35001.6,31850.6,102834,2222.4,20987,13787.4,102805,3765.06,5.3451,5.60326,3.1184,21.2124,6.90279,8.51647,3.11884,16.2972,0,0,0,0.0785067,0.0341732,0,0,0,0.199507,0.195571,0.19403,0.186488,0.189365,0.177967,0.11192,-0.178156,375,119,494,-7,17,-0.318935,0,-2.4,0.0740027,-0.28444,-5.00317,-1,-1,-1,1,0,-1,-1,-1
18,chair_2,1,1.07774,0.633229,11,7,92,0,0.941895,1,-0.288717,0.886868,0,3.18089,0.437613,0.420673,0.437192,0.443563,39704,61012.6,2617.91,1278.79,11520.9,32310.9,1858.96,0,8.14992,7.9665,6.39663,1.08747,4.86125,4.4059,6.33443,7.46932,58371.1,78744.1,31416.1,3097.09,25285.8,42564.2,30654.9,3441.16,4.13905,3.56362,5.64188,17.969,6.28871,4.84705,5.7115,17.047,0,0,0.0319394,0,0,0.408108,0.0233674,0,0.199507,0.195571,0.19403,0.186488,0.189365,0.177967,0.11192,-0.178156,375,119,494,-8,18,-0.255148,-0.156597,-3.4,0.0592022,-0.227552,-4.00254,-1,-1,0,-1,-1,0,0,0
19,chair_2,1,1.0688,0.680773,12,8,92,0,0.941895,1,-0.288717,0.910055,0,3.18715,0.438929,0.420808,0.438277,0.443563,14206.8,18698.2,12319.1,978.987,3607.96,4624.32,12100.6,83.0535,8.38282,2.99634,6.45002,1.16554,4.96395,4.70343,6.38637,7.55028,37941.8,33550.2,29915.2,3343.7,19100.3,25245.5,29455.3,3251.62,5.13382,5.4595,5.78168,17.2936,7.23568,6.29374,5.82664,17.5368,0,0.138205,0.158436,0.230201,0.085268,0.0871646,0.159007,0,0.200476,0.196216,0.194786,0.187506,0.190025,0.178176,0.111741,-0.155309,376,117,493,-9,0,-0.204118,-0.125278,-2.72,0.0473618,-0.182041,0.821414,-1,1,0,0,0,0,0,-1
20,chair_2,1,1.06129,0.748797,13,9,83,0,0.941895,1,-0.288717,0.910055,0,3.18715,0.438929,0.420808,0.438329,0.443563,52913.8,50154.7,1229.22,4118.85,16498.1,10159.6,423.415,1.0955e-07,9.299,3.96638,6.39723,1.5281,5.6062,5.40687,6.32654,7.47478,72385.7,68400.9,18344.4,6624.68,29425.5,25636.8,17387,3007.17,3.71684,3.82357,7.38327,12.2862,5.82959,6.24551,7.58381,18.2356,0,0,0.025649,0,0,0,0.00937858,0,0.201084,0.196216,0.194786,0.18609,0.190004,0.178026,0.111133,-0.155309,378,105,483,-10,1,-0.163295,-0.598209,-3.72,-1,-0.145633,1.1082,-1,-1,0,-1,-1,-1,0,-1
21,chair_2,1,1.05619,0.756333,14,10,88,0,0.941895,1,-0.288717,0.910055,0,3.18715,0.438929,0.420808,0.438329,0.443563,57355.2,49961.4,93955.9,9867,20497.9,19264.5,93330,0,10.206,4.92672,7.22836,2.40928,6.40978,6.3528,7.15244,7.40003,83118.5,75201.3,106532,13851.8,37451.6,34888,105449,2796.9,3.46858,3.64659,3.06379,8.49662,5.16731,5.3538,3.07949,18.9087,0,0,0,0,0,0,0,0,0.201084,0.196216,0.194795,0.187533,0.190019,0.178199,0.111132,-0.155309,381,107,488,-11,2,0.0653712,-1.1878,-4.72,-2,0.155753,0.886562,-1,-1,-1,-1,-1,-1,-1,0
22,chair_2,1,1.05457,0.748599,15,11,90,0,0.941895,1,-0.288717,0.910055,0,3.18715,0.438929,0.420808,0.438645,0.443563,55641,49193.7,2121.19,1904.9,13615.7,13464.4,1526.3,8.51777e-09,11.1039,5.87745,7.17629,2.55825,6.9167,7.28387,7.09545,7.32603,82645.4,75305,31202.1,7712.35,32957.6,32099.2,30525.9,2614.11,3.47849,3.64408,5.66119,11.3869,5.50836,5.58153,5.72355,19.5586,0,0,0.0242181,0,0,0,0.0179334,1.14329e-12,0.201084,0.196216,0.195038,0.187533,0.190019,0.178551,0.111132,-0.155309,382,108,490,-12,3,0.0522969,-1.76581,-5.72,-3,0.124603,0.709249,-1,-1,0,-1,-1,-1,0,0
23,chair_2,1,1.0587,0.74423,16,12,90,0,0.941895,1,-0.288717,0.910055,0,3.18715,0.426065,0.420808,0.439278,0.443563,52727.8,48800.2,2582.11,1783.56,16897,13041.5,1935.81,0,11.9929,6.81867,7.12912,2.69471,2.76289,8.17439,7.04294,7.25277,79682,74924,20110.9,6137.78,24824.7,30849.9,19249.1,2453.75,3.54258,3.65334,7.05155,12.7642,6.34685,5.69342,7.20767,20.1876,0,0,0.0459522,0,0.177062,0,0.0362549,0,0.201084,0.196216,0.195038,0.187533,0.190019,0.17855,0.111131,-0.155309,381,109,490,-13,4,0.0418375,-2.24361,0,-4,0.0996822,0.567399,-1,-1,0,-1,1,-1,0,0
24,chair_2,1,1.05579,0.746436,17,13,90,0,0.941895,1,-0.288717,0.910055,0,3.18715,0.426065,0.420808,0.439324,0.443563,60950.4,41967.7,447.128,1453.03,15284.2,10102.2,127.034,0,12.873,7.75049,7.06209,2.79978,3.37625,8.83888,6.97372,7.18024,87581.6,68045.5,13829.6,5256.39,30602.2,27519.2,13122.4,2311.93,3.37904,3.83354,8.50344,13.7929,5.71641,6.02812,8.72958,20.7976,0,0,0.0116204,0,0,0,0.00350656,0,0.201084,0.196576,0.195038,0.187538,0.189983,0.178567,0.111132,-0.155669,381,110,491,-14,5,0.03347,-2.64706,-1,-5,0.0797458,0.811655,-1,-1,0,-1,-1,-1,0,-1
1,chair_3,1,1.1033,0.0729604,0,0,1085,0,0.941895,1,-0.251359,0.887057,0,3.14159,0.45,0.45,0.447652,0.45,11916.2,5962.1,17802.1,468.908,2594.92,1572.68,17801.6,0,1,1,1,1,1,1,1,0,11916.2,5962.1,17802.1,468.908,2594.92,1572.68,17801.6,1e-09,9.16076,12.9509,7.49488,46.1802,19.6308,25.2162,7.49498,-1,0,0,1,0,0,0,1,0,0.19425,0.189242,0.188936,0.18383,0.186046,0.175623,0.156102,-0.172493,360,62,422,-1,1,0,1,1,1,0,0,-1,-1,0,-1,-1,-1,0,0
25,chair_2,1,1.05359,0.747467,18,14,90,0,0.941895,1,-0.288717,0.910055,0,3.18715,0.426065,0.420808,0.439382,0.443563,61295.4,42173.5,451.625,1466.36,15371.4,10154.9,125.252,0,13.7442,8.67298,6.99577,2.905,3.98713,9.50062,6.90518,7.10844,88754.4,67364.9,10728.2,4911.73,32709.2,26457.9,10006.1,2185.61,3.35664,3.85286,9.65464,14.2686,5.52923,6.14783,9.99693,21.3902,0,0,0.015222,0,0,0,0.00456273,0,0.201084,0.196576,0.195038,0.187538,0.189983,0.178567,0.111132,-0.155669,381,110,491,-15,6,0.026776,-3.06677,-2,-6,0.0637966,1.06096,-1,-1,0,-1,-1,-1,0,-1
26,chair_2,1,1.05321,0.7479,19,15,90,0,0.941895,1,-0.288717,0.910055,0,3.18715,0.426065,0.420808,0.439467,0.443563,62246.8,41762.7,458.119,1450.68,15241.9,10049.3,140.388,0,14.6068,9.58625,6.93018,3.00775,4.58648,10.1479,6.83746,7.03735,89820,66860.3,8917.49,4744.55,33236.5,25973.9,8144.31,2072.37,3.33667,3.86737,10.5896,14.5178,5.4852,6.20485,11.0808,21.9668,0,0,0.0186883,0,0,0,0.00632269,0,0.201084,0.196576,0.195038,0.187538,0.189983,0.178567,0.111131,-0.155669,381,110,491,-16,7,0.0214208,-3.45883,-3,-7,0.0510373,1.09978,-1,-1,0,-1,-1,-1,0,-1
27,chair_2,1,1.05284,0.748007,20,16,90,0,0.941895,1,-0.288717,0.910055,0,3.18715,0.426065,0.420808,0.439596,0.443563,63162.1,41103.8,490.563,1500.58,15445.3,10259.8,174.622,0,15.4607,10.4904,6.86555,3.11401,5.18836,10.8043,6.77075,6.96698,90837.4,66131,7782.43,4718.42,33598.3,26007.8,6941.21,1970.29,3.31793,3.88864,11.3355,14.558,5.45559,6.2008,12.0028,22.5286,0,0,0.0230681,0,0,0,0.00928529,0,0.201084,0.196576,0.195037,0.187538,0.189983,0.178567,0.11113,-0.155669,381,110,491,-17,8,0.0171367,-3.93073,-4,-8,0.0408298,0.879825,-1,-1,0,-1,-1,-1,0,0
28,chair_2,1,1.05236,0.747939,21,17,90,0,0.941895,1,-0.288717,0.910055,0,3.18715,0.426065,0.411418,0.439791,0.443563,64346.3,42845.2,569.41,1526.42,17010.5,10433.2,222.63,0,16.3061,11.3855,6.80232,3.22155,5.84987,3.97957,6.70517,6.89731,92117.4,67769.5,7084.3,4732.21,35270.9,16962.1,6137.44,1877.8,3.2948,3.84134,11.881,14.5368,5.32466,7.67822,12.7646,23.0768,0,0,0.0295894,0,0,0.10762,0.0134714,0,0.201084,0.196576,0.195037,0.187538,0.190019,0.178569,0.11113,-0.155669,381,109,490,-18,9,0.0137093,-4.34994,-5,0,0.0326639,0.70386,-1,-1,0,-1,-1,1,0,0
29,chair_2,1,1.0537,0.737028,22,18,90,0,0.941895,1,-0.288717,0.910055,0,3.17426,0.419291,0.411418,0.439791,0.443563,42380.9,44191.8,92750.2,3822.89,12135.8,10294.5,92216.7,0,17.081,12.2716,7.61791,3.53666,2.24636,4.70021,7.51667,6.82834,70270.5,69345.3,98768.6,7035.04,20503.6,22205.6,97537.7,1793.6,3.77236,3.79744,3.18193,11.9225,6.9837,6.71071,3.20194,23.6123,0,0,0,0.300992,0.1596,0,0,0,0.19969,0.194823,0.19382,0.185599,0.188913,0.178256,0.11276,-0.154582,381,109,490,-19,10,0.0141558,-3.47995,0,-1,0.0983965,1.70386,-1,-1,-1,0,1,-1,-1,-1
30,chair_2,1,1.05352,0.712608,23,19,90,0,0.941895,1,-0.288717,0.910055,0,3.16917,0.419291,0.411418,0.439818,0.443563,51573.1,28654.1,395.388,1028.16,14180.3,7101.3,170.807,0,17.9102,13.1148,7.5455,3.59471,2.8186,5.17777,7.44313,6.76005,77063.3,54021.5,28865.4,5157.91,27735.6,21380.1,28537.6,1716.62,3.60227,4.30246,5.88588,13.924,6.00456,6.83903,5.91958,24.1358,0,0,0.00471604,0.105796,0,0,0.00207884,0,0.199445,0.193981,0.193169,0.18556,0.188741,0.17776,0.113084,-0.154005,381,109,490,-20,11,0.0113246,-2.78396,-1,-2,0.0787172,2.70386,-1,-1,0,0,-1,-1,0,-1
31,chair_2,1,1.05341,0.689091,24,20,90,0,0.941895,1,-0.288717,0.910055,0,3.16324,0.419291,0.411418,0.439848,0.443563,52594.8,30888.2,376.301,1176.11,14449.2,7633.97,128.414,0,18.7311,13.9837,7.47363,3.66562,3.39638,5.6899,7.36992,6.69245,78927,53870.8,17142.6,4578.9,30827.9,21566.9,16783.6,1645.99,3.55949,4.30847,7.63769,14.7781,5.69545,6.80936,7.71894,24.6483,0,0,0.00760513,0.135281,0,0,0.00267451,0,0.198796,0.192994,0.192538,0.186022,0.188483,0.177678,0.113815,-0.153325,382,108,490,-21,12,0.00905969,-2.22717,-1.71503,-3,0.0629738,3.70386,-1,-1,0,0,-1,-1,0,-1
32,chair_2,1,1.05368,0.735687,25,21,90,0,0.941895,1,-0.288717,0.910055,0,3.15773,0.419291,0.411418,0.439885,0.443563,51651.5,31679.5,373.351,1245.71,13984,7846.03,128.155,0,19.5437,14.8438,7.40245,3.74214,3.94888,6.21258,7.29744,6.62553,78197.9,54634.8,12373.2,4386.48,31394,21858,11951,1580.93,3.57604,4.27824,8.98998,15.0988,5.64387,6.76386,9.14741,25.1503,0,0,0.0105195,0.148188,0,0,0.00377254,0,0.198805,0.192251,0.1921,0.1859,0.188239,0.177478,0.113872,-0.152512,381,109,490,-22,13,0.00724775,-1.78173,-2.11525,-4,0.050379,4.70386,-1,-1,0,0,-1,-1,0,-1
1,chair_3,1,1.1033,0.0729604,0,0,1085,0,0.941895,1,-0.251358,0.887057,0,3.14159,0.45,0.45,0.447652,0.45,11916.2,5962.1,17802.1,468.91,2594.92,1572.68,17801.6,0,1,1,1,1,1,1,1,0,11916.2,5962.1,17802.1,468.91,2594.92,1572.68,17801.6,1e-09,9.16076,12.9509,7.49488,46.1802,19.6308,25.2162,7.49498,-1,0,0,1,0,0,0,1,0,0.19425,0.189242,0.188936,0.18383,0.186046,0.175623,0.156102,-0.172493,360,62,422,-1,1,0,1,1,1,0,0,-1,-1,0,-1,-1,-1,0,0
33,chair_2,1,1.05487,0.795291,26,22,90,0,0.941895,1,-0.288717,0.910055,0,3.15364,0.416617,0.411418,0.439911,0.443563,47453.5,40845.9,415.479,2040.47,12515.8,9905.25,115.936,0,20.3483,15.6954,7.33238,3.8901,4.43428,6.88214,7.22557,6.55927,73916.9,63938.8,9865.51,5089.5,30105,24039.6,9317.68,1520.82,3.67814,3.95474,10.0679,14.0172,5.76343,6.44966,10.3597,25.6425,0,0,0.0147738,0.207135,0.209207,0,0.00440544,0,0.198876,0.191904,0.191563,0.185315,0.187918,0.177934,0.113844,-0.151695,381,109,490,-23,14,0.0057982,-1.42539,-1.6922,-5,0.0403032,5.70386,-1,-1,0,0,0,-1,0,-1
34,chair_2,1,1.05508,0.771012,27,23,90,0,0.941895,1,-0.288717,0.910055,0,3.149,0.416578,0.411418,0.440325,0.443563,38044.9,40048.7,2342.91,1902.93,9203.08,9993.58,1922.69,0,20.9868,16.5384,7.28138,4.02409,4.77589,7.55153,7.17164,1.9481,63999.6,64655,10256.6,5275.8,26380.2,25009,9479.97,451.101,3.95286,3.93277,9.87412,13.7675,6.15689,6.32341,10.2706,47.0829,0,0,0.0806288,0.182857,0.16545,0,0.0722695,0,0.198952,0.191191,0.190951,0.184647,0.187725,0.178713,0.11381,-0.151247,380,110,490,-24,15,0.00463856,-1.14031,-1.35376,-6,0.0322426,0,-1,-1,0,0,0,-1,0,1
