rep,success,c_approach,c_insert,c_lift,c_place,c_retreat,pick_s,episode_s,observations
0,1,0,0,0,0,0,4.40154,6.06094,0
1,1,0,0,0,0,0,3.90044,5.54114,0
2,1,0,0,0,0,0,3.76042,5.30059,0
3,1,0,0,0,0,0,3.70018,5.30146,0
4,1,0,0,0,0,0,3.68011,5.2208,0
5,1,0,0,0,0,0,3.60043,5.15997,0
6,1,0,0,0,0,0,3.64074,5.16024,0
7,1,0,0,0,0,0,3.54015,16.0614,0
8,1,0,0,0,0,0,3.64075,5.18061,0
9,1,0,0,0,0,0,3.58048,5.08127,0
