rep,success,c_approach,c_insert,c_lift,c_place,c_retreat,pick_s,episode_s,observations
1,1,0,0,0,0,0,10.3401,17.7206,0
3,1,0,0,0,0,0,7.50196,11.3599,0
7,1,0,0,0,0,0,9.44129,22.4006,0
8,1,0,0,0,0,0,8.46011,13.7808,0
12,1,0,0,0,0,0,12.7405,16.6203,0
16,1,0,0,0,0,0,9.62182,22.5808,0
19,1,0,0,0,0,0,7.5598,10.8594,0
22,1,0,0,0,0,0,10.101,28.3207,0
