rep,success,c_approach,c_insert,c_lift,c_place,c_retreat,pick_s,episode_s,observations
0,1,0,0,0,0,0,11.4022,24.3819,0
1,1,0,0,0,0,0,11.7001,24.6598,0
2,1,0,0,0,0,0,11.0209,24.1202,0
3,1,0,0,0,0,0,11.3592,24.3391,0
4,1,0,0,0,0,0,11.1604,24.1396,0
5,1,0,0,0,0,0,11.1596,24.4009,0
6,1,0,0,0,0,0,11.4004,24.3604,0
7,1,0,0,0,0,0,11.4995,25.6809,0
8,1,0,0,0,0,0,10.9002,24.5,0
9,1,0,0,0,0,0,12.2616,25.2203,0
