rep,success,c_approach,c_insert,c_lift,c_place,c_retreat,pick_s,episode_s,observations
0,1,0,0,0,0,0,4.38179,6.02209,0
1,1,0,0,0,0,0,3.89925,5.76048,0
2,1,0,0,0,0,0,3.74016,5.30124,0
3,1,0,0,0,0,0,3.61962,5.14007,0
4,1,0,0,0,0,0,3.60036,5.12148,0
5,1,0,0,0,0,0,3.64096,5.26084,0
6,1,0,0,0,0,0,3.58038,5.1199,0
7,1,0,0,0,0,0,3.59968,5.14087,0
8,1,0,0,0,0,0,3.58002,5.12079,0
9,1,0,0,0,0,0,3.5597,5.05983,0
